time,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ETCO2
11449,NaN,NaN,75,14,NaN,70,100,NaN,51,-45,122,75,39
11450,NaN,NaN,,,NaN,,,NaN,,,,,
11451,NaN,NaN,76,14,NaN,72,100,NaN,51,-45,123,75,39
11452,NaN,NaN,,,NaN,,,NaN,,,,,
11453,NaN,NaN,75,14,NaN,69,100,NaN,47,-45,117,75,39
11454,NaN,NaN,,,NaN,,,NaN,,,,,
11455,NaN,NaN,75,14,NaN,69,100,NaN,47,-45,120,74,37
11456,NaN,NaN,,,NaN,,,NaN,,,,,
11457,NaN,NaN,75,14,NaN,73,100,NaN,52,-45,129,74,37
11458,NaN,NaN,,,NaN,,,NaN,,,,,
11459,NaN,NaN,74,14,NaN,70,100,NaN,47,-45,120,74,37
11460,NaN,NaN,,,NaN,,,NaN,,,,,
11461,NaN,NaN,74,,NaN,71,100,NaN,49,-45,124,74,
11462,NaN,NaN,,,NaN,,,NaN,,,,,
11463,NaN,NaN,75,,NaN,73,100,NaN,51,-45,126,74,
11464,NaN,NaN,,,NaN,,,NaN,,,,,
11465,NaN,NaN,74,,NaN,69,100,NaN,47,-45,118,74,
11466,NaN,NaN,,,NaN,,,NaN,,,,,
11467,NaN,NaN,75,,NaN,70,100,NaN,49,-45,123,74,
11468,NaN,NaN,,,NaN,,,NaN,,,,,
11469,NaN,NaN,75,,NaN,74,100,NaN,56,-45,128,74,
11470,NaN,NaN,,,NaN,,,NaN,,,,,
11471,NaN,NaN,75,,NaN,69,99,NaN,47,-45,119,74,
11472,NaN,NaN,,,NaN,,,NaN,,,,,
11473,NaN,NaN,75,,NaN,70,99,NaN,50,-45,122,74,
11474,NaN,NaN,,,NaN,,,NaN,,,,,
11475,NaN,NaN,75,,NaN,74,97,NaN,51,-45,128,74,
11476,NaN,NaN,,,NaN,,,NaN,,,,,
11477,NaN,NaN,74,,NaN,72,96,NaN,48,-45,123,74,
11478,NaN,NaN,,,NaN,,,NaN,,,,,
11479,NaN,NaN,74,,NaN,70,98,NaN,45,-45,121,74,
11480,NaN,NaN,,,NaN,,,NaN,,,,,
11481,NaN,NaN,75,,NaN,74,100,NaN,51,-45,130,75,
11482,NaN,NaN,,,NaN,,,NaN,,,,,
11483,NaN,NaN,75,,NaN,74,100,NaN,48,-45,128,75,
11484,NaN,NaN,,,NaN,,,NaN,,,,,
11485,NaN,NaN,75,,NaN,71,100,NaN,47,-45,121,75,
11486,NaN,NaN,,,NaN,,,NaN,,,,,
11487,NaN,NaN,75,,NaN,73,100,NaN,55,-45,125,74,
11488,NaN,NaN,,,NaN,,,NaN,,,,,
11489,NaN,NaN,75,,NaN,71,99,NaN,50,-45,121,74,
11490,NaN,NaN,,,NaN,,,NaN,,,,,
11491,NaN,NaN,75,,NaN,70,95,NaN,47,-45,119,74,
11492,NaN,NaN,,,NaN,,,NaN,,,,,
11493,NaN,NaN,75,,NaN,67,96,NaN,41,-45,116,74,
11494,NaN,NaN,,,NaN,,,NaN,,,,,
11495,NaN,NaN,75,,NaN,73,97,NaN,56,-45,128,74,
11496,NaN,NaN,,,NaN,,,NaN,,,,,
11497,NaN,NaN,75,,NaN,72,100,NaN,50,-45,123,73,
11498,NaN,NaN,,,NaN,,,NaN,,,,,
11499,NaN,NaN,74,,NaN,68,100,NaN,47,-45,117,74,
11500,NaN,NaN,,,NaN,,,NaN,,,,,
11501,NaN,NaN,74,,NaN,72,100,NaN,54,-44,126,73,
11502,NaN,NaN,,,NaN,,,NaN,,,,,
11503,NaN,NaN,74,,NaN,72,100,NaN,50,-44,122,73,
11504,NaN,NaN,,,NaN,,,NaN,,,,,
11505,NaN,NaN,73,,NaN,69,100,NaN,47,-45,116,73,
11506,NaN,NaN,,,NaN,,,NaN,,,,,
11507,NaN,NaN,74,,NaN,69,100,NaN,51,-45,119,73,
11508,NaN,NaN,,,NaN,,,NaN,,,,,
11509,NaN,NaN,74,,NaN,69,100,NaN,48,-44,115,73,
11510,NaN,NaN,,,NaN,,,NaN,,,,,
11511,NaN,NaN,73,,NaN,68,100,NaN,37,-44,116,72,
11512,NaN,NaN,,,NaN,,,NaN,,,,,
11513,NaN,NaN,74,,NaN,68,99,NaN,47,-44,118,72,
11514,NaN,NaN,,,NaN,,,NaN,,,,,
11515,NaN,NaN,74,,NaN,71,99,NaN,40,-44,119,73,
11516,NaN,NaN,,,NaN,,,NaN,,,,,
11517,NaN,NaN,73,,NaN,69,99,NaN,49,-44,119,73,
11518,NaN,NaN,,,NaN,,,NaN,,,,,
11519,NaN,NaN,74,,NaN,70,100,NaN,52,-44,123,73,
11520,NaN,NaN,,,NaN,,,NaN,,,,,
11521,NaN,NaN,74,,NaN,70,100,NaN,49,-44,117,73,
11522,NaN,NaN,,,NaN,,,NaN,,,,,
11523,NaN,NaN,74,,NaN,70,100,NaN,50,-44,119,73,
11524,NaN,NaN,,,NaN,,,NaN,,,,,
11525,NaN,NaN,74,,NaN,72,100,NaN,56,-44,122,74,
11526,NaN,NaN,,,NaN,,,NaN,,,,,
11527,NaN,NaN,74,,NaN,70,99,NaN,50,-44,118,74,
11528,NaN,NaN,,,NaN,,,NaN,,,,,
11529,NaN,NaN,74,,NaN,69,98,NaN,48,-45,118,73,
11530,NaN,NaN,,,NaN,,,NaN,,,,,
11531,NaN,NaN,74,,NaN,70,98,NaN,50,-45,117,74,
11532,NaN,NaN,,,NaN,,,NaN,,,,,
11533,NaN,NaN,74,,NaN,70,97,NaN,49,-45,117,74,
11534,NaN,NaN,,,NaN,,,NaN,,,,,
11535,NaN,NaN,74,,NaN,69,98,NaN,50,-45,113,73,
11536,NaN,NaN,,,NaN,,,NaN,,,,,
11537,NaN,NaN,74,,NaN,67,97,NaN,49,-45,112,74,
11538,NaN,NaN,,,NaN,,,NaN,,,,,
11539,NaN,NaN,75,,NaN,69,97,NaN,49,-45,113,73,
11540,NaN,NaN,,,NaN,,,NaN,,,,,
11541,NaN,NaN,75,,NaN,68,98,NaN,49,-45,113,74,
11542,NaN,NaN,,,NaN,,,NaN,,,,,
11543,NaN,NaN,75,,NaN,68,98,NaN,49,-45,112,74,
11544,NaN,NaN,,,NaN,,,NaN,,,,,
11545,NaN,NaN,76,,NaN,65,99,NaN,45,-45,110,75,
11546,NaN,NaN,,,NaN,,,NaN,,,,,
11547,NaN,NaN,75,,NaN,66,98,NaN,44,-45,113,74,
11548,NaN,NaN,,,NaN,,,NaN,,,,,
11549,NaN,NaN,75,,NaN,65,96,NaN,43,-45,108,74,
11550,NaN,NaN,,,NaN,,,NaN,,,,,
11551,NaN,NaN,76,,NaN,70,96,NaN,46,-45,119,74,
11552,NaN,NaN,,,NaN,,,NaN,,,,,
11553,NaN,NaN,75,,NaN,69,97,NaN,48,-45,122,75,
11554,NaN,NaN,,,NaN,,,NaN,,,,,
11555,NaN,NaN,75,,NaN,71,97,NaN,50,-45,122,75,
11556,NaN,NaN,,,NaN,,,NaN,,,,,
11557,NaN,NaN,75,,NaN,71,97,NaN,50,-45,113,75,
11558,NaN,NaN,,,NaN,,,NaN,,,,,
11559,NaN,NaN,74,,NaN,68,98,NaN,51,-45,102,74,
11560,NaN,NaN,,,NaN,,,NaN,,,,,
11561,NaN,NaN,75,,NaN,72,98,NaN,52,-45,114,74,
11562,NaN,NaN,,,NaN,,,NaN,,,,,
11563,NaN,NaN,74,,NaN,68,100,NaN,46,-45,106,74,
11564,NaN,NaN,,,NaN,,,NaN,,,,,
11565,NaN,NaN,75,,NaN,73,99,NaN,55,-45,118,74,
11566,NaN,NaN,,,NaN,,,NaN,,,,,
11567,NaN,NaN,75,,NaN,70,99,NaN,48,-45,110,75,
11568,NaN,NaN,,,NaN,,,NaN,,,,,
11569,NaN,NaN,75,,NaN,70,98,NaN,56,-45,107,74,
11570,NaN,NaN,,,NaN,,,NaN,,,,,
11571,NaN,NaN,75,,NaN,71,99,NaN,50,-45,110,75,
11572,NaN,NaN,,,NaN,,,NaN,,,,,
11573,NaN,NaN,75,,NaN,68,99,NaN,45,-45,107,74,
11574,NaN,NaN,,,NaN,,,NaN,,,,,
11575,NaN,NaN,75,,NaN,75,100,NaN,59,-45,115,74,
11576,NaN,NaN,,,NaN,,,NaN,,,,,
11577,NaN,NaN,75,,NaN,74,100,NaN,52,-45,113,74,
11578,NaN,NaN,,,NaN,,,NaN,,,,,
11579,NaN,NaN,74,,NaN,69,100,NaN,46,-45,104,74,
11580,NaN,NaN,,,NaN,,,NaN,,,,,
11581,NaN,NaN,75,,NaN,70,99,NaN,49,-45,111,74,
11582,NaN,NaN,,,NaN,,,NaN,,,,,
11583,NaN,NaN,75,,NaN,75,100,NaN,58,-45,121,74,
11584,NaN,NaN,,,NaN,,,NaN,,,,,
11585,NaN,NaN,75,,NaN,73,99,NaN,52,-45,114,75,
11586,NaN,NaN,,,NaN,,,NaN,,,,,
11587,NaN,NaN,75,,NaN,70,98,NaN,49,-45,107,75,
11588,NaN,NaN,,,NaN,,,NaN,,,,,
11589,NaN,NaN,76,,NaN,73,99,NaN,42,-45,119,75,
11590,NaN,NaN,,,NaN,,,NaN,,,,,
11591,NaN,NaN,75,,NaN,74,99,NaN,51,-45,115,75,
11592,NaN,NaN,,,NaN,,,NaN,,,,,
11593,NaN,NaN,74,,NaN,71,98,NaN,47,-45,109,74,
11594,NaN,NaN,,,NaN,,,NaN,,,,,
11595,NaN,NaN,75,,NaN,73,97,NaN,49,-45,119,74,
11596,NaN,NaN,,,NaN,,,NaN,,,,,
11597,NaN,NaN,75,,NaN,77,97,NaN,55,-45,123,74,
11598,NaN,NaN,,,NaN,,,NaN,,,,,
11599,NaN,NaN,74,,NaN,71,96,NaN,46,-45,109,74,
11600,NaN,NaN,,,NaN,,,NaN,,,,,
11601,NaN,NaN,74,,NaN,70,96,NaN,46,-45,107,75,
11602,NaN,NaN,,,NaN,,,NaN,,,,,
11603,NaN,NaN,76,,NaN,75,97,NaN,52,-45,118,75,
11604,NaN,NaN,,,NaN,,,NaN,,,,,
11605,NaN,NaN,77,,NaN,71,98,NaN,36,-45,118,75,
11606,NaN,NaN,,,NaN,,,NaN,,,,,
11607,NaN,NaN,82,,NaN,68,97,NaN,46,-45,105,76,
11608,NaN,NaN,,,NaN,,,NaN,,,,,
11609,NaN,NaN,82,,NaN,71,97,NaN,42,-45,122,75,
11610,NaN,NaN,,,NaN,,,NaN,,,,,
11611,NaN,NaN,83,,NaN,69,98,NaN,47,-45,109,74,
11612,NaN,NaN,,,NaN,,,NaN,,,,,
11613,NaN,NaN,83,,NaN,79,99,NaN,59,-45,121,74,
11614,NaN,NaN,,,NaN,,,NaN,,,,,
11615,NaN,NaN,83,,NaN,70,99,NaN,34,-45,112,75,
11616,NaN,NaN,,,NaN,,,NaN,,,,,
11617,NaN,NaN,83,,NaN,68,99,NaN,18,-45,111,75,
11618,NaN,NaN,,,NaN,,,NaN,,,,,
11619,NaN,NaN,83,,NaN,75,99,NaN,59,-45,97,75,
11620,NaN,NaN,,,NaN,,,NaN,,,,,
11621,NaN,NaN,83,,NaN,56,99,NaN,43,-45,58,75,
11622,NaN,NaN,,,NaN,,,NaN,,,,,
11623,NaN,NaN,83,,NaN,48,99,NaN,29,-45,46,74,
11624,NaN,NaN,,,NaN,,,NaN,,,,,
11625,NaN,NaN,83,,NaN,57,99,NaN,39,-45,96,74,
11626,NaN,NaN,,,NaN,,,NaN,,,,,
11627,NaN,NaN,,,NaN,69,,NaN,57,-45,119,74,
11628,NaN,NaN,,,NaN,,,NaN,,,,,
11629,NaN,NaN,,,NaN,69,,NaN,52,-45,116,74,
11630,NaN,NaN,,,NaN,,,NaN,,,,,
11631,NaN,NaN,87,,NaN,65,98,NaN,41,-45,103,74,
11632,NaN,NaN,,,NaN,,,NaN,,,,,
11633,NaN,NaN,87,,NaN,72,98,NaN,53,-45,119,74,
11634,NaN,NaN,,,NaN,,,NaN,,,,,
11635,NaN,NaN,87,,NaN,73,98,NaN,58,-45,108,74,
11636,NaN,NaN,,,NaN,,,NaN,,,,,
11637,NaN,NaN,85,,NaN,72,98,NaN,53,-45,108,73,
11638,NaN,NaN,,,NaN,,,NaN,,,,,
11639,NaN,NaN,84,,NaN,66,98,NaN,48,-45,98,74,
11640,NaN,NaN,,,NaN,,,NaN,,,,,
11641,NaN,NaN,77,,NaN,71,99,NaN,51,-45,109,72,
11642,NaN,NaN,,,NaN,,,NaN,,,,,
11643,NaN,NaN,75,,NaN,68,99,NaN,44,-45,104,73,
11644,NaN,NaN,,,NaN,,,NaN,,,,,
11645,NaN,NaN,75,,NaN,66,99,NaN,44,-45,103,72,
11646,NaN,NaN,,,NaN,,,NaN,,,,,
11647,NaN,NaN,74,,NaN,68,100,NaN,48,-45,109,74,
11648,NaN,NaN,,,NaN,,,NaN,,,,,
11649,NaN,NaN,74,,NaN,77,100,NaN,62,-45,120,75,
11650,NaN,NaN,,,NaN,,,NaN,,,,,
11651,NaN,NaN,74,,NaN,68,100,NaN,48,-45,95,75,
11652,NaN,NaN,,,NaN,,,NaN,,,,,
11653,NaN,NaN,74,,NaN,64,100,NaN,44,-45,98,73,
11654,NaN,NaN,,,NaN,,,NaN,,,,,
11655,NaN,NaN,75,,NaN,67,100,NaN,52,-45,104,72,
11656,NaN,NaN,,,NaN,,,NaN,,,,,
11657,NaN,NaN,75,,NaN,65,99,NaN,48,-45,102,73,
11658,NaN,NaN,,,NaN,,,NaN,,,,,
11659,NaN,NaN,75,,NaN,63,97,NaN,43,-45,98,74,
11660,NaN,NaN,,,NaN,,,NaN,,,,,
11661,NaN,NaN,76,,NaN,65,98,NaN,51,-45,103,74,
11662,NaN,NaN,,,NaN,,,NaN,,,,,
11663,NaN,NaN,75,,NaN,66,98,NaN,47,-45,103,76,
11664,NaN,NaN,,,NaN,,,NaN,,,,,
11665,NaN,NaN,75,,NaN,64,99,NaN,46,-45,101,76,
11666,NaN,NaN,,,NaN,,,NaN,,,,,
11667,NaN,NaN,76,,NaN,68,100,NaN,49,-45,111,76,
11668,NaN,NaN,,,NaN,,,NaN,,,,,
11669,NaN,NaN,75,,NaN,67,100,NaN,31,-45,104,76,
11670,NaN,NaN,,,NaN,,,NaN,,,,,
11671,NaN,NaN,77,,NaN,66,100,NaN,36,-45,111,76,
11672,NaN,NaN,,,NaN,,,NaN,,,,,
11673,NaN,NaN,77,,NaN,70,100,NaN,53,-45,113,76,
11674,NaN,NaN,,,NaN,,,NaN,,,,,
11675,NaN,NaN,77,,NaN,69,100,NaN,48,-45,110,76,
11676,NaN,NaN,,,NaN,,,NaN,,,,,
11677,NaN,NaN,76,,NaN,70,100,NaN,49,-45,111,76,
11678,NaN,NaN,,,NaN,,,NaN,,,,,
11679,NaN,NaN,76,,NaN,74,100,NaN,52,-45,119,76,
11680,NaN,NaN,,,NaN,,,NaN,,,,,
11681,NaN,NaN,77,,NaN,72,100,NaN,47,-45,115,76,
11682,NaN,NaN,,,NaN,,,NaN,,,,,
11683,NaN,NaN,77,,NaN,73,100,NaN,50,-45,116,76,
11684,NaN,NaN,,,NaN,,,NaN,,,,,
11685,NaN,NaN,78,,NaN,76,100,NaN,53,-45,122,76,
11686,NaN,NaN,,,NaN,,,NaN,,,,,
11687,NaN,NaN,77,,NaN,72,100,NaN,34,-45,118,77,
11688,NaN,NaN,,,NaN,,,NaN,,,,,
11689,NaN,NaN,77,,NaN,72,100,NaN,49,-45,119,76,
11690,NaN,NaN,,,NaN,,,NaN,,,,,
11691,NaN,NaN,76,,NaN,74,100,NaN,50,-45,122,75,
11692,NaN,NaN,,,NaN,,,NaN,,,,,
11693,NaN,NaN,75,,NaN,72,100,NaN,48,-45,115,75,
11694,NaN,NaN,,,NaN,,,NaN,,,,,
11695,NaN,NaN,76,,NaN,77,100,NaN,51,-45,128,75,
11696,NaN,NaN,,,NaN,,,NaN,,,,,
11697,NaN,NaN,75,,NaN,73,100,NaN,47,-45,116,75,
11698,NaN,NaN,,,NaN,,,NaN,,,,,
11699,NaN,NaN,75,,NaN,73,100,NaN,49,-45,119,74,
