time,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ETCO2
437,NaN,NaN,98,14,NaN,131,100,NaN,76,-18,193,97,37
438,NaN,NaN,,,NaN,,,NaN,,,,,
439,NaN,NaN,98,14,NaN,122,100,NaN,69,-18,180,97,37
440,NaN,NaN,,,NaN,,,NaN,,,,,
441,NaN,NaN,97,14,NaN,127,100,NaN,81,-18,190,97,37
442,NaN,NaN,,,NaN,,,NaN,,,,,
443,NaN,NaN,97,14,NaN,129,100,NaN,69,-18,195,97,37
444,NaN,NaN,,,NaN,,,NaN,,,,,
445,NaN,NaN,97,14,NaN,130,100,NaN,81,-18,193,97,37
446,NaN,NaN,,,NaN,,,NaN,,,,,
447,NaN,NaN,97,14,NaN,130,100,NaN,81,-18,193,97,37
448,NaN,NaN,,,NaN,,,NaN,,,,,
449,NaN,NaN,98,14,NaN,130,100,NaN,84,-18,197,97,36
450,NaN,NaN,,,NaN,,,NaN,,,,,
451,NaN,NaN,97,14,NaN,129,100,NaN,83,-18,190,97,36
452,NaN,NaN,,,NaN,,,NaN,,,,,
453,NaN,NaN,97,14,NaN,129,100,NaN,83,-18,191,97,36
454,NaN,NaN,,,NaN,,,NaN,,,,,
455,NaN,NaN,97,14,NaN,129,100,NaN,79,-18,191,96,37
456,NaN,NaN,,,NaN,,,NaN,,,,,
457,NaN,NaN,96,14,NaN,129,100,NaN,82,-18,194,97,37
458,NaN,NaN,,,NaN,,,NaN,,,,,
459,NaN,NaN,98,14,NaN,130,100,NaN,83,-18,194,97,37
460,NaN,NaN,,,NaN,,,NaN,,,,,
461,NaN,NaN,97,14,NaN,129,100,NaN,81,-18,195,97,37
462,NaN,NaN,,,NaN,,,NaN,,,,,
463,NaN,NaN,96,14,NaN,129,100,NaN,80,-18,193,97,37
464,NaN,NaN,,,NaN,,,NaN,,,,,
465,NaN,NaN,96,14,NaN,129,100,NaN,80,-18,196,97,37
466,NaN,NaN,,,NaN,,,NaN,,,,,
467,NaN,NaN,96,14,NaN,130,100,NaN,82,-18,196,96,37
468,NaN,NaN,,,NaN,,,NaN,,,,,
469,NaN,NaN,95,14,NaN,131,100,NaN,77,-18,201,96,37
470,NaN,NaN,,,NaN,,,NaN,,,,,
471,NaN,NaN,96,14,NaN,123,100,NaN,79,-18,177,96,37
472,NaN,NaN,,,NaN,,,NaN,,,,,
473,NaN,NaN,96,14,NaN,125,100,NaN,78,-18,194,96,37
474,NaN,NaN,,,NaN,,,NaN,,,,,
475,NaN,NaN,97,14,NaN,126,100,NaN,79,-18,193,96,37
476,NaN,NaN,,,NaN,,,NaN,,,,,
477,NaN,NaN,97,14,NaN,127,100,NaN,79,-18,191,96,37
478,NaN,NaN,,,NaN,,,NaN,,,,,
479,NaN,NaN,98,14,NaN,126,100,NaN,78,-18,190,96,37
480,NaN,NaN,,,NaN,,,NaN,,,,,
481,NaN,NaN,99,14,NaN,125,100,NaN,79,-18,187,96,37
482,NaN,NaN,,,NaN,,,NaN,,,,,
483,NaN,NaN,103,14,NaN,125,100,NaN,77,-18,189,95,37
484,NaN,NaN,,,NaN,,,NaN,,,,,
485,NaN,NaN,107,14,NaN,124,100,NaN,77,-18,187,95,37
486,NaN,NaN,,,NaN,,,NaN,,,,,
487,NaN,NaN,103,14,NaN,123,100,NaN,78,-18,188,95,37
488,NaN,NaN,,,NaN,,,NaN,,,,,
489,NaN,NaN,100,14,NaN,123,100,NaN,73,-18,189,95,37
490,NaN,NaN,,,NaN,,,NaN,,,,,
491,NaN,NaN,95,14,NaN,122,100,NaN,78,-18,185,95,37
492,NaN,NaN,,,NaN,,,NaN,,,,,
493,NaN,NaN,95,14,NaN,123,100,NaN,79,-18,182,95,37
494,NaN,NaN,,,NaN,,,NaN,,,,,
495,NaN,NaN,95,14,NaN,122,100,NaN,79,-17,180,95,37
496,NaN,NaN,,,NaN,,,NaN,,,,,
497,NaN,NaN,95,14,NaN,122,100,NaN,79,-17,182,95,37
498,NaN,NaN,,,NaN,,,NaN,,,,,
499,NaN,NaN,94,14,NaN,122,100,NaN,71,-18,196,94,37
500,NaN,NaN,,,NaN,,,NaN,,,,,
501,NaN,NaN,93,14,NaN,121,100,NaN,77,-18,182,94,37
502,NaN,NaN,,,NaN,,,NaN,,,,,
503,NaN,NaN,94,14,NaN,120,100,NaN,77,-17,178,93,37
504,NaN,NaN,,,NaN,,,NaN,,,,,
505,NaN,NaN,93,14,NaN,114,100,NaN,54,-17,173,93,37
506,NaN,NaN,,,NaN,,,NaN,,,,,
507,NaN,NaN,93,14,NaN,118,100,NaN,60,-17,190,92,37
508,NaN,NaN,,,NaN,,,NaN,,,,,
509,NaN,NaN,93,14,NaN,118,100,NaN,67,-17,186,92,37
510,NaN,NaN,,,NaN,,,NaN,,,,,
511,NaN,NaN,92,14,NaN,118,100,NaN,75,-17,178,92,37
512,NaN,NaN,,,NaN,,,NaN,,,,,
513,NaN,NaN,92,14,NaN,119,100,NaN,77,-17,177,92,37
514,NaN,NaN,,,NaN,,,NaN,,,,,
515,NaN,NaN,92,14,NaN,119,100,NaN,80,-18,183,92,37
516,NaN,NaN,,,NaN,,,NaN,,,,,
517,NaN,NaN,91,14,NaN,119,100,NaN,75,-18,182,92,37
518,NaN,NaN,,,NaN,,,NaN,,,,,
519,NaN,NaN,91,14,NaN,118,100,NaN,76,-18,176,91,37
520,NaN,NaN,,,NaN,,,NaN,,,,,
521,NaN,NaN,91,14,NaN,118,100,NaN,74,-18,175,91,37
522,NaN,NaN,,,NaN,,,NaN,,,,,
523,NaN,NaN,91,14,NaN,117,100,NaN,76,-18,175,91,37
524,NaN,NaN,,,NaN,,,NaN,,,,,
525,NaN,NaN,91,14,NaN,116,100,NaN,78,-18,174,91,37
526,NaN,NaN,,,NaN,,,NaN,,,,,
527,NaN,NaN,91,14,NaN,116,100,NaN,77,-18,173,90,38
528,NaN,NaN,,,NaN,,,NaN,,,,,
529,NaN,NaN,91,14,NaN,114,100,NaN,74,-18,171,90,38
530,NaN,NaN,,,NaN,,,NaN,,,,,
531,NaN,NaN,90,14,NaN,114,100,NaN,74,-18,171,90,38
532,NaN,NaN,,,NaN,,,NaN,,,,,
533,NaN,NaN,89,14,NaN,113,100,NaN,71,-18,183,90,37
534,NaN,NaN,,,NaN,,,NaN,,,,,
535,NaN,NaN,89,14,NaN,112,100,NaN,71,-18,174,90,37
536,NaN,NaN,,,NaN,,,NaN,,,,,
537,NaN,NaN,88,14,NaN,111,100,NaN,62,-18,169,90,37
538,NaN,NaN,,,NaN,,,NaN,,,,,
539,NaN,NaN,88,14,NaN,111,100,NaN,70,-18,169,90,37
540,NaN,NaN,,,NaN,,,NaN,,,,,
541,NaN,NaN,88,14,NaN,110,100,NaN,72,-18,168,90,37
542,NaN,NaN,,,NaN,,,NaN,,,,,
543,NaN,NaN,88,14,NaN,110,100,NaN,73,-18,167,89,37
544,NaN,NaN,,,NaN,,,NaN,,,,,
545,NaN,NaN,88,14,NaN,109,100,NaN,73,-18,166,89,37
546,NaN,NaN,,,NaN,,,NaN,,,,,
547,NaN,NaN,88,14,NaN,109,100,NaN,73,-18,165,88,36
548,NaN,NaN,,,NaN,,,NaN,,,,,
549,NaN,NaN,88,14,NaN,109,100,NaN,73,-18,167,88,36
550,NaN,NaN,,,NaN,,,NaN,,,,,
551,NaN,NaN,88,14,NaN,108,100,NaN,73,-18,166,88,36
552,NaN,NaN,,,NaN,,,NaN,,,,,
553,NaN,NaN,88,14,NaN,109,100,NaN,74,-18,166,88,37
554,NaN,NaN,,,NaN,,,NaN,,,,,
555,NaN,NaN,88,14,NaN,108,100,NaN,73,-18,164,88,37
556,NaN,NaN,,,NaN,,,NaN,,,,,
557,NaN,NaN,88,14,NaN,109,100,NaN,74,-18,165,88,37
558,NaN,NaN,,,NaN,,,NaN,,,,,
559,NaN,NaN,88,14,NaN,108,100,NaN,72,-18,162,87,37
560,NaN,NaN,,,NaN,,,NaN,,,,,
561,NaN,NaN,88,14,NaN,108,100,NaN,72,-18,164,87,37
562,NaN,NaN,,,NaN,,,NaN,,,,,
563,NaN,NaN,87,14,NaN,107,100,NaN,70,-18,161,87,37
564,NaN,NaN,,,NaN,,,NaN,,,,,
565,NaN,NaN,87,14,NaN,107,100,NaN,71,-18,162,86,37
566,NaN,NaN,,,NaN,,,NaN,,,,,
567,NaN,NaN,87,14,NaN,106,100,NaN,70,-17,160,86,37
568,NaN,NaN,,,NaN,,,NaN,,,,,
569,NaN,NaN,86,14,NaN,106,100,NaN,70,-17,161,86,37
570,NaN,NaN,,,NaN,,,NaN,,,,,
571,NaN,NaN,86,14,NaN,105,100,NaN,68,-17,160,85,37
572,NaN,NaN,,,NaN,,,NaN,,,,,
573,NaN,NaN,86,14,NaN,104,100,NaN,67,-17,158,85,37
574,NaN,NaN,,,NaN,,,NaN,,,,,
575,NaN,NaN,86,14,NaN,103,100,NaN,68,-17,157,85,37
576,NaN,NaN,,,NaN,,,NaN,,,,,
577,NaN,NaN,85,14,NaN,103,100,NaN,67,-17,156,85,37
578,NaN,NaN,,,NaN,,,NaN,,,,,
579,NaN,NaN,85,14,NaN,103,100,NaN,67,-17,158,84,37
580,NaN,NaN,,,NaN,,,NaN,,,,,
581,NaN,NaN,85,14,NaN,101,100,NaN,67,-17,155,84,37
582,NaN,NaN,,,NaN,,,NaN,,,,,
583,NaN,NaN,85,14,NaN,101,100,NaN,65,-17,156,84,37
584,NaN,NaN,,,NaN,,,NaN,,,,,
585,NaN,NaN,85,14,NaN,100,100,NaN,65,-17,155,84,37
586,NaN,NaN,,,NaN,,,NaN,,,,,
587,NaN,NaN,84,14,NaN,100,100,NaN,65,-17,156,84,37
588,NaN,NaN,,,NaN,,,NaN,,,,,
589,NaN,NaN,84,14,NaN,98,100,NaN,65,-17,154,84,37
590,NaN,NaN,,,NaN,,,NaN,,,,,
591,NaN,NaN,84,14,NaN,98,100,NaN,65,-17,155,83,37
592,NaN,NaN,,,NaN,,,NaN,,,,,
593,NaN,NaN,84,14,NaN,98,100,NaN,65,-17,155,83,37
594,NaN,NaN,,,NaN,,,NaN,,,,,
595,NaN,NaN,83,14,NaN,98,100,NaN,65,-17,153,83,37
596,NaN,NaN,,,NaN,,,NaN,,,,,
597,NaN,NaN,83,14,NaN,97,100,NaN,64,-17,152,83,37
598,NaN,NaN,,,NaN,,,NaN,,,,,
599,NaN,NaN,83,14,NaN,97,100,NaN,65,-17,153,83,37
600,NaN,NaN,,,NaN,,,NaN,,,,,
601,NaN,NaN,83,14,NaN,96,100,NaN,64,-17,153,83,37
602,NaN,NaN,,,NaN,,,NaN,,,,,
603,NaN,NaN,83,14,NaN,96,100,NaN,64,-17,152,83,37
604,NaN,NaN,,,NaN,,,NaN,,,,,
605,NaN,NaN,83,14,NaN,96,100,NaN,64,-17,152,83,37
606,NaN,NaN,,,NaN,,,NaN,,,,,
607,NaN,NaN,83,14,NaN,96,100,NaN,63,-17,150,82,37
608,NaN,NaN,,,NaN,,,NaN,,,,,
609,NaN,NaN,83,14,NaN,96,100,NaN,64,-17,152,82,37
610,NaN,NaN,,,NaN,,,NaN,,,,,
611,NaN,NaN,83,14,NaN,95,100,NaN,63,-17,152,82,37
612,NaN,NaN,,,NaN,,,NaN,,,,,
613,NaN,NaN,83,14,NaN,96,100,NaN,64,-18,152,82,37
614,NaN,NaN,,,NaN,,,NaN,,,,,
615,NaN,NaN,83,14,NaN,95,100,NaN,64,-18,152,82,37
616,NaN,NaN,,,NaN,,,NaN,,,,,
617,NaN,NaN,83,14,NaN,96,100,NaN,64,-18,154,82,37
618,NaN,NaN,,,NaN,,,NaN,,,,,
619,NaN,NaN,83,14,NaN,95,100,NaN,64,-18,152,82,37
620,NaN,NaN,,,NaN,,,NaN,,,,,
621,NaN,NaN,83,14,NaN,96,100,NaN,64,-18,154,82,37
622,NaN,NaN,,,NaN,,,NaN,,,,,
623,NaN,NaN,83,14,NaN,95,100,NaN,63,-18,152,82,37
624,NaN,NaN,,,NaN,,,NaN,,,,,
625,NaN,NaN,82,14,NaN,95,100,NaN,64,-18,153,82,37
626,NaN,NaN,,,NaN,,,NaN,,,,,
627,NaN,NaN,82,14,NaN,94,100,NaN,63,-18,152,81,37
628,NaN,NaN,,,NaN,,,NaN,,,,,
629,NaN,NaN,81,14,NaN,95,100,NaN,63,-18,151,81,37
630,NaN,NaN,,,NaN,,,NaN,,,,,
631,NaN,NaN,81,14,NaN,95,100,NaN,63,-18,152,81,37
632,NaN,NaN,,,NaN,,,NaN,,,,,
633,NaN,NaN,81,14,NaN,94,100,NaN,63,-18,152,81,37
634,NaN,NaN,,,NaN,,,NaN,,,,,
635,NaN,NaN,81,14,NaN,94,100,NaN,62,-18,151,81,37
636,NaN,NaN,,,NaN,,,NaN,,,,,
637,NaN,NaN,82,14,NaN,94,100,NaN,63,-18,150,81,37
638,NaN,NaN,,,NaN,,,NaN,,,,,
639,NaN,NaN,82,14,NaN,94,100,NaN,62,-17,151,81,37
640,NaN,NaN,,,NaN,,,NaN,,,,,
641,NaN,NaN,82,14,NaN,93,100,NaN,63,-17,150,81,37
642,NaN,NaN,,,NaN,,,NaN,,,,,
643,NaN,NaN,82,14,NaN,94,100,NaN,63,-17,152,81,37
644,NaN,NaN,,,NaN,,,NaN,,,,,
645,NaN,NaN,82,14,NaN,93,100,NaN,63,-17,150,81,37
646,NaN,NaN,,,NaN,,,NaN,,,,,
647,NaN,NaN,82,14,NaN,94,100,NaN,63,-17,151,81,37
648,NaN,NaN,,,NaN,,,NaN,,,,,
649,NaN,NaN,82,14,NaN,93,100,NaN,62,-17,150,81,37
650,NaN,NaN,,,NaN,,,NaN,,,,,
651,NaN,NaN,82,14,NaN,93,100,NaN,63,-17,151,81,37
652,NaN,NaN,,,NaN,,,NaN,,,,,
653,NaN,NaN,82,14,NaN,92,100,NaN,62,-17,149,82,36
654,NaN,NaN,,,NaN,,,NaN,,,,,
655,NaN,NaN,82,14,NaN,93,100,NaN,63,-17,150,82,36
656,NaN,NaN,,,NaN,,,NaN,,,,,
657,NaN,NaN,82,14,NaN,92,100,NaN,62,-17,149,82,36
658,NaN,NaN,,,NaN,,,NaN,,,,,
659,NaN,NaN,82,14,NaN,93,100,NaN,63,-17,151,82,36
660,NaN,NaN,,,NaN,,,NaN,,,,,
661,NaN,NaN,83,14,NaN,92,100,NaN,62,-17,150,82,37
662,NaN,NaN,,,NaN,,,NaN,,,,,
663,NaN,NaN,83,14,NaN,92,100,NaN,62,-17,150,83,37
664,NaN,NaN,,,NaN,,,NaN,,,,,
665,NaN,NaN,83,14,NaN,93,100,NaN,63,-17,151,83,37
666,NaN,NaN,,,NaN,,,NaN,,,,,
667,NaN,NaN,83,14,NaN,93,100,NaN,63,-17,152,83,37
668,NaN,NaN,,,NaN,,,NaN,,,,,
669,NaN,NaN,84,14,NaN,94,100,NaN,63,-17,153,83,37
670,NaN,NaN,,,NaN,,,NaN,,,,,
671,NaN,NaN,83,14,NaN,93,100,NaN,63,-17,151,83,37
672,NaN,NaN,,,NaN,,,NaN,,,,,
673,NaN,NaN,83,14,NaN,93,100,NaN,63,-17,151,83,37
674,NaN,NaN,,,NaN,,,NaN,,,,,
675,NaN,NaN,83,14,NaN,92,100,NaN,62,-17,150,83,37
676,NaN,NaN,,,NaN,,,NaN,,,,,
677,NaN,NaN,83,14,NaN,93,100,NaN,63,-17,150,82,37
678,NaN,NaN,,,NaN,,,NaN,,,,,
679,NaN,NaN,83,14,NaN,92,100,NaN,62,-17,149,82,37
680,NaN,NaN,,,NaN,,,NaN,,,,,
681,NaN,NaN,83,14,NaN,93,100,NaN,63,-17,151,82,37
682,NaN,NaN,,,NaN,,,NaN,,,,,
683,NaN,NaN,83,14,NaN,92,100,NaN,62,-17,149,82,37
684,NaN,NaN,,,NaN,,,NaN,,,,,
685,NaN,NaN,82,14,NaN,92,100,NaN,62,-17,150,82,37
686,NaN,NaN,,,NaN,,,NaN,,,,,
687,NaN,NaN,82,14,NaN,92,100,NaN,62,-17,150,82,37
688,NaN,NaN,,,NaN,,,NaN,,,,,
689,NaN,NaN,82,14,NaN,92,100,NaN,62,-17,150,82,37
690,NaN,NaN,,,NaN,,,NaN,,,,,
691,NaN,NaN,82,14,NaN,91,100,NaN,61,-17,149,82,37
692,NaN,NaN,,,NaN,,,NaN,,,,,
693,NaN,NaN,82,14,NaN,91,100,NaN,61,-17,148,82,37
694,NaN,NaN,,,NaN,,,NaN,,,,,
695,NaN,NaN,82,14,NaN,91,100,NaN,61,-17,148,82,37
696,NaN,NaN,,,NaN,,,NaN,,,,,
697,NaN,NaN,83,14,NaN,91,100,NaN,61,-17,147,82,37
698,NaN,NaN,,,NaN,,,NaN,,,,,
699,NaN,NaN,83,14,NaN,91,100,NaN,61,-17,148,82,36
700,NaN,NaN,,,NaN,,,NaN,,,,,
701,NaN,NaN,83,14,NaN,91,100,NaN,60,-17,147,83,36
702,NaN,NaN,,,NaN,,,NaN,,,,,
703,NaN,NaN,84,14,NaN,92,100,NaN,62,-18,149,83,36
704,NaN,NaN,,,NaN,,,NaN,,,,,
705,NaN,NaN,84,14,NaN,91,100,NaN,61,-18,147,84,36
706,NaN,NaN,,,NaN,,,NaN,,,,,
707,NaN,NaN,85,14,NaN,92,100,NaN,63,-18,152,84,37
708,NaN,NaN,,,NaN,,,NaN,,,,,
709,NaN,NaN,85,14,NaN,88,100,NaN,57,-18,150,84,37
710,NaN,NaN,,,NaN,,,NaN,,,,,
711,NaN,NaN,85,14,NaN,89,100,NaN,60,-18,148,87,37
712,NaN,NaN,,,NaN,,,NaN,,,,,
713,NaN,NaN,85,14,NaN,90,100,NaN,61,-18,146,87,37
714,NaN,NaN,,,NaN,,,NaN,,,,,
715,NaN,NaN,85,14,NaN,91,100,NaN,62,-18,149,87,37
716,NaN,NaN,,,NaN,,,NaN,,,,,
717,NaN,NaN,85,14,NaN,91,100,NaN,61,-17,148,85,37
718,NaN,NaN,,,NaN,,,NaN,,,,,
719,NaN,NaN,86,14,NaN,92,100,NaN,61,-17,150,85,37
720,NaN,NaN,,,NaN,,,NaN,,,,,
721,NaN,NaN,86,14,NaN,92,100,NaN,62,-17,149,85,37
722,NaN,NaN,,,NaN,,,NaN,,,,,
723,NaN,NaN,86,14,NaN,92,100,NaN,63,-17,151,86,37
724,NaN,NaN,,,NaN,,,NaN,,,,,
725,NaN,NaN,86,14,NaN,93,100,NaN,63,-17,151,86,37
726,NaN,NaN,,,NaN,,,NaN,,,,,
727,NaN,NaN,87,14,NaN,93,100,NaN,64,-17,152,86,37
728,NaN,NaN,,,NaN,,,NaN,,,,,
729,NaN,NaN,87,14,NaN,94,100,NaN,64,-17,153,87,37
730,NaN,NaN,,,NaN,,,NaN,,,,,
731,NaN,NaN,87,14,NaN,94,100,NaN,64,-17,153,87,37
732,NaN,NaN,,,NaN,,,NaN,,,,,
733,NaN,NaN,87,14,NaN,95,100,NaN,64,-17,154,87,37
734,NaN,NaN,,,NaN,,,NaN,,,,,
735,NaN,NaN,87,14,NaN,94,100,NaN,64,-17,153,87,37
736,NaN,NaN,,,NaN,,,NaN,,,,,
737,NaN,NaN,87,14,NaN,95,100,NaN,63,-17,154,86,37
738,NaN,NaN,,,NaN,,,NaN,,,,,
739,NaN,NaN,86,14,NaN,94,100,NaN,63,-17,152,86,37
740,NaN,NaN,,,NaN,,,NaN,,,,,
741,NaN,NaN,86,14,NaN,95,100,NaN,64,-17,154,85,37
742,NaN,NaN,,,NaN,,,NaN,,,,,
743,NaN,NaN,86,14,NaN,94,100,NaN,63,-17,153,85,37
744,NaN,NaN,,,NaN,,,NaN,,,,,
745,NaN,NaN,85,14,NaN,95,100,NaN,64,-17,155,85,37
746,NaN,NaN,,,NaN,,,NaN,,,,,
747,NaN,NaN,85,14,NaN,94,100,NaN,65,-17,153,84,37
748,NaN,NaN,,,NaN,,,NaN,,,,,
749,NaN,NaN,85,14,NaN,94,100,NaN,63,-17,154,84,37
750,NaN,NaN,,,NaN,,,NaN,,,,,
751,NaN,NaN,85,14,NaN,93,100,NaN,62,-17,151,84,37
752,NaN,NaN,,,NaN,,,NaN,,,,,
753,NaN,NaN,85,14,NaN,94,100,NaN,63,-17,153,84,37
754,NaN,NaN,,,NaN,,,NaN,,,,,
755,NaN,NaN,85,14,NaN,93,100,NaN,61,-17,153,84,37
756,NaN,NaN,,,NaN,,,NaN,,,,,
757,NaN,NaN,85,14,NaN,92,100,NaN,61,-17,152,84,37
758,NaN,NaN,,,NaN,,,NaN,,,,,
759,NaN,NaN,85,14,NaN,93,100,NaN,61,-17,153,84,37
760,NaN,NaN,,,NaN,,,NaN,,,,,
761,NaN,NaN,85,14,NaN,92,100,NaN,61,-17,152,84,37
762,NaN,NaN,,,NaN,,,NaN,,,,,
763,NaN,NaN,85,14,NaN,92,100,NaN,60,-17,154,84,37
764,NaN,NaN,,,NaN,,,NaN,,,,,
765,NaN,NaN,85,14,NaN,91,100,NaN,60,-17,151,84,36
766,NaN,NaN,,,NaN,,,NaN,,,,,
767,NaN,NaN,,,NaN,,,NaN,,,,,
768,NaN,NaN,84,14,NaN,91,100,NaN,60,-17,153,84,36
769,NaN,NaN,,,NaN,,,NaN,,,,,
770,NaN,NaN,84,14,NaN,90,100,NaN,60,-17,150,84,36
771,NaN,NaN,,,NaN,,,NaN,,,,,
772,NaN,NaN,84,14,NaN,91,100,NaN,60,-18,152,83,36
773,NaN,NaN,,,NaN,,,NaN,,,,,
774,NaN,NaN,84,14,NaN,90,100,NaN,60,-18,151,83,37
775,NaN,NaN,,,NaN,,,NaN,,,,,
776,NaN,NaN,84,14,NaN,90,100,NaN,60,-18,152,83,37
777,NaN,NaN,,,NaN,,,NaN,,,,,
778,NaN,NaN,84,14,NaN,89,100,NaN,59,-18,150,83,37
779,NaN,NaN,,,NaN,,,NaN,,,,,
780,NaN,NaN,84,14,NaN,90,100,NaN,60,-18,151,83,37
781,NaN,NaN,,,NaN,90,,NaN,61,,151,83,
782,NaN,NaN,83,14,NaN,,100,NaN,,-18,,,37
783,NaN,NaN,83,14,NaN,90,100,NaN,62,-18,152,83,37
784,NaN,NaN,,,NaN,,,NaN,,,,,
785,NaN,NaN,83,14,NaN,90,100,NaN,60,-18,151,83,37
786,NaN,NaN,,,NaN,,,NaN,,,,,
787,NaN,NaN,83,14,NaN,90,100,NaN,60,-18,151,83,37
788,NaN,NaN,,,NaN,,,NaN,,,,,
789,NaN,NaN,83,14,NaN,90,100,NaN,59,-18,152,83,37
790,NaN,NaN,,,NaN,,,NaN,,,,,
791,NaN,NaN,83,14,NaN,90,100,NaN,60,-18,151,83,37
792,NaN,NaN,,,NaN,,,NaN,,,,,
793,NaN,NaN,83,14,NaN,90,100,NaN,59,-17,155,83,37
794,NaN,NaN,,,NaN,,,NaN,,,,,
795,NaN,NaN,83,14,NaN,89,100,NaN,59,-17,151,83,37
796,NaN,NaN,,,NaN,,,NaN,,,,,
797,NaN,NaN,83,14,NaN,89,100,NaN,59,-17,152,82,37
798,NaN,NaN,,,NaN,,,NaN,,,,,
799,NaN,NaN,83,14,NaN,88,100,NaN,57,-17,149,82,37
800,NaN,NaN,,,NaN,,,NaN,,,,,
801,NaN,NaN,83,14,NaN,88,100,NaN,56,-17,153,82,37
802,NaN,NaN,,,NaN,,,NaN,,,,,
803,NaN,NaN,83,14,NaN,87,100,NaN,56,-17,148,82,37
804,NaN,NaN,,,NaN,,,NaN,,,,,
805,NaN,NaN,82,14,NaN,87,100,NaN,57,-17,149,82,37
806,NaN,NaN,,,NaN,,,NaN,,,,,
807,NaN,NaN,82,14,NaN,86,100,NaN,56,-17,147,82,37
808,NaN,NaN,,,NaN,,,NaN,,,,,
809,NaN,NaN,82,14,NaN,86,100,NaN,57,-17,148,82,37
810,NaN,NaN,,,NaN,,,NaN,,,,,
811,NaN,NaN,,,NaN,,,NaN,,,,,
812,NaN,NaN,82,14,NaN,86,100,NaN,57,-17,147,81,37
813,NaN,NaN,,,NaN,,,NaN,,,,,
814,NaN,NaN,82,14,NaN,85,100,NaN,56,-17,146,81,37
815,NaN,NaN,,,NaN,,,NaN,,,,,
816,NaN,NaN,82,14,NaN,85,100,NaN,55,-17,146,81,37
817,NaN,NaN,,,NaN,,,NaN,,,,,
818,NaN,NaN,82,14,NaN,85,100,NaN,54,-17,145,81,37
819,NaN,NaN,,,NaN,,,NaN,,,,,
820,NaN,NaN,81,14,NaN,85,100,NaN,56,-17,147,81,37
821,NaN,NaN,,,NaN,,,NaN,,,,,
822,NaN,NaN,81,14,NaN,84,100,NaN,56,-17,144,81,37
823,NaN,NaN,,,NaN,,,NaN,,,,,
824,NaN,NaN,81,14,NaN,84,100,NaN,56,-17,145,81,37
825,NaN,NaN,,,NaN,,,NaN,,,,,
826,NaN,NaN,81,14,NaN,83,100,NaN,55,-17,143,81,37
827,NaN,NaN,,,NaN,,,NaN,,,,,
828,NaN,NaN,81,14,NaN,84,100,NaN,57,-17,145,81,37
829,NaN,NaN,,,NaN,,,NaN,,,,,
830,NaN,NaN,81,14,NaN,84,100,NaN,53,-17,143,81,37
831,NaN,NaN,,,NaN,,,NaN,,,,,
832,NaN,NaN,81,14,NaN,84,100,NaN,55,-17,145,81,37
833,NaN,NaN,,,NaN,,,NaN,,,,,
834,NaN,NaN,82,14,NaN,83,100,NaN,55,-17,143,81,37
835,NaN,NaN,,,NaN,,,NaN,,,,,
836,NaN,NaN,82,14,NaN,84,100,NaN,55,-17,144,81,37
837,NaN,NaN,,,NaN,,,NaN,,,,,
838,NaN,NaN,82,14,NaN,84,100,NaN,55,-17,143,81,37
839,NaN,NaN,,,NaN,,,NaN,,,,,
840,NaN,NaN,82,14,NaN,84,100,NaN,54,-17,144,81,37
841,NaN,NaN,,,NaN,,,NaN,,,,,
842,NaN,NaN,82,14,NaN,84,100,NaN,54,-17,145,82,37
843,NaN,NaN,,,NaN,,,NaN,,,,,
844,NaN,NaN,83,14,NaN,84,100,NaN,38,-17,142,82,37
845,NaN,NaN,,,NaN,,,NaN,,,,,
846,NaN,NaN,83,14,NaN,83,100,NaN,32,-17,158,83,37
847,NaN,NaN,,,NaN,,,NaN,,,,,
848,NaN,NaN,83,14,NaN,83,100,NaN,51,-17,140,83,37
849,NaN,NaN,,,NaN,,,NaN,,,,,
850,NaN,NaN,83,14,NaN,83,100,NaN,53,-18,144,83,37
851,NaN,NaN,,,NaN,,,NaN,,,,,
852,NaN,NaN,84,14,NaN,84,100,NaN,52,-18,134,83,37
853,NaN,NaN,,,NaN,,,NaN,,,,,
854,NaN,NaN,85,14,NaN,84,100,NaN,52,-17,132,83,37
855,NaN,NaN,,,NaN,,,NaN,,,,,
856,NaN,NaN,85,14,NaN,84,100,NaN,36,-17,113,83,37
857,NaN,NaN,,,NaN,,,NaN,,,,,
858,NaN,NaN,85,14,NaN,81,100,NaN,53,-17,134,83,37
859,NaN,NaN,,,NaN,,,NaN,,,,,
860,NaN,NaN,85,14,NaN,82,100,NaN,53,-17,135,83,37
861,NaN,NaN,,,NaN,,,NaN,,,,,
862,NaN,NaN,84,14,NaN,80,100,NaN,51,-17,38,83,37
863,NaN,NaN,,,NaN,,,NaN,,,,,
864,NaN,NaN,84,14,NaN,83,100,NaN,55,-17,124,83,35
865,NaN,NaN,,,NaN,,,NaN,,,,,
866,NaN,NaN,84,14,NaN,81,100,NaN,50,-17,135,85,35
867,NaN,NaN,,,NaN,,,NaN,,,,,
868,NaN,NaN,84,14,NaN,83,100,NaN,53,-17,140,85,35
