time,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/HR
20160,70,100,NaN,51,39,NaN,29,90,NaN,NaN,23,7,87
20161,,,NaN,,,NaN,,,NaN,NaN,,,
20162,72,100,NaN,51,39,NaN,29,89,NaN,NaN,23,7,87
20163,,,NaN,,,NaN,,,NaN,NaN,,,
20164,73,100,NaN,51,39,NaN,29,88,NaN,NaN,23,7,87
20165,,,NaN,,,NaN,,,NaN,NaN,,,
20166,73,100,NaN,51,39,NaN,30,87,NaN,NaN,23,7,87
20167,,,NaN,,,NaN,,,NaN,NaN,,,
20168,72,100,NaN,51,39,NaN,30,88,NaN,NaN,23,7,87
20169,,,NaN,,,NaN,,,NaN,NaN,,,
20170,72,100,NaN,51,39,NaN,30,87,NaN,NaN,23,7,87
20171,,,NaN,,,NaN,,,NaN,NaN,,,
20172,72,100,NaN,52,39,NaN,30,87,NaN,NaN,23,7,87
20173,,,NaN,,,NaN,,,NaN,NaN,,,
20174,73,100,NaN,52,39,NaN,30,87,NaN,NaN,23,7,86
20175,,,NaN,,,NaN,,,NaN,NaN,,,
20176,72,100,NaN,52,40,NaN,30,86,NaN,NaN,23,7,86
20177,,,NaN,,,NaN,,,NaN,NaN,,,
20178,72,100,NaN,52,39,NaN,30,87,NaN,NaN,23,7,86
20179,,,NaN,,,NaN,,,NaN,NaN,,,
20180,72,100,NaN,52,40,NaN,30,88,NaN,NaN,23,7,87
20181,,,NaN,,,NaN,,,NaN,NaN,,,
20182,73,100,NaN,52,40,NaN,30,88,NaN,NaN,23,7,87
20183,,,NaN,,,NaN,,,NaN,NaN,,,
20184,73,100,NaN,52,40,NaN,30,88,NaN,NaN,23,7,88
20185,,,NaN,,,NaN,,,NaN,NaN,,,
20186,72,100,NaN,52,40,NaN,30,88,NaN,NaN,23,7,87
20187,,,NaN,,,NaN,,,NaN,NaN,,,
20188,72,100,NaN,52,39,NaN,30,88,NaN,NaN,23,7,87
20189,,,NaN,,,NaN,,,NaN,NaN,,,
20190,72,100,NaN,52,39,NaN,30,88,NaN,NaN,23,7,87
20191,,,NaN,,,NaN,,,NaN,NaN,,,
20192,72,100,NaN,52,39,NaN,30,88,NaN,NaN,23,7,88
20193,,,NaN,,,NaN,,,NaN,NaN,,,
20194,71,100,NaN,52,39,NaN,30,88,NaN,NaN,23,7,88
20195,,,NaN,,,NaN,,,NaN,NaN,,,
20196,72,100,NaN,52,39,NaN,30,88,NaN,NaN,23,7,87
20197,,,NaN,,,NaN,,,NaN,NaN,,,
20198,72,100,NaN,52,39,NaN,30,88,NaN,NaN,23,7,87
20199,,,NaN,,,NaN,,,NaN,NaN,,,
20200,73,100,NaN,52,39,NaN,30,88,NaN,NaN,23,7,88
20201,,,NaN,,,NaN,,,NaN,NaN,,,
20202,72,100,NaN,52,39,NaN,30,89,NaN,NaN,23,7,88
20203,,,NaN,,,NaN,,,NaN,NaN,,,
20204,71,100,NaN,51,38,NaN,30,89,NaN,NaN,23,7,88
20205,,,NaN,,,NaN,,,NaN,NaN,,,
20206,72,100,NaN,51,38,NaN,30,88,NaN,NaN,23,7,89
20207,,,NaN,,,NaN,,,NaN,NaN,,,
20208,73,100,NaN,52,38,NaN,30,89,NaN,NaN,23,7,89
20209,,,NaN,,,NaN,,,NaN,NaN,,,
20210,72,100,NaN,51,37,NaN,30,89,NaN,NaN,23,7,89
20211,,,NaN,,,NaN,,,NaN,NaN,,,
20212,73,100,NaN,51,38,NaN,30,88,NaN,NaN,23,7,89
20213,,,NaN,,,NaN,,,NaN,NaN,,,
20214,72,100,NaN,51,38,NaN,30,88,NaN,NaN,23,7,88
20215,,,NaN,,,NaN,,,NaN,NaN,,,
20216,71,100,NaN,51,38,NaN,30,88,NaN,NaN,23,7,87
20217,,,NaN,,,NaN,,,NaN,NaN,,,
20218,71,100,NaN,51,38,NaN,30,87,NaN,NaN,23,7,87
20219,,,NaN,,,NaN,,,NaN,NaN,,,
20220,70,100,NaN,51,38,NaN,30,87,NaN,NaN,23,7,87
20221,,,NaN,,,NaN,,,NaN,NaN,,,
20222,72,100,NaN,51,37,NaN,30,87,NaN,NaN,23,7,86
20223,,,NaN,,,NaN,,,NaN,NaN,,,
20224,72,100,NaN,50,37,NaN,30,87,NaN,NaN,23,7,87
20225,,,NaN,,,NaN,,,NaN,NaN,,,
20226,72,100,NaN,50,37,NaN,30,87,NaN,NaN,23,7,87
20227,,,NaN,,,NaN,,,NaN,NaN,,,
20228,71,100,NaN,50,37,NaN,30,87,NaN,NaN,23,7,87
20229,,,NaN,,,NaN,,,NaN,NaN,,,
20230,71,100,NaN,50,37,NaN,29,87,NaN,NaN,23,7,86
20231,,,NaN,,,NaN,,,NaN,NaN,,,
20232,72,100,NaN,50,37,NaN,29,87,NaN,NaN,23,8,86
20233,,,NaN,,,NaN,,,NaN,NaN,,,
20234,71,100,NaN,50,37,NaN,29,87,NaN,NaN,23,8,86
20235,,,NaN,,,NaN,,,NaN,NaN,,,
20236,71,100,NaN,50,38,NaN,29,87,NaN,NaN,23,7,87
20237,,,NaN,,,NaN,,,NaN,NaN,,,
20238,71,100,NaN,50,37,NaN,30,88,NaN,NaN,23,7,87
20239,,,NaN,,,NaN,,,NaN,NaN,,,
20240,71,100,NaN,50,37,NaN,30,87,NaN,NaN,23,7,88
20241,,,NaN,,,NaN,,,NaN,NaN,,,
20242,72,100,NaN,50,37,NaN,30,88,NaN,NaN,23,7,88
20243,,,NaN,,,NaN,,,NaN,NaN,,,
20244,71,100,NaN,50,37,NaN,30,88,NaN,NaN,23,7,87
20245,,,NaN,,,NaN,,,NaN,NaN,,,
20246,71,100,NaN,49,37,NaN,30,88,NaN,NaN,23,8,87
20247,,,NaN,,,NaN,,,NaN,NaN,,,
20248,70,100,NaN,49,36,NaN,30,88,NaN,NaN,23,8,87
20249,,,NaN,,,NaN,,,NaN,NaN,,,
20250,70,100,NaN,49,36,NaN,30,87,NaN,NaN,23,7,87
20251,,,NaN,,,NaN,,,NaN,NaN,,,
20252,70,100,NaN,49,37,NaN,30,87,NaN,NaN,23,7,87
20253,,,NaN,,,NaN,,,NaN,NaN,,,
20254,70,100,NaN,49,37,NaN,30,88,NaN,NaN,23,8,87
20255,,,NaN,,,NaN,,,NaN,NaN,,,
20256,73,100,NaN,50,37,NaN,30,88,NaN,NaN,23,8,87
20257,,,NaN,,,NaN,,,NaN,NaN,,,
20258,73,100,NaN,50,37,NaN,30,88,NaN,NaN,23,8,87
20259,,,NaN,,,NaN,,,NaN,NaN,,,
20260,69,100,NaN,49,36,NaN,30,88,NaN,NaN,23,8,87
20261,,,NaN,,,NaN,,,NaN,NaN,,,
20262,65,100,NaN,48,35,NaN,30,87,NaN,NaN,23,7,87
20263,,,NaN,,,NaN,,,NaN,NaN,,,
20264,66,100,NaN,49,38,NaN,30,88,NaN,NaN,23,7,87
20265,,,NaN,,,NaN,,,NaN,NaN,,,
20266,62,100,NaN,47,35,NaN,30,85,NaN,NaN,23,7,87
20267,,,NaN,,,NaN,,,NaN,NaN,,,
20268,63,100,NaN,47,35,NaN,30,85,NaN,NaN,23,7,88
20269,,,NaN,,,NaN,,,NaN,NaN,,,
20270,60,100,NaN,46,36,NaN,30,85,NaN,NaN,23,7,87
20271,,,NaN,,,NaN,,,NaN,NaN,,,
20272,61,100,NaN,47,36,NaN,30,86,NaN,NaN,23,7,84
20273,,,NaN,,,NaN,,,NaN,NaN,,,
20274,67,100,NaN,49,38,NaN,29,86,NaN,NaN,23,8,85
20275,,,NaN,,,NaN,,,NaN,NaN,,,
20276,68,100,NaN,51,39,NaN,29,86,NaN,NaN,23,8,85
20277,,,NaN,,,NaN,,,NaN,NaN,,,
20278,73,100,NaN,51,33,NaN,29,86,NaN,NaN,23,8,84
20279,,,NaN,,,NaN,,,NaN,NaN,,,
20280,67,100,NaN,50,38,NaN,28,85,NaN,NaN,23,9,84
20281,,,NaN,,,NaN,,,NaN,NaN,,,
20282,67,100,NaN,49,33,NaN,28,85,NaN,NaN,23,9,84
20283,,,NaN,,,NaN,,,NaN,NaN,,,
20284,67,100,NaN,49,36,NaN,28,86,NaN,NaN,23,8,83
20285,,,NaN,,,NaN,,,NaN,NaN,,,
20286,63,100,NaN,47,35,NaN,28,85,NaN,NaN,23,8,83
20287,,,NaN,,,NaN,,,NaN,NaN,,,
20288,60,100,NaN,46,35,NaN,29,84,NaN,NaN,23,7,82
20289,,,NaN,,,NaN,,,NaN,NaN,,,
20290,63,100,NaN,46,36,NaN,29,84,NaN,NaN,23,7,82
20291,,,NaN,,,NaN,,,NaN,NaN,,,
20292,64,100,NaN,47,36,NaN,29,84,NaN,NaN,23,8,82
20293,,,NaN,,,NaN,,,NaN,NaN,,,
20294,68,100,NaN,48,37,NaN,29,85,NaN,NaN,23,8,83
20295,,,NaN,,,NaN,,,NaN,NaN,,,
20296,68,100,NaN,49,38,NaN,29,85,NaN,NaN,23,8,84
20297,,,NaN,,,NaN,,,NaN,NaN,,,
20298,69,100,NaN,50,38,NaN,29,85,NaN,NaN,23,8,84
20299,,,NaN,,,NaN,,,NaN,NaN,,,
20300,70,100,NaN,50,38,NaN,29,85,NaN,NaN,23,8,84
20301,,,NaN,,,NaN,,,NaN,NaN,,,
20302,70,100,NaN,51,38,NaN,29,85,NaN,NaN,23,8,84
20303,,,NaN,,,NaN,,,NaN,NaN,,,
20304,70,100,NaN,51,38,NaN,29,85,NaN,NaN,23,8,84
20305,,,NaN,,,NaN,,,NaN,NaN,,,
20306,70,100,NaN,50,38,NaN,29,85,NaN,NaN,23,8,84
20307,,,NaN,,,NaN,,,NaN,NaN,,,
20308,70,100,NaN,50,38,NaN,29,85,NaN,NaN,23,8,84
20309,,,NaN,,,NaN,,,NaN,NaN,,,
20310,71,100,NaN,51,39,NaN,29,85,NaN,NaN,23,8,84
20311,,,NaN,,,NaN,,,NaN,NaN,,,
20312,71,100,NaN,51,39,NaN,29,85,NaN,NaN,23,8,84
20313,,,NaN,,,NaN,,,NaN,NaN,,,
20314,71,100,NaN,51,39,NaN,29,86,NaN,NaN,23,8,85
20315,,,NaN,,,NaN,,,NaN,NaN,,,
20316,72,100,NaN,52,39,NaN,29,86,NaN,NaN,23,8,85
20317,,,NaN,,,NaN,,,NaN,NaN,,,
20318,73,100,NaN,52,40,NaN,29,86,NaN,NaN,23,8,86
20319,,,NaN,,,NaN,,,NaN,NaN,,,
20320,71,100,NaN,52,38,NaN,29,86,NaN,NaN,23,8,86
20321,,,NaN,,,NaN,,,NaN,NaN,,,
20322,71,100,NaN,51,39,NaN,29,86,NaN,NaN,23,8,86
20323,,,NaN,,,NaN,,,NaN,NaN,,,
20324,70,100,NaN,50,38,NaN,26,86,NaN,NaN,23,8,86
20325,,,NaN,,,NaN,,,NaN,NaN,,,
20326,71,100,NaN,50,38,NaN,26,86,NaN,NaN,23,8,86
20327,,,NaN,,,NaN,,,NaN,NaN,,,
20328,69,100,NaN,50,39,NaN,26,85,NaN,NaN,23,8,85
20329,,,NaN,,,NaN,,,NaN,NaN,,,
20330,72,100,NaN,51,43,NaN,26,85,NaN,NaN,23,9,85
20331,,,NaN,,,NaN,,,NaN,NaN,,,
20332,67,100,NaN,52,44,NaN,26,86,NaN,NaN,23,9,85
20333,,,NaN,,,NaN,,,NaN,NaN,,,
20334,66,100,NaN,52,45,NaN,26,85,NaN,NaN,23,8,85
20335,,,NaN,,,NaN,,,NaN,NaN,,,
20336,67,100,NaN,50,38,NaN,26,86,NaN,NaN,23,8,85
20337,,,NaN,,,NaN,,,NaN,NaN,,,
20338,70,100,NaN,51,39,NaN,27,87,NaN,NaN,23,8,85
20339,,,NaN,,,NaN,,,NaN,NaN,,,
20340,69,100,NaN,51,39,NaN,27,87,NaN,NaN,23,8,87
20341,,,NaN,,,NaN,,,NaN,NaN,,,
20342,71,100,NaN,52,38,NaN,27,87,NaN,NaN,23,8,85
20343,,,NaN,,,NaN,,,NaN,NaN,,,
20344,68,100,NaN,50,37,NaN,30,87,NaN,NaN,23,8,85
20345,,,NaN,,,NaN,,,NaN,NaN,,,
20346,69,100,NaN,50,38,NaN,30,87,NaN,NaN,23,8,85
20347,,,NaN,,,NaN,,,NaN,NaN,,,
20348,74,100,NaN,52,40,NaN,30,87,NaN,NaN,23,8,85
20349,,,NaN,,,NaN,,,NaN,NaN,,,
20350,72,100,NaN,52,39,NaN,30,87,NaN,NaN,23,8,85
20351,,,NaN,,,NaN,,,NaN,NaN,,,
20352,64,100,NaN,50,36,NaN,30,86,NaN,NaN,23,8,86
20353,,,NaN,,,NaN,,,NaN,NaN,,,
20354,66,100,NaN,49,38,NaN,30,86,NaN,NaN,23,8,85
20355,,,NaN,,,NaN,,,NaN,NaN,,,
20356,65,100,NaN,50,36,NaN,30,86,NaN,NaN,23,8,85
20357,,,NaN,,,NaN,,,NaN,NaN,,,
20358,67,100,NaN,50,37,NaN,30,86,NaN,NaN,23,8,85
20359,,,NaN,,,NaN,,,NaN,NaN,,,
20360,70,100,NaN,51,39,NaN,30,86,NaN,NaN,23,9,85
20361,,,NaN,,,NaN,,,NaN,NaN,,,
20362,72,100,NaN,52,39,NaN,30,86,NaN,NaN,23,9,85
20363,,,NaN,,,NaN,,,NaN,NaN,,,
20364,73,100,NaN,52,39,NaN,30,86,NaN,NaN,23,9,85
20365,,,NaN,,,NaN,,,NaN,NaN,,,
20366,72,,NaN,52,39,NaN,30,,NaN,NaN,23,9,85
20367,,,NaN,,,NaN,,,NaN,NaN,,,
20368,72,,NaN,52,40,NaN,30,,NaN,NaN,23,8,85
20369,,,NaN,,,NaN,,,NaN,NaN,,,
20370,72,,NaN,53,40,NaN,30,,NaN,NaN,23,8,85
20371,,,NaN,,,NaN,,,NaN,NaN,,,
20372,73,,NaN,53,40,NaN,30,,NaN,NaN,23,9,86
20373,,,NaN,,,NaN,,,NaN,NaN,,,
20374,74,,NaN,53,40,NaN,30,,NaN,NaN,23,9,86
20375,,,NaN,,,NaN,,,NaN,NaN,,,
20376,74,,NaN,53,40,NaN,30,,NaN,NaN,23,9,87
20377,,,NaN,,,NaN,,,NaN,NaN,,,
20378,75,,NaN,54,40,NaN,30,,NaN,NaN,23,9,87
20379,,,NaN,,,NaN,,,NaN,NaN,,,
20380,74,,NaN,53,40,NaN,31,,NaN,NaN,23,9,87
20381,,,NaN,,,NaN,,,NaN,NaN,,,
20382,70,,NaN,52,40,NaN,31,,NaN,NaN,23,9,87
20383,,,NaN,,,NaN,,,NaN,NaN,,,
20384,71,,NaN,52,39,NaN,31,,NaN,NaN,23,9,87
20385,,,NaN,,,NaN,,,NaN,NaN,,,
20386,68,,NaN,51,37,NaN,30,,NaN,NaN,23,9,86
20387,,,NaN,,,NaN,,,NaN,NaN,,,
20388,70,,NaN,50,38,NaN,30,,NaN,NaN,23,9,86
20389,,,NaN,,,NaN,,,NaN,NaN,,,
20390,70,100,NaN,50,38,NaN,30,86,NaN,NaN,23,8,85
20391,,,NaN,,,NaN,,,NaN,NaN,,,
20392,69,100,NaN,50,37,NaN,30,84,NaN,NaN,23,8,85
20393,,,NaN,,,NaN,,,NaN,NaN,,,
20394,72,99,NaN,51,38,NaN,30,84,NaN,NaN,23,8,85
20395,,,NaN,,,NaN,,,NaN,NaN,,,
20396,71,99,NaN,52,38,NaN,30,84,NaN,NaN,23,8,85
20397,,,NaN,,,NaN,,,NaN,NaN,,,
20398,66,99,NaN,50,37,NaN,30,84,NaN,NaN,23,9,86
20399,,,NaN,,,NaN,,,NaN,NaN,,,
20400,67,100,NaN,49,37,NaN,30,84,NaN,NaN,23,9,86
20401,,,NaN,,,NaN,,,NaN,NaN,,,
20402,69,100,NaN,49,37,NaN,30,83,NaN,NaN,23,8,85
20403,,,NaN,,,NaN,,,NaN,NaN,,,
20404,71,100,NaN,50,38,NaN,30,85,NaN,NaN,23,8,85
20405,,,NaN,,,NaN,,,NaN,NaN,,,
20406,69,100,NaN,50,39,NaN,30,86,NaN,NaN,23,8,85
20407,,,NaN,,,NaN,,,NaN,NaN,,,
20408,73,100,NaN,50,38,NaN,30,86,NaN,NaN,23,9,86
20409,,,NaN,,,NaN,,,NaN,NaN,,,
20410,69,100,NaN,49,36,NaN,30,86,NaN,NaN,23,9,86
20411,,,NaN,,,NaN,,,NaN,NaN,,,
20412,67,100,NaN,49,37,NaN,30,86,NaN,NaN,23,9,86
20413,,,NaN,,,NaN,,,NaN,NaN,,,
20414,68,100,NaN,49,37,NaN,30,86,NaN,NaN,23,9,85
20415,,,NaN,,,NaN,,,NaN,NaN,,,
20416,70,100,NaN,49,38,NaN,30,86,NaN,NaN,23,8,85
20417,,,NaN,,,NaN,,,NaN,NaN,,,
20418,70,100,NaN,50,38,NaN,30,87,NaN,NaN,23,8,86
20419,,,NaN,,,NaN,,,NaN,NaN,,,
20420,71,100,NaN,50,38,NaN,30,87,NaN,NaN,23,8,86
20421,,,NaN,,,NaN,,,NaN,NaN,,,
20422,72,100,NaN,51,39,NaN,30,87,NaN,NaN,23,8,86
20423,,,NaN,,,NaN,,,NaN,NaN,,,
20424,71,100,NaN,51,39,NaN,30,87,NaN,NaN,23,8,86
20425,,,NaN,,,NaN,,,NaN,NaN,,,
20426,71,100,NaN,53,43,NaN,30,87,NaN,NaN,23,8,86
20427,,,NaN,,,NaN,,,NaN,NaN,,,
20428,70,100,NaN,53,41,NaN,30,92,NaN,NaN,23,8,87
20429,,,NaN,,,NaN,,,NaN,NaN,,,
20430,67,100,NaN,50,38,NaN,30,92,NaN,NaN,23,8,98
20431,,,NaN,,,NaN,,,NaN,NaN,,,
20432,70,100,NaN,51,39,NaN,30,94,NaN,NaN,23,8,100
20433,,,NaN,,,NaN,,,NaN,NaN,,,
20434,70,100,NaN,51,39,NaN,30,96,NaN,NaN,23,8,94
20435,,,NaN,,,NaN,,,NaN,NaN,,,
20436,70,100,NaN,51,38,NaN,30,92,NaN,NaN,23,8,87
20437,,,NaN,,,NaN,,,NaN,NaN,,,
20438,70,100,NaN,50,38,NaN,30,92,NaN,NaN,23,8,91
20439,,,NaN,,,NaN,,,NaN,NaN,,,
20440,70,100,NaN,50,38,NaN,30,92,NaN,NaN,23,8,92
20441,,,NaN,,,NaN,,,NaN,NaN,,,
20442,69,100,NaN,50,38,NaN,30,92,NaN,NaN,23,8,92
20443,,,NaN,,,NaN,,,NaN,NaN,,,
20444,69,100,NaN,50,38,NaN,30,92,NaN,NaN,23,8,92
20445,,,NaN,,,NaN,,,NaN,NaN,,,
20446,70,100,NaN,51,39,NaN,30,92,NaN,NaN,23,8,92
20447,,,NaN,,,NaN,,,NaN,NaN,,,
20448,71,100,NaN,51,39,NaN,30,92,NaN,NaN,23,8,92
20449,,,NaN,,,NaN,,,NaN,NaN,,,
20450,71,100,NaN,51,40,NaN,30,92,NaN,NaN,23,8,92
20451,,,NaN,,,NaN,,,NaN,NaN,,,
20452,71,100,NaN,51,39,NaN,30,92,NaN,NaN,23,8,91
20453,,,NaN,,,NaN,,,NaN,NaN,,,
20454,71,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,91
20455,,,NaN,,,NaN,,,NaN,NaN,,,
20456,71,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,90
20457,,,NaN,,,NaN,,,NaN,NaN,,,
20458,71,100,NaN,51,40,NaN,30,91,NaN,NaN,23,8,90
20459,,,NaN,,,NaN,,,NaN,NaN,,,
20460,70,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,90
20461,,,NaN,,,NaN,,,NaN,NaN,,,
20462,70,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,90
20463,,,NaN,,,NaN,,,NaN,NaN,,,
20464,70,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,90
20465,,,NaN,,,NaN,,,NaN,NaN,,,
20466,70,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,90
20467,,,NaN,,,NaN,,,NaN,NaN,,,
20468,69,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,90
20469,,,NaN,,,NaN,,,NaN,NaN,,,
20470,69,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,90
20471,,,NaN,,,NaN,,,NaN,NaN,,,
20472,70,100,NaN,51,39,NaN,30,91,NaN,NaN,23,8,90
20473,,,NaN,,,NaN,,,NaN,NaN,,,
20474,69,100,NaN,50,39,NaN,30,91,NaN,NaN,23,8,91
20475,,,NaN,,,NaN,,,NaN,NaN,,,
20476,68,100,NaN,50,38,NaN,30,91,NaN,NaN,23,8,91
20477,,,NaN,,,NaN,,,NaN,NaN,,,
20478,68,100,NaN,50,38,NaN,30,91,NaN,NaN,23,8,91
20479,,,NaN,,,NaN,,,NaN,NaN,,,
20480,66,100,NaN,49,38,NaN,30,92,NaN,NaN,23,8,91
20481,,,NaN,,,NaN,,,NaN,NaN,,,
20482,66,100,NaN,49,37,NaN,30,91,NaN,NaN,23,8,91
20483,,,NaN,,,NaN,,,NaN,NaN,,,
20484,65,100,NaN,48,37,NaN,30,91,NaN,NaN,23,7,91
20485,,,NaN,,,NaN,,,NaN,NaN,,,
20486,65,100,NaN,48,38,NaN,30,91,NaN,NaN,23,7,91
20487,,,NaN,,,NaN,,,NaN,NaN,,,
20488,66,100,NaN,48,38,NaN,30,93,NaN,NaN,23,7,91
20489,,,NaN,,,NaN,,,NaN,NaN,,,
20490,66,100,NaN,49,38,NaN,30,92,NaN,NaN,23,7,92
20491,,,NaN,,,NaN,,,NaN,NaN,,,
20492,65,100,NaN,48,38,NaN,30,92,NaN,NaN,23,7,91
20493,,,NaN,,,NaN,,,NaN,NaN,,,
20494,63,100,NaN,48,37,NaN,30,92,NaN,NaN,23,7,91
20495,,,NaN,,,NaN,,,NaN,NaN,,,
20496,64,100,NaN,48,37,NaN,30,92,NaN,NaN,23,7,92
20497,,,NaN,,,NaN,,,NaN,NaN,,,
20498,61,100,NaN,47,36,NaN,30,92,NaN,NaN,23,7,92
20499,,,NaN,,,NaN,,,NaN,NaN,,,
20500,58,100,NaN,45,35,NaN,30,92,NaN,NaN,23,7,92
20501,,,NaN,,,NaN,,,NaN,NaN,,,
20502,57,100,NaN,44,35,NaN,30,92,NaN,NaN,23,7,91
20503,,,NaN,,,NaN,,,NaN,NaN,,,
20504,56,100,NaN,43,34,NaN,30,91,NaN,NaN,23,7,91
20505,,,NaN,,,NaN,,,NaN,NaN,,,
20506,55,100,NaN,43,34,NaN,30,91,NaN,NaN,23,6,91
20507,,,NaN,,,NaN,,,NaN,NaN,,,
20508,58,100,NaN,43,34,NaN,30,92,NaN,NaN,23,6,91
20509,,,NaN,,,NaN,,,NaN,NaN,,,
20510,59,100,NaN,45,36,NaN,30,91,NaN,NaN,23,7,91
20511,,,NaN,,,NaN,,,NaN,NaN,,,
20512,58,100,NaN,44,35,NaN,29,89,NaN,NaN,23,7,91
20513,,,NaN,,,NaN,,,NaN,NaN,,,
20514,61,100,NaN,45,35,NaN,29,89,NaN,NaN,23,7,92
20515,,,NaN,,,NaN,,,NaN,NaN,,,
20516,63,100,NaN,46,36,NaN,29,89,NaN,NaN,23,7,92
20517,,,NaN,,,NaN,,,NaN,NaN,,,
20518,62,100,NaN,46,36,NaN,29,90,NaN,NaN,23,7,92
20519,,,NaN,,,NaN,,,NaN,NaN,,,
20520,63,100,NaN,46,35,NaN,29,91,NaN,NaN,23,7,91
20521,,,NaN,,,NaN,,,NaN,NaN,,,
20522,63,100,NaN,47,37,NaN,29,91,NaN,NaN,23,7,91
20523,,,NaN,,,NaN,,,NaN,NaN,,,
20524,64,100,NaN,47,37,NaN,29,91,NaN,NaN,23,7,91
20525,,,NaN,,,NaN,,,NaN,NaN,,,
20526,64,100,NaN,47,38,NaN,29,91,NaN,NaN,23,8,91
20527,,,NaN,,,NaN,,,NaN,NaN,,,
20528,64,100,NaN,47,37,NaN,29,91,NaN,NaN,23,8,91
20529,,,NaN,,,NaN,,,NaN,NaN,,,
20530,64,100,NaN,47,37,NaN,29,91,NaN,NaN,23,7,91
20531,,,NaN,,,NaN,,,NaN,NaN,,,
20532,64,100,NaN,47,37,NaN,29,91,NaN,NaN,23,7,91
20533,,,NaN,,,NaN,,,NaN,NaN,,,
20534,65,100,NaN,47,37,NaN,29,91,NaN,NaN,23,7,91
20535,,,NaN,,,NaN,,,NaN,NaN,,,
20536,65,100,NaN,48,38,NaN,29,91,NaN,NaN,23,8,91
20537,,,NaN,,,NaN,,,NaN,NaN,,,
20538,66,100,NaN,48,37,NaN,29,91,NaN,NaN,23,8,91
20539,,,NaN,,,NaN,,,NaN,NaN,,,
20540,67,100,NaN,49,38,NaN,29,91,NaN,NaN,23,7,91
20541,,,NaN,,,NaN,,,NaN,NaN,,,
20542,66,100,NaN,49,38,NaN,29,91,NaN,NaN,23,7,90
20543,,,NaN,,,NaN,,,NaN,NaN,,,
20544,65,100,NaN,48,38,NaN,29,91,NaN,NaN,23,7,90
20545,,,NaN,,,NaN,,,NaN,NaN,,,
20546,65,100,NaN,48,37,NaN,29,91,NaN,NaN,23,7,91
20547,,,NaN,,,NaN,,,NaN,NaN,,,
20548,65,100,NaN,48,37,NaN,29,91,NaN,NaN,23,7,91
20549,,,NaN,,,NaN,,,NaN,NaN,,,
20550,64,100,NaN,47,37,NaN,29,91,NaN,NaN,23,7,91
20551,,,NaN,,,NaN,,,NaN,NaN,,,
20552,63,100,NaN,47,36,NaN,29,91,NaN,NaN,23,7,91
20553,,,NaN,,,NaN,,,NaN,NaN,,,
20554,62,100,NaN,46,36,NaN,29,91,NaN,NaN,23,7,91
20555,,,NaN,,,NaN,,,NaN,NaN,,,
20556,64,100,NaN,46,36,NaN,29,91,NaN,NaN,23,7,91
20557,,,NaN,,,NaN,,,NaN,NaN,,,
20558,64,100,NaN,47,36,NaN,29,91,NaN,NaN,23,7,91
20559,,,NaN,,,NaN,,,NaN,NaN,,,
20560,67,100,NaN,49,30,NaN,29,91,NaN,NaN,23,7,91
20561,,,NaN,,,NaN,,,NaN,NaN,,,
20562,86,100,NaN,45,-13,NaN,29,91,NaN,NaN,23,7,91
20563,,,NaN,,,NaN,,,NaN,NaN,,,
20564,87,100,NaN,45,11,NaN,29,91,NaN,NaN,23,7,91
20565,,,NaN,,,NaN,,,NaN,NaN,,,
20566,,100,NaN,45,,NaN,29,91,NaN,NaN,23,7,90
20567,,,NaN,,,NaN,,,NaN,NaN,,,
20568,,100,NaN,110,,NaN,29,91,NaN,NaN,23,7,90
20569,,,NaN,,,NaN,,,NaN,NaN,,,
20570,,100,NaN,110,,NaN,29,91,NaN,NaN,23,8,90
20571,,,NaN,,,NaN,,,NaN,NaN,,,
20572,,100,NaN,142,,NaN,29,91,NaN,NaN,23,8,90
20573,,,NaN,,,NaN,,,NaN,NaN,,,
20574,,100,NaN,142,,NaN,29,91,NaN,NaN,23,7,90
20575,,,NaN,,,NaN,,,NaN,NaN,,,
20576,,100,NaN,161,,NaN,29,91,NaN,NaN,23,7,90
20577,,,NaN,,,NaN,,,NaN,NaN,,,
20578,,100,NaN,161,,NaN,29,90,NaN,NaN,23,7,90
20579,,,NaN,,,NaN,,,NaN,NaN,,,
20580,,100,NaN,173,,NaN,29,90,NaN,NaN,23,7,90
20581,,,NaN,,,NaN,,,NaN,NaN,,,
20582,,100,NaN,173,,NaN,29,90,NaN,NaN,23,7,90
20583,,,NaN,,,NaN,,,NaN,NaN,,,
20584,,100,NaN,181,,NaN,29,90,NaN,NaN,23,7,89
20585,,,NaN,,,NaN,,,NaN,NaN,,,
20586,,100,NaN,181,,NaN,29,90,NaN,NaN,23,7,90
