time,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/HR
6328,,,NaN,,,NaN,,,NaN,NaN,,,
6329,73,99,NaN,49,33,NaN,34,75,NaN,NaN,11,6,75
6330,,,NaN,,,NaN,,,NaN,NaN,,,
6331,73,99,NaN,49,34,NaN,34,75,NaN,NaN,11,6,75
6332,,,NaN,,,NaN,,,NaN,NaN,,,
6333,75,100,NaN,50,34,NaN,34,74,NaN,NaN,11,6,74
6334,,,NaN,,,NaN,,,NaN,NaN,,,
6335,74,100,NaN,51,37,NaN,34,75,NaN,NaN,11,6,74
6336,,,NaN,,,NaN,,,NaN,NaN,,,
6337,76,100,NaN,50,35,NaN,34,74,NaN,NaN,11,6,76
6338,,,NaN,,,NaN,,,NaN,NaN,,,
6339,77,100,NaN,51,36,NaN,34,73,NaN,NaN,11,6,75
6340,,,NaN,,,NaN,,,NaN,NaN,,,
6341,76,100,NaN,51,35,NaN,34,73,NaN,NaN,11,7,75
6342,,,NaN,,,NaN,,,NaN,NaN,,,
6343,77,100,NaN,51,36,NaN,34,73,NaN,NaN,11,7,75
6344,,,NaN,,,NaN,,,NaN,NaN,,,
6345,77,100,NaN,51,35,NaN,34,74,NaN,NaN,11,7,74
6346,,,NaN,,,NaN,,,NaN,NaN,,,
6347,77,99,NaN,51,36,NaN,34,75,NaN,NaN,11,7,74
6348,,,NaN,,,NaN,,,NaN,NaN,,,
6349,78,99,NaN,53,38,NaN,34,75,NaN,NaN,11,7,74
6350,,,NaN,,,NaN,,,NaN,NaN,,,
6351,77,99,NaN,52,35,NaN,35,76,NaN,NaN,11,7,76
6352,,,NaN,,,NaN,,,NaN,NaN,,,
6353,73,99,NaN,51,35,NaN,35,75,NaN,NaN,11,7,74
6354,,,NaN,,,NaN,,,NaN,NaN,,,
6355,75,99,NaN,51,35,NaN,35,75,NaN,NaN,11,7,75
6356,,,NaN,,,NaN,,,NaN,NaN,,,
6357,75,99,NaN,51,35,NaN,35,75,NaN,NaN,11,7,74
6358,,,NaN,,,NaN,,,NaN,NaN,,,
6359,75,100,NaN,52,38,NaN,35,74,NaN,NaN,11,7,75
6360,,,NaN,,,NaN,,,NaN,NaN,,,
6361,76,100,NaN,51,35,NaN,35,77,NaN,NaN,11,7,77
6362,,,NaN,,,NaN,,,NaN,NaN,,,
6363,74,100,NaN,52,37,NaN,35,75,NaN,NaN,11,8,75
6364,,,NaN,,,NaN,,,NaN,NaN,,,
6365,74,99,NaN,51,35,NaN,35,76,NaN,NaN,11,8,75
6366,,,NaN,,,NaN,,,NaN,NaN,,,
6367,75,99,NaN,51,35,NaN,35,76,NaN,NaN,11,7,75
6368,,,NaN,,,NaN,,,NaN,NaN,,,
6369,75,99,NaN,51,35,NaN,35,76,NaN,NaN,11,7,74
6370,,,NaN,,,NaN,,,NaN,NaN,,,
6371,75,100,NaN,51,34,NaN,34,74,NaN,NaN,11,7,77
6372,,,NaN,,,NaN,,,NaN,NaN,,,
6373,75,100,NaN,50,34,NaN,34,72,NaN,NaN,11,7,77
6374,,,NaN,,,NaN,,,NaN,NaN,,,
6375,75,99,NaN,50,34,NaN,34,73,NaN,NaN,11,6,77
6376,,,NaN,,,NaN,,,NaN,NaN,,,
6377,75,99,NaN,50,35,NaN,34,73,NaN,NaN,11,6,76
6378,,,NaN,,,NaN,,,NaN,NaN,,,
6379,75,100,NaN,50,35,NaN,35,75,NaN,NaN,11,6,74
6380,,,NaN,,,NaN,,,NaN,NaN,,,
6381,76,100,NaN,51,37,NaN,35,75,NaN,NaN,11,6,74
6382,,,NaN,,,NaN,,,NaN,NaN,,,
6383,77,99,NaN,51,35,NaN,35,75,NaN,NaN,11,7,75
6384,,,NaN,,,NaN,,,NaN,NaN,,,
6385,76,100,NaN,51,36,NaN,35,75,NaN,NaN,11,7,74
6386,,,NaN,,,NaN,,,NaN,NaN,,,
6387,77,100,NaN,52,36,NaN,34,75,NaN,NaN,11,7,74
6388,,,NaN,,,NaN,,,NaN,NaN,,,
6389,76,99,NaN,51,35,NaN,34,75,NaN,NaN,11,7,73
6390,,,NaN,,,NaN,,,NaN,NaN,,,
6391,76,100,NaN,53,39,NaN,34,75,NaN,NaN,11,7,74
6392,,,NaN,,,NaN,,,NaN,NaN,,,
6393,71,100,NaN,50,35,NaN,35,75,NaN,NaN,11,7,78
6394,,,NaN,,,NaN,,,NaN,NaN,,,
6395,65,100,NaN,46,32,NaN,35,74,NaN,NaN,11,7,75
6396,,,NaN,,,NaN,,,NaN,NaN,,,
6397,70,99,NaN,47,34,NaN,35,72,NaN,NaN,11,8,72
6398,,,NaN,,,NaN,,,NaN,NaN,,,
6399,71,100,NaN,48,33,NaN,35,72,NaN,NaN,11,8,72
6400,,,NaN,,,NaN,,,NaN,NaN,,,
6401,71,100,NaN,48,34,NaN,35,72,NaN,NaN,11,7,72
6402,,,NaN,,,NaN,,,NaN,NaN,,,
6403,71,100,NaN,50,37,NaN,35,71,NaN,NaN,11,7,77
6404,,,NaN,,,NaN,,,NaN,NaN,,,
6405,69,100,NaN,48,34,NaN,35,71,NaN,NaN,11,7,78
6406,,,NaN,,,NaN,,,NaN,NaN,,,
6407,70,100,NaN,48,34,NaN,35,72,NaN,NaN,11,7,77
6408,,,NaN,,,NaN,,,NaN,NaN,,,
6409,72,100,NaN,49,35,NaN,34,72,NaN,NaN,11,5,78
6410,,,NaN,,,NaN,,,NaN,NaN,,,
6411,71,100,NaN,50,37,NaN,34,72,NaN,NaN,11,5,74
6412,,,NaN,,,NaN,,,NaN,NaN,,,
6413,72,100,NaN,49,35,NaN,34,70,NaN,NaN,11,7,77
6414,,,NaN,,,NaN,,,NaN,NaN,,,
6415,73,100,NaN,50,35,NaN,34,71,NaN,NaN,11,7,74
6416,,,NaN,,,NaN,,,NaN,NaN,,,
6417,72,100,NaN,49,34,NaN,34,73,NaN,NaN,11,7,74
6418,,,NaN,,,NaN,,,NaN,NaN,,,
6419,72,100,NaN,49,35,NaN,34,72,NaN,NaN,11,7,74
6420,,,NaN,,,NaN,,,NaN,NaN,,,
6421,73,100,NaN,49,35,NaN,34,73,NaN,NaN,11,7,74
6422,,,NaN,,,NaN,,,NaN,NaN,,,
6423,73,100,NaN,49,34,NaN,36,74,NaN,NaN,11,7,73
6424,,,NaN,,,NaN,,,NaN,NaN,,,
6425,73,100,NaN,50,35,NaN,36,74,NaN,NaN,11,7,74
6426,,,NaN,,,NaN,,,NaN,NaN,,,
6427,73,100,NaN,49,34,NaN,36,74,NaN,NaN,11,6,74
6428,,,NaN,,,NaN,,,NaN,NaN,,,
6429,73,100,NaN,49,34,NaN,36,74,NaN,NaN,11,6,73
6430,,,NaN,,,NaN,,,NaN,NaN,,,
6431,74,100,NaN,50,35,NaN,34,74,NaN,NaN,11,5,73
6432,,,NaN,,,NaN,,,NaN,NaN,,,
6433,72,100,NaN,49,34,NaN,34,74,NaN,NaN,11,5,73
6434,,,NaN,,,NaN,,,NaN,NaN,,,
6435,73,100,NaN,49,34,NaN,34,74,NaN,NaN,11,6,73
6436,,,NaN,,,NaN,,,NaN,NaN,,,
6437,76,100,NaN,51,35,NaN,34,74,NaN,NaN,11,6,73
6438,,,NaN,,,NaN,,,NaN,NaN,,,
6439,72,100,NaN,50,35,NaN,34,74,NaN,NaN,11,6,74
6440,,,NaN,,,NaN,,,NaN,NaN,,,
6441,74,100,NaN,50,35,NaN,34,74,NaN,NaN,11,6,75
6442,,,NaN,,,NaN,,,NaN,NaN,,,
6443,76,100,NaN,51,35,NaN,34,74,NaN,NaN,11,7,75
6444,,,NaN,,,NaN,,,NaN,NaN,,,
6445,76,100,NaN,53,39,NaN,34,74,NaN,NaN,11,7,76
6446,,,NaN,,,NaN,,,NaN,NaN,,,
6447,75,100,NaN,51,36,NaN,34,72,NaN,NaN,11,7,74
6448,,,NaN,,,NaN,,,NaN,NaN,,,
6449,76,100,NaN,51,36,NaN,34,72,NaN,NaN,11,7,75
6450,,,NaN,,,NaN,,,NaN,NaN,,,
6451,76,100,NaN,51,36,NaN,34,73,NaN,NaN,11,7,75
6452,,,NaN,,,NaN,,,NaN,NaN,,,
6453,77,100,NaN,52,36,NaN,35,73,NaN,NaN,11,7,72
6454,,,NaN,,,NaN,,,NaN,NaN,,,
6455,76,100,NaN,51,35,NaN,35,75,NaN,NaN,11,7,74
6456,,,NaN,,,NaN,,,NaN,NaN,,,
6457,77,100,NaN,52,36,NaN,35,75,NaN,NaN,11,7,74
6458,,,NaN,,,NaN,,,NaN,NaN,,,
6459,76,100,NaN,51,36,NaN,35,75,NaN,NaN,11,7,77
6460,,,NaN,,,NaN,,,NaN,NaN,,,
6461,74,100,NaN,52,36,NaN,35,74,NaN,NaN,11,7,76
6462,,,NaN,,,NaN,,,NaN,NaN,,,
6463,76,100,NaN,53,39,NaN,35,73,NaN,NaN,11,7,78
6464,,,NaN,,,NaN,,,NaN,NaN,,,
6465,74,99,NaN,51,35,NaN,35,72,NaN,NaN,11,8,80
6466,,,NaN,,,NaN,,,NaN,NaN,,,
6467,73,100,NaN,51,37,NaN,35,72,NaN,NaN,11,8,76
6468,,,NaN,,,NaN,,,NaN,NaN,,,
6469,74,100,NaN,51,35,NaN,35,71,NaN,NaN,11,7,77
6470,,,NaN,,,NaN,,,NaN,NaN,,,
6471,71,100,NaN,49,33,NaN,34,73,NaN,NaN,11,7,73
6472,,,NaN,,,NaN,,,NaN,NaN,,,
6473,71,99,NaN,49,34,NaN,34,73,NaN,NaN,11,7,75
6474,,,NaN,,,NaN,,,NaN,NaN,,,
6475,72,100,NaN,48,33,NaN,34,73,NaN,NaN,11,7,73
6476,,,NaN,,,NaN,,,NaN,NaN,,,
6477,73,100,NaN,49,35,NaN,34,75,NaN,NaN,11,6,74
6478,,,NaN,,,NaN,,,NaN,NaN,,,
6479,72,100,NaN,49,34,NaN,35,75,NaN,NaN,11,6,76
6480,,,NaN,,,NaN,,,NaN,NaN,,,
6481,72,100,NaN,49,34,NaN,35,73,NaN,NaN,11,7,74
6482,,,NaN,,,NaN,,,NaN,NaN,,,
6483,72,100,NaN,49,34,NaN,35,70,NaN,NaN,11,7,75
6484,,,NaN,,,NaN,,,NaN,NaN,,,
6485,73,100,NaN,49,34,NaN,34,71,NaN,NaN,11,7,75
6486,,,NaN,,,NaN,,,NaN,NaN,,,
6487,74,100,NaN,50,34,NaN,34,70,NaN,NaN,11,6,75
6488,,,NaN,,,NaN,,,NaN,NaN,,,
6489,74,100,NaN,51,37,NaN,34,73,NaN,NaN,11,6,74
6490,,,NaN,,,NaN,,,NaN,NaN,,,
6491,76,100,NaN,50,34,NaN,34,74,NaN,NaN,11,6,76
6492,,,NaN,,,NaN,,,NaN,NaN,,,
6493,74,100,NaN,50,34,NaN,21,73,NaN,NaN,11,6,75
6494,,,NaN,,,NaN,,,NaN,NaN,,,
6495,74,100,NaN,50,35,NaN,21,73,NaN,NaN,11,7,75
6496,,,NaN,,,NaN,,,NaN,NaN,,,
6497,76,100,NaN,51,35,NaN,21,73,NaN,NaN,11,7,75
6498,,,NaN,,,NaN,,,NaN,NaN,,,
6499,75,100,NaN,51,35,NaN,35,74,NaN,NaN,12,7,74
6500,,,NaN,,,NaN,,,NaN,NaN,,,
6501,77,100,NaN,51,36,NaN,35,75,NaN,NaN,12,7,74
6502,,,NaN,,,NaN,,,NaN,NaN,,,
6503,77,100,NaN,52,36,NaN,35,75,NaN,NaN,12,7,74
6504,,,NaN,,,NaN,,,NaN,NaN,,,
6505,76,100,NaN,52,36,NaN,35,75,NaN,NaN,12,7,74
6506,,,NaN,,,NaN,,,NaN,NaN,,,
6507,78,100,NaN,52,36,NaN,35,75,NaN,NaN,13,7,74
6508,,,NaN,,,NaN,,,NaN,NaN,,,
6509,77,100,NaN,52,36,NaN,35,75,NaN,NaN,13,7,74
6510,,,NaN,,,NaN,,,NaN,NaN,,,
6511,75,100,NaN,51,35,NaN,35,75,NaN,NaN,13,7,74
6512,,,NaN,,,NaN,,,NaN,NaN,,,
6513,75,100,NaN,51,35,NaN,35,75,NaN,NaN,13,7,74
6514,,,NaN,,,NaN,,,NaN,NaN,,,
6515,73,99,NaN,50,34,NaN,35,75,NaN,NaN,13,7,74
6516,,,NaN,,,NaN,,,NaN,NaN,,,
6517,73,99,NaN,50,34,NaN,35,75,NaN,NaN,13,7,74
6518,,,NaN,,,NaN,,,NaN,NaN,,,
6519,73,99,NaN,50,34,NaN,35,75,NaN,NaN,13,7,74
6520,,,NaN,,,NaN,,,NaN,NaN,,,
6521,73,100,NaN,50,34,NaN,35,75,NaN,NaN,13,7,74
6522,,,NaN,,,NaN,,,NaN,NaN,,,
6523,74,100,NaN,51,36,NaN,35,75,NaN,NaN,13,7,74
6524,,,NaN,,,NaN,,,NaN,NaN,,,
6525,74,100,NaN,52,39,NaN,35,74,NaN,NaN,13,8,74
6526,,,NaN,,,NaN,,,NaN,NaN,,,
6527,71,100,NaN,50,35,NaN,35,72,NaN,NaN,12,8,76
6528,,,NaN,,,NaN,,,NaN,NaN,,,
6529,72,100,NaN,49,34,NaN,35,72,NaN,NaN,12,7,73
6530,,,NaN,,,NaN,,,NaN,NaN,,,
6531,69,99,NaN,48,33,NaN,35,71,NaN,NaN,12,7,73
6532,,,NaN,,,NaN,,,NaN,NaN,,,
6533,69,100,NaN,49,36,NaN,35,71,NaN,NaN,11,7,70
6534,,,NaN,,,NaN,,,NaN,NaN,,,
6535,69,100,NaN,48,33,NaN,35,69,NaN,NaN,11,7,75
6536,,,NaN,,,NaN,,,NaN,NaN,,,
6537,65,100,NaN,49,37,NaN,35,71,NaN,NaN,11,7,73
6538,,,NaN,,,NaN,,,NaN,NaN,,,
6539,70,100,NaN,49,35,NaN,35,69,NaN,NaN,11,7,80
6540,,,NaN,,,NaN,,,NaN,NaN,,,
6541,67,100,NaN,47,32,NaN,34,68,NaN,NaN,11,7,77
6542,,,NaN,,,NaN,,,NaN,NaN,,,
6543,68,100,NaN,47,33,NaN,34,67,NaN,NaN,11,7,77
6544,,,NaN,,,NaN,,,NaN,NaN,,,
6545,69,100,NaN,47,33,NaN,34,69,NaN,NaN,11,6,73
6546,,,NaN,,,NaN,,,NaN,NaN,,,
6547,69,100,NaN,47,33,NaN,34,69,NaN,NaN,11,6,72
6548,,,NaN,,,NaN,,,NaN,NaN,,,
6549,71,100,NaN,48,34,NaN,34,69,NaN,NaN,11,6,73
6550,,,NaN,,,NaN,,,NaN,NaN,,,
6551,72,100,NaN,49,35,NaN,34,69,NaN,NaN,11,6,72
6552,,,NaN,,,NaN,,,NaN,NaN,,,
6553,71,99,NaN,49,34,NaN,34,71,NaN,NaN,11,6,72
6554,,,NaN,,,NaN,,,NaN,NaN,,,
6555,71,99,NaN,49,34,NaN,34,71,NaN,NaN,11,7,73
6556,,,NaN,,,NaN,,,NaN,NaN,,,
6557,72,99,NaN,49,35,NaN,34,71,NaN,NaN,11,7,73
6558,,,NaN,,,NaN,,,NaN,NaN,,,
6559,71,99,NaN,49,35,NaN,34,72,NaN,NaN,11,7,73
6560,,,NaN,,,NaN,,,NaN,NaN,,,
6561,71,98,NaN,49,35,NaN,34,71,NaN,NaN,11,7,73
6562,,,NaN,,,NaN,,,NaN,NaN,,,
6563,72,99,NaN,50,35,NaN,34,73,NaN,NaN,11,6,73
6564,,,NaN,,,NaN,,,NaN,NaN,,,
6565,72,100,NaN,50,35,NaN,34,73,NaN,NaN,11,6,73
6566,,,NaN,,,NaN,,,NaN,NaN,,,
6567,74,99,NaN,50,36,NaN,34,72,NaN,NaN,11,7,73
6568,,,NaN,,,NaN,,,NaN,NaN,,,
6569,73,99,NaN,51,37,NaN,35,72,NaN,NaN,11,7,74
6570,,,NaN,,,NaN,,,NaN,NaN,,,
6571,74,99,NaN,51,37,NaN,35,71,NaN,NaN,11,7,75
6572,,,NaN,,,NaN,,,NaN,NaN,,,
6573,74,99,NaN,52,38,NaN,35,71,NaN,NaN,11,7,76
6574,,,NaN,,,NaN,,,NaN,NaN,,,
6575,70,99,NaN,49,34,NaN,34,71,NaN,NaN,11,7,75
6576,,,NaN,,,NaN,,,NaN,NaN,,,
6577,70,100,NaN,49,34,NaN,34,71,NaN,NaN,11,7,75
6578,,,NaN,,,NaN,,,NaN,NaN,,,
6579,71,100,NaN,49,34,NaN,34,72,NaN,NaN,11,7,75
6580,,,NaN,,,NaN,,,NaN,NaN,,,
6581,71,100,NaN,48,34,NaN,35,74,NaN,NaN,11,7,74
6582,,,NaN,,,NaN,,,NaN,NaN,,,
6583,72,100,NaN,49,35,NaN,35,74,NaN,NaN,11,7,74
6584,,,NaN,,,NaN,,,NaN,NaN,,,
6585,72,100,NaN,49,35,NaN,35,75,NaN,NaN,11,7,74
6586,,,NaN,,,NaN,,,NaN,NaN,,,
6587,72,99,NaN,50,35,NaN,35,75,NaN,NaN,11,7,74
6588,,,NaN,,,NaN,,,NaN,NaN,,,
6589,73,99,NaN,50,36,NaN,34,75,NaN,NaN,11,7,74
6590,,,NaN,,,NaN,,,NaN,NaN,,,
6591,72,100,NaN,50,35,NaN,34,75,NaN,NaN,11,7,74
6592,,,NaN,,,NaN,,,NaN,NaN,,,
6593,72,100,NaN,49,35,NaN,34,75,NaN,NaN,11,7,74
6594,,,NaN,,,NaN,,,NaN,NaN,,,
6595,72,100,NaN,50,35,NaN,35,75,NaN,NaN,11,7,74
6596,,,NaN,,,NaN,,,NaN,NaN,,,
6597,71,100,NaN,49,34,NaN,35,74,NaN,NaN,11,7,74
6598,,,NaN,,,NaN,,,NaN,NaN,,,
6599,72,100,NaN,49,35,NaN,35,74,NaN,NaN,11,7,74
6600,,,NaN,,,NaN,,,NaN,NaN,,,
6601,72,100,NaN,49,35,NaN,35,74,NaN,NaN,11,7,74
6602,,,NaN,,,NaN,,,NaN,NaN,,,
6603,72,100,NaN,50,36,NaN,35,74,NaN,NaN,11,7,74
6604,,,NaN,,,NaN,,,NaN,NaN,,,
6605,73,100,NaN,50,35,NaN,35,75,NaN,NaN,11,7,75
6606,,,NaN,,,NaN,,,NaN,NaN,,,
6607,71,100,NaN,49,34,NaN,35,75,NaN,NaN,11,7,74
6608,,,NaN,,,NaN,,,NaN,NaN,,,
6609,72,100,NaN,49,35,NaN,34,75,NaN,NaN,11,7,74
6610,,,NaN,,,NaN,,,NaN,NaN,,,
6611,77,100,NaN,53,39,NaN,34,75,NaN,NaN,11,7,74
6612,,,NaN,,,NaN,,,NaN,NaN,,,
6613,72,100,NaN,50,35,NaN,34,74,NaN,NaN,11,7,77
6614,,,NaN,,,NaN,,,NaN,NaN,,,
6615,72,100,NaN,49,34,NaN,34,73,NaN,NaN,11,7,75
6616,,,NaN,,,NaN,,,NaN,NaN,,,
6617,70,100,NaN,49,34,NaN,36,72,NaN,NaN,11,7,74
6618,,,NaN,,,NaN,,,NaN,NaN,,,
6619,69,100,NaN,48,33,NaN,36,72,NaN,NaN,11,7,74
6620,,,NaN,,,NaN,,,NaN,NaN,,,
6621,68,100,NaN,47,33,NaN,36,73,NaN,NaN,11,7,73
6622,,,NaN,,,NaN,,,NaN,NaN,,,
6623,68,100,NaN,47,33,NaN,35,74,NaN,NaN,11,7,73
6624,,,NaN,,,NaN,,,NaN,NaN,,,
6625,67,100,NaN,46,32,NaN,35,74,NaN,NaN,11,7,73
6626,,,NaN,,,NaN,,,NaN,NaN,,,
6627,68,100,NaN,47,34,NaN,35,74,NaN,NaN,11,7,74
6628,,,NaN,,,NaN,,,NaN,NaN,,,
6629,69,100,NaN,48,36,NaN,35,74,NaN,NaN,11,7,74
6630,,,NaN,,,NaN,,,NaN,NaN,,,
6631,70,99,NaN,48,34,NaN,34,73,NaN,NaN,11,7,76
6632,,,NaN,,,NaN,,,NaN,NaN,,,
6633,71,99,NaN,49,35,NaN,34,73,NaN,NaN,11,7,75
6634,,,NaN,,,NaN,,,NaN,NaN,,,
6635,71,99,NaN,49,35,NaN,34,73,NaN,NaN,11,7,75
6636,,,NaN,,,NaN,,,NaN,NaN,,,
6637,72,99,NaN,49,35,NaN,34,73,NaN,NaN,11,7,75
6638,,,NaN,,,NaN,,,NaN,NaN,,,
6639,73,100,NaN,50,35,NaN,34,75,NaN,NaN,11,7,73
6640,,,NaN,,,NaN,,,NaN,NaN,,,
6641,73,100,NaN,50,36,NaN,34,75,NaN,NaN,11,7,74
6642,,,NaN,,,NaN,,,NaN,NaN,,,
6643,72,100,NaN,50,35,NaN,34,75,NaN,NaN,11,7,74
6644,,,NaN,,,NaN,,,NaN,NaN,,,
6645,71,100,NaN,49,34,NaN,34,75,NaN,NaN,11,6,75
6646,,,NaN,,,NaN,,,NaN,NaN,,,
6647,71,100,NaN,49,35,NaN,34,75,NaN,NaN,11,6,75
6648,,,NaN,,,NaN,,,NaN,NaN,,,
6649,70,100,NaN,49,35,NaN,34,75,NaN,NaN,11,6,75
6650,,,NaN,,,NaN,,,NaN,NaN,,,
6651,70,100,NaN,49,34,NaN,35,73,NaN,NaN,11,6,75
6652,,,NaN,,,NaN,,,NaN,NaN,,,
6653,72,100,NaN,50,35,NaN,35,73,NaN,NaN,11,7,76
6654,,,NaN,,,NaN,,,NaN,NaN,,,
6655,73,99,NaN,50,35,NaN,35,72,NaN,NaN,11,7,77
6656,,,NaN,,,NaN,,,NaN,NaN,,,
6657,72,99,NaN,49,34,NaN,35,72,NaN,NaN,11,7,76
6658,,,NaN,,,NaN,,,NaN,NaN,,,
6659,71,99,NaN,49,34,NaN,35,74,NaN,NaN,11,7,76
6660,,,NaN,,,NaN,,,NaN,NaN,,,
6661,71,99,NaN,49,34,NaN,35,74,NaN,NaN,11,6,74
6662,,,NaN,,,NaN,,,NaN,NaN,,,
6663,71,99,NaN,49,34,NaN,35,75,NaN,NaN,11,6,75
6664,,,NaN,,,NaN,,,NaN,NaN,,,
6665,72,99,NaN,49,35,NaN,35,75,NaN,NaN,11,7,75
6666,,,NaN,,,NaN,,,NaN,NaN,,,
6667,72,99,NaN,50,35,NaN,35,75,NaN,NaN,11,7,75
6668,,,NaN,,,NaN,,,NaN,NaN,,,
6669,72,99,NaN,50,36,NaN,35,75,NaN,NaN,11,6,75
6670,,,NaN,,,NaN,,,NaN,NaN,,,
6671,72,99,NaN,49,34,NaN,35,75,NaN,NaN,11,6,76
6672,,,NaN,,,NaN,,,NaN,NaN,,,
6673,71,99,NaN,49,34,NaN,35,75,NaN,NaN,11,7,75
6674,,,NaN,,,NaN,,,NaN,NaN,,,
6675,71,99,NaN,49,34,NaN,35,75,NaN,NaN,11,7,75
6676,,,NaN,,,NaN,,,NaN,NaN,,,
6677,72,99,NaN,49,34,NaN,35,75,NaN,NaN,11,7,73
6678,,,NaN,,,NaN,,,NaN,NaN,,,
6679,71,100,NaN,49,34,NaN,35,75,NaN,NaN,11,7,75
6680,,,NaN,,,NaN,,,NaN,NaN,,,
6681,70,100,NaN,48,34,NaN,35,75,NaN,NaN,11,7,75
6682,,,NaN,,,NaN,,,NaN,NaN,,,
6683,70,100,NaN,48,34,NaN,35,75,NaN,NaN,11,7,75
6684,,,NaN,,,NaN,,,NaN,NaN,,,
6685,70,100,NaN,49,36,NaN,35,75,NaN,NaN,11,7,75
6686,,,NaN,,,NaN,,,NaN,NaN,,,
6687,70,100,NaN,48,33,NaN,35,73,NaN,NaN,11,7,77
6688,,,NaN,,,NaN,,,NaN,NaN,,,
6689,70,100,NaN,48,33,NaN,35,73,NaN,NaN,11,7,75
6690,,,NaN,,,NaN,,,NaN,NaN,,,
6691,70,100,NaN,48,34,NaN,36,73,NaN,NaN,11,6,75
6692,,,NaN,,,NaN,,,NaN,NaN,,,
6693,71,100,NaN,48,34,NaN,36,73,NaN,NaN,11,6,73
6694,,,NaN,,,NaN,,,NaN,NaN,,,
6695,70,100,NaN,48,33,NaN,36,75,NaN,NaN,11,7,75
6696,,,NaN,,,NaN,,,NaN,NaN,,,
6697,71,100,NaN,48,34,NaN,35,75,NaN,NaN,11,7,75
6698,,,NaN,,,NaN,,,NaN,NaN,,,
6699,72,100,NaN,49,34,NaN,35,75,NaN,NaN,11,7,75
6700,,,NaN,,,NaN,,,NaN,NaN,,,
6701,72,100,NaN,49,34,NaN,35,76,NaN,NaN,11,7,75
6702,,,NaN,,,NaN,,,NaN,NaN,,,
6703,72,100,NaN,50,37,NaN,35,76,NaN,NaN,11,6,75
6704,,,NaN,,,NaN,,,NaN,NaN,,,
6705,71,100,NaN,49,34,NaN,35,76,NaN,NaN,11,6,80
6706,,,NaN,,,NaN,,,NaN,NaN,,,
6707,70,100,NaN,49,34,NaN,35,76,NaN,NaN,11,6,77
6708,,,NaN,,,NaN,,,NaN,NaN,,,
6709,73,100,NaN,49,34,NaN,35,76,NaN,NaN,11,6,77
6710,,,NaN,,,NaN,,,NaN,NaN,,,
6711,72,99,NaN,49,34,NaN,35,76,NaN,NaN,11,6,75
6712,,,NaN,,,NaN,,,NaN,NaN,,,
6713,72,99,NaN,49,34,NaN,35,75,NaN,NaN,11,6,75
6714,,,NaN,,,NaN,,,NaN,NaN,,,
6715,73,99,NaN,50,35,NaN,35,76,NaN,NaN,11,6,75
6716,,,NaN,,,NaN,,,NaN,NaN,,,
6717,73,99,NaN,50,35,NaN,35,76,NaN,NaN,11,7,75
6718,,,NaN,,,NaN,,,NaN,NaN,,,
6719,73,99,NaN,50,36,NaN,35,75,NaN,NaN,11,7,75
6720,,,NaN,,,NaN,,,NaN,NaN,,,
6721,73,100,NaN,50,35,NaN,35,75,NaN,NaN,11,7,76
6722,,,NaN,,,NaN,,,NaN,NaN,,,
6723,71,99,NaN,49,34,NaN,35,75,NaN,NaN,11,7,76
6724,,,NaN,,,NaN,,,NaN,NaN,,,
6725,72,99,NaN,49,35,NaN,35,74,NaN,NaN,11,6,76
6726,,,NaN,,,NaN,,,NaN,NaN,,,
6727,71,99,NaN,49,34,NaN,35,75,NaN,NaN,11,6,76
6728,,,NaN,,,NaN,,,NaN,NaN,,,
6729,72,99,NaN,49,35,NaN,35,76,NaN,NaN,11,7,75
6730,,,NaN,,,NaN,,,NaN,NaN,,,
6731,74,100,NaN,50,36,NaN,35,76,NaN,NaN,11,7,76
6732,,,NaN,,,NaN,,,NaN,NaN,,,
6733,68,100,NaN,49,34,NaN,35,76,NaN,NaN,11,7,76
6734,,,NaN,,,NaN,,,NaN,NaN,,,
6735,73,100,NaN,50,35,NaN,35,76,NaN,NaN,11,7,77
6736,,,NaN,,,NaN,,,NaN,NaN,,,
6737,75,99,NaN,50,36,NaN,35,76,NaN,NaN,11,7,77
6738,,,NaN,,,NaN,,,NaN,NaN,,,
6739,72,99,NaN,49,35,NaN,35,76,NaN,NaN,11,7,77
6740,,,NaN,,,NaN,,,NaN,NaN,,,
6741,72,99,NaN,50,35,NaN,35,76,NaN,NaN,11,7,75
6742,,,NaN,,,NaN,,,NaN,NaN,,,
6743,72,99,NaN,50,36,NaN,35,76,NaN,NaN,11,7,75
6744,,,NaN,,,NaN,,,NaN,NaN,,,
6745,72,100,NaN,50,35,NaN,35,76,NaN,NaN,11,7,75
6746,,,NaN,,,NaN,,,NaN,NaN,,,
6747,73,100,NaN,50,35,NaN,34,76,NaN,NaN,11,6,75
6748,,,NaN,,,NaN,,,NaN,NaN,,,
6749,71,99,NaN,49,33,NaN,34,76,NaN,NaN,11,6,75
6750,,,NaN,,,NaN,,,NaN,NaN,,,
6751,67,99,NaN,48,33,NaN,34,76,NaN,NaN,11,6,75
6752,,,NaN,,,NaN,,,NaN,NaN,,,
