time,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/ART_SBP
418,,,,,,,,NaN,NaN,NaN,,NaN,
419,-4,,65,98,65,-8,0,NaN,NaN,NaN,-4,NaN,-4
420,,,,,,,,NaN,NaN,NaN,,NaN,
421,-4,,65,98,65,-8,0,NaN,NaN,NaN,-4,NaN,-4
422,,,,,,,,NaN,NaN,NaN,,NaN,
423,-2,,66,98,66,-8,0,NaN,NaN,NaN,-2,NaN,-2
424,,,,,,,,NaN,NaN,NaN,,NaN,
425,-2,,66,98,65,-8,0,NaN,NaN,NaN,-2,NaN,-2
426,,,,,,,,NaN,NaN,NaN,,NaN,
427,-2,,66,97,65,-8,0,NaN,NaN,NaN,-2,NaN,-2
428,,,,,,,,NaN,NaN,NaN,,NaN,
429,-2,,66,97,65,-8,0,NaN,NaN,NaN,-2,NaN,-2
430,,,,,,,,NaN,NaN,NaN,,NaN,
431,-2,,65,97,64,-8,0,NaN,NaN,NaN,-2,NaN,-2
432,,,,,,,,NaN,NaN,NaN,,NaN,
433,-2,,65,97,64,-8,0,NaN,NaN,NaN,-2,NaN,-2
434,,,,,,,,NaN,NaN,NaN,,NaN,
435,-3,,65,97,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
436,,,,,,,,NaN,NaN,NaN,,NaN,
437,-3,,65,97,64,-7,0,NaN,NaN,NaN,-3,NaN,-3
438,,,,,,,,NaN,NaN,NaN,,NaN,
439,-3,,65,97,64,-7,0,NaN,NaN,NaN,-3,NaN,-3
440,,,,,,,,NaN,NaN,NaN,,NaN,
441,-3,,64,97,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
442,,,,,,,,NaN,NaN,NaN,,NaN,
443,-3,,64,98,63,-8,0,NaN,NaN,NaN,-3,NaN,-3
444,,,,,,,,NaN,NaN,NaN,,NaN,
445,-3,,63,98,63,-8,0,NaN,NaN,NaN,-3,NaN,-3
446,,,,,,,,NaN,NaN,NaN,,NaN,
447,-4,,63,98,62,-8,0,NaN,NaN,NaN,-4,NaN,-4
448,,,,,,,,NaN,NaN,NaN,,NaN,
449,-4,,63,98,63,-8,0,NaN,NaN,NaN,-4,NaN,-4
450,,,,,,,,NaN,NaN,NaN,,NaN,
451,-4,,64,98,63,-8,0,NaN,NaN,NaN,-4,NaN,-4
452,,,,,,,,NaN,NaN,NaN,,NaN,
453,-4,,64,98,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
454,,,,,,,,NaN,NaN,NaN,,NaN,
455,-4,,64,98,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
456,,,,,,,,NaN,NaN,NaN,,NaN,
457,-4,,65,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
458,,,,,,,,NaN,NaN,NaN,,NaN,
459,-2,,64,98,64,-9,0,NaN,NaN,NaN,-2,NaN,-2
460,,,,,,,,NaN,NaN,NaN,,NaN,
461,-2,,64,98,63,-9,0,NaN,NaN,NaN,-2,NaN,-2
462,,,,,,,,NaN,NaN,NaN,,NaN,
463,-3,,64,98,63,-8,0,NaN,NaN,NaN,-3,NaN,-3
464,,,,,,,,NaN,NaN,NaN,,NaN,
465,-3,,64,98,63,-8,0,NaN,NaN,NaN,-3,NaN,-3
466,,,,,,,,NaN,NaN,NaN,,NaN,
467,-3,,64,98,63,-8,0,NaN,NaN,NaN,-3,NaN,-3
468,,,,,,,,NaN,NaN,NaN,,NaN,
469,-3,,64,97,63,-8,0,NaN,NaN,NaN,-3,NaN,-3
470,,,,,,,,NaN,NaN,NaN,,NaN,
471,-3,,63,97,63,-8,0,NaN,NaN,NaN,-3,NaN,-3
472,,,,,,,,NaN,NaN,NaN,,NaN,
473,-3,,63,97,62,-8,0,NaN,NaN,NaN,-3,NaN,-3
474,,,,,,,,NaN,NaN,NaN,,NaN,
475,-4,,63,97,62,-8,0,NaN,NaN,NaN,-4,NaN,-4
476,,,,,,,,NaN,NaN,NaN,,NaN,
477,-4,,62,97,61,-8,0,NaN,NaN,NaN,-4,NaN,-4
478,,,,,,,,NaN,NaN,NaN,,NaN,
479,-4,,62,97,62,-8,0,NaN,NaN,NaN,-4,NaN,-4
480,,,,,,,,NaN,NaN,NaN,,NaN,
481,-4,,63,97,62,-8,0,NaN,NaN,NaN,-4,NaN,-4
482,,,,,,,,NaN,NaN,NaN,,NaN,
483,-4,,63,97,63,-8,0,NaN,NaN,NaN,-4,NaN,-4
484,,,,,,,,NaN,NaN,NaN,,NaN,
485,-4,,63,97,63,-8,0,NaN,NaN,NaN,-4,NaN,-4
486,,,,,,,,NaN,NaN,NaN,,NaN,
487,-4,,63,97,62,-8,0,NaN,NaN,NaN,-8,NaN,-2
488,,,,,,,,NaN,NaN,NaN,,NaN,
489,-4,,62,97,62,-8,0,NaN,NaN,NaN,-8,NaN,-2
490,,,,,,,,NaN,NaN,NaN,,NaN,
491,-3,,62,97,61,-8,0,NaN,NaN,NaN,-3,NaN,-3
492,,,,,,,,NaN,NaN,NaN,,NaN,
493,-3,,62,97,61,-8,0,NaN,NaN,NaN,-3,NaN,-3
494,,,,,,,,NaN,NaN,NaN,,NaN,
495,-3,,61,97,61,-8,0,NaN,NaN,NaN,-3,NaN,-3
496,,,,,,,,NaN,NaN,NaN,,NaN,
497,-3,,61,97,60,-8,0,NaN,NaN,NaN,-3,NaN,-3
498,,,,,,,,NaN,NaN,NaN,,NaN,
499,-3,,61,97,61,-8,0,NaN,NaN,NaN,-5,NaN,-2
500,,,,,,,,NaN,NaN,NaN,,NaN,
501,-3,,62,97,62,-8,0,NaN,NaN,NaN,-5,NaN,-2
502,,,,,,,,NaN,NaN,NaN,,NaN,
503,-4,,62,97,63,-8,0,NaN,NaN,NaN,-4,NaN,-4
504,,,,,,,,NaN,NaN,NaN,,NaN,
505,-4,,63,97,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
506,,,,,,,,NaN,NaN,NaN,,NaN,
507,-4,,64,97,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
508,,,,,,,,NaN,NaN,NaN,,NaN,
509,-4,,64,97,63,-8,0,NaN,NaN,NaN,-6,NaN,-2
510,,,,,,,,NaN,NaN,NaN,,NaN,
511,-4,,63,97,63,-8,0,NaN,NaN,NaN,-6,NaN,-2
512,,,,,,,,NaN,NaN,NaN,,NaN,
513,-4,,63,97,62,-8,0,NaN,NaN,NaN,-6,NaN,-3
514,,,,,,,,NaN,NaN,NaN,,NaN,
515,-4,,63,97,62,-8,0,NaN,NaN,NaN,-6,NaN,-3
516,,,,,,,,NaN,NaN,NaN,,NaN,
517,-5,,63,97,62,-8,0,NaN,NaN,NaN,-5,NaN,-5
518,,,,,,,,NaN,NaN,NaN,,NaN,
519,-5,,63,97,63,-8,0,NaN,NaN,NaN,-5,NaN,-5
520,,,,,,,,NaN,NaN,NaN,,NaN,
521,-5,,63,97,63,-8,0,NaN,NaN,NaN,-5,NaN,-5
522,,,,,,,,NaN,NaN,NaN,,NaN,
523,-5,,63,96,63,-8,0,NaN,NaN,NaN,-5,NaN,-5
524,,,,,,,,NaN,NaN,NaN,,NaN,
525,-4,,63,96,62,-8,0,NaN,NaN,NaN,-4,NaN,-4
526,,,,,,,,NaN,NaN,NaN,,NaN,
527,-4,,63,96,62,-8,0,NaN,NaN,NaN,-4,NaN,-4
528,,,,,,,,NaN,NaN,NaN,,NaN,
529,-4,,62,97,62,-8,0,NaN,NaN,NaN,-4,NaN,-4
530,,,,,,,,NaN,NaN,NaN,,NaN,
531,-4,,62,97,61,-8,0,NaN,NaN,NaN,-4,NaN,-4
532,,,,,,,,NaN,NaN,NaN,,NaN,
533,-4,,62,97,61,-8,0,NaN,NaN,NaN,-4,NaN,-4
534,,,,,,,,NaN,NaN,NaN,,NaN,
535,-4,,61,97,61,-8,0,NaN,NaN,NaN,-4,NaN,-4
536,,,,,,,,NaN,NaN,NaN,,NaN,
537,-4,,61,97,60,-8,0,NaN,NaN,NaN,-4,NaN,-4
538,,,,,,,,NaN,NaN,NaN,,NaN,
539,-4,,61,97,61,-8,0,NaN,NaN,NaN,-4,NaN,-4
540,,,,,,,,NaN,NaN,NaN,,NaN,
541,-4,,62,97,61,-8,0,NaN,NaN,NaN,-4,NaN,-4
542,,,,,,,,NaN,NaN,NaN,,NaN,
543,-4,,62,97,62,-8,0,NaN,NaN,NaN,-4,NaN,-4
544,,,,,,,,NaN,NaN,NaN,,NaN,
545,-5,,63,97,63,-8,0,NaN,NaN,NaN,-5,NaN,-5
546,,,,,,,,NaN,NaN,NaN,,NaN,
547,-5,,64,97,64,-7,0,NaN,NaN,NaN,-5,NaN,-5
548,,,,,,,,NaN,NaN,NaN,,NaN,
549,-5,,65,96,65,-7,0,NaN,NaN,NaN,-5,NaN,-5
550,,,,,,,,NaN,NaN,NaN,,NaN,
551,-5,,66,96,66,-8,0,NaN,NaN,NaN,-5,NaN,-5
552,,,,,,,,NaN,NaN,NaN,,NaN,
553,-5,,67,96,66,-8,0,NaN,NaN,NaN,-5,NaN,-5
554,,,,,,,,NaN,NaN,NaN,,NaN,
555,-5,,68,96,67,-8,0,NaN,NaN,NaN,-5,NaN,-5
556,,,,,,,,NaN,NaN,NaN,,NaN,
557,-5,,69,96,69,-8,0,NaN,NaN,NaN,-5,NaN,-5
558,,,,,,,,NaN,NaN,NaN,,NaN,
559,-5,,69,96,69,-8,0,NaN,NaN,NaN,-5,NaN,-5
560,,,,,,,,NaN,NaN,NaN,,NaN,
561,-4,,70,96,69,-8,0,NaN,NaN,NaN,-4,NaN,-4
562,,,,,,,,NaN,NaN,NaN,,NaN,
563,-4,,70,96,69,-8,0,NaN,NaN,NaN,-4,NaN,-4
564,,,,,,,,NaN,NaN,NaN,,NaN,
565,-3,,70,96,70,-8,0,NaN,NaN,NaN,-3,NaN,-3
566,,,,,,,,NaN,NaN,NaN,,NaN,
567,-3,,70,96,70,-8,0,NaN,NaN,NaN,-3,NaN,-3
568,,,,,,,,NaN,NaN,NaN,,NaN,
569,-4,,70,96,70,-8,0,NaN,NaN,NaN,-4,NaN,-4
570,,,,,,,,NaN,NaN,NaN,,NaN,
571,-4,,71,96,70,-8,0,NaN,NaN,NaN,-4,NaN,-4
572,,,,,,,,NaN,NaN,NaN,,NaN,
573,-4,,72,97,72,-8,0,NaN,NaN,NaN,-4,NaN,-4
574,,,,,,,,NaN,NaN,NaN,,NaN,
575,-4,,73,97,73,-8,0,NaN,NaN,NaN,-4,NaN,-4
576,,,,,,,,NaN,NaN,NaN,,NaN,
577,-5,,73,97,73,-7,0,NaN,NaN,NaN,-5,NaN,-5
578,,,,,,,,NaN,NaN,NaN,,NaN,
579,-5,,74,97,72,-7,0,NaN,NaN,NaN,-5,NaN,-5
580,,,,,,,,NaN,NaN,NaN,,NaN,
581,-5,,74,98,73,-8,0,NaN,NaN,NaN,-5,NaN,-5
582,,,,,,,,NaN,NaN,NaN,,NaN,
583,-5,,74,98,73,-8,0,NaN,NaN,NaN,-5,NaN,-5
584,,,,,,,,NaN,NaN,NaN,,NaN,
585,-5,,73,98,73,-8,0,NaN,NaN,NaN,-5,NaN,-5
586,,,,,,,,NaN,NaN,NaN,,NaN,
587,-5,,71,98,70,-8,0,NaN,NaN,NaN,-5,NaN,-5
588,,,,,,,,NaN,NaN,NaN,,NaN,
589,-5,,69,98,68,-8,0,NaN,NaN,NaN,-5,NaN,-5
590,,,,,,,,NaN,NaN,NaN,,NaN,
591,-5,,66,98,66,-8,0,NaN,NaN,NaN,-5,NaN,-5
592,,,,,,,,NaN,NaN,NaN,,NaN,
593,-5,,65,98,64,-8,0,NaN,NaN,NaN,-5,NaN,-5
594,,,,,,,,NaN,NaN,NaN,,NaN,
595,-5,,64,98,64,-8,0,NaN,NaN,NaN,-5,NaN,-5
596,,,,,,,,NaN,NaN,NaN,,NaN,
597,-4,,64,98,63,-8,0,NaN,NaN,NaN,-4,NaN,-4
598,,,,,,,,NaN,NaN,NaN,,NaN,
599,-4,,64,98,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
600,,,,,,,,NaN,NaN,NaN,,NaN,
601,-4,,64,98,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
602,,,,,,,,NaN,NaN,NaN,,NaN,
603,-4,,65,99,65,-8,0,NaN,NaN,NaN,-4,NaN,-4
604,,,,,,,,NaN,NaN,NaN,,NaN,
605,-4,,66,99,66,-8,0,NaN,NaN,NaN,-4,NaN,-4
606,,,,,,,,NaN,NaN,NaN,,NaN,
607,-4,,67,98,67,-8,0,NaN,NaN,NaN,-4,NaN,-4
608,,,,,,,,NaN,NaN,NaN,,NaN,
609,-5,,67,98,67,-8,0,NaN,NaN,NaN,-5,NaN,-5
610,,,,,,,,NaN,NaN,NaN,,NaN,
611,-5,,68,98,67,-8,0,NaN,NaN,NaN,-5,NaN,-5
612,,,,,,,,NaN,NaN,NaN,,NaN,
613,-5,,68,98,68,-8,0,NaN,NaN,NaN,-5,NaN,-5
614,,,,,,,,NaN,NaN,NaN,,NaN,
615,-5,,69,98,68,-8,0,NaN,NaN,NaN,-5,NaN,-5
616,,,,,,,,NaN,NaN,NaN,,NaN,
617,-5,,69,98,69,-8,0,NaN,NaN,NaN,-5,NaN,-5
618,,,,,,,,NaN,NaN,NaN,,NaN,
619,-5,,68,98,68,-8,0,NaN,NaN,NaN,-5,NaN,-5
620,,,,,,,,NaN,NaN,NaN,,NaN,
621,-5,,67,98,66,-8,0,NaN,NaN,NaN,-5,NaN,-5
622,,,,,,,,NaN,NaN,NaN,,NaN,
623,-5,,66,98,65,-8,0,NaN,NaN,NaN,-5,NaN,-5
624,,,,,,,,NaN,NaN,NaN,,NaN,
625,-5,,65,98,65,-8,0,NaN,NaN,NaN,-20,NaN,7
626,,,,,,,,NaN,NaN,NaN,,NaN,
627,-5,,66,98,65,-8,0,NaN,NaN,NaN,-20,NaN,7
628,,,,,,,,NaN,NaN,NaN,,NaN,
629,-5,,66,98,66,-4,0,NaN,NaN,NaN,-20,NaN,7
630,,,,,,,,NaN,NaN,NaN,,NaN,
631,1,,66,98,65,-4,0,NaN,NaN,NaN,1,NaN,1
632,,,,,,,,NaN,NaN,NaN,,NaN,
633,1,,66,98,65,-4,0,NaN,NaN,NaN,1,NaN,1
634,,,,,,,,NaN,NaN,NaN,,NaN,
635,-5,,65,98,65,-8,0,NaN,NaN,NaN,-5,NaN,-5
636,,,,,,,,NaN,NaN,NaN,,NaN,
637,-5,,65,98,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
638,,,,,,,,NaN,NaN,NaN,,NaN,
639,-5,,64,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
640,,,,,,,,NaN,NaN,NaN,,NaN,
641,-5,,64,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
642,,,,,,,,NaN,NaN,NaN,,NaN,
643,-5,,64,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
644,,,,,,,,NaN,NaN,NaN,,NaN,
645,-5,,64,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
646,,,,,,,,NaN,NaN,NaN,,NaN,
647,-6,,64,98,63,-9,0,NaN,NaN,NaN,-6,NaN,-6
648,,,,,,,,NaN,NaN,NaN,,NaN,
649,-6,,64,98,63,-8,0,NaN,NaN,NaN,-6,NaN,-6
650,,,,,,,,NaN,NaN,NaN,,NaN,
651,-6,,64,98,63,-8,0,NaN,NaN,NaN,-6,NaN,-6
652,,,,,,,,NaN,NaN,NaN,,NaN,
653,-6,,64,98,64,-8,0,NaN,NaN,NaN,-6,NaN,-6
654,,,,,,,,NaN,NaN,NaN,,NaN,
655,-6,,65,98,65,-8,0,NaN,NaN,NaN,-6,NaN,-6
656,,,,,,,,NaN,NaN,NaN,,NaN,
657,-6,,66,98,65,-8,0,NaN,NaN,NaN,-6,NaN,-6
658,,,,,,,,NaN,NaN,NaN,,NaN,
659,-6,,66,98,66,-8,0,NaN,NaN,NaN,-6,NaN,-6
660,,,,,,,,NaN,NaN,NaN,,NaN,
661,-6,,66,98,65,-8,0,NaN,NaN,NaN,-6,NaN,-6
662,,,,,,,,NaN,NaN,NaN,,NaN,
663,-4,,66,98,65,-8,0,NaN,NaN,NaN,-4,NaN,-4
664,,,,,,,,NaN,NaN,NaN,,NaN,
665,-4,,66,98,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
666,,,,,,,,NaN,NaN,NaN,,NaN,
667,-4,,65,98,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
668,,,,,,,,NaN,NaN,NaN,,NaN,
669,-4,,66,98,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
670,,,,,,,,NaN,NaN,NaN,,NaN,
671,-4,,67,98,67,-9,0,NaN,NaN,NaN,-4,NaN,-4
672,,,,,,,,NaN,NaN,NaN,,NaN,
673,-4,,67,98,68,-9,0,NaN,NaN,NaN,-4,NaN,-4
674,,,,,,,,NaN,NaN,NaN,,NaN,
675,-5,,67,98,67,-9,0,NaN,NaN,NaN,-5,NaN,-5
676,,,,,,,,NaN,NaN,NaN,,NaN,
677,-5,,66,98,65,-9,0,NaN,NaN,NaN,-5,NaN,-5
678,,,,,,,,NaN,NaN,NaN,,NaN,
679,-5,,64,98,63,-8,0,NaN,NaN,NaN,-5,NaN,-5
680,,,,,,,,NaN,NaN,NaN,,NaN,
681,-5,,63,98,62,-8,0,NaN,NaN,NaN,-5,NaN,-5
682,,,,,,,,NaN,NaN,NaN,,NaN,
683,-5,,63,99,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
684,,,,,,,,NaN,NaN,NaN,,NaN,
685,-5,,64,99,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
686,,,,,,,,NaN,NaN,NaN,,NaN,
687,-5,,64,99,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
688,,,,,,,,NaN,NaN,NaN,,NaN,
689,-5,,64,100,63,-8,0,NaN,NaN,NaN,-5,NaN,-5
690,,,,,,,,NaN,NaN,NaN,,NaN,
691,-5,,64,100,63,-8,0,NaN,NaN,NaN,-5,NaN,-5
692,,,,,,,,NaN,NaN,NaN,,NaN,
693,-5,,63,100,63,-8,0,NaN,NaN,NaN,-5,NaN,-5
694,,,,,,,,NaN,NaN,NaN,,NaN,
695,-5,,63,100,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
696,,,,,,,,NaN,NaN,NaN,,NaN,
697,-5,,63,100,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
698,,,,,,,,NaN,NaN,NaN,,NaN,
699,-4,,63,100,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
700,,,,,,,,NaN,NaN,NaN,,NaN,
701,-4,,63,100,63,-9,0,NaN,NaN,NaN,-4,NaN,-4
702,,,,,,,,NaN,NaN,NaN,,NaN,
703,-5,,63,100,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
704,,,,,,,,NaN,NaN,NaN,,NaN,
705,-5,,63,100,62,-10,0,NaN,NaN,NaN,-5,NaN,-5
706,,,,,,,,NaN,NaN,NaN,,NaN,
707,-5,,63,100,63,-10,0,NaN,NaN,NaN,-5,NaN,-5
708,,,,,,,,NaN,NaN,NaN,,NaN,
709,-5,,63,100,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
710,,,,,,,,NaN,NaN,NaN,,NaN,
711,-4,,63,100,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
712,,,,,,,,NaN,NaN,NaN,,NaN,
713,-4,,63,100,63,-9,0,NaN,NaN,NaN,-4,NaN,-4
714,,,,,,,,NaN,NaN,NaN,,NaN,
715,-5,,63,100,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
716,,,,,,,,NaN,NaN,NaN,,NaN,
717,-5,,63,100,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
718,,,,,,,,NaN,NaN,NaN,,NaN,
719,-5,,63,100,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
720,,,,,,,,NaN,NaN,NaN,,NaN,
721,-5,,63,100,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
722,,,,,,,,NaN,NaN,NaN,,NaN,
723,-5,,64,100,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
724,,,,,,,,NaN,NaN,NaN,,NaN,
725,-5,,64,100,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
726,,,,,,,,NaN,NaN,NaN,,NaN,
727,-5,,64,100,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
728,,,,,,,,NaN,NaN,NaN,,NaN,
729,-5,,63,100,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
730,,,,,,,,NaN,NaN,NaN,,NaN,
731,-5,,63,100,62,-10,0,NaN,NaN,NaN,-5,NaN,-5
732,,,,,,,,NaN,NaN,NaN,,NaN,
733,-5,,62,100,62,-10,0,NaN,NaN,NaN,-5,NaN,-5
734,,,,,,,,NaN,NaN,NaN,,NaN,
735,-3,,62,100,61,-10,0,NaN,NaN,NaN,-3,NaN,-3
736,,,,,,,,NaN,NaN,NaN,,NaN,
737,-3,,62,100,61,-10,0,NaN,NaN,NaN,-3,NaN,-3
738,,,,,,,,NaN,NaN,NaN,,NaN,
739,-4,,62,100,61,-10,0,NaN,NaN,NaN,-4,NaN,-4
740,,,,,,,,NaN,NaN,NaN,,NaN,
741,-4,,62,100,61,-9,0,NaN,NaN,NaN,-4,NaN,-4
742,,,,,,,,NaN,NaN,NaN,,NaN,
743,-4,,61,100,61,-9,0,NaN,NaN,NaN,-4,NaN,-4
744,,,,,,,,NaN,NaN,NaN,,NaN,
745,-4,,61,100,60,-9,0,NaN,NaN,NaN,-4,NaN,-4
746,,,,,,,,NaN,NaN,NaN,,NaN,
747,-4,,60,100,60,-9,0,NaN,NaN,NaN,-4,NaN,-4
748,,,,,,,,NaN,NaN,NaN,,NaN,
749,-4,,60,100,59,-9,0,NaN,NaN,NaN,-4,NaN,-4
750,,,,,,,,NaN,NaN,NaN,,NaN,
751,-4,,59,100,58,-9,0,NaN,NaN,NaN,-4,NaN,-4
752,,,,,,,,NaN,NaN,NaN,,NaN,
753,-4,,59,100,58,-9,0,NaN,NaN,NaN,-4,NaN,-4
754,,,,,,,,NaN,NaN,NaN,,NaN,
755,-4,,59,100,58,-9,0,NaN,NaN,NaN,-4,NaN,-4
756,,,,,,,,NaN,NaN,NaN,,NaN,
757,-4,,58,100,58,-10,0,NaN,NaN,NaN,-4,NaN,-4
758,,,,,,,,NaN,NaN,NaN,,NaN,
759,-5,,58,100,58,-10,0,NaN,NaN,NaN,-5,NaN,-5
760,,,,,,,,NaN,NaN,NaN,,NaN,
761,-5,,59,100,58,-10,0,NaN,NaN,NaN,-5,NaN,-5
762,,,,,,,,NaN,NaN,NaN,,NaN,
763,-5,,59,100,58,-10,0,NaN,NaN,NaN,-5,NaN,-5
764,,,,,,,,NaN,NaN,NaN,,NaN,
765,-5,,59,100,58,-10,0,NaN,NaN,NaN,-5,NaN,-5
766,,,,,,,,NaN,NaN,NaN,,NaN,
767,-5,,59,100,58,-10,0,NaN,NaN,NaN,-5,NaN,-5
768,,,,,,,,NaN,NaN,NaN,,NaN,
769,-5,,59,100,59,-9,0,NaN,NaN,NaN,-5,NaN,-5
770,,,,,,,,NaN,NaN,NaN,,NaN,
771,-4,,59,100,59,-9,0,NaN,NaN,NaN,-4,NaN,-4
772,,,,,,,,NaN,NaN,NaN,,NaN,
773,-4,,59,100,58,-9,0,NaN,NaN,NaN,-4,NaN,-4
774,,,,,,,,NaN,NaN,NaN,,NaN,
775,-3,,59,100,58,-9,0,NaN,NaN,NaN,-3,NaN,-3
776,,,,,,,,NaN,NaN,NaN,,NaN,
777,-3,,59,100,58,-9,0,NaN,NaN,NaN,-3,NaN,-3
778,,,,,,,,NaN,NaN,NaN,,NaN,
779,-4,,58,100,57,-9,0,NaN,NaN,NaN,-4,NaN,-4
780,,,,,,,,NaN,NaN,NaN,,NaN,
781,-4,,58,100,57,-9,0,NaN,NaN,NaN,-4,NaN,-4
782,,,,,,,,NaN,NaN,NaN,,NaN,
783,-3,,57,100,57,-9,0,NaN,NaN,NaN,-3,NaN,-3
784,,,,,,,,NaN,NaN,NaN,,NaN,
785,-3,,57,100,56,-9,0,NaN,NaN,NaN,-3,NaN,-3
786,,,,,,,,NaN,NaN,NaN,,NaN,
787,-4,,57,100,56,-9,0,NaN,NaN,NaN,-4,NaN,-4
788,,,,,,,,NaN,NaN,NaN,,NaN,
789,-4,,56,100,55,-10,0,NaN,NaN,NaN,-4,NaN,-4
790,,,,,,,,NaN,NaN,NaN,,NaN,
791,-4,,56,100,55,-10,0,NaN,NaN,NaN,-4,NaN,-4
792,,,,,,,,NaN,NaN,NaN,,NaN,
793,-4,,56,100,55,-10,0,NaN,NaN,NaN,-4,NaN,-4
794,,,,,,,,NaN,NaN,NaN,,NaN,
795,-4,,55,100,54,-9,0,NaN,NaN,NaN,-4,NaN,-4
796,,,,,,,,NaN,NaN,NaN,,NaN,
797,-4,,55,100,55,-9,0,NaN,NaN,NaN,-4,NaN,-4
798,,,,,,,,NaN,NaN,NaN,,NaN,
799,-4,,55,100,55,-9,0,NaN,NaN,NaN,-4,NaN,-4
800,,,,,,,,NaN,NaN,NaN,,NaN,
801,-4,,55,99,55,-9,0,NaN,NaN,NaN,-4,NaN,-4
802,,,,,,,,NaN,NaN,NaN,,NaN,
803,-4,,55,99,55,-9,0,NaN,NaN,NaN,-4,NaN,-4
804,,,,,,,,NaN,NaN,NaN,,NaN,
805,-4,,55,99,55,-9,0,NaN,NaN,NaN,-4,NaN,-4
806,,,,,,,,NaN,NaN,NaN,,NaN,
807,-4,,55,99,55,-9,0,NaN,NaN,NaN,-4,NaN,-4
808,,,,,,,,NaN,NaN,NaN,,NaN,
809,-4,,55,99,55,-9,0,NaN,NaN,NaN,-4,NaN,-4
810,,,,,,,,NaN,NaN,NaN,,NaN,
811,-3,,55,99,55,-9,0,NaN,NaN,NaN,-3,NaN,-3
812,,,,,,,,NaN,NaN,NaN,,NaN,
813,-3,,55,99,54,-9,0,NaN,NaN,NaN,-3,NaN,-3
814,,,,,,,,NaN,NaN,NaN,,NaN,
815,-3,,55,98,54,-9,0,NaN,NaN,NaN,-3,NaN,-3
816,,,,,,,,NaN,NaN,NaN,,NaN,
817,-3,,55,98,54,-10,0,NaN,NaN,NaN,-3,NaN,-3
818,,,,,,,,NaN,NaN,NaN,,NaN,
819,-3,,54,98,53,-10,0,NaN,NaN,NaN,-3,NaN,-3
820,,,,,,,,NaN,NaN,NaN,,NaN,
821,-3,,54,98,53,-10,0,NaN,NaN,NaN,-3,NaN,-3
822,,,,,,,,NaN,NaN,NaN,,NaN,
823,-4,,54,98,53,-10,0,NaN,NaN,NaN,-4,NaN,-4
824,,,,,,,,NaN,NaN,NaN,,NaN,
825,-4,,54,98,53,-9,0,NaN,NaN,NaN,-4,NaN,-4
826,,,,,,,,NaN,NaN,NaN,,NaN,
827,-4,,54,98,53,-9,0,NaN,NaN,NaN,-4,NaN,-4
828,,,,,,,,NaN,NaN,NaN,,NaN,
829,-4,,54,98,53,-9,0,NaN,NaN,NaN,-4,NaN,-4
830,,,,,,,,NaN,NaN,NaN,,NaN,
831,-4,,54,98,53,-9,0,NaN,NaN,NaN,-4,NaN,-4
832,,,,,,,,NaN,NaN,NaN,,NaN,
833,-4,,54,97,53,-9,0,NaN,NaN,NaN,-4,NaN,-4
834,,,,,,,,NaN,NaN,NaN,,NaN,
835,-4,,54,97,54,-9,0,NaN,NaN,NaN,-4,NaN,-4
836,,,,,,,,NaN,NaN,NaN,,NaN,
