time,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ETCO2,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_DBP,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2
452,-10,-4,-7,NaN,NaN,NaN,,NaN,,72,-10,,
453,,,,NaN,NaN,NaN,,NaN,,,,,
454,-10,-4,-7,NaN,NaN,NaN,,NaN,,72,-10,,
455,,,,NaN,NaN,NaN,,NaN,,,,,
456,-9,-6,-7,NaN,NaN,NaN,,NaN,,72,-10,,
457,,,,NaN,NaN,NaN,,NaN,,,,,
458,-9,-6,-7,NaN,NaN,NaN,,NaN,,72,-9,,
459,,,,NaN,NaN,NaN,,NaN,,,,,
460,-10,-6,-7,NaN,NaN,NaN,,NaN,,73,-9,,
461,,,,NaN,NaN,NaN,,NaN,,,,,
462,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
463,,,,NaN,NaN,NaN,,NaN,,,,,
464,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,68,83
465,,,,NaN,NaN,NaN,,NaN,,,,,
466,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,64,87
467,,,,NaN,NaN,NaN,,NaN,,,,,
468,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,64,87
469,,,,NaN,NaN,NaN,,NaN,,,,,
470,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,64,87
471,,,,NaN,NaN,NaN,,NaN,,,,,
472,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,64,87
473,,,,NaN,NaN,NaN,,NaN,,,,,
474,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,64,87
475,,,,NaN,NaN,NaN,,NaN,,,,,
476,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,63,85
477,,,,NaN,NaN,NaN,,NaN,,,,,
478,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,63,85
479,,,,NaN,NaN,NaN,,NaN,,,,,
480,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,,
481,,,,NaN,NaN,NaN,,NaN,,,,,
482,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,,
483,,,,NaN,NaN,NaN,,NaN,,,,,
484,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,,
485,,,,NaN,NaN,NaN,,NaN,,,,,
486,-10,42,-7,NaN,NaN,NaN,,NaN,,70,-69,,
487,,,,NaN,NaN,NaN,,NaN,,,,,
488,-10,21,-3,NaN,NaN,NaN,,NaN,,69,-28,,
489,,,,NaN,NaN,NaN,,NaN,,,,,
490,-11,13,-4,NaN,NaN,NaN,,NaN,,69,-12,,
491,,,,NaN,NaN,NaN,,NaN,,,,,
492,-11,135,-4,NaN,NaN,NaN,,NaN,,69,-85,,
493,,,,NaN,NaN,NaN,,NaN,,,,,
494,-11,,-4,NaN,NaN,NaN,,NaN,,68,,,
495,,,,NaN,NaN,NaN,,NaN,,,,,
496,-11,,-8,NaN,NaN,NaN,,NaN,,68,,,
497,,,,NaN,NaN,NaN,,NaN,,,,,
498,-11,,-8,NaN,NaN,NaN,,NaN,,68,,,
499,,,,NaN,NaN,NaN,,NaN,,,,,
500,-11,,-6,NaN,NaN,NaN,,NaN,,68,,,
501,,,,NaN,NaN,NaN,,NaN,,,,,
502,-10,,0,NaN,NaN,NaN,,NaN,,75,,,
503,,,,NaN,NaN,NaN,,NaN,,,,,
504,-10,,2,NaN,NaN,NaN,,NaN,,75,,,
505,,,,NaN,NaN,NaN,,NaN,,,,,
506,-10,43,1,NaN,NaN,NaN,,NaN,,74,-39,,
507,,,,NaN,NaN,NaN,,NaN,,,,,
508,-10,48,5,NaN,NaN,NaN,,NaN,,75,-38,,
509,,,,NaN,NaN,NaN,,NaN,,,,,
510,-10,43,6,NaN,NaN,NaN,,NaN,,76,-19,,
511,,,,NaN,NaN,NaN,,NaN,,,,,
512,-10,26,8,NaN,NaN,NaN,,NaN,,76,-10,,
513,,,,NaN,NaN,NaN,,NaN,,,,,
514,-11,82,20,NaN,NaN,NaN,,NaN,,69,22,,
515,,,,NaN,NaN,NaN,,NaN,,,,,
516,-11,128,51,NaN,NaN,NaN,,NaN,,72,49,,
517,,,,NaN,NaN,NaN,,NaN,,,,,
518,-11,150,73,NaN,NaN,NaN,,NaN,,72,29,,
519,,,,NaN,NaN,NaN,,NaN,,,,,
520,-11,141,82,NaN,NaN,NaN,,NaN,,72,50,,
521,,,,NaN,NaN,NaN,,NaN,,,,,
522,-11,138,86,NaN,NaN,NaN,,NaN,,72,53,,
523,,,,NaN,NaN,NaN,,NaN,,,,,
524,-11,138,87,NaN,NaN,NaN,,NaN,,73,56,,
525,,,,NaN,NaN,NaN,,NaN,,,,,
526,-11,137,89,NaN,NaN,NaN,,NaN,,70,57,,
527,,,,NaN,NaN,NaN,,NaN,,,,,
528,-11,136,89,NaN,NaN,NaN,,NaN,,70,58,,
529,,,,NaN,NaN,NaN,,NaN,,,,,
530,-11,136,90,NaN,NaN,NaN,,NaN,,70,59,68,90
531,,,,NaN,NaN,NaN,,NaN,,,,,
532,-11,136,91,NaN,NaN,NaN,,NaN,,70,59,68,90
533,,,,NaN,NaN,NaN,,NaN,,,,,
534,-11,135,91,NaN,NaN,NaN,,NaN,,70,59,68,90
535,,,,NaN,NaN,NaN,,NaN,,,,,
536,-11,138,90,NaN,NaN,NaN,,NaN,,70,55,68,90
537,,,,NaN,NaN,NaN,,NaN,,,,,
538,-11,134,90,NaN,NaN,NaN,,NaN,,70,53,68,90
539,,,,NaN,NaN,NaN,,NaN,,,,,
540,-11,137,90,NaN,NaN,NaN,8,NaN,,71,57,69,89
541,,,,NaN,NaN,NaN,,NaN,,,,,
542,-11,132,88,NaN,NaN,NaN,8,NaN,,71,57,69,89
543,,,,NaN,NaN,NaN,,NaN,,,,,
544,-11,132,88,NaN,NaN,NaN,8,NaN,,72,57,,
545,,,,NaN,NaN,NaN,,NaN,,,,,
546,-11,129,87,NaN,NaN,NaN,25,NaN,,72,57,,
547,,,,NaN,NaN,NaN,,NaN,,,,,
548,-11,131,88,NaN,NaN,NaN,25,NaN,,73,58,,
549,,,,NaN,NaN,NaN,,NaN,,,,,
550,-11,113,84,NaN,NaN,NaN,25,NaN,,72,50,,
551,,,,NaN,NaN,NaN,,NaN,,,,,
552,-11,126,86,NaN,NaN,NaN,25,NaN,,73,55,,
553,,,,NaN,NaN,NaN,,NaN,,,,,
554,-11,132,87,NaN,NaN,NaN,29,NaN,5,73,55,,
555,,,,NaN,NaN,NaN,,NaN,,,,,
556,-11,132,88,NaN,NaN,NaN,29,NaN,5,74,57,,
557,,,,NaN,NaN,NaN,,NaN,,,,,
558,-11,133,89,NaN,NaN,NaN,29,NaN,5,74,57,,
559,,,,NaN,NaN,NaN,,NaN,,,,,
560,-11,133,89,NaN,NaN,NaN,28,NaN,4,74,58,,
561,,,,NaN,NaN,NaN,,NaN,,,,,
562,-11,134,89,NaN,NaN,NaN,28,NaN,4,74,57,,
563,,,,NaN,NaN,NaN,,NaN,,,,,
564,-11,132,89,NaN,NaN,NaN,28,NaN,4,73,57,,
565,,,,NaN,NaN,NaN,,NaN,,,,,
566,-11,134,89,NaN,NaN,NaN,28,NaN,4,74,57,,
567,,,,NaN,NaN,NaN,,NaN,,,,,
568,-11,135,88,NaN,NaN,NaN,28,NaN,4,74,44,,
569,,,,NaN,NaN,NaN,,NaN,,,,,
570,-10,139,90,NaN,NaN,NaN,28,NaN,4,74,50,,
571,,,,NaN,NaN,NaN,,NaN,,,,,
572,-10,136,88,NaN,NaN,NaN,28,NaN,4,74,52,,
573,,,,NaN,NaN,NaN,,NaN,,,,,
574,-10,137,89,NaN,NaN,NaN,28,NaN,9,74,57,,
575,,,,NaN,NaN,NaN,,NaN,,,,,
576,-10,132,88,NaN,NaN,NaN,28,NaN,9,74,56,72,85
577,,,,NaN,NaN,NaN,,NaN,,,,,
578,-11,134,89,NaN,NaN,NaN,28,NaN,9,74,57,73,88
579,,,,NaN,NaN,NaN,,NaN,,,,,
580,-11,133,88,NaN,NaN,NaN,28,NaN,9,74,57,74,100
581,,,,NaN,NaN,NaN,,NaN,,,,,
582,-11,132,89,NaN,NaN,NaN,28,NaN,12,75,58,74,100
583,,,,NaN,NaN,NaN,,NaN,,,,,
584,-11,133,89,NaN,NaN,NaN,28,NaN,12,74,57,75,100
585,,,,NaN,NaN,NaN,,NaN,,,,,
586,-11,133,89,NaN,NaN,NaN,28,NaN,12,75,58,75,100
587,,,,NaN,NaN,NaN,,NaN,,,,,
588,-11,134,89,NaN,NaN,NaN,28,NaN,13,75,57,76,100
589,,,,NaN,NaN,NaN,,NaN,,,,,
590,-11,132,89,NaN,NaN,NaN,28,NaN,13,75,57,76,100
591,,,,NaN,NaN,NaN,,NaN,,,,,
592,-11,133,89,NaN,NaN,NaN,28,NaN,13,75,57,77,100
593,,,,NaN,NaN,NaN,,NaN,,,,,
594,-11,132,89,NaN,NaN,NaN,28,NaN,13,76,57,76,100
595,,,,NaN,NaN,NaN,,NaN,,,,,
596,-11,132,89,NaN,NaN,NaN,29,NaN,14,76,58,77,100
597,,,,NaN,NaN,NaN,,NaN,,,,,
598,-11,131,89,NaN,NaN,NaN,29,NaN,14,77,57,77,100
599,,,,NaN,NaN,NaN,,NaN,,,,,
600,-11,132,90,NaN,NaN,NaN,29,NaN,14,77,58,77,100
601,,,,NaN,NaN,NaN,,NaN,,,,,
602,-11,134,89,NaN,NaN,NaN,29,NaN,14,77,57,78,100
603,,,,NaN,NaN,NaN,,NaN,,,,,
604,-11,130,89,NaN,NaN,NaN,29,NaN,14,78,57,78,100
605,,,,NaN,NaN,NaN,,NaN,,,,,
606,-11,132,89,NaN,NaN,NaN,29,NaN,14,78,57,78,100
607,,,,NaN,NaN,NaN,,NaN,,,,,
608,-11,129,88,NaN,NaN,NaN,29,NaN,14,78,57,78,100
609,,,,NaN,NaN,NaN,,NaN,,,,,
610,-11,130,88,NaN,NaN,NaN,29,NaN,14,78,58,79,100
611,,,,NaN,NaN,NaN,,NaN,,,,,
612,-11,128,87,NaN,NaN,NaN,29,NaN,14,78,55,78,100
613,,,,NaN,NaN,NaN,,NaN,,,,,
614,-11,127,86,NaN,NaN,NaN,29,NaN,14,78,54,79,100
615,,,,NaN,NaN,NaN,,NaN,,,,,
616,-11,128,85,NaN,NaN,NaN,29,NaN,13,78,54,79,100
617,,,,NaN,NaN,NaN,,NaN,,,,,
618,-11,127,85,NaN,NaN,NaN,29,NaN,13,78,55,79,100
619,,,,NaN,NaN,NaN,,NaN,,,,,
620,-11,130,87,NaN,NaN,NaN,29,NaN,13,78,57,79,100
621,,,,NaN,NaN,NaN,,NaN,,,,,
622,-11,129,87,NaN,NaN,NaN,29,NaN,13,77,57,78,100
623,,,,NaN,NaN,NaN,,NaN,,,,,
624,-11,131,88,NaN,NaN,NaN,29,NaN,13,78,58,78,100
625,,,,NaN,NaN,NaN,,NaN,,,,,
626,-10,131,88,NaN,NaN,NaN,29,NaN,13,77,55,77,100
627,,,,NaN,NaN,NaN,,NaN,,,,,
628,-10,130,89,NaN,NaN,NaN,29,NaN,13,78,59,77,100
629,,,,NaN,NaN,NaN,,NaN,,,,,
630,-10,130,88,NaN,NaN,NaN,29,NaN,13,77,57,76,100
631,,,,NaN,NaN,NaN,,NaN,,,,,
632,-10,130,88,NaN,NaN,NaN,29,NaN,13,78,58,76,100
633,,,,NaN,NaN,NaN,,NaN,,,,,
634,-10,130,88,NaN,NaN,NaN,29,NaN,13,77,56,76,100
635,,,,NaN,NaN,NaN,,NaN,,,,,
636,-10,126,87,NaN,NaN,NaN,29,NaN,13,77,57,77,100
637,,,,NaN,NaN,NaN,,NaN,,,,,
638,-11,132,88,NaN,NaN,NaN,29,NaN,13,77,54,78,100
639,,,,NaN,NaN,NaN,,NaN,,,,,
640,-11,128,87,NaN,NaN,NaN,29,NaN,13,76,55,77,100
641,,,,NaN,NaN,NaN,,NaN,,,,,
642,-11,129,87,NaN,NaN,NaN,29,NaN,13,76,58,77,100
643,,,,NaN,NaN,NaN,,NaN,,,,,
644,-11,129,87,NaN,NaN,NaN,29,NaN,13,76,58,77,100
645,,,,NaN,NaN,NaN,,NaN,,,,,
646,-11,126,87,NaN,NaN,NaN,29,NaN,13,76,58,76,100
647,,,,NaN,NaN,NaN,,NaN,,,,,
648,-10,128,87,NaN,NaN,NaN,29,NaN,13,76,58,77,100
649,,,,NaN,NaN,NaN,,NaN,,,,,
650,-10,125,87,NaN,NaN,NaN,29,NaN,13,76,57,77,100
651,,,,NaN,NaN,NaN,,NaN,,,,,
652,-10,128,87,NaN,NaN,NaN,29,NaN,13,76,57,77,100
653,,,,NaN,NaN,NaN,,NaN,,,,,
654,-10,125,87,NaN,NaN,NaN,29,NaN,13,74,57,77,100
655,,,,NaN,NaN,NaN,,NaN,,,,,
656,-10,128,87,NaN,NaN,NaN,29,NaN,13,76,58,77,100
657,,,,NaN,NaN,NaN,,NaN,,,,,
658,-10,127,87,NaN,NaN,NaN,29,NaN,13,75,58,76,100
659,,,,NaN,NaN,NaN,,NaN,,,,,
660,-10,126,87,NaN,NaN,NaN,29,NaN,13,76,58,76,100
661,,,,NaN,NaN,NaN,,NaN,,,,,
662,-10,127,87,NaN,NaN,NaN,29,NaN,13,76,58,77,100
663,,,,NaN,NaN,NaN,,NaN,,,,,
664,-10,125,86,NaN,NaN,NaN,29,NaN,13,76,58,76,100
665,,,,NaN,NaN,NaN,,NaN,,,,,
666,-10,127,87,NaN,NaN,NaN,29,NaN,13,76,58,76,100
667,,,,NaN,NaN,NaN,,NaN,,,,,
668,-10,124,86,NaN,NaN,NaN,29,NaN,13,75,57,76,100
669,,,,NaN,NaN,NaN,,NaN,,,,,
670,-10,125,86,NaN,NaN,NaN,29,NaN,13,75,58,76,100
671,,,,NaN,NaN,NaN,,NaN,,,,,
672,-10,125,86,NaN,NaN,NaN,28,NaN,13,75,57,76,100
673,,,,NaN,NaN,NaN,,NaN,,,,,
674,-10,124,86,NaN,NaN,NaN,28,NaN,13,75,57,76,100
675,,,,NaN,NaN,NaN,,NaN,,,,,
676,-10,126,86,NaN,NaN,NaN,28,NaN,13,76,57,76,100
677,,,,NaN,NaN,NaN,,NaN,,,,,
678,-10,124,85,NaN,NaN,NaN,28,NaN,13,76,56,76,100
679,,,,NaN,NaN,NaN,,NaN,,,,,
680,-10,126,86,NaN,NaN,NaN,28,NaN,13,76,58,77,100
681,,,,NaN,NaN,NaN,,NaN,,,,,
682,-10,126,86,NaN,NaN,NaN,28,NaN,13,76,57,76,100
683,,,,NaN,NaN,NaN,,NaN,,,,,
684,-10,125,86,NaN,NaN,NaN,28,NaN,13,76,58,76,100
685,,,,NaN,NaN,NaN,,NaN,,,,,
686,-10,127,87,NaN,NaN,NaN,29,NaN,13,77,58,77,100
687,,,,NaN,NaN,NaN,,NaN,,,,,
688,-10,125,86,NaN,NaN,NaN,29,NaN,13,76,57,77,100
689,,,,NaN,NaN,NaN,,NaN,,,,,
690,-10,126,87,NaN,NaN,NaN,29,NaN,13,77,59,77,100
691,,,,NaN,NaN,NaN,,NaN,,,,,
692,-10,125,86,NaN,NaN,NaN,29,NaN,13,76,57,77,100
693,,,,NaN,NaN,NaN,,NaN,,,,,
694,-10,123,86,NaN,NaN,NaN,29,NaN,13,77,57,77,100
695,,,,NaN,NaN,NaN,,NaN,,,,,
696,-10,125,86,NaN,NaN,NaN,29,NaN,13,77,57,78,100
697,,,,NaN,NaN,NaN,,NaN,,,,,
698,-9,124,86,NaN,NaN,NaN,29,NaN,13,77,57,77,100
699,,,,NaN,NaN,NaN,,NaN,,,,,
700,-9,125,87,NaN,NaN,NaN,29,NaN,12,77,59,78,100
701,,,,NaN,NaN,NaN,,NaN,,,,,
702,-9,126,86,NaN,NaN,NaN,29,NaN,12,77,58,77,100
703,,,,NaN,NaN,NaN,,NaN,,,,,
704,-9,123,86,NaN,NaN,NaN,29,NaN,12,77,57,77,100
705,,,,NaN,NaN,NaN,,NaN,,,,,
706,-9,126,86,NaN,NaN,NaN,29,NaN,12,77,57,78,100
707,,,,NaN,NaN,NaN,,NaN,,,,,
708,-9,123,85,NaN,NaN,NaN,29,NaN,12,77,56,77,100
709,,,,NaN,NaN,NaN,,NaN,,,,,
710,-9,124,86,NaN,NaN,NaN,29,NaN,12,76,58,77,100
711,,,,NaN,NaN,NaN,,NaN,,,,,
712,-9,124,85,NaN,NaN,NaN,29,NaN,12,76,56,77,100
713,,,,NaN,NaN,NaN,,NaN,,,,,
714,-9,122,84,NaN,NaN,NaN,29,NaN,12,76,57,76,100
715,,,,NaN,NaN,NaN,,NaN,,,,,
716,-9,125,85,NaN,NaN,NaN,29,NaN,12,76,57,77,100
717,,,,NaN,NaN,NaN,,NaN,,,,,
718,-9,122,84,NaN,NaN,NaN,29,NaN,12,76,56,76,100
719,,,,NaN,NaN,NaN,,NaN,,,,,
720,-9,123,85,NaN,NaN,NaN,29,NaN,12,75,57,76,100
721,,,,NaN,NaN,NaN,,NaN,,,,,
722,-9,123,84,NaN,NaN,NaN,29,NaN,12,74,54,75,100
723,,,,NaN,NaN,NaN,,NaN,,,,,
724,-9,122,83,NaN,NaN,NaN,29,NaN,12,74,54,75,100
725,,,,NaN,NaN,NaN,,NaN,,,,,
726,-9,124,83,NaN,NaN,NaN,29,NaN,12,74,54,75,100
727,,,,NaN,NaN,NaN,,NaN,,,,,
728,-9,120,82,NaN,NaN,NaN,29,NaN,12,73,53,74,100
729,,,,NaN,NaN,NaN,,NaN,,,,,
730,-9,121,82,NaN,NaN,NaN,29,NaN,12,74,54,74,100
731,,,,NaN,NaN,NaN,,NaN,,,,,
732,-9,121,81,NaN,NaN,NaN,29,NaN,12,73,52,74,100
733,,,,NaN,NaN,NaN,,NaN,,,,,
734,-9,119,81,NaN,NaN,NaN,29,NaN,12,73,53,73,100
735,,,,NaN,NaN,NaN,,NaN,,,,,
736,-9,122,81,NaN,NaN,NaN,29,NaN,12,73,53,74,100
737,,,,NaN,NaN,NaN,,NaN,,,,,
738,-9,119,81,NaN,NaN,NaN,29,NaN,12,72,53,73,100
739,,,,NaN,NaN,NaN,,NaN,,,,,
740,-9,121,82,NaN,NaN,NaN,29,NaN,12,73,54,73,100
741,,,,NaN,NaN,NaN,,NaN,,,,,
742,-9,121,81,NaN,NaN,NaN,29,NaN,12,73,54,73,100
743,,,,NaN,NaN,NaN,,NaN,,,,,
744,-9,119,81,NaN,NaN,NaN,29,NaN,12,73,53,73,100
745,,,,NaN,NaN,NaN,,NaN,,,,,
746,-9,121,81,NaN,NaN,NaN,29,NaN,12,73,53,74,100
747,,,,NaN,NaN,NaN,,NaN,,,,,
748,-9,118,80,NaN,NaN,NaN,29,NaN,12,73,52,74,100
749,,,,NaN,NaN,NaN,,NaN,,,,,
750,-9,119,81,NaN,NaN,NaN,29,NaN,12,73,54,74,100
751,,,,NaN,NaN,NaN,,NaN,,,,,
752,-9,121,81,NaN,NaN,NaN,29,NaN,12,74,53,74,100
753,,,,NaN,NaN,NaN,,NaN,,,,,
754,-9,118,80,NaN,NaN,NaN,29,NaN,12,73,53,73,100
755,,,,NaN,NaN,NaN,,NaN,,,,,
756,-9,121,81,NaN,NaN,NaN,29,NaN,12,73,53,74,100
757,,,,NaN,NaN,NaN,,NaN,,,,,
758,-9,117,80,NaN,NaN,NaN,29,NaN,12,73,52,74,100
759,,,,NaN,NaN,NaN,,NaN,,,,,
760,-9,118,80,NaN,NaN,NaN,29,NaN,12,73,54,74,100
761,,,,NaN,NaN,NaN,,NaN,,,,,
762,-9,119,80,NaN,NaN,NaN,29,NaN,12,73,53,74,100
763,,,,NaN,NaN,NaN,,NaN,,,,,
764,-9,117,80,NaN,NaN,NaN,29,NaN,12,73,52,73,100
765,,,,NaN,NaN,NaN,,NaN,,,,,
766,-9,120,80,NaN,NaN,NaN,29,NaN,12,73,52,74,100
767,,,,NaN,NaN,NaN,,NaN,,,,,
768,-9,117,80,NaN,NaN,NaN,29,NaN,12,73,52,74,100
769,,,,NaN,NaN,NaN,,NaN,,,,,
770,-8,119,81,NaN,NaN,NaN,29,NaN,12,73,54,75,100
771,,,,NaN,NaN,NaN,,NaN,,,,,
772,-8,119,81,NaN,NaN,NaN,29,NaN,12,74,53,75,100
773,,,,NaN,NaN,NaN,,NaN,,,,,
774,-8,117,81,NaN,NaN,NaN,29,NaN,12,75,54,75,100
775,,,,NaN,NaN,NaN,,NaN,,,,,
776,-8,120,81,NaN,NaN,NaN,29,NaN,12,75,54,76,100
777,,,,NaN,NaN,NaN,,NaN,,,,,
778,-8,118,81,NaN,NaN,NaN,29,NaN,12,75,53,75,100
779,,,,NaN,NaN,NaN,,NaN,,,,,
780,-8,119,82,NaN,NaN,NaN,29,NaN,12,84,55,76,100
781,,,,NaN,NaN,NaN,,NaN,,,,,
782,-8,118,81,NaN,NaN,NaN,29,NaN,12,77,54,76,100
783,,,,NaN,NaN,NaN,,NaN,,,,,
784,-8,117,81,NaN,NaN,NaN,29,NaN,12,79,53,76,100
785,,,,NaN,NaN,NaN,,NaN,,,,,
786,-8,121,82,NaN,NaN,NaN,29,NaN,12,92,52,77,100
787,,,,NaN,NaN,NaN,,NaN,,,,,
788,-8,118,81,NaN,NaN,NaN,29,NaN,12,117,53,76,100
789,,,,NaN,NaN,NaN,,NaN,,,,,
790,-8,119,81,NaN,NaN,NaN,29,NaN,12,93,55,77,100
791,,,,NaN,NaN,NaN,,NaN,,,,,
792,-8,118,81,NaN,NaN,NaN,29,NaN,12,78,53,77,100
793,,,,NaN,NaN,NaN,,NaN,,,,,
794,-8,118,80,NaN,NaN,NaN,29,NaN,12,66,53,76,100
795,,,,NaN,NaN,NaN,,NaN,,,,,
796,-8,120,81,NaN,NaN,NaN,29,NaN,12,76,53,76,100
797,,,,NaN,NaN,NaN,,NaN,,,,,
798,-8,117,80,NaN,NaN,NaN,29,NaN,12,75,53,76,100
799,,,,NaN,NaN,NaN,,NaN,,,,,
800,-8,120,81,NaN,NaN,NaN,29,NaN,12,75,54,76,100
801,,,,NaN,NaN,NaN,,NaN,,,,,
802,-8,119,81,NaN,NaN,NaN,28,NaN,12,74,53,75,100
803,,,,NaN,NaN,NaN,,NaN,,,,,
804,-8,117,80,NaN,NaN,NaN,28,NaN,12,75,53,75,100
805,,,,NaN,NaN,NaN,,NaN,,,,,
806,-8,120,81,NaN,NaN,NaN,28,NaN,12,75,53,75,100
807,,,,NaN,NaN,NaN,,NaN,,,,,
808,-8,117,80,NaN,NaN,NaN,29,NaN,12,75,53,75,100
809,,,,NaN,NaN,NaN,,NaN,,,,,
810,-8,118,81,NaN,NaN,NaN,29,NaN,12,75,54,75,100
811,,,,NaN,NaN,NaN,,NaN,,,,,
812,-8,118,80,NaN,NaN,NaN,29,NaN,12,74,53,75,100
813,,,,NaN,NaN,NaN,,NaN,,,,,
814,-8,117,80,NaN,NaN,NaN,29,NaN,12,75,53,75,100
815,,,,NaN,NaN,NaN,,NaN,,,,,
816,-8,120,81,NaN,NaN,NaN,29,NaN,12,75,53,75,100
817,,,,NaN,NaN,NaN,,NaN,,,,,
818,-8,117,80,NaN,NaN,NaN,29,NaN,12,74,53,75,100
819,,,,NaN,NaN,NaN,,NaN,,,,,
820,-8,119,81,NaN,NaN,NaN,29,NaN,12,75,54,75,100
821,,,,NaN,NaN,NaN,,NaN,,,,,
822,-8,119,81,NaN,NaN,NaN,29,NaN,12,74,53,75,100
823,,,,NaN,NaN,NaN,,NaN,,,,,
824,-8,116,80,NaN,NaN,NaN,29,NaN,12,75,53,75,100
825,,,,NaN,NaN,NaN,,NaN,,,,,
826,-8,119,81,NaN,NaN,NaN,29,NaN,12,75,54,76,100
827,,,,NaN,NaN,NaN,,NaN,,,,,
828,-8,116,81,NaN,NaN,NaN,29,NaN,12,76,53,76,100
829,,,,NaN,NaN,NaN,,NaN,,,,,
830,-8,119,81,NaN,NaN,NaN,28,NaN,12,76,55,77,100
831,,,,NaN,NaN,NaN,,NaN,,,,,
832,-8,120,82,NaN,NaN,NaN,28,NaN,12,75,54,76,100
833,,,,NaN,NaN,NaN,,NaN,,,,,
834,-8,118,81,NaN,NaN,NaN,28,NaN,12,76,54,76,100
835,,,,NaN,NaN,NaN,,NaN,,,,,
836,-8,122,82,NaN,NaN,NaN,28,NaN,12,65,54,77,100
837,,,,NaN,NaN,NaN,,NaN,,,,,
838,-8,119,82,NaN,NaN,NaN,29,NaN,12,67,54,76,100
839,,,,NaN,NaN,NaN,,NaN,,,,,
840,-7,121,83,NaN,NaN,NaN,29,NaN,12,67,56,76,100
841,,,,NaN,NaN,NaN,,NaN,,,,,
842,-7,121,82,NaN,NaN,NaN,29,NaN,12,66,54,76,100
843,,,,NaN,NaN,NaN,,NaN,,,,,
844,-7,120,82,NaN,NaN,NaN,29,NaN,12,75,55,76,100
845,,,,NaN,NaN,NaN,,NaN,,,,,
846,-7,124,83,NaN,NaN,NaN,29,NaN,12,75,55,76,100
847,,,,NaN,NaN,NaN,,NaN,,,,,
848,-7,120,82,NaN,NaN,NaN,29,NaN,12,75,54,75,100
849,,,,NaN,NaN,NaN,,NaN,,,,,
850,-7,123,83,NaN,NaN,NaN,29,NaN,12,75,55,75,100
851,,,,NaN,NaN,NaN,,NaN,,,,,
852,-7,123,83,NaN,NaN,NaN,29,NaN,12,74,54,75,100
853,,,,NaN,NaN,NaN,,NaN,,,,,
854,-7,121,82,NaN,NaN,NaN,29,NaN,12,75,55,75,100
855,,,,NaN,NaN,NaN,,NaN,,,,,
856,-7,123,83,NaN,NaN,NaN,29,NaN,12,75,54,75,100
857,,,,NaN,NaN,NaN,,NaN,,,,,
858,-7,119,82,NaN,NaN,NaN,29,NaN,12,74,54,75,100
859,,,,NaN,NaN,NaN,,NaN,,,,,
860,-7,121,82,NaN,NaN,NaN,29,NaN,12,74,54,75,100
861,,,,NaN,NaN,NaN,,NaN,,,,,
862,-7,120,82,NaN,NaN,NaN,29,NaN,12,74,53,75,100
863,,,,NaN,NaN,NaN,,NaN,,,,,
864,-8,119,81,NaN,NaN,NaN,29,NaN,12,74,54,74,100
865,,,,NaN,NaN,NaN,,NaN,,,,,
866,-8,121,82,NaN,NaN,NaN,28,NaN,12,74,54,75,100
867,,,,NaN,NaN,NaN,,NaN,,,,,
868,-8,118,81,NaN,NaN,NaN,28,NaN,12,73,53,74,100
869,,,,NaN,NaN,NaN,,NaN,,,,,
870,-8,119,82,NaN,NaN,NaN,28,NaN,12,73,57,74,100
871,,,,NaN,NaN,NaN,,NaN,,,,,
872,-8,121,83,NaN,NaN,NaN,28,NaN,12,73,55,74,100
873,,,,NaN,NaN,NaN,,NaN,,,,,
874,-7,119,82,NaN,NaN,NaN,28,NaN,12,74,54,74,100
875,,,,NaN,NaN,NaN,,NaN,,,,,
876,-7,121,82,NaN,NaN,NaN,28,NaN,12,74,54,75,100
877,,,,NaN,NaN,NaN,,NaN,,,,,
878,-7,117,81,NaN,NaN,NaN,28,NaN,12,66,54,75,100
879,,,,NaN,NaN,NaN,,NaN,,,,,
880,-7,119,82,NaN,NaN,NaN,29,NaN,12,66,55,75,100
881,,,,NaN,NaN,NaN,,NaN,,,,,
882,-7,119,81,NaN,NaN,NaN,29,NaN,12,66,55,75,100
883,,,,NaN,NaN,NaN,,NaN,,,,,
884,-7,115,80,NaN,NaN,NaN,29,NaN,12,75,54,75,100
885,,,,NaN,NaN,NaN,,NaN,,,,,
886,-7,118,81,NaN,NaN,NaN,28,NaN,12,75,55,76,100
887,,,,NaN,NaN,NaN,,NaN,,,,,
