time,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/CVP,SNUADC/CVP,Solar8000/HR
26755,,,,,NaN,,,NaN,NaN,,,NaN,
26756,109,92,58,43,NaN,16,96,NaN,NaN,39,244,NaN,106
26757,,,,,NaN,,,NaN,NaN,,,NaN,
26758,111,81,56,42,NaN,16,96,NaN,NaN,40,244,NaN,106
26759,,,,,NaN,,,NaN,NaN,,,NaN,
26760,108,90,57,43,NaN,16,96,NaN,NaN,40,241,NaN,110
26761,,,,,NaN,,,NaN,NaN,,,NaN,
26762,111,96,57,41,NaN,16,96,NaN,NaN,40,241,NaN,107
26763,,,,,NaN,,,NaN,NaN,,,NaN,
26764,109,91,57,42,NaN,16,96,NaN,NaN,39,242,NaN,107
26765,,,,,NaN,,,NaN,NaN,,,NaN,
26766,108,88,56,42,NaN,16,96,NaN,NaN,39,242,NaN,94
26767,,,,,NaN,,,NaN,NaN,,,NaN,
26768,104,74,51,38,NaN,16,96,NaN,NaN,39,244,NaN,86
26769,,,,,NaN,,,NaN,NaN,,,NaN,
26770,104,83,52,40,NaN,16,96,NaN,NaN,39,244,NaN,89
26771,,,,,NaN,,,NaN,NaN,,,NaN,
26772,97,83,54,41,NaN,16,96,NaN,NaN,39,243,NaN,88
26773,,,,,NaN,,,NaN,NaN,,,NaN,
26774,102,93,57,44,NaN,16,96,NaN,NaN,39,243,NaN,87
26775,,,,,NaN,,,NaN,NaN,,,NaN,
26776,101,90,56,43,NaN,16,96,NaN,NaN,39,243,NaN,97
26777,,,,,NaN,,,NaN,NaN,,,NaN,
26778,104,85,55,42,NaN,16,96,NaN,NaN,38,241,NaN,96
26779,,,,,NaN,,,NaN,NaN,,,NaN,
26780,107,82,53,41,NaN,16,96,NaN,NaN,38,241,NaN,87
26781,,,,,NaN,,,NaN,NaN,,,NaN,
26782,106,91,56,43,NaN,16,96,NaN,NaN,38,244,NaN,85
26783,,,,,NaN,,,NaN,NaN,,,NaN,
26784,99,86,56,43,NaN,16,96,NaN,NaN,38,244,NaN,87
26785,,,,,NaN,,,NaN,NaN,,,NaN,
26786,100,83,54,41,NaN,16,96,NaN,NaN,38,244,NaN,87
26787,,,,,NaN,,,NaN,NaN,,,NaN,
26788,95,84,54,41,NaN,16,96,NaN,NaN,38,244,NaN,86
26789,,,,,NaN,,,NaN,NaN,,,NaN,
26790,95,83,56,43,NaN,16,96,NaN,NaN,38,241,NaN,85
26791,,,,,NaN,,,NaN,NaN,,,NaN,
26792,102,84,57,43,NaN,16,96,NaN,NaN,38,241,NaN,89
26793,,,,,NaN,,,NaN,NaN,,,NaN,
26794,108,93,57,41,NaN,16,96,NaN,NaN,38,242,NaN,97
26795,,,,,NaN,,,NaN,NaN,,,NaN,
26796,109,93,56,42,NaN,16,96,NaN,NaN,39,242,NaN,109
26797,,,,,NaN,,,NaN,NaN,,,NaN,
26798,109,93,56,42,NaN,16,96,NaN,NaN,39,244,NaN,109
26799,,,,,NaN,,,NaN,NaN,,,NaN,
26800,107,94,59,45,NaN,16,96,NaN,NaN,39,244,NaN,87
26801,,,,,NaN,,,NaN,NaN,,,NaN,
26802,107,90,58,43,NaN,16,96,NaN,NaN,38,242,NaN,98
26803,,,,,NaN,,,NaN,NaN,,,NaN,
26804,107,89,57,43,NaN,16,96,NaN,NaN,38,242,NaN,95
26805,,,,,NaN,,,NaN,NaN,,,NaN,
26806,106,83,55,41,NaN,16,96,NaN,NaN,38,241,NaN,87
26807,,,,,NaN,,,NaN,NaN,,,NaN,
26808,105,89,58,43,NaN,16,96,NaN,NaN,38,241,NaN,80
26809,,,,,NaN,,,NaN,NaN,,,NaN,
26810,106,92,57,42,NaN,16,96,NaN,NaN,38,241,NaN,89
26811,,,,,NaN,,,NaN,NaN,,,NaN,
26812,106,91,56,41,NaN,16,96,NaN,NaN,38,243,NaN,89
26813,,,,,NaN,,,NaN,NaN,,,NaN,
26814,106,92,57,42,NaN,16,96,NaN,NaN,40,243,NaN,89
26815,,,,,NaN,,,NaN,NaN,,,NaN,
26816,110,92,56,41,NaN,16,96,NaN,NaN,40,243,NaN,88
26817,,,,,NaN,,,NaN,NaN,,,NaN,
26818,107,92,56,41,NaN,16,96,NaN,NaN,40,243,NaN,88
26819,,,,,NaN,,,NaN,NaN,,,NaN,
26820,108,92,56,41,NaN,16,96,NaN,NaN,39,241,NaN,88
26821,,,,,NaN,,,NaN,NaN,,,NaN,
26822,108,92,56,41,NaN,16,96,NaN,NaN,39,241,NaN,88
26823,,,,,NaN,,,NaN,NaN,,,NaN,
26824,108,89,57,43,NaN,16,96,NaN,NaN,39,243,NaN,89
26825,,,,,NaN,,,NaN,NaN,,,NaN,
26826,108,90,57,43,NaN,16,96,NaN,NaN,40,243,NaN,88
26827,,,,,NaN,,,NaN,NaN,,,NaN,
26828,108,87,57,42,NaN,16,95,NaN,NaN,40,244,NaN,89
26829,,,,,NaN,,,NaN,NaN,,,NaN,
26830,108,88,57,43,NaN,16,96,NaN,NaN,40,244,NaN,81
26831,,,,,NaN,,,NaN,NaN,,,NaN,
26832,108,87,56,42,NaN,16,95,NaN,NaN,39,242,NaN,81
26833,,,,,NaN,,,NaN,NaN,,,NaN,
26834,108,87,56,42,NaN,16,95,NaN,NaN,39,242,NaN,81
26835,,,,,NaN,,,NaN,NaN,,,NaN,
26836,107,90,56,41,NaN,16,95,NaN,NaN,39,242,NaN,80
26837,,,,,NaN,,,NaN,NaN,,,NaN,
26838,107,91,56,41,NaN,16,95,NaN,NaN,39,242,NaN,80
26839,,,,,NaN,,,NaN,NaN,,,NaN,
26840,107,92,57,42,NaN,16,95,NaN,NaN,39,242,NaN,80
26841,,,,,NaN,,,NaN,NaN,,,NaN,
26842,107,92,56,40,NaN,16,95,NaN,NaN,39,244,NaN,88
26843,,,,,NaN,,,NaN,NaN,,,NaN,
26844,108,91,55,41,NaN,16,95,NaN,NaN,39,244,NaN,88
26845,,,,,NaN,,,NaN,NaN,,,NaN,
26846,108,90,55,41,NaN,16,95,NaN,NaN,39,243,NaN,88
26847,,,,,NaN,,,NaN,NaN,,,NaN,
26848,108,87,56,42,NaN,16,95,NaN,NaN,39,243,NaN,88
26849,,,,,NaN,,,NaN,NaN,,,NaN,
26850,107,87,56,42,NaN,16,95,NaN,NaN,38,240,NaN,88
26851,,,,,NaN,,,NaN,NaN,,,NaN,
26852,107,87,56,43,NaN,16,95,NaN,NaN,38,240,NaN,87
26853,,,,,NaN,,,NaN,NaN,,,NaN,
26854,107,87,56,42,NaN,16,95,NaN,NaN,38,243,NaN,87
26855,,,,,NaN,,,NaN,NaN,,,NaN,
26856,106,89,57,43,NaN,16,95,NaN,NaN,39,243,NaN,80
26857,,,,,NaN,,,NaN,NaN,,,NaN,
26858,106,87,57,43,NaN,16,95,NaN,NaN,39,243,NaN,80
26859,,,,,NaN,,,NaN,NaN,,,NaN,
26860,106,93,57,42,NaN,16,95,NaN,NaN,39,243,NaN,80
26861,,,,,NaN,,,NaN,NaN,,,NaN,
26862,107,90,56,41,NaN,16,95,NaN,NaN,38,241,NaN,80
26863,,,,,NaN,,,NaN,NaN,,,NaN,
26864,107,90,56,41,NaN,16,95,NaN,NaN,38,241,NaN,80
26865,,,,,NaN,,,NaN,NaN,,,NaN,
26866,107,90,56,41,NaN,16,95,NaN,NaN,38,242,NaN,80
26867,,,,,NaN,,,NaN,NaN,,,NaN,
26868,107,90,55,40,NaN,16,95,NaN,NaN,40,242,NaN,88
26869,,,,,NaN,,,NaN,NaN,,,NaN,
26870,107,90,55,41,NaN,16,95,NaN,NaN,40,245,NaN,88
26871,,,,,NaN,,,NaN,NaN,,,NaN,
26872,107,90,55,40,NaN,16,95,NaN,NaN,40,245,NaN,88
26873,,,,,NaN,,,NaN,NaN,,,NaN,
26874,107,86,56,42,NaN,16,95,NaN,NaN,38,245,NaN,88
26875,,,,,NaN,,,NaN,NaN,,,NaN,
26876,107,88,56,43,NaN,16,95,NaN,NaN,38,243,NaN,88
26877,,,,,NaN,,,NaN,NaN,,,NaN,
26878,107,88,56,42,NaN,16,95,NaN,NaN,38,243,NaN,88
26879,,,,,NaN,,,NaN,NaN,,,NaN,
26880,107,88,56,42,NaN,16,95,NaN,NaN,39,241,NaN,88
26881,,,,,NaN,,,NaN,NaN,,,NaN,
26882,107,88,57,42,NaN,16,95,NaN,NaN,39,241,NaN,80
26883,,,,,NaN,,,NaN,NaN,,,NaN,
26884,107,86,56,41,NaN,16,95,NaN,NaN,39,244,NaN,80
26885,,,,,NaN,,,NaN,NaN,,,NaN,
26886,107,88,56,42,NaN,16,95,NaN,NaN,38,244,NaN,80
26887,,,,,NaN,,,NaN,NaN,,,NaN,
26888,107,89,55,41,NaN,16,95,NaN,NaN,38,244,NaN,80
26889,,,,,NaN,,,NaN,NaN,,,NaN,
26890,107,91,56,41,NaN,16,95,NaN,NaN,38,244,NaN,80
26891,,,,,NaN,,,NaN,NaN,,,NaN,
26892,107,90,56,41,NaN,16,95,NaN,NaN,37,242,NaN,80
26893,,,,,NaN,,,NaN,NaN,,,NaN,
26894,106,91,55,41,NaN,16,95,NaN,NaN,37,242,NaN,88
26895,,,,,NaN,,,NaN,NaN,,,NaN,
26896,107,91,55,41,NaN,16,95,NaN,NaN,37,243,NaN,88
26897,,,,,NaN,,,NaN,NaN,,,NaN,
26898,107,91,55,40,NaN,16,95,NaN,NaN,38,243,NaN,88
26899,,,,,NaN,,,NaN,NaN,,,NaN,
26900,107,86,56,42,NaN,16,95,NaN,NaN,38,244,NaN,88
26901,,,,,NaN,,,NaN,NaN,,,NaN,
26902,107,88,56,42,NaN,16,95,NaN,NaN,38,244,NaN,88
26903,,,,,NaN,,,NaN,NaN,,,NaN,
26904,108,86,56,42,NaN,16,95,NaN,NaN,38,243,NaN,88
26905,,,,,NaN,,,NaN,NaN,,,NaN,
26906,108,87,56,42,NaN,16,95,NaN,NaN,38,243,NaN,88
26907,,,,,NaN,,,NaN,NaN,,,NaN,
26908,108,87,56,42,NaN,16,95,NaN,NaN,38,243,NaN,80
26909,,,,,NaN,,,NaN,NaN,,,NaN,
26910,108,87,56,42,NaN,16,95,NaN,NaN,38,242,NaN,81
26911,,,,,NaN,,,NaN,NaN,,,NaN,
26912,108,89,56,43,NaN,16,95,NaN,NaN,39,242,NaN,81
26913,,,,,NaN,,,NaN,NaN,,,NaN,
26914,108,89,56,43,NaN,16,95,NaN,NaN,39,244,NaN,81
26915,,,,,NaN,,,NaN,NaN,,,NaN,
26916,107,92,56,42,NaN,16,95,NaN,NaN,39,244,NaN,81
26917,,,,,NaN,,,NaN,NaN,,,NaN,
26918,107,90,56,41,NaN,16,95,NaN,NaN,38,244,NaN,81
26919,,,,,NaN,,,NaN,NaN,,,NaN,
26920,108,82,56,42,NaN,16,95,NaN,NaN,38,244,NaN,81
26921,,,,,NaN,,,NaN,NaN,,,NaN,
26922,108,82,56,42,NaN,16,95,NaN,NaN,38,241,NaN,90
26923,,,,,NaN,,,NaN,NaN,,,NaN,
26924,110,84,57,42,NaN,16,95,NaN,NaN,35,241,NaN,100
26925,,,,,NaN,,,NaN,NaN,,,NaN,
26926,108,92,59,43,NaN,16,95,NaN,NaN,35,243,NaN,109
26927,,,,,NaN,,,NaN,NaN,,,NaN,
26928,110,94,59,43,NaN,16,95,NaN,NaN,35,243,NaN,110
26929,,,,,NaN,,,NaN,NaN,,,NaN,
26930,111,94,59,44,NaN,16,95,NaN,NaN,40,244,NaN,110
26931,,,,,NaN,,,NaN,NaN,,,NaN,
26932,113,84,56,41,NaN,16,95,NaN,NaN,40,244,NaN,110
26933,,,,,NaN,,,NaN,NaN,,,NaN,
26934,110,84,54,40,NaN,16,95,NaN,NaN,40,242,NaN,109
26935,,,,,NaN,,,NaN,NaN,,,NaN,
26936,110,81,53,39,NaN,16,95,NaN,NaN,40,242,NaN,97
26937,,,,,NaN,,,NaN,NaN,,,NaN,
26938,108,88,53,40,NaN,16,95,NaN,NaN,40,242,NaN,98
26939,,,,,NaN,,,NaN,NaN,,,NaN,
26940,102,87,54,42,NaN,16,95,NaN,NaN,40,242,NaN,88
26941,,,,,NaN,,,NaN,NaN,,,NaN,
26942,98,90,55,41,NaN,16,95,NaN,NaN,39,242,NaN,87
26943,,,,,NaN,,,NaN,NaN,,,NaN,
26944,100,87,55,41,NaN,16,95,NaN,NaN,39,245,NaN,87
26945,,,,,NaN,,,NaN,NaN,,,NaN,
26946,100,83,53,39,NaN,16,95,NaN,NaN,39,245,NaN,83
26947,,,,,NaN,,,NaN,NaN,,,NaN,
26948,101,88,56,42,NaN,16,95,NaN,NaN,39,244,NaN,79
26949,,,,,NaN,,,NaN,NaN,,,NaN,
26950,109,90,57,43,NaN,16,95,NaN,NaN,39,244,NaN,87
26951,,,,,NaN,,,NaN,NaN,,,NaN,
26952,108,84,54,40,NaN,16,95,NaN,NaN,39,241,NaN,103
26953,,,,,NaN,,,NaN,NaN,,,NaN,
26954,108,84,55,42,NaN,16,95,NaN,NaN,38,241,NaN,96
26955,,,,,NaN,,,NaN,NaN,,,NaN,
26956,106,93,58,43,NaN,16,95,NaN,NaN,38,243,NaN,97
26957,,,,,NaN,,,NaN,NaN,,,NaN,
26958,107,92,58,43,NaN,16,95,NaN,NaN,38,243,NaN,107
26959,,,,,NaN,,,NaN,NaN,,,NaN,
26960,106,93,59,43,NaN,16,95,NaN,NaN,39,244,NaN,106
26961,,,,,NaN,,,NaN,NaN,,,NaN,
26962,108,92,58,43,NaN,16,95,NaN,NaN,39,244,NaN,107
26963,,,,,NaN,,,NaN,NaN,,,NaN,
26964,109,92,59,43,NaN,16,95,NaN,NaN,39,242,NaN,108
26965,,,,,NaN,,,NaN,NaN,,,NaN,
26966,109,85,56,41,NaN,16,95,NaN,NaN,37,242,NaN,108
26967,,,,,NaN,,,NaN,NaN,,,NaN,
26968,107,91,58,43,NaN,16,95,NaN,NaN,37,242,NaN,107
26969,,,,,NaN,,,NaN,NaN,,,NaN,
26970,107,94,58,43,NaN,16,95,NaN,NaN,37,243,NaN,104
26971,,,,,NaN,,,NaN,NaN,,,NaN,
26972,108,91,58,43,NaN,16,95,NaN,NaN,38,243,NaN,108
26973,,,,,NaN,,,NaN,NaN,,,NaN,
26974,111,95,60,43,NaN,16,95,NaN,NaN,38,245,NaN,111
26975,,,,,NaN,,,NaN,NaN,,,NaN,
26976,111,85,56,41,NaN,16,95,NaN,NaN,38,245,NaN,108
26977,,,,,NaN,,,NaN,NaN,,,NaN,
26978,112,88,57,43,NaN,16,96,NaN,NaN,38,243,NaN,109
26979,,,,,NaN,,,NaN,NaN,,,NaN,
26980,113,84,59,44,NaN,16,96,NaN,NaN,38,243,NaN,109
26981,,,,,NaN,,,NaN,NaN,,,NaN,
26982,117,95,60,43,NaN,16,96,NaN,NaN,38,241,NaN,120
26983,,,,,NaN,,,NaN,NaN,,,NaN,
26984,117,94,59,44,NaN,16,96,NaN,NaN,38,241,NaN,118
26985,,,,,NaN,,,NaN,NaN,,,NaN,
26986,113,91,60,44,NaN,16,96,NaN,NaN,38,244,NaN,119
26987,,,,,NaN,,,NaN,NaN,,,NaN,
26988,116,91,59,43,NaN,16,96,NaN,NaN,38,244,NaN,112
26989,,,,,NaN,,,NaN,NaN,,,NaN,
26990,117,90,57,42,NaN,16,96,NaN,NaN,39,244,NaN,109
26991,,,,,NaN,,,NaN,NaN,,,NaN,
26992,116,90,58,42,NaN,16,96,NaN,NaN,39,244,NaN,107
26993,,,,,NaN,,,NaN,NaN,,,NaN,
26994,114,98,60,44,NaN,16,96,NaN,NaN,39,242,NaN,111
26995,,,,,NaN,,,NaN,NaN,,,NaN,
26996,112,89,58,42,NaN,16,96,NaN,NaN,41,242,NaN,110
26997,,,,,NaN,,,NaN,NaN,,,NaN,
26998,112,98,60,44,NaN,16,96,NaN,NaN,41,243,NaN,109
26999,,,,,NaN,,,NaN,NaN,,,NaN,
27000,112,90,59,43,NaN,16,96,NaN,NaN,41,243,NaN,112
27001,,,,,NaN,,,NaN,NaN,,,NaN,
27002,112,96,59,44,NaN,16,96,NaN,NaN,39,243,NaN,112
27003,,,,,NaN,,,NaN,NaN,,,NaN,
27004,107,88,58,43,NaN,16,96,NaN,NaN,39,244,NaN,105
27005,,,,,NaN,,,NaN,NaN,,,NaN,
27006,108,97,60,44,NaN,16,96,NaN,NaN,39,244,NaN,107
27007,,,,,NaN,,,NaN,NaN,,,NaN,
27008,107,81,56,42,NaN,16,96,NaN,NaN,39,242,NaN,106
27009,,,,,NaN,,,NaN,NaN,,,NaN,
27010,108,96,59,44,NaN,16,96,NaN,NaN,39,242,NaN,107
27011,,,,,NaN,,,NaN,NaN,,,NaN,
27012,107,95,59,44,NaN,16,96,NaN,NaN,39,241,NaN,109
27013,,,,,NaN,,,NaN,NaN,,,NaN,
27014,108,95,60,44,NaN,16,96,NaN,NaN,39,241,NaN,111
27015,,,,,NaN,,,NaN,NaN,,,NaN,
27016,111,90,57,41,NaN,16,96,NaN,NaN,39,244,NaN,114
27017,,,,,NaN,,,NaN,NaN,,,NaN,
27018,111,84,56,42,NaN,16,96,NaN,NaN,39,244,NaN,112
27019,,,,,NaN,,,NaN,NaN,,,NaN,
27020,112,92,56,41,NaN,16,96,NaN,NaN,40,243,NaN,98
27021,,,,,NaN,,,NaN,NaN,,,NaN,
27022,112,93,58,43,NaN,16,96,NaN,NaN,40,243,NaN,95
27023,,,,,NaN,,,NaN,NaN,,,NaN,
27024,111,88,58,44,NaN,16,96,NaN,NaN,40,243,NaN,106
27025,,,,,NaN,,,NaN,NaN,,,NaN,
27026,112,90,57,43,NaN,16,96,NaN,NaN,39,243,NaN,106
27027,,,,,NaN,,,NaN,NaN,,,NaN,
27028,110,93,60,45,NaN,16,96,NaN,NaN,39,248,NaN,109
27029,,,,,NaN,,,NaN,NaN,,,NaN,
27030,109,94,60,44,NaN,16,96,NaN,NaN,39,248,NaN,110
27031,,,,,NaN,,,NaN,NaN,,,NaN,
27032,109,93,60,45,NaN,16,96,NaN,NaN,38,248,NaN,109
27033,,,,,NaN,,,NaN,NaN,,,NaN,
27034,109,97,61,44,NaN,16,96,NaN,NaN,38,246,NaN,112
27035,,,,,NaN,,,NaN,NaN,,,NaN,
27036,109,86,58,43,NaN,16,96,NaN,NaN,38,246,NaN,109
27037,,,,,NaN,,,NaN,NaN,,,NaN,
27038,111,91,58,43,NaN,16,96,NaN,NaN,38,243,NaN,112
27039,,,,,NaN,,,NaN,NaN,,,NaN,
27040,112,94,59,45,NaN,16,96,NaN,NaN,37,243,NaN,109
27041,,,,,NaN,,,NaN,NaN,,,NaN,
27042,112,101,62,45,NaN,16,96,NaN,NaN,37,241,NaN,115
27043,,,,,NaN,,,NaN,NaN,,,NaN,
27044,112,84,58,43,NaN,16,96,NaN,NaN,37,241,NaN,107
27045,,,,,NaN,,,NaN,NaN,,,NaN,
27046,112,84,58,43,NaN,16,96,NaN,NaN,39,243,NaN,107
27047,,,,,NaN,,,NaN,NaN,,,NaN,
27048,114,100,62,45,NaN,16,96,NaN,NaN,39,243,NaN,109
27049,,,,,NaN,,,NaN,NaN,,,NaN,
27050,112,89,60,44,NaN,16,96,NaN,NaN,39,242,NaN,105
27051,,,,,NaN,,,NaN,NaN,,,NaN,
27052,115,92,58,43,NaN,16,96,NaN,NaN,39,242,NaN,115
27053,,,,,NaN,,,NaN,NaN,,,NaN,
27054,114,93,60,44,NaN,16,95,NaN,NaN,39,240,NaN,109
27055,,,,,NaN,,,NaN,NaN,,,NaN,
27056,115,98,62,45,NaN,16,96,NaN,NaN,39,240,NaN,110
27057,,,,,NaN,,,NaN,NaN,,,NaN,
27058,110,98,61,45,NaN,16,96,NaN,NaN,39,243,NaN,109
27059,,,,,NaN,,,NaN,NaN,,,NaN,
27060,112,84,57,41,NaN,16,96,NaN,NaN,39,243,NaN,111
27061,,,,,NaN,,,NaN,NaN,,,NaN,
27062,109,92,59,44,NaN,16,96,NaN,NaN,39,243,NaN,102
27063,,,,,NaN,,,NaN,NaN,,,NaN,
27064,111,91,58,44,NaN,16,96,NaN,NaN,39,243,NaN,99
27065,,,,,NaN,,,NaN,NaN,,,NaN,
27066,112,100,62,46,NaN,16,96,NaN,NaN,39,243,NaN,100
27067,,,,,NaN,,,NaN,NaN,,,NaN,
27068,114,96,61,45,NaN,16,96,NaN,NaN,39,241,NaN,112
27069,,,,,NaN,,,NaN,NaN,,,NaN,
27070,113,93,61,45,NaN,16,96,NaN,NaN,40,241,NaN,112
27071,,,,,NaN,,,NaN,NaN,,,NaN,
27072,113,91,60,44,NaN,16,96,NaN,NaN,40,242,NaN,114
27073,,,,,NaN,,,NaN,NaN,,,NaN,
27074,113,98,62,45,NaN,16,96,NaN,NaN,40,242,NaN,113
27075,,,,,NaN,,,NaN,NaN,,,NaN,
27076,111,93,60,44,NaN,16,96,NaN,NaN,39,244,NaN,110
27077,,,,,NaN,,,NaN,NaN,,,NaN,
27078,112,97,61,45,NaN,16,96,NaN,NaN,39,244,NaN,109
27079,,,,,NaN,,,NaN,NaN,,,NaN,
27080,114,91,59,45,NaN,16,96,NaN,NaN,39,242,NaN,113
27081,,,,,NaN,,,NaN,NaN,,,NaN,
27082,114,93,61,45,NaN,16,96,NaN,NaN,40,242,NaN,116
27083,,,,,NaN,,,NaN,NaN,,,NaN,
27084,113,93,59,45,NaN,16,96,NaN,NaN,40,241,NaN,115
27085,,,,,NaN,,,NaN,NaN,,,NaN,
27086,114,96,60,44,NaN,16,96,NaN,NaN,40,241,NaN,107
27087,,,,,NaN,,,NaN,NaN,,,NaN,
27088,114,87,59,44,NaN,16,96,NaN,NaN,39,243,NaN,101
27089,,,,,NaN,,,NaN,NaN,,,NaN,
27090,114,95,60,45,NaN,16,96,NaN,NaN,39,243,NaN,103
27091,,,,,NaN,,,NaN,NaN,,,NaN,
27092,113,92,60,45,NaN,16,96,NaN,NaN,39,243,NaN,113
27093,,,,,NaN,,,NaN,NaN,,,NaN,
27094,112,96,61,44,NaN,16,96,NaN,NaN,39,243,NaN,112
27095,,,,,NaN,,,NaN,NaN,,,NaN,
27096,114,92,60,45,NaN,16,96,NaN,NaN,39,243,NaN,113
27097,,,,,NaN,,,NaN,NaN,,,NaN,
27098,113,91,60,44,NaN,16,96,NaN,NaN,39,241,NaN,113
27099,,,,,NaN,,,NaN,NaN,,,NaN,
27100,112,96,62,46,NaN,16,96,NaN,NaN,39,241,NaN,113
27101,,,,,NaN,,,NaN,NaN,,,NaN,
27102,112,96,62,46,NaN,16,96,NaN,NaN,39,242,NaN,113
27103,,,,,NaN,,,NaN,NaN,,,NaN,
27104,112,94,62,45,NaN,16,96,NaN,NaN,39,242,NaN,113
27105,,,,,NaN,,,NaN,NaN,,,NaN,
27106,112,93,60,44,NaN,16,96,NaN,NaN,39,244,NaN,113
27107,,,,,NaN,,,NaN,NaN,,,NaN,
27108,113,93,60,44,NaN,16,96,NaN,NaN,38,244,NaN,113
27109,,,,,NaN,,,NaN,NaN,,,NaN,
27110,115,99,62,45,NaN,16,96,NaN,NaN,38,242,NaN,113
27111,,,,,NaN,,,NaN,NaN,,,NaN,
27112,116,93,60,43,NaN,16,96,NaN,NaN,38,242,NaN,114
27113,,,,,NaN,,,NaN,NaN,,,NaN,
27114,116,90,60,45,NaN,16,96,NaN,NaN,39,241,NaN,114
27115,,,,,NaN,,,NaN,NaN,,,NaN,
27116,116,93,60,44,NaN,16,96,NaN,NaN,39,241,NaN,114
27117,,,,,NaN,,,NaN,NaN,,,NaN,
27118,116,100,62,46,NaN,16,96,NaN,NaN,39,244,NaN,113
27119,,,,,NaN,,,NaN,NaN,,,NaN,
27120,114,97,62,45,NaN,16,96,NaN,NaN,39,244,NaN,113
27121,,,,,NaN,,,NaN,NaN,,,NaN,
27122,114,101,63,46,NaN,16,96,NaN,NaN,39,243,NaN,113
27123,,,,,NaN,,,NaN,NaN,,,NaN,
27124,113,93,61,45,NaN,16,96,NaN,NaN,39,243,NaN,113
27125,,,,,NaN,,,NaN,NaN,,,NaN,
27126,113,94,61,45,NaN,16,96,NaN,NaN,39,241,NaN,111
27127,,,,,NaN,,,NaN,NaN,,,NaN,
27128,112,97,61,44,NaN,16,96,NaN,NaN,40,241,NaN,112
27129,,,,,NaN,,,NaN,NaN,,,NaN,
27130,113,94,60,45,NaN,16,96,NaN,NaN,40,241,NaN,112
27131,,,,,NaN,,,NaN,NaN,,,NaN,
27132,110,100,60,44,NaN,16,96,NaN,NaN,40,243,NaN,110
27133,,,,,NaN,,,NaN,NaN,,,NaN,
27134,110,91,58,43,NaN,16,96,NaN,NaN,39,243,NaN,109
27135,,,,,NaN,,,NaN,NaN,,,NaN,
27136,110,91,58,43,NaN,16,96,NaN,NaN,39,244,NaN,109
27137,,,,,NaN,,,NaN,NaN,,,NaN,
27138,109,82,57,43,NaN,16,96,NaN,NaN,39,244,NaN,108
27139,,,,,NaN,,,NaN,NaN,,,NaN,
27140,108,97,60,46,NaN,16,96,NaN,NaN,39,242,NaN,111
27141,,,,,NaN,,,NaN,NaN,,,NaN,
27142,110,84,59,44,NaN,16,96,NaN,NaN,39,242,NaN,109
27143,,,,,NaN,,,NaN,NaN,,,NaN,
27144,110,94,60,45,NaN,16,96,NaN,NaN,39,242,NaN,110
27145,,,,,NaN,,,NaN,NaN,,,NaN,
27146,110,94,60,44,NaN,16,96,NaN,NaN,39,242,NaN,112
27147,,,,,NaN,,,NaN,NaN,,,NaN,
27148,112,94,60,44,NaN,16,96,NaN,NaN,39,244,NaN,112
27149,,,,,NaN,,,NaN,NaN,,,NaN,
27150,105,96,57,42,NaN,16,96,NaN,NaN,39,244,NaN,108
27151,,,,,NaN,,,NaN,NaN,,,NaN,
27152,98,91,58,44,NaN,16,96,NaN,NaN,39,243,NaN,109
27153,,,,,NaN,,,NaN,NaN,,,NaN,
27154,92,94,57,43,NaN,16,96,NaN,NaN,39,243,NaN,108
27155,,,,,NaN,,,NaN,NaN,,,NaN,
27156,89,98,58,44,NaN,16,96,NaN,NaN,39,241,NaN,107
27157,,,,,NaN,,,NaN,NaN,,,NaN,
27158,82,96,58,43,NaN,16,96,NaN,NaN,39,241,NaN,104
27159,,,,,NaN,,,NaN,NaN,,,NaN,
27160,80,94,56,42,NaN,16,96,NaN,NaN,38,241,NaN,104
27161,,,,,NaN,,,NaN,NaN,,,NaN,
27162,79,90,55,41,NaN,16,96,NaN,NaN,38,243,NaN,110
27163,,,,,NaN,,,NaN,NaN,,,NaN,
27164,79,86,56,43,NaN,16,96,NaN,NaN,38,243,NaN,110
27165,,,,,NaN,,,NaN,NaN,,,NaN,
27166,78,76,55,42,NaN,16,96,NaN,NaN,39,244,NaN,109
27167,,,,,NaN,,,NaN,NaN,,,NaN,
27168,73,91,58,44,NaN,16,97,NaN,NaN,39,244,NaN,110
27169,,,,,NaN,,,NaN,NaN,,,NaN,
27170,73,86,57,43,NaN,16,97,NaN,NaN,39,241,NaN,112
27171,,,,,NaN,,,NaN,NaN,,,NaN,
27172,68,85,55,41,NaN,16,97,NaN,NaN,38,241,NaN,112
27173,,,,,NaN,,,NaN,NaN,,,NaN,
27174,68,78,53,41,NaN,16,97,NaN,NaN,38,242,NaN,112
27175,,,,,NaN,,,NaN,NaN,,,NaN,
27176,72,86,56,43,NaN,16,97,NaN,NaN,38,242,NaN,111
27177,,,,,NaN,,,NaN,NaN,,,NaN,
27178,71,92,58,45,NaN,16,97,NaN,NaN,38,244,NaN,103
27179,,,,,NaN,,,NaN,NaN,,,NaN,
