time,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/PLETH_HR
7253,,NaN,NaN,,,,,NaN,,,,NaN,
7254,172,NaN,NaN,100,130,20,103,NaN,82,6,35,NaN,82
7255,,NaN,NaN,,,,,NaN,,,,NaN,
7256,165,NaN,NaN,100,128,20,100,NaN,81,6,35,NaN,81
7257,,NaN,NaN,,,,,NaN,,,,NaN,
7258,165,NaN,NaN,100,127,20,98,NaN,79,7,35,NaN,79
7259,,NaN,NaN,,,,,NaN,,,,NaN,
7260,167,NaN,NaN,100,127,20,99,NaN,77,7,35,NaN,78
7261,,NaN,NaN,,,,,NaN,,,,NaN,
7262,161,NaN,NaN,100,125,20,99,NaN,76,6,35,NaN,76
7263,,NaN,NaN,,,,,NaN,,,,NaN,
7264,164,NaN,NaN,100,126,20,100,NaN,75,6,35,NaN,76
7265,,NaN,NaN,,,,,NaN,,,,NaN,
7266,170,NaN,NaN,100,130,20,103,NaN,76,7,35,NaN,78
7267,,NaN,NaN,,,,,NaN,,,,NaN,
7268,169,NaN,NaN,100,130,20,104,NaN,78,7,35,NaN,80
7269,,NaN,NaN,,,,,NaN,,,,NaN,
7270,166,NaN,NaN,100,129,20,102,NaN,81,6,35,NaN,82
7271,,NaN,NaN,,,,,NaN,,,,NaN,
7272,167,NaN,NaN,100,130,20,102,NaN,84,6,35,NaN,85
7273,,NaN,NaN,,,,,NaN,,,,NaN,
7274,165,NaN,NaN,100,129,20,103,NaN,86,7,35,NaN,87
7275,,NaN,NaN,,,,,NaN,,,,NaN,
7276,165,NaN,NaN,100,129,20,103,NaN,87,7,35,NaN,89
7277,,NaN,NaN,,,,,NaN,,,,NaN,
7278,170,NaN,NaN,100,131,20,105,NaN,89,7,35,NaN,90
7279,,NaN,NaN,,,,,NaN,,,,NaN,
7280,172,NaN,NaN,100,133,20,107,NaN,90,7,35,NaN,90
7281,,NaN,NaN,,,,,NaN,,,,NaN,
7282,169,NaN,NaN,100,132,20,106,NaN,90,6,35,NaN,91
7283,,NaN,NaN,,,,,NaN,,,,NaN,
7284,173,NaN,NaN,100,134,20,107,NaN,90,6,35,NaN,91
7285,,NaN,NaN,,,,,NaN,,,,NaN,
7286,173,NaN,NaN,100,134,20,106,NaN,91,6,35,NaN,91
7287,,NaN,NaN,,,,,NaN,,,,NaN,
7288,166,NaN,NaN,100,130,20,102,NaN,90,7,35,NaN,90
7289,,NaN,NaN,,,,,NaN,,,,NaN,
7290,165,NaN,NaN,100,128,20,100,NaN,89,7,35,NaN,90
7291,,NaN,NaN,,,,,NaN,,,,NaN,
7292,159,NaN,NaN,100,125,20,98,NaN,89,6,35,NaN,89
7293,,NaN,NaN,,,,,NaN,,,,NaN,
7294,157,NaN,NaN,100,122,20,95,NaN,88,6,35,NaN,88
7295,,NaN,NaN,,,,,NaN,,,,NaN,
7296,160,NaN,NaN,100,123,20,97,NaN,88,7,35,NaN,88
7297,,NaN,NaN,,,,,NaN,,,,NaN,
7298,158,NaN,NaN,100,122,20,98,NaN,88,7,35,NaN,88
7299,,NaN,NaN,,,,,NaN,,,,NaN,
7300,160,NaN,NaN,100,123,20,98,NaN,88,7,35,NaN,88
7301,,NaN,NaN,,,,,NaN,,,,NaN,
7302,165,NaN,NaN,100,126,20,101,NaN,88,7,35,NaN,88
7303,,NaN,NaN,,,,,NaN,,,,NaN,
7304,162,NaN,NaN,100,125,20,99,NaN,88,6,35,NaN,88
7305,,NaN,NaN,,,,,NaN,,,,NaN,
7306,160,NaN,NaN,100,124,20,97,NaN,87,6,35,NaN,87
7307,,NaN,NaN,,,,,NaN,,,,NaN,
7308,161,NaN,NaN,100,124,20,97,NaN,87,7,36,NaN,87
7309,,NaN,NaN,,,,,NaN,,,,NaN,
7310,158,NaN,NaN,100,122,20,96,NaN,86,7,36,NaN,87
7311,,NaN,NaN,,,,,NaN,,,,NaN,
7312,157,NaN,NaN,100,121,20,96,NaN,86,6,36,NaN,86
7313,,NaN,NaN,,,,,NaN,,,,NaN,
7314,160,NaN,NaN,100,123,20,98,NaN,86,6,36,NaN,86
7315,,NaN,NaN,,,,,NaN,,,,NaN,
7316,159,NaN,NaN,100,123,20,99,NaN,86,7,36,NaN,87
7317,,NaN,NaN,,,,,NaN,,,,NaN,
7318,163,NaN,NaN,100,126,20,101,NaN,86,7,36,NaN,87
7319,,NaN,NaN,,,,,NaN,,,,NaN,
7320,171,NaN,NaN,100,130,20,104,NaN,86,7,36,NaN,87
7321,,NaN,NaN,,,,,NaN,,,,NaN,
7322,168,NaN,NaN,100,130,20,104,NaN,87,6,36,NaN,87
7323,,NaN,NaN,,,,,NaN,,,,NaN,
7324,169,NaN,NaN,100,131,20,104,NaN,87,6,36,NaN,87
7325,,NaN,NaN,,,,,NaN,,,,NaN,
7326,173,NaN,NaN,100,132,20,104,NaN,87,7,36,NaN,87
7327,,NaN,NaN,,,,,NaN,,,,NaN,
7328,169,NaN,NaN,100,131,20,102,NaN,86,7,35,NaN,87
7329,,NaN,NaN,,,,,NaN,,,,NaN,
7330,167,NaN,NaN,100,130,20,103,NaN,86,7,35,NaN,86
7331,,NaN,NaN,,,,,NaN,,,,NaN,
7332,175,NaN,NaN,100,133,20,106,NaN,86,7,35,NaN,86
7333,,NaN,NaN,,,,,NaN,,,,NaN,
7334,173,NaN,NaN,100,134,20,107,NaN,86,7,35,NaN,87
7335,,NaN,NaN,,,,,NaN,,,,NaN,
7336,175,NaN,NaN,100,135,20,106,NaN,87,7,35,NaN,87
7337,,NaN,NaN,,,,,NaN,,,,NaN,
7338,180,NaN,NaN,100,136,20,106,NaN,86,8,35,NaN,87
7339,,NaN,NaN,,,,,NaN,,,,NaN,
7340,170,NaN,NaN,100,132,20,102,NaN,86,8,35,NaN,87
7341,,NaN,NaN,,,,,NaN,,,,NaN,
7342,167,NaN,NaN,100,130,20,100,NaN,86,6,35,NaN,86
7343,,NaN,NaN,,,,,NaN,,,,NaN,
7344,169,NaN,NaN,100,129,20,100,NaN,86,6,36,NaN,86
7345,,NaN,NaN,,,,,NaN,,,,NaN,
7346,166,NaN,NaN,100,128,20,100,NaN,85,7,36,NaN,86
7347,,NaN,NaN,,,,,NaN,,,,NaN,
7348,164,NaN,NaN,100,127,20,100,NaN,86,7,36,NaN,86
7349,,NaN,NaN,,,,,NaN,,,,NaN,
7350,171,NaN,NaN,100,130,20,103,NaN,86,7,36,NaN,86
7351,,NaN,NaN,,,,,NaN,,,,NaN,
7352,168,NaN,NaN,100,130,20,104,NaN,86,6,36,NaN,87
7353,,NaN,NaN,,,,,NaN,,,,NaN,
7354,172,NaN,NaN,100,132,20,104,NaN,86,6,36,NaN,87
7355,,NaN,NaN,,,,,NaN,,,,NaN,
7356,179,NaN,NaN,100,135,20,106,NaN,87,7,36,NaN,87
7357,,NaN,NaN,,,,,NaN,,,,NaN,
7358,174,NaN,NaN,100,134,20,106,NaN,87,7,36,NaN,88
7359,,NaN,NaN,,,,,NaN,,,,NaN,
7360,173,NaN,NaN,100,134,20,105,NaN,87,7,36,NaN,88
7361,,NaN,NaN,,,,,NaN,,,,NaN,
7362,180,NaN,NaN,100,136,20,105,NaN,87,7,36,NaN,87
7363,,NaN,NaN,,,,,NaN,,,,NaN,
7364,172,NaN,NaN,100,132,20,102,NaN,87,6,35,NaN,87
7365,,NaN,NaN,,,,,NaN,,,,NaN,
7366,166,NaN,NaN,100,130,20,101,NaN,86,6,35,NaN,87
7367,,NaN,NaN,,,,,NaN,,,,NaN,
7368,172,NaN,NaN,100,131,20,102,NaN,86,8,35,NaN,86
7369,,NaN,NaN,,,,,NaN,,,,NaN,
7370,165,NaN,NaN,100,128,20,101,NaN,85,8,35,NaN,86
7371,,NaN,NaN,,,,,NaN,,,,NaN,
7372,165,NaN,NaN,100,128,20,99,NaN,86,7,36,NaN,86
7373,,NaN,NaN,,,,,NaN,,,,NaN,
7374,170,NaN,NaN,100,129,20,100,NaN,85,7,36,NaN,86
7375,,NaN,NaN,,,,,NaN,,,,NaN,
7376,165,NaN,NaN,100,127,20,100,NaN,85,8,36,NaN,86
7377,,NaN,NaN,,,,,NaN,,,,NaN,
7378,164,NaN,NaN,100,127,20,99,NaN,85,8,36,NaN,86
7379,,NaN,NaN,,,,,NaN,,,,NaN,
7380,169,NaN,NaN,100,129,20,101,NaN,86,7,36,NaN,86
7381,,NaN,NaN,,,,,NaN,,,,NaN,
7382,168,NaN,NaN,100,128,20,100,NaN,86,7,36,NaN,86
7383,,NaN,NaN,,,,,NaN,,,,NaN,
7384,164,NaN,NaN,100,127,20,98,NaN,86,7,36,NaN,86
7385,,NaN,NaN,,,,,NaN,,,,NaN,
7386,166,NaN,NaN,100,127,20,98,NaN,85,7,36,NaN,86
7387,,NaN,NaN,,,,,NaN,,,,NaN,
7388,158,NaN,NaN,100,123,20,96,NaN,85,7,36,NaN,86
7389,,NaN,NaN,,,,,NaN,,,,NaN,
7390,156,NaN,NaN,100,121,20,94,NaN,85,7,36,NaN,86
7391,,NaN,NaN,,,,,NaN,,,,NaN,
7392,157,NaN,NaN,100,121,20,94,NaN,85,7,36,NaN,86
7393,,NaN,NaN,,,,,NaN,,,,NaN,
7394,153,NaN,NaN,100,118,20,92,NaN,85,7,36,NaN,85
7395,,NaN,NaN,,,,,NaN,,,,NaN,
7396,150,NaN,NaN,100,116,20,91,NaN,85,7,36,NaN,85
7397,,NaN,NaN,,,,,NaN,,,,NaN,
7398,152,NaN,NaN,100,116,20,92,NaN,84,8,36,NaN,85
7399,,NaN,NaN,,,,,NaN,,,,NaN,
7400,151,NaN,NaN,100,117,20,95,NaN,84,8,36,NaN,85
7401,,NaN,NaN,,,,,NaN,,,,NaN,
7402,156,NaN,NaN,100,119,20,97,NaN,84,7,36,NaN,85
7403,,NaN,NaN,,,,,NaN,,,,NaN,
7404,162,NaN,NaN,100,123,20,99,NaN,85,7,36,NaN,86
7405,,NaN,NaN,,,,,NaN,,,,NaN,
7406,160,NaN,NaN,100,122,20,96,NaN,85,7,36,NaN,86
7407,,NaN,NaN,,,,,NaN,,,,NaN,
7408,158,NaN,NaN,100,121,20,94,NaN,85,7,37,NaN,85
7409,,NaN,NaN,,,,,NaN,,,,NaN,
7410,157,NaN,NaN,100,120,20,93,NaN,84,7,37,NaN,84
7411,,NaN,NaN,,,,,NaN,,,,NaN,
7412,150,NaN,NaN,100,117,20,91,NaN,83,7,37,NaN,84
7413,,NaN,NaN,,,,,NaN,,,,NaN,
7414,148,NaN,NaN,100,115,20,89,NaN,83,7,37,NaN,83
7415,,NaN,NaN,,,,,NaN,,,,NaN,
7416,150,NaN,NaN,100,115,20,89,NaN,82,6,36,NaN,83
7417,,NaN,NaN,,,,,NaN,,,,NaN,
7418,147,NaN,NaN,100,114,20,89,NaN,82,6,36,NaN,84
7419,,NaN,NaN,,,,,NaN,,,,NaN,
7420,148,NaN,NaN,100,114,20,89,NaN,83,6,36,NaN,84
7421,,NaN,NaN,,,,,NaN,,,,NaN,
7422,152,NaN,NaN,100,115,20,90,NaN,83,6,36,NaN,84
7423,,NaN,NaN,,,,,NaN,,,,NaN,
7424,150,NaN,NaN,100,114,20,89,NaN,83,5,35,NaN,84
7425,,NaN,NaN,,,,,NaN,,,,NaN,
7426,149,NaN,NaN,100,114,20,88,NaN,83,5,35,NaN,83
7427,,NaN,NaN,,,,,NaN,,,,NaN,
7428,150,NaN,NaN,100,114,20,89,NaN,83,6,35,NaN,83
7429,,NaN,NaN,,,,,NaN,,,,NaN,
7430,145,NaN,NaN,100,112,20,87,NaN,82,6,35,NaN,83
7431,,NaN,NaN,,,,,NaN,,,,NaN,
7432,143,NaN,NaN,100,111,20,86,NaN,82,6,35,NaN,83
7433,,NaN,NaN,,,,,NaN,,,,NaN,
7434,146,NaN,NaN,100,111,20,87,NaN,83,6,35,NaN,83
7435,,NaN,NaN,,,,,NaN,,,,NaN,
7436,143,NaN,NaN,100,111,20,88,NaN,83,6,35,NaN,84
7437,,NaN,NaN,,,,,NaN,,,,NaN,
7438,144,NaN,NaN,100,111,20,86,NaN,83,6,35,NaN,84
7439,,NaN,NaN,,,,,NaN,,,,NaN,
7440,147,NaN,NaN,100,112,20,88,NaN,84,7,35,NaN,84
7441,,NaN,NaN,,,,,NaN,,,,NaN,
7442,144,NaN,NaN,100,111,20,88,NaN,84,7,35,NaN,85
7443,,NaN,NaN,,,,,NaN,,,,NaN,
7444,146,NaN,NaN,100,112,20,89,NaN,84,6,35,NaN,85
7445,,NaN,NaN,,,,,NaN,,,,NaN,
7446,153,NaN,NaN,100,115,20,92,NaN,84,6,35,NaN,85
7447,,NaN,NaN,,,,,NaN,,,,NaN,
7448,152,NaN,NaN,100,117,20,94,NaN,85,6,35,NaN,86
7449,,NaN,NaN,,,,,NaN,,,,NaN,
7450,155,NaN,NaN,100,119,20,96,NaN,85,8,35,NaN,86
7451,,NaN,NaN,,,,,NaN,,,,NaN,
7452,163,NaN,NaN,100,123,20,99,NaN,85,8,35,NaN,86
7453,,NaN,NaN,,,,,NaN,,,,NaN,
7454,158,NaN,NaN,100,122,20,98,NaN,86,7,35,NaN,86
7455,,NaN,NaN,,,,,NaN,,,,NaN,
7456,154,NaN,NaN,100,121,20,95,NaN,86,7,35,NaN,86
7457,,NaN,NaN,,,,,NaN,,,,NaN,
7458,155,NaN,NaN,100,120,20,95,NaN,85,8,35,NaN,86
7459,,NaN,NaN,,,,,NaN,,,,NaN,
7460,154,NaN,NaN,100,119,20,95,NaN,85,8,36,NaN,86
7461,,NaN,NaN,,,,,NaN,,,,NaN,
7462,152,NaN,NaN,100,118,20,94,NaN,85,7,36,NaN,86
7463,,NaN,NaN,,,,,NaN,,,,NaN,
7464,155,NaN,NaN,100,119,20,95,NaN,85,7,36,NaN,86
7465,,NaN,NaN,,,,,NaN,,,,NaN,
7466,152,NaN,NaN,100,118,20,96,NaN,85,7,36,NaN,86
7467,,NaN,NaN,,,,,NaN,,,,NaN,
7468,154,NaN,NaN,100,119,20,95,NaN,85,7,36,NaN,86
7469,,NaN,NaN,,,,,NaN,,,,NaN,
7470,158,NaN,NaN,100,121,20,96,NaN,85,7,36,NaN,86
7471,,NaN,NaN,,,,,NaN,,,,NaN,
7472,152,NaN,NaN,100,118,20,92,NaN,85,7,36,NaN,86
7473,,NaN,NaN,,,,,NaN,,,,NaN,
7474,150,NaN,NaN,100,117,20,91,NaN,85,5,36,NaN,85
7475,,NaN,NaN,,,,,NaN,,,,NaN,
7476,152,NaN,NaN,100,117,20,91,NaN,84,5,36,NaN,84
7477,,NaN,NaN,,,,,NaN,,,,NaN,
7478,146,NaN,NaN,100,114,20,90,NaN,84,5,36,NaN,85
7479,,NaN,NaN,,,,,NaN,,,,NaN,
7480,144,NaN,NaN,100,112,20,88,NaN,84,6,36,NaN,84
7481,,NaN,NaN,,,,,NaN,,,,NaN,
7482,144,NaN,NaN,100,111,20,88,NaN,84,6,35,NaN,85
7483,,NaN,NaN,,,,,NaN,,,,NaN,
7484,142,NaN,NaN,100,109,20,87,NaN,83,6,35,NaN,84
7485,,NaN,NaN,,,,,NaN,,,,NaN,
7486,140,NaN,NaN,100,109,20,86,NaN,84,6,35,NaN,84
7487,,NaN,NaN,,,,,NaN,,,,NaN,
7488,144,NaN,NaN,100,110,20,89,NaN,84,7,35,NaN,84
7489,,NaN,NaN,,,,,NaN,,,,NaN,
7490,141,NaN,NaN,100,109,20,89,NaN,84,7,34,NaN,85
7491,,NaN,NaN,,,,,NaN,,,,NaN,
7492,139,NaN,NaN,100,108,20,87,NaN,84,7,34,NaN,84
7493,,NaN,NaN,,,,,NaN,,,,NaN,
7494,141,NaN,NaN,100,108,20,87,NaN,84,7,34,NaN,85
7495,,NaN,NaN,,,,,NaN,,,,NaN,
7496,136,NaN,NaN,100,107,20,87,NaN,84,7,35,NaN,85
7497,,NaN,NaN,,,,,NaN,,,,NaN,
7498,138,NaN,NaN,100,107,20,86,NaN,84,7,35,NaN,85
7499,,NaN,NaN,,,,,NaN,,,,NaN,
7500,142,NaN,NaN,100,109,20,88,NaN,84,7,35,NaN,85
7501,,NaN,NaN,,,,,NaN,,,,NaN,
7502,142,NaN,NaN,100,109,20,88,NaN,84,7,35,NaN,85
7503,,NaN,NaN,,,,,NaN,,,,NaN,
7504,143,NaN,NaN,100,110,20,87,NaN,84,5,35,NaN,84
7505,,NaN,NaN,,,,,NaN,,,,NaN,
7506,149,NaN,NaN,100,112,20,89,NaN,83,5,35,NaN,83
7507,,NaN,NaN,,,,,NaN,,,,NaN,
7508,142,NaN,NaN,100,110,20,87,NaN,83,6,35,NaN,83
7509,,NaN,NaN,,,,,NaN,,,,NaN,
7510,139,NaN,NaN,100,108,20,84,NaN,82,6,35,NaN,82
7511,,NaN,NaN,,,,,NaN,,,,NaN,
7512,138,NaN,NaN,100,107,20,83,NaN,82,6,35,NaN,83
7513,,NaN,NaN,,,,,NaN,,,,NaN,
7514,132,NaN,NaN,100,104,20,81,NaN,82,6,35,NaN,83
7515,,NaN,NaN,,,,,NaN,,,,NaN,
7516,131,NaN,NaN,100,102,20,80,NaN,82,6,35,NaN,82
7517,,NaN,NaN,,,,,NaN,,,,NaN,
7518,134,NaN,NaN,100,103,20,82,NaN,82,6,35,NaN,82
7519,,NaN,NaN,,,,,NaN,,,,NaN,
7520,134,NaN,NaN,100,103,20,82,NaN,82,6,35,NaN,83
7521,,NaN,NaN,,,,,NaN,,,,NaN,
7522,134,NaN,NaN,100,103,20,83,NaN,82,6,35,NaN,83
7523,,NaN,NaN,,,,,NaN,,,,NaN,
7524,139,NaN,NaN,100,106,20,85,NaN,83,6,34,NaN,83
7525,,NaN,NaN,,,,,NaN,,,,NaN,
7526,136,NaN,NaN,100,105,20,84,NaN,83,5,34,NaN,84
7527,,NaN,NaN,,,,,NaN,,,,NaN,
7528,135,NaN,NaN,100,104,20,81,NaN,95,5,34,NaN,84
7529,,NaN,NaN,,,,,NaN,,,,NaN,
7530,137,NaN,NaN,100,105,20,82,NaN,96,6,34,NaN,84
7531,,NaN,NaN,,,,,NaN,,,,NaN,
7532,131,NaN,NaN,100,103,20,81,NaN,111,6,35,NaN,84
7533,,NaN,NaN,,,,,NaN,,,,NaN,
7534,131,NaN,NaN,100,102,20,80,NaN,103,5,35,NaN,84
7535,,NaN,NaN,,,,,NaN,,,,NaN,
7536,133,NaN,NaN,100,102,20,80,NaN,95,5,35,NaN,84
7537,,NaN,NaN,,,,,NaN,,,,NaN,
7538,130,NaN,NaN,100,101,20,80,NaN,88,6,34,NaN,83
7539,,NaN,NaN,,,,,NaN,,,,NaN,
7540,132,NaN,NaN,100,101,20,80,NaN,82,6,34,NaN,84
7541,,NaN,NaN,,,,,NaN,,,,NaN,
7542,134,NaN,NaN,100,102,20,81,NaN,83,6,34,NaN,84
7543,,NaN,NaN,,,,,NaN,,,,NaN,
7544,129,NaN,NaN,100,100,20,79,NaN,82,6,34,NaN,84
7545,,NaN,NaN,,,,,NaN,,,,NaN,
7546,128,NaN,NaN,100,99,20,78,NaN,83,6,35,NaN,83
7547,,NaN,NaN,,,,,NaN,,,,NaN,
7548,130,NaN,NaN,100,100,20,78,NaN,83,6,35,NaN,83
7549,,NaN,NaN,,,,,NaN,,,,NaN,
7550,127,NaN,NaN,100,99,20,79,NaN,83,6,35,NaN,84
7551,,NaN,NaN,,,,,NaN,,,,NaN,
7552,128,NaN,NaN,100,99,20,78,NaN,83,6,35,NaN,84
7553,,NaN,NaN,,,,,NaN,,,,NaN,
7554,132,NaN,NaN,100,100,20,79,NaN,95,6,35,NaN,84
7555,,NaN,NaN,,,,,NaN,,,,NaN,
7556,128,NaN,NaN,100,99,20,78,NaN,95,5,35,NaN,84
7557,,NaN,NaN,,,,,NaN,,,,NaN,
7558,129,NaN,NaN,100,99,20,78,NaN,95,5,34,NaN,84
7559,,NaN,NaN,,,,,NaN,,,,NaN,
7560,131,NaN,NaN,100,100,20,80,NaN,88,7,34,NaN,84
7561,,NaN,NaN,,,,,NaN,,,,NaN,
7562,127,NaN,NaN,100,99,20,79,NaN,83,7,34,NaN,84
7563,,NaN,NaN,,,,,NaN,,,,NaN,
7564,125,NaN,NaN,100,98,20,77,NaN,83,6,34,NaN,83
7565,,NaN,NaN,,,,,NaN,,,,NaN,
7566,127,NaN,NaN,100,98,20,78,NaN,83,6,35,NaN,84
7567,,NaN,NaN,,,,,NaN,,,,NaN,
7568,123,NaN,NaN,100,96,20,78,NaN,83,7,35,NaN,84
7569,,NaN,NaN,,,,,NaN,,,,NaN,
7570,127,NaN,NaN,100,98,20,78,NaN,84,7,35,NaN,84
7571,,NaN,NaN,,,,,NaN,,,,NaN,
7572,131,NaN,NaN,100,100,20,81,NaN,84,6,35,NaN,84
7573,,NaN,NaN,,,,,NaN,,,,NaN,
7574,129,NaN,NaN,100,100,20,81,NaN,84,6,35,NaN,85
7575,,NaN,NaN,,,,,NaN,,,,NaN,
7576,130,NaN,NaN,100,101,20,81,NaN,84,6,35,NaN,84
7577,,NaN,NaN,,,,,NaN,,,,NaN,
7578,133,NaN,NaN,100,102,20,82,NaN,83,6,35,NaN,84
7579,,NaN,NaN,,,,,NaN,,,,NaN,
7580,129,NaN,NaN,100,101,20,82,NaN,83,6,35,NaN,84
7581,,NaN,NaN,,,,,NaN,,,,NaN,
7582,127,NaN,NaN,100,100,20,79,NaN,83,6,35,NaN,84
7583,,NaN,NaN,,,,,NaN,,,,NaN,
7584,132,NaN,NaN,100,102,20,82,NaN,84,6,35,NaN,84
7585,,NaN,NaN,,,,,NaN,,,,NaN,
7586,132,NaN,NaN,100,102,20,83,NaN,84,6,35,NaN,84
7587,,NaN,NaN,,,,,NaN,,,,NaN,
7588,134,NaN,NaN,100,103,20,82,NaN,84,6,35,NaN,84
7589,,NaN,NaN,,,,,NaN,,,,NaN,
7590,134,NaN,NaN,100,103,20,84,NaN,84,7,35,NaN,84
7591,,NaN,NaN,,,,,NaN,,,,NaN,
7592,132,NaN,NaN,100,102,20,83,NaN,84,7,34,NaN,84
7593,,NaN,NaN,,,,,NaN,,,,NaN,
7594,132,NaN,NaN,100,103,20,83,NaN,83,6,34,NaN,84
7595,,NaN,NaN,,,,,NaN,,,,NaN,
7596,137,NaN,NaN,100,105,20,86,NaN,84,6,34,NaN,84
7597,,NaN,NaN,,,,,NaN,,,,NaN,
7598,134,NaN,NaN,100,104,20,84,NaN,84,7,34,NaN,85
7599,,NaN,NaN,,,,,NaN,,,,NaN,
7600,134,NaN,NaN,100,104,20,84,NaN,84,7,35,NaN,84
7601,,NaN,NaN,,,,,NaN,,,,NaN,
7602,135,NaN,NaN,100,104,20,83,NaN,84,6,35,NaN,85
7603,,NaN,NaN,,,,,NaN,,,,NaN,
7604,131,NaN,NaN,100,102,20,83,NaN,84,6,35,NaN,85
7605,,NaN,NaN,,,,,NaN,,,,NaN,
7606,131,NaN,NaN,100,102,20,82,NaN,84,6,34,NaN,84
7607,,NaN,NaN,,,,,NaN,,,,NaN,
7608,135,NaN,NaN,100,104,20,83,NaN,84,6,34,NaN,85
7609,,NaN,NaN,,,,,NaN,,,,NaN,
7610,129,NaN,NaN,100,101,20,81,NaN,84,6,34,NaN,84
7611,,NaN,NaN,,,,,NaN,,,,NaN,
7612,130,NaN,NaN,100,101,20,80,NaN,83,7,34,NaN,84
7613,,NaN,NaN,,,,,NaN,,,,NaN,
7614,134,NaN,NaN,100,103,20,83,NaN,83,7,35,NaN,83
7615,,NaN,NaN,,,,,NaN,,,,NaN,
7616,132,NaN,NaN,100,102,20,83,NaN,83,5,35,NaN,84
7617,,NaN,NaN,,,,,NaN,,,,NaN,
7618,132,NaN,NaN,100,102,20,82,NaN,83,5,35,NaN,83
7619,,NaN,NaN,,,,,NaN,,,,NaN,
7620,135,NaN,NaN,100,103,20,82,NaN,83,6,34,NaN,84
7621,,NaN,NaN,,,,,NaN,,,,NaN,
7622,132,NaN,NaN,100,102,20,82,NaN,83,6,34,NaN,84
7623,,NaN,NaN,,,,,NaN,,,,NaN,
7624,133,NaN,NaN,100,103,20,81,NaN,83,5,34,NaN,84
7625,,NaN,NaN,,,,,NaN,,,,NaN,
7626,137,NaN,NaN,100,104,20,82,NaN,83,5,34,NaN,84
7627,,NaN,NaN,,,,,NaN,,,,NaN,
7628,132,NaN,NaN,100,103,20,81,NaN,83,5,34,NaN,84
7629,,NaN,NaN,,,,,NaN,,,,NaN,
7630,132,NaN,NaN,100,102,20,80,NaN,83,5,34,NaN,83
7631,,NaN,NaN,,,,,NaN,,,,NaN,
7632,133,NaN,NaN,100,102,20,80,NaN,83,5,34,NaN,83
7633,,NaN,NaN,,,,,NaN,,,,NaN,
7634,130,NaN,NaN,100,101,20,79,NaN,83,5,34,NaN,84
7635,,NaN,NaN,,,,,NaN,,,,NaN,
7636,131,NaN,NaN,100,101,20,79,NaN,83,4,34,NaN,83
7637,,NaN,NaN,,,,,NaN,,,,NaN,
7638,134,NaN,NaN,100,101,20,79,NaN,83,4,34,NaN,84
7639,,NaN,NaN,,,,,NaN,,,,NaN,
7640,130,NaN,NaN,100,101,20,78,NaN,83,4,34,NaN,84
7641,,NaN,NaN,,,,,NaN,,,,NaN,
7642,129,NaN,NaN,100,100,20,77,NaN,83,5,33,NaN,83
7643,,NaN,NaN,,,,,NaN,,,,NaN,
7644,130,NaN,NaN,100,99,20,76,NaN,83,5,33,NaN,83
7645,,NaN,NaN,,,,,NaN,,,,NaN,
7646,126,NaN,NaN,100,97,20,75,NaN,83,4,33,NaN,84
7647,,NaN,NaN,,,,,NaN,,,,NaN,
7648,126,NaN,NaN,100,97,20,75,NaN,82,4,33,NaN,83
7649,,NaN,NaN,,,,,NaN,,,,NaN,
7650,127,NaN,NaN,100,97,20,76,NaN,83,5,33,NaN,83
7651,,NaN,NaN,,,,,NaN,,,,NaN,
7652,123,NaN,NaN,100,95,20,75,NaN,83,5,33,NaN,84
7653,,NaN,NaN,,,,,NaN,,,,NaN,
7654,125,NaN,NaN,100,96,20,75,NaN,84,5,33,NaN,84
7655,,NaN,NaN,,,,,NaN,,,,NaN,
7656,125,NaN,NaN,100,96,20,75,NaN,84,5,34,NaN,84
7657,,NaN,NaN,,,,,NaN,,,,NaN,
7658,128,NaN,NaN,100,98,20,78,NaN,85,5,34,NaN,85
7659,,NaN,NaN,,,,,NaN,,,,NaN,
7660,130,NaN,NaN,100,99,20,77,NaN,78,5,34,NaN,85
7661,,NaN,NaN,,,,,NaN,,,,NaN,
7662,131,NaN,NaN,100,100,20,78,NaN,78,5,34,NaN,84
7663,,NaN,NaN,,,,,NaN,,,,NaN,
7664,127,NaN,NaN,100,98,20,77,NaN,78,5,34,NaN,85
7665,,NaN,NaN,,,,,NaN,,,,NaN,
7666,127,NaN,NaN,100,98,20,77,NaN,78,5,34,NaN,84
7667,,NaN,NaN,,,,,NaN,,,,NaN,
7668,131,NaN,NaN,100,99,20,78,NaN,77,5,34,NaN,84
7669,,NaN,NaN,,,,,NaN,,,,NaN,
7670,129,NaN,NaN,100,99,20,78,NaN,84,5,34,NaN,84
7671,,NaN,NaN,,,,,NaN,,,,NaN,
7672,131,NaN,NaN,100,100,20,77,NaN,83,5,34,NaN,84
7673,,NaN,NaN,,,,,NaN,,,,NaN,
7674,133,NaN,NaN,100,100,20,77,NaN,84,5,34,NaN,84
7675,,NaN,NaN,,,,,NaN,,,,NaN,
7676,131,NaN,NaN,100,100,20,77,NaN,84,4,33,NaN,84
7677,,NaN,NaN,,,,,NaN,,,,NaN,
