time,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/PLETH_HR
11311,115,NaN,NaN,100,83,15,62,NaN,68,6,37,NaN,69
11312,,NaN,NaN,,,,,NaN,,,,NaN,
11313,115,NaN,NaN,100,83,15,62,NaN,68,6,36,NaN,68
11314,,NaN,NaN,,,,,NaN,,,,NaN,
11315,114,NaN,NaN,100,83,15,62,NaN,68,6,36,NaN,68
11316,,NaN,NaN,,,,,NaN,,,,NaN,
11317,115,NaN,NaN,100,83,15,61,NaN,68,6,36,NaN,68
11318,,NaN,NaN,,,,,NaN,,,,NaN,
11319,114,NaN,NaN,100,83,15,63,NaN,68,6,37,NaN,68
11320,,NaN,NaN,,,,,NaN,,,,NaN,
11321,115,NaN,NaN,100,83,15,62,NaN,68,7,37,NaN,68
11322,,NaN,NaN,,,,,NaN,,,,NaN,
11323,114,NaN,NaN,100,83,15,63,NaN,68,7,37,NaN,69
11324,,NaN,NaN,,,,,NaN,,,,NaN,
11325,115,NaN,NaN,100,83,15,62,NaN,69,6,37,NaN,69
11326,,NaN,NaN,,,,,NaN,,,,NaN,
11327,114,NaN,NaN,100,83,15,62,NaN,69,6,37,NaN,69
11328,,NaN,NaN,,,,,NaN,,,,NaN,
11329,114,NaN,NaN,100,82,15,61,NaN,69,6,37,NaN,69
11330,,NaN,NaN,,,,,NaN,,,,NaN,
11331,114,NaN,NaN,100,82,15,61,NaN,68,6,37,NaN,69
11332,,NaN,NaN,,,,,NaN,,,,NaN,
11333,113,NaN,NaN,100,82,15,61,NaN,68,5,37,NaN,69
11334,,NaN,NaN,,,,,NaN,,,,NaN,
11335,113,NaN,NaN,100,82,15,61,NaN,68,5,37,NaN,69
11336,,NaN,NaN,,,,,NaN,,,,NaN,
11337,113,NaN,NaN,100,82,15,61,NaN,68,6,37,NaN,69
11338,,NaN,NaN,,,,,NaN,,,,NaN,
11339,113,NaN,NaN,100,82,15,62,NaN,68,6,37,NaN,69
11340,,NaN,NaN,,,,,NaN,,,,NaN,
11341,113,NaN,NaN,100,82,15,62,NaN,68,6,36,NaN,69
11342,,NaN,NaN,,,,,NaN,,,,NaN,
11343,112,NaN,NaN,100,82,15,62,NaN,68,6,36,NaN,69
11344,,NaN,NaN,,,,,NaN,,,,NaN,
11345,113,NaN,NaN,100,82,15,61,NaN,68,6,36,NaN,69
11346,,NaN,NaN,,,,,NaN,,,,NaN,
11347,112,NaN,NaN,100,82,15,63,NaN,68,6,36,NaN,69
11348,,NaN,NaN,,,,,NaN,,,,NaN,
11349,114,NaN,NaN,100,82,15,62,NaN,68,6,37,NaN,69
11350,,NaN,NaN,,,,,NaN,,,,NaN,
11351,113,NaN,NaN,100,82,15,62,NaN,68,6,37,NaN,69
11352,,NaN,NaN,,,,,NaN,,,,NaN,
11353,114,NaN,NaN,100,82,15,62,NaN,68,6,37,NaN,69
11354,,NaN,NaN,,,,,NaN,,,,NaN,
11355,114,NaN,NaN,100,83,15,62,NaN,69,5,37,NaN,69
11356,,NaN,NaN,,,,,NaN,,,,NaN,
11357,115,NaN,NaN,100,83,15,62,NaN,69,5,37,NaN,69
11358,,NaN,NaN,,,,,NaN,,,,NaN,
11359,114,NaN,NaN,100,83,15,62,NaN,69,6,37,NaN,69
11360,,NaN,NaN,,,,,NaN,,,,NaN,
11361,115,NaN,NaN,100,83,15,62,NaN,68,6,37,NaN,69
11362,,NaN,NaN,,,,,NaN,,,,NaN,
11363,115,NaN,NaN,100,84,15,62,NaN,68,6,37,NaN,69
11364,,NaN,NaN,,,,,NaN,,,,NaN,
11365,114,NaN,NaN,100,83,15,62,NaN,68,6,37,NaN,69
11366,,NaN,NaN,,,,,NaN,,,,NaN,
11367,114,NaN,NaN,100,83,15,62,NaN,69,6,37,NaN,69
11368,,NaN,NaN,,,,,NaN,,,,NaN,
11369,114,NaN,NaN,100,83,15,62,NaN,69,6,37,NaN,69
11370,,NaN,NaN,,,,,NaN,,,,NaN,
11371,113,NaN,NaN,100,82,15,60,NaN,68,6,37,NaN,69
11372,,NaN,NaN,,,,,NaN,,,,NaN,
11373,112,NaN,NaN,100,82,15,61,NaN,68,6,37,NaN,69
11374,,NaN,NaN,,,,,NaN,,,,NaN,
11375,113,NaN,NaN,100,82,15,61,NaN,67,6,37,NaN,68
11376,,NaN,NaN,,,,,NaN,,,,NaN,
11377,114,NaN,NaN,100,82,15,61,NaN,67,6,37,NaN,68
11378,,NaN,NaN,,,,,NaN,,,,NaN,
11379,113,NaN,NaN,100,82,15,62,NaN,67,6,37,NaN,68
11380,,NaN,NaN,,,,,NaN,,,,NaN,
11381,113,NaN,NaN,100,82,15,61,NaN,67,6,37,NaN,68
11382,,NaN,NaN,,,,,NaN,,,,NaN,
11383,112,NaN,NaN,100,81,15,61,NaN,67,6,37,NaN,68
11384,,NaN,NaN,,,,,NaN,,,,NaN,
11385,113,NaN,NaN,100,82,15,61,NaN,68,6,37,NaN,68
11386,,NaN,NaN,,,,,NaN,,,,NaN,
11387,112,NaN,NaN,100,82,15,62,NaN,68,6,37,NaN,69
11388,,NaN,NaN,,,,,NaN,,,,NaN,
11389,113,NaN,NaN,100,82,15,61,NaN,69,6,37,NaN,69
11390,,NaN,NaN,,,,,NaN,,,,NaN,
11391,114,NaN,NaN,100,82,15,62,NaN,69,6,37,NaN,69
11392,,NaN,NaN,,,,,NaN,,,,NaN,
11393,112,NaN,NaN,100,82,15,61,NaN,69,6,37,NaN,70
11394,,NaN,NaN,,,,,NaN,,,,NaN,
11395,112,NaN,NaN,100,81,15,61,NaN,69,6,37,NaN,70
11396,,NaN,NaN,,,,,NaN,,,,NaN,
11397,112,NaN,NaN,100,82,15,62,NaN,69,6,36,NaN,69
11398,,NaN,NaN,,,,,NaN,,,,NaN,
11399,113,NaN,NaN,100,82,15,63,NaN,69,6,36,NaN,70
11400,,NaN,NaN,,,,,NaN,,,,NaN,
11401,114,NaN,NaN,100,82,15,62,NaN,69,6,36,NaN,70
11402,,NaN,NaN,,,,,NaN,,,,NaN,
11403,113,NaN,NaN,100,82,15,62,NaN,69,6,36,NaN,70
11404,,NaN,NaN,,,,,NaN,,,,NaN,
11405,111,NaN,NaN,100,81,15,60,NaN,69,5,36,NaN,70
11406,,NaN,NaN,,,,,NaN,,,,NaN,
11407,111,NaN,NaN,100,81,15,61,NaN,69,5,36,NaN,69
11408,,NaN,NaN,,,,,NaN,,,,NaN,
11409,112,NaN,NaN,100,81,15,61,NaN,68,6,36,NaN,69
11410,,NaN,NaN,,,,,NaN,,,,NaN,
11411,111,NaN,NaN,100,81,15,61,NaN,68,6,36,NaN,69
11412,,NaN,NaN,,,,,NaN,,,,NaN,
11413,111,NaN,NaN,100,80,15,60,NaN,68,6,36,NaN,68
11414,,NaN,NaN,,,,,NaN,,,,NaN,
11415,111,NaN,NaN,100,80,15,61,NaN,67,6,36,NaN,68
11416,,NaN,NaN,,,,,NaN,,,,NaN,
11417,112,NaN,NaN,100,81,15,60,NaN,67,6,36,NaN,68
11418,,NaN,NaN,,,,,NaN,,,,NaN,
11419,112,NaN,NaN,100,81,15,60,NaN,67,6,36,NaN,68
11420,,NaN,NaN,,,,,NaN,,,,NaN,
11421,111,NaN,NaN,100,80,15,60,NaN,67,6,36,NaN,68
11422,,NaN,NaN,,,,,NaN,,,,NaN,
11423,111,NaN,NaN,100,80,15,61,NaN,68,6,36,NaN,68
11424,,NaN,NaN,,,,,NaN,,,,NaN,
11425,112,NaN,NaN,100,81,15,60,NaN,68,6,36,NaN,68
11426,,NaN,NaN,,,,,NaN,,,,NaN,
11427,111,NaN,NaN,100,81,15,61,NaN,68,6,36,NaN,68
11428,,NaN,NaN,,,,,NaN,,,,NaN,
11429,111,NaN,NaN,100,81,15,60,NaN,68,6,36,NaN,68
11430,,NaN,NaN,,,,,NaN,,,,NaN,
11431,111,NaN,NaN,100,81,15,61,NaN,68,6,37,NaN,68
11432,,NaN,NaN,,,,,NaN,,,,NaN,
11433,112,NaN,NaN,100,81,15,61,NaN,68,6,37,NaN,68
11434,,NaN,NaN,,,,,NaN,,,,NaN,
11435,113,NaN,NaN,100,81,15,61,NaN,68,5,37,NaN,68
11436,,NaN,NaN,,,,,NaN,,,,NaN,
11437,113,NaN,NaN,100,82,15,61,NaN,68,5,37,NaN,68
11438,,NaN,NaN,,,,,NaN,,,,NaN,
11439,112,NaN,NaN,100,81,15,62,NaN,68,6,37,NaN,68
11440,,NaN,NaN,,,,,NaN,,,,NaN,
11441,113,NaN,NaN,100,82,15,61,NaN,68,6,37,NaN,69
11442,,NaN,NaN,,,,,NaN,,,,NaN,
11443,113,NaN,NaN,100,82,15,62,NaN,68,6,37,NaN,68
11444,,NaN,NaN,,,,,NaN,,,,NaN,
11445,113,NaN,NaN,100,82,15,61,NaN,68,6,36,NaN,68
11446,,NaN,NaN,,,,,NaN,,,,NaN,
11447,112,NaN,NaN,100,82,15,61,NaN,68,6,36,NaN,68
11448,,NaN,NaN,,,,,NaN,,,,NaN,
11449,114,NaN,NaN,100,82,15,61,NaN,68,6,36,NaN,68
11450,,NaN,NaN,,,,,NaN,,,,NaN,
11451,113,NaN,NaN,100,82,15,61,NaN,68,6,36,NaN,68
11452,,NaN,NaN,,,,,NaN,,,,NaN,
11453,113,NaN,NaN,100,82,15,61,NaN,68,6,36,NaN,68
11454,,NaN,NaN,,,,,NaN,,,,NaN,
11455,113,NaN,NaN,100,82,15,62,NaN,68,6,36,NaN,69
11456,,NaN,NaN,,,,,NaN,,,,NaN,
11457,113,NaN,NaN,100,82,15,61,NaN,68,6,36,NaN,69
11458,,NaN,NaN,,,,,NaN,,,,NaN,
11459,113,NaN,NaN,100,82,15,62,NaN,69,6,37,NaN,69
11460,,NaN,NaN,,,,,NaN,,,,NaN,
11461,114,NaN,NaN,100,82,15,61,NaN,69,6,37,NaN,69
11462,,NaN,NaN,,,,,NaN,,,,NaN,
11463,114,NaN,NaN,100,82,15,62,NaN,69,6,37,NaN,70
11464,,NaN,NaN,,,,,NaN,,,,NaN,
11465,114,NaN,NaN,100,82,15,61,NaN,69,5,36,NaN,69
11466,,NaN,NaN,,,,,NaN,,,,NaN,
11467,113,NaN,NaN,100,82,15,61,NaN,69,5,36,NaN,69
11468,,NaN,NaN,,,,,NaN,,,,NaN,
11469,113,NaN,NaN,100,81,15,61,NaN,68,6,36,NaN,69
11470,,NaN,NaN,,,,,NaN,,,,NaN,
11471,112,NaN,NaN,100,81,15,61,NaN,68,6,36,NaN,69
11472,,NaN,NaN,,,,,NaN,,,,NaN,
11473,113,NaN,NaN,100,81,15,61,NaN,67,6,36,NaN,68
11474,,NaN,NaN,,,,,NaN,,,,NaN,
11475,112,NaN,NaN,100,81,15,61,NaN,67,6,36,NaN,68
11476,,NaN,NaN,,,,,NaN,,,,NaN,
11477,113,NaN,NaN,100,81,15,61,NaN,67,6,36,NaN,68
11478,,NaN,NaN,,,,,NaN,,,,NaN,
11479,113,NaN,NaN,100,82,15,62,NaN,68,6,37,NaN,68
11480,,NaN,NaN,,,,,NaN,,,,NaN,
11481,114,NaN,NaN,100,82,15,62,NaN,68,6,37,NaN,69
11482,,NaN,NaN,,,,,NaN,,,,NaN,
11483,115,NaN,NaN,100,83,15,62,NaN,68,6,37,NaN,69
11484,,NaN,NaN,,,,,NaN,,,,NaN,
11485,115,NaN,NaN,100,83,15,62,NaN,69,6,37,NaN,69
11486,,NaN,NaN,,,,,NaN,,,,NaN,
11487,115,NaN,NaN,100,83,15,63,NaN,69,6,36,NaN,70
11488,,NaN,NaN,,,,,NaN,,,,NaN,
11489,115,NaN,NaN,100,83,15,62,NaN,69,6,36,NaN,70
11490,,NaN,NaN,,,,,NaN,,,,NaN,
11491,115,NaN,NaN,100,83,15,63,NaN,69,6,36,NaN,70
11492,,NaN,NaN,,,,,NaN,,,,NaN,
11493,115,NaN,NaN,100,83,15,62,NaN,69,6,36,NaN,69
11494,,NaN,NaN,,,,,NaN,,,,NaN,
11495,114,NaN,NaN,100,83,15,62,NaN,69,6,36,NaN,69
11496,,NaN,NaN,,,,,NaN,,,,NaN,
11497,115,NaN,NaN,100,83,15,62,NaN,69,6,36,NaN,69
11498,,NaN,NaN,,,,,NaN,,,,NaN,
11499,114,NaN,NaN,100,83,15,62,NaN,68,6,36,NaN,69
11500,,NaN,NaN,,,,,NaN,,,,NaN,
11501,115,NaN,NaN,100,83,15,62,NaN,68,6,37,NaN,69
11502,,NaN,NaN,,,,,NaN,,,,NaN,
11503,115,NaN,NaN,100,83,15,63,NaN,68,6,37,NaN,69
11504,,NaN,NaN,,,,,NaN,,,,NaN,
11505,115,NaN,NaN,100,83,15,62,NaN,68,6,37,NaN,68
11506,,NaN,NaN,,,,,NaN,,,,NaN,
11507,115,NaN,NaN,100,83,15,63,NaN,68,6,37,NaN,69
11508,,NaN,NaN,,,,,NaN,,,,NaN,
11509,116,NaN,NaN,100,83,15,62,NaN,68,6,37,NaN,69
11510,,NaN,NaN,,,,,NaN,,,,NaN,
11511,115,NaN,NaN,100,83,15,63,NaN,69,6,37,NaN,69
11512,,NaN,NaN,,,,,NaN,,,,NaN,
11513,115,NaN,NaN,100,83,15,62,NaN,69,6,36,NaN,69
11514,,NaN,NaN,,,,,NaN,,,,NaN,
11515,114,NaN,NaN,100,83,15,62,NaN,69,6,36,NaN,69
11516,,NaN,NaN,,,,,NaN,,,,NaN,
11517,115,NaN,NaN,100,83,15,62,NaN,69,6,36,NaN,69
11518,,NaN,NaN,,,,,NaN,,,,NaN,
11519,114,NaN,NaN,100,83,15,63,NaN,68,6,36,NaN,69
11520,,NaN,NaN,,,,,NaN,,,,NaN,
11521,116,NaN,NaN,100,83,15,63,NaN,68,6,36,NaN,69
11522,,NaN,NaN,,,,,NaN,,,,NaN,
11523,115,NaN,NaN,100,84,15,63,NaN,68,6,36,NaN,69
11524,,NaN,NaN,,,,,NaN,,,,NaN,
11525,115,NaN,NaN,100,83,15,62,NaN,68,6,36,NaN,69
11526,,NaN,NaN,,,,,NaN,,,,NaN,
11527,115,NaN,NaN,100,83,15,63,NaN,68,6,36,NaN,69
11528,,NaN,NaN,,,,,NaN,,,,NaN,
11529,116,NaN,NaN,100,84,15,62,NaN,68,5,36,NaN,69
11530,,NaN,NaN,,,,,NaN,,,,NaN,
11531,116,NaN,NaN,100,84,15,63,NaN,68,5,36,NaN,69
11532,,NaN,NaN,,,,,NaN,,,,NaN,
11533,116,NaN,NaN,100,84,15,63,NaN,69,5,36,NaN,69
11534,,NaN,NaN,,,,,NaN,,,,NaN,
11535,116,NaN,NaN,100,84,15,63,NaN,68,5,36,NaN,69
11536,,NaN,NaN,,,,,NaN,,,,NaN,
11537,116,NaN,NaN,100,83,15,62,NaN,68,6,36,NaN,69
11538,,NaN,NaN,,,,,NaN,,,,NaN,
11539,115,NaN,NaN,100,83,15,63,NaN,68,6,36,NaN,68
11540,,NaN,NaN,,,,,NaN,,,,NaN,
11541,116,NaN,NaN,100,83,15,62,NaN,68,6,36,NaN,68
11542,,NaN,NaN,,,,,NaN,,,,NaN,
11543,115,NaN,NaN,100,83,15,62,NaN,67,6,36,NaN,68
11544,,NaN,NaN,,,,,NaN,,,,NaN,
11545,114,NaN,NaN,100,83,15,61,NaN,67,6,36,NaN,68
11546,,NaN,NaN,,,,,NaN,,,,NaN,
11547,114,NaN,NaN,100,82,15,62,NaN,67,6,36,NaN,68
11548,,NaN,NaN,,,,,NaN,,,,NaN,
11549,114,NaN,NaN,100,82,15,62,NaN,67,6,36,NaN,68
11550,,NaN,NaN,,,,,NaN,,,,NaN,
11551,114,NaN,NaN,100,82,15,62,NaN,67,6,36,NaN,68
11552,,NaN,NaN,,,,,NaN,,,,NaN,
11553,115,NaN,NaN,100,82,15,62,NaN,67,6,36,NaN,68
11554,,NaN,NaN,,,,,NaN,,,,NaN,
11555,115,NaN,NaN,100,83,15,63,NaN,67,6,36,NaN,68
11556,,NaN,NaN,,,,,NaN,,,,NaN,
11557,116,NaN,NaN,100,84,15,63,NaN,68,6,36,NaN,69
11558,,NaN,NaN,,,,,NaN,,,,NaN,
11559,116,NaN,NaN,100,84,15,63,NaN,68,6,36,NaN,69
11560,,NaN,NaN,,,,,NaN,,,,NaN,
11561,116,NaN,NaN,100,84,15,63,NaN,69,6,36,NaN,69
11562,,NaN,NaN,,,,,NaN,,,,NaN,
11563,116,NaN,NaN,100,84,15,63,NaN,69,6,36,NaN,69
11564,,NaN,NaN,,,,,NaN,,,,NaN,
11565,117,NaN,NaN,100,84,15,63,NaN,68,6,36,NaN,69
11566,,NaN,NaN,,,,,NaN,,,,NaN,
11567,117,NaN,NaN,100,84,15,64,NaN,68,6,36,NaN,69
11568,,NaN,NaN,,,,,NaN,,,,NaN,
11569,117,NaN,NaN,100,85,15,64,NaN,68,6,36,NaN,69
11570,,NaN,NaN,,,,,NaN,,,,NaN,
11571,118,NaN,NaN,100,85,15,64,NaN,68,6,36,NaN,69
11572,,NaN,NaN,,,,,NaN,,,,NaN,
11573,119,NaN,NaN,100,86,15,64,NaN,69,6,36,NaN,69
11574,,NaN,NaN,,,,,NaN,,,,NaN,
11575,119,NaN,NaN,100,86,15,65,NaN,68,6,36,NaN,69
11576,,NaN,NaN,,,,,NaN,,,,NaN,
11577,120,NaN,NaN,100,86,15,65,NaN,68,6,36,NaN,69
11578,,NaN,NaN,,,,,NaN,,,,NaN,
11579,120,NaN,NaN,100,86,15,65,NaN,68,6,36,NaN,69
11580,,NaN,NaN,,,,,NaN,,,,NaN,
11581,121,NaN,NaN,100,87,15,66,NaN,68,6,36,NaN,69
11582,,NaN,NaN,,,,,NaN,,,,NaN,
11583,121,NaN,NaN,100,87,15,67,NaN,68,6,36,NaN,69
11584,,NaN,NaN,,,,,NaN,,,,NaN,
11585,122,NaN,NaN,100,88,15,66,NaN,68,6,36,NaN,69
11586,,NaN,NaN,,,,,NaN,,,,NaN,
11587,121,NaN,NaN,100,88,15,66,NaN,68,6,36,NaN,68
11588,,NaN,NaN,,,,,NaN,,,,NaN,
11589,121,NaN,NaN,100,88,15,66,NaN,68,6,36,NaN,68
11590,,NaN,NaN,,,,,NaN,,,,NaN,
11591,121,NaN,NaN,100,88,15,67,NaN,68,6,37,NaN,69
11592,,NaN,NaN,,,,,NaN,,,,NaN,
11593,122,NaN,NaN,100,88,15,66,NaN,68,6,37,NaN,69
11594,,NaN,NaN,,,,,NaN,,,,NaN,
11595,121,NaN,NaN,100,88,15,67,NaN,68,6,37,NaN,69
11596,,NaN,NaN,,,,,NaN,,,,NaN,
11597,123,NaN,NaN,100,89,15,67,NaN,68,6,37,NaN,69
11598,,NaN,NaN,,,,,NaN,,,,NaN,
11599,123,NaN,NaN,100,89,15,68,NaN,68,6,36,NaN,69
11600,,NaN,NaN,,,,,NaN,,,,NaN,
11601,124,NaN,NaN,100,90,15,67,NaN,69,6,36,NaN,69
11602,,NaN,NaN,,,,,NaN,,,,NaN,
11603,124,NaN,NaN,100,90,15,68,NaN,69,6,36,NaN,69
11604,,NaN,NaN,,,,,NaN,,,,NaN,
11605,125,NaN,NaN,100,91,15,68,NaN,69,6,36,NaN,70
11606,,NaN,NaN,,,,,NaN,,,,NaN,
11607,125,NaN,NaN,100,91,15,69,NaN,70,6,36,NaN,70
11608,,NaN,NaN,,,,,NaN,,,,NaN,
11609,126,NaN,NaN,100,91,15,68,NaN,70,6,36,NaN,71
11610,,NaN,NaN,,,,,NaN,,,,NaN,
11611,126,NaN,NaN,100,91,15,67,NaN,71,6,36,NaN,71
11612,,NaN,NaN,,,,,NaN,,,,NaN,
11613,125,NaN,NaN,100,90,15,67,NaN,71,6,36,NaN,71
11614,,NaN,NaN,,,,,NaN,,,,NaN,
11615,123,NaN,NaN,100,90,15,67,NaN,70,6,36,NaN,71
11616,,NaN,NaN,,,,,NaN,,,,NaN,
11617,121,NaN,NaN,100,88,15,65,NaN,70,6,36,NaN,70
11618,,NaN,NaN,,,,,NaN,,,,NaN,
11619,122,NaN,NaN,100,88,15,66,NaN,69,6,36,NaN,70
11620,,NaN,NaN,,,,,NaN,,,,NaN,
11621,122,NaN,NaN,100,88,15,66,NaN,69,6,36,NaN,69
11622,,NaN,NaN,,,,,NaN,,,,NaN,
11623,122,NaN,NaN,100,88,15,66,NaN,69,6,36,NaN,69
11624,,NaN,NaN,,,,,NaN,,,,NaN,
11625,123,NaN,NaN,100,89,15,66,NaN,68,6,36,NaN,69
11626,,NaN,NaN,,,,,NaN,,,,NaN,
11627,122,NaN,NaN,100,89,15,66,NaN,69,6,36,NaN,69
11628,,NaN,NaN,,,,,NaN,,,,NaN,
11629,123,NaN,NaN,100,89,15,66,NaN,69,6,36,NaN,69
11630,,NaN,NaN,,,,,NaN,,,,NaN,
11631,122,NaN,NaN,100,88,15,66,NaN,69,6,36,NaN,70
11632,,NaN,NaN,,,,,NaN,,,,NaN,
11633,122,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,70
11634,,NaN,NaN,,,,,NaN,,,,NaN,
11635,122,NaN,NaN,100,88,15,66,NaN,69,6,36,NaN,70
11636,,NaN,NaN,,,,,NaN,,,,NaN,
11637,122,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,70
11638,,NaN,NaN,,,,,NaN,,,,NaN,
11639,121,NaN,NaN,100,88,15,66,NaN,69,6,36,NaN,70
11640,,NaN,NaN,,,,,NaN,,,,NaN,
11641,122,NaN,NaN,100,88,15,66,NaN,69,6,36,NaN,69
11642,,NaN,NaN,,,,,NaN,,,,NaN,
11643,123,NaN,NaN,100,88,15,67,NaN,69,6,36,NaN,69
11644,,NaN,NaN,,,,,NaN,,,,NaN,
11645,124,NaN,NaN,100,89,15,66,NaN,69,6,36,NaN,69
11646,,NaN,NaN,,,,,NaN,,,,NaN,
11647,123,NaN,NaN,100,89,15,67,NaN,69,6,36,NaN,69
11648,,NaN,NaN,,,,,NaN,,,,NaN,
11649,124,NaN,NaN,100,89,15,66,NaN,69,6,36,NaN,70
11650,,NaN,NaN,,,,,NaN,,,,NaN,
11651,124,NaN,NaN,100,89,15,67,NaN,69,6,37,NaN,70
11652,,NaN,NaN,,,,,NaN,,,,NaN,
11653,124,NaN,NaN,100,89,15,66,NaN,69,6,37,NaN,69
11654,,NaN,NaN,,,,,NaN,,,,NaN,
11655,123,NaN,NaN,100,89,15,66,NaN,68,6,37,NaN,69
11656,,NaN,NaN,,,,,NaN,,,,NaN,
11657,123,NaN,NaN,100,89,15,66,NaN,68,6,37,NaN,69
11658,,NaN,NaN,,,,,NaN,,,,NaN,
11659,123,NaN,NaN,100,89,15,67,NaN,68,6,36,NaN,69
11660,,NaN,NaN,,,,,NaN,,,,NaN,
11661,125,NaN,NaN,100,90,15,67,NaN,68,6,36,NaN,69
11662,,NaN,NaN,,,,,NaN,,,,NaN,
11663,126,NaN,NaN,100,91,15,68,NaN,68,6,36,NaN,69
11664,,NaN,NaN,,,,,NaN,,,,NaN,
11665,127,NaN,NaN,100,91,15,69,NaN,69,6,36,NaN,70
11666,,NaN,NaN,,,,,NaN,,,,NaN,
11667,127,NaN,NaN,100,92,15,69,NaN,69,6,36,NaN,70
11668,,NaN,NaN,,,,,NaN,,,,NaN,
11669,127,NaN,NaN,100,92,15,69,NaN,70,6,36,NaN,70
11670,,NaN,NaN,,,,,NaN,,,,NaN,
11671,127,NaN,NaN,100,92,15,69,NaN,70,6,36,NaN,70
11672,,NaN,NaN,,,,,NaN,,,,NaN,
11673,128,NaN,NaN,100,92,15,69,NaN,70,6,36,NaN,70
11674,,NaN,NaN,,,,,NaN,,,,NaN,
11675,127,NaN,NaN,100,92,15,69,NaN,70,6,36,NaN,70
11676,,NaN,NaN,,,,,NaN,,,,NaN,
11677,127,NaN,NaN,100,92,15,69,NaN,69,6,36,NaN,70
11678,,NaN,NaN,,,,,NaN,,,,NaN,
11679,127,NaN,NaN,100,92,15,69,NaN,69,6,36,NaN,70
11680,,NaN,NaN,,,,,NaN,,,,NaN,
11681,127,NaN,NaN,100,92,15,69,NaN,69,6,36,NaN,70
11682,,NaN,NaN,,,,,NaN,,,,NaN,
11683,127,NaN,NaN,100,92,15,69,NaN,69,6,36,NaN,70
11684,,NaN,NaN,,,,,NaN,,,,NaN,
11685,128,NaN,NaN,100,93,15,69,NaN,69,6,36,NaN,70
11686,,NaN,NaN,,,,,NaN,,,,NaN,
11687,127,NaN,NaN,100,93,15,69,NaN,69,6,36,NaN,69
11688,,NaN,NaN,,,,,NaN,,,,NaN,
11689,127,NaN,NaN,100,92,15,68,NaN,69,6,36,NaN,69
11690,,NaN,NaN,,,,,NaN,,,,NaN,
11691,127,NaN,NaN,100,93,15,69,NaN,68,6,36,NaN,69
11692,,NaN,NaN,,,,,NaN,,,,NaN,
11693,128,NaN,NaN,100,93,15,69,NaN,68,6,36,NaN,69
11694,,NaN,NaN,,,,,NaN,,,,NaN,
11695,128,NaN,NaN,100,93,15,69,NaN,68,6,36,NaN,69
11696,,NaN,NaN,,,,,NaN,,,,NaN,
11697,127,NaN,NaN,100,92,15,68,NaN,68,6,36,NaN,69
11698,,NaN,NaN,,,,,NaN,,,,NaN,
11699,126,NaN,NaN,100,92,15,68,NaN,68,6,36,NaN,69
11700,,NaN,NaN,,,,,NaN,,,,NaN,
11701,126,NaN,NaN,100,92,15,68,NaN,68,6,36,NaN,69
11702,,NaN,NaN,,,,,NaN,,,,NaN,
11703,126,NaN,NaN,100,92,15,68,NaN,69,6,36,NaN,69
11704,,NaN,NaN,,,,,NaN,,,,NaN,
11705,126,NaN,NaN,100,92,15,68,NaN,69,6,36,NaN,69
11706,,NaN,NaN,,,,,NaN,,,,NaN,
11707,127,NaN,NaN,100,92,15,69,NaN,69,6,36,NaN,70
11708,,NaN,NaN,,,,,NaN,,,,NaN,
11709,128,NaN,NaN,100,92,15,69,NaN,70,6,36,NaN,70
11710,,NaN,NaN,,,,,NaN,,,,NaN,
11711,128,NaN,NaN,100,93,15,70,NaN,70,6,36,NaN,71
11712,,NaN,NaN,,,,,NaN,,,,NaN,
11713,129,NaN,NaN,100,94,15,70,NaN,70,6,36,NaN,71
11714,,NaN,NaN,,,,,NaN,,,,NaN,
11715,129,NaN,NaN,100,94,15,70,NaN,71,6,36,NaN,71
11716,,NaN,NaN,,,,,NaN,,,,NaN,
11717,129,NaN,NaN,100,94,15,69,NaN,70,6,36,NaN,71
11718,,NaN,NaN,,,,,NaN,,,,NaN,
11719,128,NaN,NaN,100,93,15,69,NaN,70,6,36,NaN,71
11720,,NaN,NaN,,,,,NaN,,,,NaN,
11721,128,NaN,NaN,100,93,15,69,NaN,69,6,36,NaN,70
11722,,NaN,NaN,,,,,NaN,,,,NaN,
11723,129,NaN,NaN,100,94,15,70,NaN,69,6,36,NaN,70
11724,,NaN,NaN,,,,,NaN,,,,NaN,
11725,132,NaN,NaN,100,95,15,72,NaN,70,6,36,NaN,71
11726,,NaN,NaN,,,,,NaN,,,,NaN,
11727,133,NaN,NaN,100,96,15,73,NaN,71,6,36,NaN,71
11728,,NaN,NaN,,,,,NaN,,,,NaN,
11729,134,NaN,NaN,100,97,15,74,NaN,71,8,36,NaN,72
11730,,NaN,NaN,,,,,NaN,,,,NaN,
11731,137,NaN,NaN,100,98,15,75,NaN,71,8,36,NaN,71
11732,,NaN,NaN,,,,,NaN,,,,NaN,
11733,137,NaN,NaN,100,100,15,75,NaN,71,10,36,NaN,71
11734,,NaN,NaN,,,,,NaN,,,,NaN,
11735,136,NaN,NaN,100,100,15,75,NaN,70,10,36,NaN,71
