time,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ART_SBP
413,,,NaN,,,NaN,NaN,NaN,,,,,
414,100,69,NaN,,-3,NaN,NaN,NaN,-4,,-11,69,-2
415,,,NaN,,,NaN,NaN,NaN,,,,,
416,100,68,NaN,,-3,NaN,NaN,NaN,-4,,-11,69,-2
417,,,NaN,,,NaN,NaN,NaN,,,,,
418,100,68,NaN,,-3,NaN,NaN,NaN,-4,,-11,69,-2
419,,,NaN,,,NaN,NaN,NaN,,,,,
420,100,68,NaN,,-3,NaN,NaN,NaN,-4,,-11,68,-2
421,,,NaN,,,NaN,NaN,NaN,,,,,
422,100,67,NaN,,-2,NaN,NaN,NaN,-3,,-11,68,0
423,,,NaN,,,NaN,NaN,NaN,,,,,
424,100,67,NaN,,-2,NaN,NaN,NaN,-5,,-11,67,0
425,,,NaN,,,NaN,NaN,NaN,,,,,
426,100,66,NaN,,-2,NaN,NaN,NaN,-3,,-12,67,0
427,,,NaN,,,NaN,NaN,NaN,,,,,
428,100,66,NaN,,-2,NaN,NaN,NaN,-3,,-12,67,1
429,,,NaN,,,NaN,NaN,NaN,,,,,
430,100,66,NaN,,-2,NaN,NaN,NaN,-4,,-12,67,-1
431,,,NaN,,,NaN,NaN,NaN,,,,,
432,100,66,NaN,,-2,NaN,NaN,NaN,-4,,-12,67,1
433,,,NaN,,,NaN,NaN,NaN,,,,,
434,100,66,NaN,,-2,NaN,NaN,NaN,-4,,-11,67,1
435,,,NaN,,,NaN,NaN,NaN,,,,,
436,100,66,NaN,,-3,NaN,NaN,NaN,-4,,-11,67,-2
437,,,NaN,,,NaN,NaN,NaN,,,,,
438,100,66,NaN,,-3,NaN,NaN,NaN,-4,,-11,67,-1
439,,,NaN,,,NaN,NaN,NaN,,,,,
440,100,66,NaN,,-3,NaN,NaN,NaN,-4,,-11,66,-2
441,,,NaN,,,NaN,NaN,NaN,,,,,
442,100,65,NaN,,-3,NaN,NaN,NaN,-4,,-11,66,-2
443,,,NaN,,,NaN,NaN,NaN,,,,,
444,100,65,NaN,,-3,NaN,NaN,NaN,-5,,-11,66,-1
445,,,NaN,,,NaN,NaN,NaN,,,,,
446,100,66,NaN,,-3,NaN,NaN,NaN,-4,,-11,66,-2
447,,,NaN,,,NaN,NaN,NaN,,,,,
448,100,65,NaN,,-3,NaN,NaN,NaN,-4,,-11,66,-2
449,,,NaN,,,NaN,NaN,NaN,,,,,
450,100,65,NaN,,-3,NaN,NaN,NaN,-4,,-11,66,-1
451,,,NaN,,,NaN,NaN,NaN,,,,,
452,100,65,NaN,,-3,NaN,NaN,NaN,,,-11,66,
453,,,NaN,,,NaN,NaN,NaN,,,,,
454,100,64,NaN,,-2,NaN,NaN,NaN,,,-11,65,
455,,,NaN,,,NaN,NaN,NaN,,,,,
456,100,63,NaN,,-2,NaN,NaN,NaN,,,-11,64,
457,,,NaN,,,NaN,NaN,NaN,,,,,
458,100,63,NaN,,-3,NaN,NaN,NaN,,,-11,63,
459,,,NaN,,,NaN,NaN,NaN,,,,,
460,100,61,NaN,,-3,NaN,NaN,NaN,,,-11,62,
461,,,NaN,,,NaN,NaN,NaN,,,,,
462,100,60,NaN,,-3,NaN,NaN,NaN,,,-11,61,
463,,,NaN,,,NaN,NaN,NaN,,,,,
464,100,59,NaN,,-3,NaN,NaN,NaN,-4,,-11,60,-2
465,,,NaN,,,NaN,NaN,NaN,,,,,
466,100,59,NaN,,-3,NaN,NaN,NaN,-4,,-11,60,-2
467,,,NaN,,,NaN,NaN,NaN,,,,,
468,100,59,NaN,,-3,NaN,NaN,NaN,-3,,-11,60,-3
469,,,NaN,,,NaN,NaN,NaN,,,,,
470,100,59,NaN,,-3,NaN,NaN,NaN,-4,,-11,60,-2
471,,,NaN,,,NaN,NaN,NaN,,,,,
472,100,59,NaN,,-3,NaN,NaN,NaN,-4,,-11,59,-2
473,,,NaN,,,NaN,NaN,NaN,,,,,
474,100,58,NaN,,-3,NaN,NaN,NaN,-4,,-11,59,-2
475,,,NaN,,,NaN,NaN,NaN,,,,,
476,100,58,NaN,,-3,NaN,NaN,NaN,-4,,-11,59,-2
477,,,NaN,,,NaN,NaN,NaN,,,,,
478,100,58,NaN,,-3,NaN,NaN,NaN,-3,,-11,58,1
479,,,NaN,,,NaN,NaN,NaN,,,,,
480,100,58,NaN,,-3,NaN,NaN,NaN,-4,,-11,59,1
481,,,NaN,,,NaN,NaN,NaN,,,,,
482,100,59,NaN,,-3,NaN,NaN,NaN,-4,,-11,59,1
483,,,NaN,,,NaN,NaN,NaN,,,,,
484,100,59,NaN,,-2,NaN,NaN,NaN,-2,,-11,59,-2
485,,,NaN,,,NaN,NaN,NaN,,,,,
486,100,60,NaN,,-2,NaN,NaN,NaN,-2,,-11,60,-2
487,,,NaN,,,NaN,NaN,NaN,,,,,
488,100,60,NaN,,-3,NaN,NaN,NaN,-3,,-11,60,-3
489,,,NaN,,,NaN,NaN,NaN,,,,,
490,100,60,NaN,,-3,NaN,NaN,NaN,-3,,-11,60,-3
491,,,NaN,,,NaN,NaN,NaN,,,,,
492,100,61,NaN,,-3,NaN,NaN,NaN,-3,,-11,61,-3
493,,,NaN,,,NaN,NaN,NaN,,,,,
494,100,61,NaN,,-3,NaN,NaN,NaN,-3,,-11,62,-3
495,,,NaN,,,NaN,NaN,NaN,,,,,
496,100,62,NaN,,-3,NaN,NaN,NaN,-3,,-11,62,-3
497,,,NaN,,,NaN,NaN,NaN,,,,,
498,100,62,NaN,,-3,NaN,NaN,NaN,-6,,-10,62,0
499,,,NaN,,,NaN,NaN,NaN,,,,,
500,100,61,NaN,,-3,NaN,NaN,NaN,-5,,-10,62,-1
501,,,NaN,,,NaN,NaN,NaN,,,,,
502,100,60,NaN,,-3,NaN,NaN,NaN,-5,,-10,61,-1
503,,,NaN,,,NaN,NaN,NaN,,,,,
504,100,60,NaN,,-3,NaN,NaN,NaN,-5,,-10,61,-1
505,,,NaN,,,NaN,NaN,NaN,,,,,
506,100,60,NaN,,-2,NaN,NaN,NaN,-2,,-10,60,-2
507,,,NaN,,,NaN,NaN,NaN,,,,,
508,100,60,NaN,,-2,NaN,NaN,NaN,-5,,-11,60,0
509,,,NaN,,,NaN,NaN,NaN,,,,,
510,100,59,NaN,,-2,NaN,NaN,NaN,-7,,-11,60,2
511,,,NaN,,,NaN,NaN,NaN,,,,,
512,100,59,NaN,,-3,NaN,NaN,NaN,-5,,-11,59,1
513,,,NaN,,,NaN,NaN,NaN,,,,,
514,100,59,NaN,,-3,NaN,NaN,NaN,-5,,-11,59,1
515,,,NaN,,,NaN,NaN,NaN,,,,,
516,100,58,NaN,,-3,NaN,NaN,NaN,-5,,-11,59,-1
517,,,NaN,,,NaN,NaN,NaN,,,,,
518,100,59,NaN,,-3,NaN,NaN,NaN,-5,,-11,59,-1
519,,,NaN,,,NaN,NaN,NaN,,,,,
520,100,59,NaN,,-3,NaN,NaN,NaN,-5,,-11,59,-1
521,,,NaN,,,NaN,NaN,NaN,,,,,
522,100,59,NaN,,-3,NaN,NaN,NaN,-5,,-11,60,0
523,,,NaN,,,NaN,NaN,NaN,,,,,
524,100,59,NaN,,-3,NaN,NaN,NaN,-6,,-11,60,0
525,,,NaN,,,NaN,NaN,NaN,,,,,
526,100,59,NaN,,-3,NaN,NaN,NaN,-5,,-11,60,-1
527,,,NaN,,,NaN,NaN,NaN,,,,,
528,100,59,NaN,,-3,NaN,NaN,NaN,-5,,-11,60,-1
529,,,NaN,,,NaN,NaN,NaN,,,,,
530,100,59,NaN,,-2,NaN,NaN,NaN,-4,,-11,60,1
531,,,NaN,,,NaN,NaN,NaN,,,,,
532,100,59,NaN,,-2,NaN,NaN,NaN,-5,,-10,60,0
533,,,NaN,,,NaN,NaN,NaN,,,,,
534,100,58,NaN,,-2,NaN,NaN,NaN,-5,,-10,59,1
535,,,NaN,,,NaN,NaN,NaN,,,,,
536,100,58,NaN,,-2,NaN,NaN,NaN,-4,,-10,59,1
537,,,NaN,,,NaN,NaN,NaN,,,,,
538,100,58,NaN,,-2,NaN,NaN,NaN,-4,,-10,59,0
539,,,NaN,,,NaN,NaN,NaN,,,,,
540,100,58,NaN,,-3,NaN,NaN,NaN,-4,,-10,59,-2
541,,,NaN,,,NaN,NaN,NaN,,,,,
542,100,58,NaN,,-3,NaN,NaN,NaN,-4,,-10,59,-2
543,,,NaN,,,NaN,NaN,NaN,,,,,
544,100,58,NaN,,-3,NaN,NaN,NaN,-5,,-10,59,-1
545,,,NaN,,,NaN,NaN,NaN,,,,,
546,100,59,NaN,,-3,NaN,NaN,NaN,,,-10,59,
547,,,NaN,,,NaN,NaN,NaN,,,,,
548,100,59,NaN,,-3,NaN,NaN,NaN,,,-10,59,
549,,,NaN,,,NaN,NaN,NaN,,,,,
550,100,59,NaN,,-3,NaN,NaN,NaN,,,-11,59,
551,,,NaN,,,NaN,NaN,NaN,,,,,
552,100,59,NaN,,-3,NaN,NaN,NaN,,,-11,60,
553,,,NaN,,,NaN,NaN,NaN,,,,,
554,100,59,NaN,,-3,NaN,NaN,NaN,,,-11,60,
555,,,NaN,,,NaN,NaN,NaN,,,,,
556,100,59,NaN,,-2,NaN,NaN,NaN,,,-11,59,
557,,,NaN,,,NaN,NaN,NaN,,,,,
558,100,59,NaN,,-2,NaN,NaN,NaN,-2,,-11,59,-2
559,,,NaN,,,NaN,NaN,NaN,,,,,
560,100,59,NaN,,-3,NaN,NaN,NaN,-3,,-11,60,-3
561,,,NaN,,,NaN,NaN,NaN,,,,,
562,100,59,NaN,,-3,NaN,NaN,NaN,-3,,-11,60,-3
563,,,NaN,,,NaN,NaN,NaN,,,,,
564,100,59,NaN,,-2,NaN,NaN,NaN,-2,,-11,60,-2
565,,,NaN,,,NaN,NaN,NaN,,,,,
566,100,59,NaN,,-2,NaN,NaN,NaN,-2,,-11,60,-2
567,,,NaN,,,NaN,NaN,NaN,,,,,
568,100,59,NaN,,-3,NaN,NaN,NaN,-3,,-11,60,-3
569,,,NaN,,,NaN,NaN,NaN,,,,,
570,100,59,NaN,,-3,NaN,NaN,NaN,-3,,-11,59,-3
571,,,NaN,,,NaN,NaN,NaN,,,,,
572,100,59,NaN,,-3,NaN,NaN,NaN,-3,,-10,59,-3
573,,,NaN,,,NaN,NaN,NaN,,,,,
574,100,59,NaN,,-3,NaN,NaN,NaN,-14,,-10,59,5
575,,,NaN,,,NaN,NaN,NaN,,,,,
576,100,58,NaN,,-3,NaN,NaN,NaN,-9,,-10,59,5
577,,,NaN,,,NaN,NaN,NaN,,,,,
578,100,59,NaN,,-3,NaN,NaN,NaN,-9,,-10,59,5
579,,,NaN,,,NaN,NaN,NaN,,,,,
580,100,59,NaN,,-3,NaN,NaN,NaN,-3,,-10,59,-3
581,,,NaN,,,NaN,NaN,NaN,,,,,
582,100,58,NaN,,-3,NaN,NaN,NaN,-3,,-10,59,-3
583,,,NaN,,,NaN,NaN,NaN,,,,,
584,100,58,NaN,,-3,NaN,NaN,NaN,-3,,-10,59,-3
585,,,NaN,,,NaN,NaN,NaN,,,,,
586,100,58,NaN,,-3,NaN,NaN,NaN,-3,,-10,59,-3
587,,,NaN,,,NaN,NaN,NaN,,,,,
588,100,57,NaN,,-3,NaN,NaN,NaN,-3,,-10,58,-3
589,,,NaN,,,NaN,NaN,NaN,,,,,
590,100,58,NaN,,-3,NaN,NaN,NaN,-3,,-10,58,-3
591,,,NaN,,,NaN,NaN,NaN,,,,,
592,100,57,NaN,,-4,NaN,NaN,NaN,-4,,-10,58,-4
593,,,NaN,,,NaN,NaN,NaN,,,,,
594,100,57,NaN,,-4,NaN,NaN,NaN,-4,,-10,58,-4
595,,,NaN,,,NaN,NaN,NaN,,,,,
596,100,57,NaN,,-3,NaN,NaN,NaN,-4,,-10,58,-3
597,,,NaN,,,NaN,NaN,NaN,,,,,
598,100,57,NaN,,-3,NaN,NaN,NaN,-4,,-10,58,-3
599,,,NaN,,,NaN,NaN,NaN,,,,,
600,100,57,NaN,,-2,NaN,NaN,NaN,-2,,-10,58,-2
601,,,NaN,,,NaN,NaN,NaN,,,,,
602,100,57,NaN,,-2,NaN,NaN,NaN,-4,,-10,58,-2
603,,,NaN,,,NaN,NaN,NaN,,,,,
604,100,57,NaN,,-2,NaN,NaN,NaN,-4,,-10,58,-2
605,,,NaN,,,NaN,NaN,NaN,,,,,
606,100,58,NaN,,-3,NaN,NaN,NaN,-3,,-10,58,-3
607,,,NaN,,,NaN,NaN,NaN,,,,,
608,100,58,NaN,,-3,NaN,NaN,NaN,-3,,-10,58,-3
609,,,NaN,,,NaN,NaN,NaN,,,,,
610,100,58,NaN,,-2,NaN,NaN,NaN,-2,,-9,59,-2
611,,,NaN,,,NaN,NaN,NaN,,,,,
612,100,58,NaN,,-2,NaN,NaN,NaN,-2,,-9,59,-2
613,,,NaN,,,NaN,NaN,NaN,,,,,
614,100,58,NaN,,-3,NaN,NaN,NaN,-3,,-10,59,-3
615,,,NaN,,,NaN,NaN,NaN,,,,,
616,100,57,NaN,,-3,NaN,NaN,NaN,-8,,-10,58,4
617,,,NaN,,,NaN,NaN,NaN,,,,,
618,100,57,NaN,,-3,NaN,NaN,NaN,-7,,-10,58,1
619,,,NaN,,,NaN,NaN,NaN,,,,,
620,100,57,NaN,,-3,NaN,NaN,NaN,-6,,-10,58,0
621,,,NaN,,,NaN,NaN,NaN,,,,,
622,100,57,NaN,,-3,NaN,NaN,NaN,-6,,-11,58,0
623,,,NaN,,,NaN,NaN,NaN,,,,,
624,100,58,NaN,,-3,NaN,NaN,NaN,-5,,-11,58,-1
625,,,NaN,,,NaN,NaN,NaN,,,,,
626,100,57,NaN,,1,NaN,NaN,NaN,-16,,-11,58,24
627,,,NaN,,,NaN,NaN,NaN,,,,,
628,100,57,NaN,,2,NaN,NaN,NaN,-11,,-11,58,22
629,,,NaN,,,NaN,NaN,NaN,,,,,
630,100,57,NaN,,4,NaN,NaN,NaN,-33,,-11,58,28
631,,,NaN,,,NaN,NaN,NaN,,,,,
632,100,57,NaN,,3,NaN,NaN,NaN,-18,,-10,57,33
633,,,NaN,,,NaN,NaN,NaN,,,,,
634,100,57,NaN,,6,NaN,NaN,NaN,-25,,-10,57,28
635,,,NaN,,,NaN,NaN,NaN,,,,,
636,100,57,NaN,,6,NaN,NaN,NaN,-29,,-10,57,40
637,,,NaN,,,NaN,NaN,NaN,,,,,
638,100,57,NaN,,7,NaN,NaN,NaN,-31,,-10,57,65
639,,,NaN,,,NaN,NaN,NaN,,,,,
640,100,57,NaN,,0,NaN,NaN,NaN,-96,,-10,58,85
641,,,NaN,,,NaN,NaN,NaN,,,,,
642,100,57,NaN,,25,NaN,NaN,NaN,-65,,-10,58,165
643,,,NaN,,,NaN,NaN,NaN,,,,,
644,100,57,NaN,,24,NaN,NaN,NaN,-14,,-10,58,82
645,,,NaN,,,NaN,NaN,NaN,,,,,
646,100,58,NaN,,29,NaN,NaN,NaN,6,,-10,58,65
647,,,NaN,,,NaN,NaN,NaN,,,,,
648,100,58,NaN,,1,NaN,NaN,NaN,,,-10,58,
649,,,NaN,,,NaN,NaN,NaN,,,,,
650,100,58,NaN,,-6,NaN,NaN,NaN,,,-10,58,
651,,,NaN,,,NaN,NaN,NaN,,,,,
652,100,58,NaN,,-5,NaN,NaN,NaN,,,-11,58,
653,,,NaN,,,NaN,NaN,NaN,,,,,
654,100,57,NaN,,2,NaN,NaN,NaN,-47,,-11,58,61
655,,,NaN,,,NaN,NaN,NaN,,,,,
656,100,57,NaN,,1,NaN,NaN,NaN,,,-11,57,
657,,,NaN,,,NaN,NaN,NaN,,,,,
658,100,56,NaN,,13,NaN,NaN,NaN,,,-11,57,
659,,,NaN,,,NaN,NaN,NaN,,,,,
660,100,56,NaN,,39,NaN,NaN,NaN,,,-11,57,
661,,,NaN,,,NaN,NaN,NaN,,,,,
662,100,56,NaN,,55,NaN,NaN,NaN,,,-11,57,
663,,,NaN,,,NaN,NaN,NaN,,,,,
664,100,56,NaN,,62,NaN,NaN,NaN,,,-11,57,
665,,,NaN,,,NaN,NaN,NaN,,,,,
666,100,57,NaN,,64,NaN,NaN,NaN,,,-10,58,
667,,,NaN,,,NaN,NaN,NaN,,,,,
668,100,58,NaN,,67,NaN,NaN,NaN,,,-10,59,
669,,,NaN,,,NaN,NaN,NaN,,,,,
670,100,59,NaN,,68,NaN,NaN,NaN,52,,-10,59,108
671,,,NaN,,,NaN,NaN,NaN,,,,,
672,100,59,NaN,,70,NaN,NaN,NaN,54,,-10,59,102
673,,,NaN,,,NaN,NaN,NaN,,,,,
674,100,59,NaN,,69,NaN,NaN,NaN,53,,-10,60,100
675,,,NaN,,,NaN,NaN,NaN,,,,,
676,100,59,NaN,,70,NaN,NaN,NaN,52,,-10,60,109
677,,,NaN,,,NaN,NaN,NaN,,,,,
678,100,59,NaN,,71,NaN,NaN,NaN,42,,-10,60,111
679,,,NaN,,,NaN,NaN,NaN,,,,,
680,100,59,NaN,,73,NaN,NaN,NaN,52,,-10,60,110
681,,,NaN,,,NaN,NaN,NaN,,,,,
682,100,59,NaN,,72,NaN,NaN,NaN,52,,-11,60,110
683,,,NaN,,,NaN,NaN,NaN,,,,,
684,100,58,NaN,,71,NaN,NaN,NaN,51,,-11,59,109
685,,,NaN,,,NaN,NaN,NaN,,,,,
686,100,57,NaN,,69,NaN,NaN,NaN,51,,-11,59,109
687,,,NaN,,,NaN,NaN,NaN,,,,,
688,100,57,NaN,,69,NaN,NaN,NaN,51,,-11,58,108
689,,,NaN,,,NaN,NaN,NaN,,,,,
690,100,57,NaN,,68,NaN,NaN,NaN,50,,-11,57,107
691,,,NaN,,,NaN,NaN,NaN,,,,,
692,100,58,NaN,,68,NaN,NaN,NaN,50,,-11,58,108
693,,,NaN,,,NaN,NaN,NaN,,,,,
694,100,58,NaN,,68,NaN,NaN,NaN,50,,-11,58,108
695,,,NaN,,,NaN,NaN,NaN,,,,,
696,100,58,NaN,,68,NaN,NaN,NaN,49,,-11,58,107
697,,,NaN,,,NaN,NaN,NaN,,,,,
698,100,58,NaN,,68,NaN,NaN,NaN,47,,-11,58,110
699,,,NaN,,,NaN,NaN,NaN,,,,,
700,100,58,NaN,,69,NaN,NaN,NaN,47,,-11,58,96
701,,,NaN,,,NaN,NaN,NaN,,,,,
702,100,58,NaN,,69,NaN,NaN,NaN,51,,-11,58,106
703,,,NaN,,,NaN,NaN,NaN,,,,,
704,100,58,NaN,,69,NaN,NaN,NaN,51,,-10,58,107
705,,,NaN,,,NaN,NaN,NaN,,,,,
706,100,58,NaN,,68,NaN,NaN,NaN,50,,-10,58,107
707,,,NaN,,,NaN,NaN,NaN,,,,,
708,100,58,NaN,,69,NaN,NaN,NaN,52,,-10,58,108
709,,,NaN,,,NaN,NaN,NaN,,,,,
710,100,58,NaN,,69,NaN,NaN,NaN,52,,-10,58,109
711,,,NaN,,,NaN,NaN,NaN,,,,,
712,100,58,NaN,,68,NaN,NaN,NaN,51,,-11,58,107
713,,,NaN,,,NaN,NaN,NaN,,,,,
714,100,58,NaN,,68,NaN,NaN,NaN,49,,-11,58,106
715,,,NaN,,,NaN,NaN,NaN,,,,,
716,100,57,NaN,,68,NaN,NaN,NaN,50,,-8,58,105
717,,,NaN,,,NaN,NaN,NaN,,,,,
718,100,57,NaN,,68,NaN,NaN,NaN,50,,-8,58,106
719,,,NaN,,,NaN,NaN,NaN,,,,,
720,100,56,NaN,,68,NaN,NaN,NaN,50,,18,57,106
721,,,NaN,,,NaN,NaN,NaN,,,,,
722,100,56,NaN,,67,NaN,NaN,NaN,51,,18,57,105
723,,,NaN,,,NaN,NaN,NaN,,,,,
724,100,56,NaN,,67,NaN,NaN,NaN,50,,34,57,104
725,,,NaN,,,NaN,NaN,NaN,,,,,
726,100,56,NaN,,67,NaN,NaN,NaN,51,,34,56,103
727,,,NaN,,,NaN,NaN,NaN,,,,,
728,100,56,NaN,,67,NaN,NaN,NaN,50,,34,57,104
729,,,NaN,,,NaN,NaN,NaN,,,,,
730,100,56,NaN,,67,NaN,NaN,NaN,50,,20,57,103
731,,,NaN,,,NaN,NaN,NaN,,,,,
732,100,57,NaN,,67,NaN,NaN,NaN,50,,20,57,104
733,,,NaN,,,NaN,NaN,NaN,,,,,
734,100,57,NaN,,66,NaN,NaN,NaN,50,,17,57,103
735,,,NaN,,,NaN,NaN,NaN,,,,,
736,100,57,NaN,,66,NaN,NaN,NaN,49,,17,57,103
737,,,NaN,,,NaN,NaN,NaN,,,,,
738,100,57,NaN,,67,NaN,NaN,NaN,49,,11,57,104
739,,,NaN,,,NaN,NaN,NaN,,,,,
740,100,56,NaN,,67,NaN,NaN,NaN,50,,11,57,105
741,,,NaN,,,NaN,NaN,NaN,,,,,
742,100,56,NaN,,67,NaN,NaN,NaN,47,,10,57,107
743,,,NaN,,,NaN,NaN,NaN,,,,,
744,100,56,NaN,,67,NaN,NaN,NaN,49,,10,57,106
745,,,NaN,,,NaN,NaN,NaN,,,,,
746,100,56,NaN,,68,NaN,NaN,NaN,50,,15,57,106
747,,,NaN,,,NaN,NaN,NaN,,,,,
748,100,56,NaN,,68,NaN,NaN,NaN,50,,15,57,105
749,,,NaN,,,NaN,NaN,NaN,,,,,
750,100,56,NaN,,68,NaN,NaN,NaN,51,,17,56,106
751,,,NaN,,,NaN,NaN,NaN,,,,,
752,100,56,NaN,,68,NaN,NaN,NaN,51,,17,56,106
753,,,NaN,,,NaN,NaN,NaN,,,,,
754,100,56,NaN,,68,NaN,NaN,NaN,52,,17,56,106
755,,,NaN,,,NaN,NaN,NaN,,,,,
756,100,56,NaN,,69,NaN,NaN,NaN,52,,17,56,107
757,,,NaN,,,NaN,NaN,NaN,,,,,
758,100,56,NaN,,70,NaN,NaN,NaN,53,,17,56,107
759,,,NaN,,,NaN,NaN,NaN,,,,,
760,100,56,NaN,,71,NaN,NaN,NaN,54,,2,57,109
761,,,NaN,,,NaN,NaN,NaN,,,,,
762,100,56,NaN,,71,NaN,NaN,NaN,54,,2,57,109
763,,,NaN,,,NaN,NaN,NaN,,,,,
764,100,56,NaN,,72,NaN,NaN,NaN,55,,0,57,110
765,,,NaN,,,NaN,NaN,NaN,,,,,
766,100,56,NaN,,72,NaN,NaN,NaN,55,,0,57,110
767,,,NaN,,,NaN,NaN,NaN,,,,,
768,100,55,NaN,,72,NaN,NaN,NaN,54,,0,56,110
769,,,NaN,,,NaN,NaN,NaN,,,,,
770,100,55,NaN,,72,NaN,NaN,NaN,54,,0,56,110
771,,,NaN,,,NaN,NaN,NaN,,,,,
772,100,55,NaN,,72,NaN,NaN,NaN,54,,64,56,109
773,,,NaN,,,NaN,NaN,NaN,,,,,
774,100,55,NaN,,72,NaN,NaN,NaN,54,,64,56,110
775,,,NaN,,,NaN,NaN,NaN,,,,,
776,100,55,NaN,,72,NaN,NaN,NaN,54,,163,56,110
777,,,NaN,,,NaN,NaN,NaN,,,,,
778,100,55,NaN,,72,NaN,NaN,NaN,55,,163,56,110
779,,,NaN,,,NaN,NaN,NaN,,,,,
780,100,55,NaN,,75,NaN,NaN,NaN,50,,166,56,134
781,,,NaN,,,NaN,NaN,NaN,,,,,
782,100,55,NaN,,74,NaN,NaN,NaN,51,,166,56,120
783,,,NaN,,,NaN,NaN,NaN,,,,,
784,100,55,NaN,,73,NaN,NaN,NaN,51,,171,56,111
785,,,NaN,,,NaN,NaN,NaN,,,,,
786,100,55,NaN,,73,NaN,NaN,NaN,53,,171,56,111
787,,,NaN,,,NaN,NaN,NaN,,,,,
788,100,55,NaN,,72,NaN,NaN,NaN,54,,175,56,109
789,,,NaN,,,NaN,NaN,NaN,,,,,
790,100,55,NaN,,72,NaN,NaN,NaN,54,,175,56,109
791,,,NaN,,,NaN,NaN,NaN,,,,,
792,100,55,NaN,,72,NaN,NaN,NaN,54,,175,56,109
793,,,NaN,,,NaN,NaN,NaN,,,,,
794,100,55,NaN,,80,NaN,NaN,NaN,80,,180,56,80
795,,,NaN,,,NaN,NaN,NaN,,,,,
796,100,55,NaN,,80,NaN,NaN,NaN,,,180,55,
797,,,NaN,,,NaN,NaN,NaN,,,,,
798,100,54,NaN,,104,NaN,NaN,NaN,,,184,55,
799,,,NaN,,,NaN,NaN,NaN,,,,,
800,100,54,NaN,,104,NaN,NaN,NaN,,,184,55,
801,,,NaN,,,NaN,NaN,NaN,,,,,
802,100,54,NaN,,122,NaN,NaN,NaN,,,188,55,
803,,,NaN,,,NaN,NaN,NaN,,,,,
804,100,55,NaN,,122,NaN,NaN,NaN,,,188,55,
805,,,NaN,,,NaN,NaN,NaN,,,,,
806,100,55,NaN,,137,NaN,NaN,NaN,,,192,55,
807,,,NaN,,,NaN,NaN,NaN,,,,,
808,100,55,NaN,,137,NaN,NaN,NaN,,,192,55,
809,,,NaN,,,NaN,NaN,NaN,,,,,
810,100,55,NaN,,114,NaN,NaN,NaN,,,196,55,
811,,,NaN,,,NaN,NaN,NaN,,,,,
812,100,55,NaN,,91,NaN,NaN,NaN,,,196,56,
813,,,NaN,,,NaN,NaN,NaN,,,,,
814,100,55,NaN,,83,NaN,NaN,NaN,,,207,56,
815,,,NaN,,,NaN,NaN,NaN,,,,,
816,100,55,NaN,,108,NaN,NaN,NaN,,,207,56,
817,,,NaN,,,NaN,NaN,NaN,,,,,
818,100,55,NaN,,126,NaN,NaN,NaN,,,209,56,
819,,,NaN,,,NaN,NaN,NaN,,,,,
820,100,55,NaN,,116,NaN,NaN,NaN,,,209,56,
821,,,NaN,,,NaN,NaN,NaN,,,,,
822,100,55,NaN,,116,NaN,NaN,NaN,,,209,56,
823,,,NaN,,,NaN,NaN,NaN,,,,,
824,100,55,NaN,,62,NaN,NaN,NaN,,,212,56,
825,,,NaN,,,NaN,NaN,NaN,,,,,
826,100,55,NaN,,64,NaN,NaN,NaN,,,212,56,
827,,,NaN,,,NaN,NaN,NaN,,,,,
828,100,55,NaN,,65,NaN,NaN,NaN,,,215,56,
829,,,NaN,,,NaN,NaN,NaN,,,,,
830,100,55,NaN,,66,NaN,NaN,NaN,,,215,56,
831,,,NaN,,,NaN,NaN,NaN,,,,,
832,100,55,NaN,,66,NaN,NaN,NaN,,,218,56,
833,,,NaN,,,NaN,NaN,NaN,,,,,
834,100,55,NaN,,65,NaN,NaN,NaN,,,218,56,
835,,,NaN,,,NaN,NaN,NaN,,,,,
836,100,55,NaN,,65,NaN,NaN,NaN,,,221,56,
837,,,NaN,,,NaN,NaN,NaN,,,,,
838,100,55,NaN,,65,NaN,NaN,NaN,,,221,56,
839,,,NaN,,,NaN,NaN,NaN,,,,,
840,100,55,NaN,,65,NaN,NaN,NaN,48,,223,56,106
841,,,NaN,,,NaN,NaN,NaN,,,,,
842,100,55,NaN,,66,NaN,NaN,NaN,49,,223,56,106
843,,,NaN,,,NaN,NaN,NaN,,,,,
844,100,55,NaN,,65,NaN,NaN,NaN,48,,226,56,104
845,,,NaN,,,NaN,NaN,NaN,,,,,
846,100,56,NaN,,65,NaN,NaN,NaN,49,,226,56,105
847,,,NaN,,,NaN,NaN,NaN,,,,,
848,100,56,NaN,,65,NaN,NaN,NaN,48,,229,56,105
849,,,NaN,,,NaN,NaN,NaN,,,,,
850,100,56,NaN,,65,NaN,NaN,NaN,48,,229,56,105
851,,,NaN,,,NaN,NaN,NaN,,,,,
852,100,56,NaN,,65,NaN,NaN,NaN,48,,231,56,105
853,,,NaN,,,NaN,NaN,NaN,,,,,
854,100,56,NaN,,65,NaN,NaN,NaN,49,,231,56,105
