time,SNUADC/ECG_II,SNUADC/CVP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/HR,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2
3858,NaN,NaN,NaN,,,,,,,,,NaN,
3859,NaN,NaN,NaN,16,34,11,55,60,59,95,43,NaN,100
3860,NaN,NaN,NaN,,,,,,,,,NaN,
3861,NaN,NaN,NaN,16,34,11,57,61,58,95,46,NaN,100
3862,NaN,NaN,NaN,,,,,,,,,NaN,
3863,NaN,NaN,NaN,16,34,11,60,62,61,98,47,NaN,100
3864,NaN,NaN,NaN,,,,,,,,,NaN,
3865,NaN,NaN,NaN,16,34,10,64,65,64,102,49,NaN,100
3866,NaN,NaN,NaN,,,,,,,,,NaN,
3867,NaN,NaN,NaN,16,33,10,70,65,67,102,49,NaN,100
3868,NaN,NaN,NaN,,,,,,,,,NaN,
3869,NaN,NaN,NaN,16,33,10,73,65,72,104,48,NaN,100
3870,NaN,NaN,NaN,,,,,,,,,NaN,
3871,NaN,NaN,NaN,16,33,10,72,64,71,102,46,NaN,100
3872,NaN,NaN,NaN,,,,,,,,,NaN,
3873,NaN,NaN,NaN,16,33,10,69,63,70,100,46,NaN,100
3874,NaN,NaN,NaN,,,,,,,,,NaN,
3875,NaN,NaN,NaN,16,35,10,67,63,69,98,46,NaN,100
3876,NaN,NaN,NaN,,,,,,,,,NaN,
3877,NaN,NaN,NaN,16,35,10,66,63,68,100,47,NaN,100
3878,NaN,NaN,NaN,,,,,,,,,NaN,
3879,NaN,NaN,NaN,16,35,10,69,62,69,99,45,NaN,100
3880,NaN,NaN,NaN,,,,,,,,,NaN,
3881,NaN,NaN,NaN,16,34,10,69,61,69,98,44,NaN,100
3882,NaN,NaN,NaN,,,,,,,,,NaN,
3883,NaN,NaN,NaN,16,34,10,68,61,69,96,44,NaN,100
3884,NaN,NaN,NaN,,,,,,,,,NaN,
3885,NaN,NaN,NaN,16,34,10,67,60,68,96,44,NaN,100
3886,NaN,NaN,NaN,,,,,,,,,NaN,
3887,NaN,NaN,NaN,16,35,10,65,60,67,94,44,NaN,100
3888,NaN,NaN,NaN,,,,,,,,,NaN,
3889,NaN,NaN,NaN,16,35,10,66,60,66,94,44,NaN,100
3890,NaN,NaN,NaN,,,,,,,,,NaN,
3891,NaN,NaN,NaN,16,35,11,67,60,67,94,45,NaN,100
3892,NaN,NaN,NaN,,,,,,,,,NaN,
3893,NaN,NaN,NaN,16,35,11,67,60,67,94,44,NaN,100
3894,NaN,NaN,NaN,,,,,,,,,NaN,
3895,NaN,NaN,NaN,16,35,11,67,60,68,94,44,NaN,100
3896,NaN,NaN,NaN,,,,,,,,,NaN,
3897,NaN,NaN,NaN,16,35,11,67,60,67,93,44,NaN,100
3898,NaN,NaN,NaN,,,,,,,,,NaN,
3899,NaN,NaN,NaN,16,35,10,66,60,67,95,45,NaN,100
3900,NaN,NaN,NaN,,,,,,,,,NaN,
3901,NaN,NaN,NaN,16,35,10,67,60,67,94,45,NaN,100
3902,NaN,NaN,NaN,,,,,,,,,NaN,
3903,NaN,NaN,NaN,16,35,10,67,61,68,95,45,NaN,100
3904,NaN,NaN,NaN,,,,,,,,,NaN,
3905,NaN,NaN,NaN,16,35,10,68,61,68,95,45,NaN,100
3906,NaN,NaN,NaN,,,,,,,,,NaN,
3907,NaN,NaN,NaN,16,35,10,69,62,70,97,47,NaN,100
3908,NaN,NaN,NaN,,,,,,,,,NaN,
3909,NaN,NaN,NaN,16,35,10,71,63,71,97,47,NaN,100
3910,NaN,NaN,NaN,,,,,,,,,NaN,
3911,NaN,NaN,NaN,16,35,10,72,63,72,99,47,NaN,100
3912,NaN,NaN,NaN,,,,,,,,,NaN,
3913,NaN,NaN,NaN,16,35,10,72,64,73,99,47,NaN,100
3914,NaN,NaN,NaN,,,,,,,,,NaN,
3915,NaN,NaN,NaN,16,35,10,72,64,73,99,47,NaN,100
3916,NaN,NaN,NaN,,,,,,,,,NaN,
3917,NaN,NaN,NaN,16,34,10,72,64,73,99,48,NaN,100
3918,NaN,NaN,NaN,,,,,,,,,NaN,
3919,NaN,NaN,NaN,16,34,10,72,64,73,100,48,NaN,100
3920,NaN,NaN,NaN,,,,,,,,,NaN,
3921,NaN,NaN,NaN,16,34,10,72,65,73,100,49,NaN,100
3922,NaN,NaN,NaN,,,,,,,,,NaN,
3923,NaN,NaN,NaN,16,35,10,73,65,73,100,48,NaN,100
3924,NaN,NaN,NaN,,,,,,,,,NaN,
3925,NaN,NaN,NaN,16,35,10,73,65,73,101,49,NaN,100
3926,NaN,NaN,NaN,,,,,,,,,NaN,
3927,NaN,NaN,NaN,16,35,10,73,65,73,100,48,NaN,100
3928,NaN,NaN,NaN,,,,,,,,,NaN,
3929,NaN,NaN,NaN,16,35,10,72,66,73,102,49,NaN,100
3930,NaN,NaN,NaN,,,,,,,,,NaN,
3931,NaN,NaN,NaN,16,35,10,72,66,73,102,49,NaN,100
3932,NaN,NaN,NaN,,,,,,,,,NaN,
3933,NaN,NaN,NaN,16,35,10,72,67,73,103,50,NaN,100
3934,NaN,NaN,NaN,,,,,,,,,NaN,
3935,NaN,NaN,NaN,16,35,10,72,67,73,102,50,NaN,100
3936,NaN,NaN,NaN,,,,,,,,,NaN,
3937,NaN,NaN,NaN,16,35,10,73,67,73,103,50,NaN,100
3938,NaN,NaN,NaN,,,,,,,,,NaN,
3939,NaN,NaN,NaN,16,35,10,73,67,73,102,49,NaN,100
3940,NaN,NaN,NaN,,,,,,,,,NaN,
3941,NaN,NaN,NaN,16,35,10,72,66,72,103,49,NaN,100
3942,NaN,NaN,NaN,,,,,,,,,NaN,
3943,NaN,NaN,NaN,16,35,10,70,65,71,100,49,NaN,100
3944,NaN,NaN,NaN,,,,,,,,,NaN,
3945,NaN,NaN,NaN,16,35,10,69,65,70,100,48,NaN,100
3946,NaN,NaN,NaN,,,,,,,,,NaN,
3947,NaN,NaN,NaN,16,35,10,69,65,70,100,48,NaN,100
3948,NaN,NaN,NaN,,,,,,,,,NaN,
3949,NaN,NaN,NaN,16,36,10,70,65,70,100,48,NaN,100
3950,NaN,NaN,NaN,,,,,,,,,NaN,
3951,NaN,NaN,NaN,16,36,10,71,65,72,100,49,NaN,100
3952,NaN,NaN,NaN,,,,,,,,,NaN,
3953,NaN,NaN,NaN,16,36,10,73,65,73,100,48,NaN,100
3954,NaN,NaN,NaN,,,,,,,,,NaN,
3955,NaN,NaN,NaN,16,34,10,73,65,74,101,48,NaN,100
3956,NaN,NaN,NaN,,,,,,,,,NaN,
3957,NaN,NaN,NaN,16,34,10,73,65,74,100,48,NaN,100
3958,NaN,NaN,NaN,,,,,,,,,NaN,
3959,NaN,NaN,NaN,16,34,10,73,65,73,100,48,NaN,100
3960,NaN,NaN,NaN,,,,,,,,,NaN,
3961,NaN,NaN,NaN,16,35,10,73,64,73,99,46,NaN,100
3962,NaN,NaN,NaN,,,,,,,,,NaN,
3963,NaN,NaN,NaN,16,35,10,72,63,72,99,46,NaN,100
3964,NaN,NaN,NaN,,,,,,,,,NaN,
3965,NaN,NaN,NaN,16,35,10,71,63,71,97,46,NaN,100
3966,NaN,NaN,NaN,,,,,,,,,NaN,
3967,NaN,NaN,NaN,16,39,9,70,63,71,98,47,NaN,100
3968,NaN,NaN,NaN,,,,,,,,,NaN,
3969,NaN,NaN,NaN,16,39,9,70,64,72,98,48,NaN,100
3970,NaN,NaN,NaN,,,,,,,,,NaN,
3971,NaN,NaN,NaN,16,39,9,72,64,72,98,48,NaN,100
3972,NaN,NaN,NaN,,,,,,,,,NaN,
3973,NaN,NaN,NaN,16,39,9,74,64,75,99,48,NaN,100
3974,NaN,NaN,NaN,,,,,,,,,NaN,
3975,NaN,NaN,NaN,16,38,9,75,64,76,99,47,NaN,100
3976,NaN,NaN,NaN,,,,,,,,,NaN,
3977,NaN,NaN,NaN,16,38,9,76,64,76,98,47,NaN,100
3978,NaN,NaN,NaN,,,,,,,,,NaN,
3979,NaN,NaN,NaN,16,38,9,77,64,77,98,47,NaN,100
3980,NaN,NaN,NaN,,,,,,,,,NaN,
3981,NaN,NaN,NaN,16,36,9,77,64,78,99,48,NaN,100
3982,NaN,NaN,NaN,,,,,,,,,NaN,
3983,NaN,NaN,NaN,16,36,9,77,64,78,99,48,NaN,100
3984,NaN,NaN,NaN,,,,,,,,,NaN,
3985,NaN,NaN,NaN,16,36,9,78,63,79,98,46,NaN,100
3986,NaN,NaN,NaN,,,,,,,,,NaN,
3987,NaN,NaN,NaN,16,35,9,78,63,79,96,46,NaN,100
3988,NaN,NaN,NaN,,,,,,,,,NaN,
3989,NaN,NaN,NaN,16,35,9,78,63,79,97,47,NaN,100
3990,NaN,NaN,NaN,,,,,,,,,NaN,
3991,NaN,NaN,NaN,16,35,9,78,62,79,95,46,NaN,100
3992,NaN,NaN,NaN,,,,,,,,,NaN,
3993,NaN,NaN,NaN,16,35,9,78,62,79,96,46,NaN,100
3994,NaN,NaN,NaN,,,,,,,,,NaN,
3995,NaN,NaN,NaN,16,35,9,78,62,79,95,46,NaN,100
3996,NaN,NaN,NaN,,,,,,,,,NaN,
3997,NaN,NaN,NaN,16,35,9,78,62,78,95,45,NaN,100
3998,NaN,NaN,NaN,,,,,,,,,NaN,
3999,NaN,NaN,NaN,16,36,9,78,61,78,94,45,NaN,100
4000,NaN,NaN,NaN,,,,,,,,,NaN,
4001,NaN,NaN,NaN,16,36,9,78,61,78,95,45,NaN,100
4002,NaN,NaN,NaN,,,,,,,,,NaN,
4003,NaN,NaN,NaN,16,36,9,78,62,79,96,46,NaN,100
4004,NaN,NaN,NaN,,,,,,,,,NaN,
4005,NaN,NaN,NaN,16,36,9,79,62,79,96,46,NaN,100
4006,NaN,NaN,NaN,,,,,,,,,NaN,
4007,NaN,NaN,NaN,16,36,9,79,62,79,96,46,NaN,100
4008,NaN,NaN,NaN,,,,,,,,,NaN,
4009,NaN,NaN,NaN,16,36,9,79,61,79,96,45,NaN,100
4010,NaN,NaN,NaN,,,,,,,,,NaN,
4011,NaN,NaN,NaN,16,36,9,79,62,80,97,46,NaN,100
4012,NaN,NaN,NaN,,,,,,,,,NaN,
4013,NaN,NaN,NaN,16,35,9,80,61,80,96,45,NaN,100
4014,NaN,NaN,NaN,,,,,,,,,NaN,
4015,NaN,NaN,NaN,16,35,9,80,62,80,98,46,NaN,100
4016,NaN,NaN,NaN,,,,,,,,,NaN,
4017,NaN,NaN,NaN,16,35,9,80,62,80,97,45,NaN,100
4018,NaN,NaN,NaN,,,,,,,,,NaN,
4019,NaN,NaN,NaN,16,36,9,80,62,80,97,45,NaN,100
4020,NaN,NaN,NaN,,,,,,,,,NaN,
4021,NaN,NaN,NaN,16,36,9,80,61,80,97,46,NaN,100
4022,NaN,NaN,NaN,,,,,,,,,NaN,
4023,NaN,NaN,NaN,16,36,9,80,62,80,98,46,NaN,100
4024,NaN,NaN,NaN,,,,,,,,,NaN,
4025,NaN,NaN,NaN,16,36,9,80,61,80,97,46,NaN,100
4026,NaN,NaN,NaN,,,,,,,,,NaN,
4027,NaN,NaN,NaN,16,36,9,80,62,80,98,45,NaN,100
4028,NaN,NaN,NaN,,,,,,,,,NaN,
4029,NaN,NaN,NaN,16,36,9,80,61,80,97,46,NaN,100
4030,NaN,NaN,NaN,,,,,,,,,NaN,
4031,NaN,NaN,NaN,16,36,9,80,61,80,97,46,NaN,100
4032,NaN,NaN,NaN,,,,,,,,,NaN,
4033,NaN,NaN,NaN,16,35,9,81,62,81,98,46,NaN,100
4034,NaN,NaN,NaN,,,,,,,,,NaN,
4035,NaN,NaN,NaN,16,35,9,81,61,81,97,46,NaN,100
4036,NaN,NaN,NaN,,,,,,,,,NaN,
4037,NaN,NaN,NaN,16,35,9,81,62,82,97,47,NaN,100
4038,NaN,NaN,NaN,,,,,,,,,NaN,
4039,NaN,NaN,NaN,16,35,9,82,61,82,97,46,NaN,100
4040,NaN,NaN,NaN,,,,,,,,,NaN,
4041,NaN,NaN,NaN,16,35,9,82,62,82,98,46,NaN,100
4042,NaN,NaN,NaN,,,,,,,,,NaN,
4043,NaN,NaN,NaN,16,35,9,82,62,82,98,46,NaN,100
4044,NaN,NaN,NaN,,,,,,,,,NaN,
4045,NaN,NaN,NaN,16,36,9,82,62,82,97,46,NaN,100
4046,NaN,NaN,NaN,,,,,,,,,NaN,
4047,NaN,NaN,NaN,16,36,9,82,61,82,96,45,NaN,100
4048,NaN,NaN,NaN,,,,,,,,,NaN,
4049,NaN,NaN,NaN,16,36,9,81,61,81,96,45,NaN,100
4050,NaN,NaN,NaN,,,,,,,,,NaN,
4051,NaN,NaN,NaN,16,36,9,80,61,80,95,45,NaN,100
4052,NaN,NaN,NaN,,,,,,,,,NaN,
4053,NaN,NaN,NaN,16,36,9,79,61,80,96,45,NaN,100
4054,NaN,NaN,NaN,,,,,,,,,NaN,
4055,NaN,NaN,NaN,16,36,9,79,61,80,96,45,NaN,100
4056,NaN,NaN,NaN,,,,,,,,,NaN,
4057,NaN,NaN,NaN,16,34,9,80,60,80,97,44,NaN,100
4058,NaN,NaN,NaN,,,,,,,,,NaN,
4059,NaN,NaN,NaN,16,34,9,79,60,79,97,44,NaN,100
4060,NaN,NaN,NaN,,,,,,,,,NaN,
4061,NaN,NaN,NaN,16,34,9,77,59,77,97,43,NaN,100
4062,NaN,NaN,NaN,,,,,,,,,NaN,
4063,NaN,NaN,NaN,16,35,9,75,58,76,93,42,NaN,100
4064,NaN,NaN,NaN,,,,,,,,,NaN,
4065,NaN,NaN,NaN,16,35,9,74,57,75,92,42,NaN,100
4066,NaN,NaN,NaN,,,,,,,,,NaN,
4067,NaN,NaN,NaN,16,35,9,74,57,75,93,42,NaN,100
4068,NaN,NaN,NaN,,,,,,,,,NaN,
4069,NaN,NaN,NaN,16,35,9,75,57,75,92,42,NaN,100
4070,NaN,NaN,NaN,,,,,,,,,NaN,
4071,NaN,NaN,NaN,16,35,9,75,57,76,93,43,NaN,100
4072,NaN,NaN,NaN,,,,,,,,,NaN,
4073,NaN,NaN,NaN,16,35,9,76,57,77,92,42,NaN,100
4074,NaN,NaN,NaN,,,,,,,,,NaN,
4075,NaN,NaN,NaN,16,34,9,77,57,77,93,42,NaN,100
4076,NaN,NaN,NaN,,,,,,,,,NaN,
4077,NaN,NaN,NaN,16,34,9,88,57,78,92,42,NaN,100
4078,NaN,NaN,NaN,,,,,,,,,NaN,
4079,NaN,NaN,NaN,16,34,9,88,57,78,94,43,NaN,100
4080,NaN,NaN,NaN,,,,,,,,,NaN,
4081,NaN,NaN,NaN,16,34,9,89,57,78,93,43,NaN,100
4082,NaN,NaN,NaN,,,,,,,,,NaN,
4083,NaN,NaN,NaN,16,35,9,78,58,78,95,43,NaN,100
4084,NaN,NaN,NaN,,,,,,,,,NaN,
4085,NaN,NaN,NaN,16,35,9,78,58,79,94,43,NaN,100
4086,NaN,NaN,NaN,,,,,,,,,NaN,
4087,NaN,NaN,NaN,16,35,9,79,58,79,94,43,NaN,100
4088,NaN,NaN,NaN,,,,,,,,,NaN,
4089,NaN,NaN,NaN,16,35,9,79,58,79,94,43,NaN,100
4090,NaN,NaN,NaN,,,,,,,,,NaN,
4091,NaN,NaN,NaN,16,35,9,79,59,80,95,44,NaN,100
4092,NaN,NaN,NaN,,,,,,,,,NaN,
4093,NaN,NaN,NaN,16,35,9,80,59,80,95,44,NaN,100
4094,NaN,NaN,NaN,,,,,,,,,NaN,
4095,NaN,NaN,NaN,16,35,9,80,59,80,95,44,NaN,100
4096,NaN,NaN,NaN,,,,,,,,,NaN,
4097,NaN,NaN,NaN,16,35,9,80,59,80,95,44,NaN,100
4098,NaN,NaN,NaN,,,,,,,,,NaN,
4099,NaN,NaN,NaN,16,35,9,80,59,81,94,44,NaN,100
4100,NaN,NaN,NaN,,,,,,,,,NaN,
4101,NaN,NaN,NaN,16,35,9,80,59,81,95,44,NaN,100
4102,NaN,NaN,NaN,,,,,,,,,NaN,
4103,NaN,NaN,NaN,16,35,9,80,59,81,95,44,NaN,100
4104,NaN,NaN,NaN,,,,,,,,,NaN,
4105,NaN,NaN,NaN,16,35,9,81,59,81,96,44,NaN,100
4106,NaN,NaN,NaN,,,,,,,,,NaN,
4107,NaN,NaN,NaN,16,35,9,81,59,81,95,44,NaN,100
4108,NaN,NaN,NaN,,,,,,,,,NaN,
4109,NaN,NaN,NaN,16,35,9,81,60,81,96,44,NaN,100
4110,NaN,NaN,NaN,,,,,,,,,NaN,
4111,NaN,NaN,NaN,16,35,9,80,59,81,95,44,NaN,100
4112,NaN,NaN,NaN,,,,,,,,,NaN,
4113,NaN,NaN,NaN,16,35,9,80,59,80,96,43,NaN,100
4114,NaN,NaN,NaN,,,,,,,,,NaN,
4115,NaN,NaN,NaN,16,35,9,80,59,80,95,44,NaN,100
4116,NaN,NaN,NaN,,,,,,,,,NaN,
4117,NaN,NaN,NaN,16,35,9,80,59,80,96,44,NaN,100
4118,NaN,NaN,NaN,,,,,,,,,NaN,
4119,NaN,NaN,NaN,16,35,9,80,59,80,95,44,NaN,100
4120,NaN,NaN,NaN,,,,,,,,,NaN,
4121,NaN,NaN,NaN,16,35,9,81,59,81,96,44,NaN,100
4122,NaN,NaN,NaN,,,,,,,,,NaN,
4123,NaN,NaN,NaN,16,35,9,81,59,81,95,44,NaN,100
4124,NaN,NaN,NaN,,,,,,,,,NaN,
4125,NaN,NaN,NaN,16,35,9,80,58,81,95,43,NaN,100
4126,NaN,NaN,NaN,,,,,,,,,NaN,
4127,NaN,NaN,NaN,16,35,9,80,58,80,94,43,NaN,100
4128,NaN,NaN,NaN,,,,,,,,,NaN,
4129,NaN,NaN,NaN,16,35,9,79,58,80,95,43,NaN,100
4130,NaN,NaN,NaN,,,,,,,,,NaN,
4131,NaN,NaN,NaN,16,35,9,80,59,80,96,44,NaN,100
4132,NaN,NaN,NaN,,,,,,,,,NaN,
4133,NaN,NaN,NaN,16,35,9,80,59,80,95,43,NaN,100
4134,NaN,NaN,NaN,,,,,,,,,NaN,
4135,NaN,NaN,NaN,16,35,9,80,59,81,95,44,NaN,100
4136,NaN,NaN,NaN,,,,,,,,,NaN,
4137,NaN,NaN,NaN,16,35,9,81,59,81,94,43,NaN,100
4138,NaN,NaN,NaN,,,,,,,,,NaN,
4139,NaN,NaN,NaN,16,35,9,81,59,81,96,44,NaN,100
4140,NaN,NaN,NaN,,,,,,,,,NaN,
4141,NaN,NaN,NaN,16,35,9,81,59,82,95,44,NaN,100
4142,NaN,NaN,NaN,,,,,,,,,NaN,
4143,NaN,NaN,NaN,16,35,9,82,59,82,96,44,NaN,100
4144,NaN,NaN,NaN,,,,,,,,,NaN,
4145,NaN,NaN,NaN,16,34,9,82,59,82,94,44,NaN,100
4146,NaN,NaN,NaN,,,,,,,,,NaN,
4147,NaN,NaN,NaN,16,34,9,82,59,82,95,44,NaN,100
4148,NaN,NaN,NaN,,,,,,,,,NaN,
4149,NaN,NaN,NaN,16,34,9,82,59,82,94,44,NaN,100
4150,NaN,NaN,NaN,,,,,,,,,NaN,
4151,NaN,NaN,NaN,16,35,9,82,59,82,94,44,NaN,100
4152,NaN,NaN,NaN,,,,,,,,,NaN,
4153,NaN,NaN,NaN,16,35,9,82,59,82,95,44,NaN,100
4154,NaN,NaN,NaN,,,,,,,,,NaN,
4155,NaN,NaN,NaN,16,35,9,81,59,82,95,44,NaN,100
4156,NaN,NaN,NaN,,,,,,,,,NaN,
4157,NaN,NaN,NaN,16,35,9,82,59,82,95,45,NaN,100
4158,NaN,NaN,NaN,,,,,,,,,NaN,
4159,NaN,NaN,NaN,16,35,9,82,59,83,95,44,NaN,100
4160,NaN,NaN,NaN,,,,,,,,,NaN,
4161,NaN,NaN,NaN,16,35,9,82,60,83,96,44,NaN,100
4162,NaN,NaN,NaN,,,,,,,,,NaN,
4163,NaN,NaN,NaN,16,35,9,82,60,83,96,44,NaN,100
4164,NaN,NaN,NaN,,,,,,,,,NaN,
4165,NaN,NaN,NaN,16,35,9,82,59,83,96,44,NaN,100
4166,NaN,NaN,NaN,,,,,,,,,NaN,
4167,NaN,NaN,NaN,16,35,9,82,59,83,95,44,NaN,100
4168,NaN,NaN,NaN,,,,,,,,,NaN,
4169,NaN,NaN,NaN,16,35,9,83,60,83,96,45,NaN,100
4170,NaN,NaN,NaN,,,,,,,,,NaN,
4171,NaN,NaN,NaN,16,35,9,83,60,83,95,45,NaN,100
4172,NaN,NaN,NaN,,,,,,,,,NaN,
4173,NaN,NaN,NaN,16,35,9,83,60,84,97,45,NaN,100
4174,NaN,NaN,NaN,,,,,,,,,NaN,
4175,NaN,NaN,NaN,16,34,9,83,60,83,95,44,NaN,100
4176,NaN,NaN,NaN,,,,,,,,,NaN,
4177,NaN,NaN,NaN,16,34,9,82,60,83,96,44,NaN,100
4178,NaN,NaN,NaN,,,,,,,,,NaN,
4179,NaN,NaN,NaN,16,34,9,82,59,82,95,44,NaN,100
4180,NaN,NaN,NaN,,,,,,,,,NaN,
4181,NaN,NaN,NaN,16,35,9,82,59,82,95,44,NaN,100
4182,NaN,NaN,NaN,,,,,,,,,NaN,
4183,NaN,NaN,NaN,16,35,9,82,59,82,94,44,NaN,100
4184,NaN,NaN,NaN,,,,,,,,,NaN,
4185,NaN,NaN,NaN,16,35,9,82,59,82,94,43,NaN,100
4186,NaN,NaN,NaN,,,,,,,,,NaN,
4187,NaN,NaN,NaN,16,35,9,82,59,82,94,44,NaN,100
4188,NaN,NaN,NaN,,,,,,,,,NaN,
4189,NaN,NaN,NaN,16,35,9,82,59,82,94,44,NaN,100
4190,NaN,NaN,NaN,,,,,,,,,NaN,
4191,NaN,NaN,NaN,16,35,9,82,59,83,95,44,NaN,100
4192,NaN,NaN,NaN,,,,,,,,,NaN,
4193,NaN,NaN,NaN,16,35,9,82,59,83,94,43,NaN,100
4194,NaN,NaN,NaN,,,,,,,,,NaN,
4195,NaN,NaN,NaN,16,35,9,82,59,83,96,44,NaN,100
4196,NaN,NaN,NaN,,,,,,,,,NaN,
4197,NaN,NaN,NaN,16,35,9,82,59,83,94,44,NaN,100
4198,NaN,NaN,NaN,,,,,,,,,NaN,
4199,NaN,NaN,NaN,16,35,9,83,59,83,96,44,NaN,100
4200,NaN,NaN,NaN,,,,,,,,,NaN,
4201,NaN,NaN,NaN,16,35,9,82,59,83,94,44,NaN,100
4202,NaN,NaN,NaN,,,,,,,,,NaN,
4203,NaN,NaN,NaN,16,35,9,82,59,83,96,44,NaN,100
4204,NaN,NaN,NaN,,,,,,,,,NaN,
4205,NaN,NaN,NaN,16,35,9,82,59,83,94,44,NaN,100
4206,NaN,NaN,NaN,,,,,,,,,NaN,
4207,NaN,NaN,NaN,16,35,9,82,59,83,96,44,NaN,100
4208,NaN,NaN,NaN,,,,,,,,,NaN,
4209,NaN,NaN,NaN,16,35,9,82,59,83,96,44,NaN,100
4210,NaN,NaN,NaN,,,,,,,,,NaN,
4211,NaN,NaN,NaN,16,35,9,83,59,83,95,44,NaN,100
4212,NaN,NaN,NaN,,,,,,,,,NaN,
4213,NaN,NaN,NaN,16,35,9,83,60,83,95,45,NaN,100
4214,NaN,NaN,NaN,,,,,,,,,NaN,
4215,NaN,NaN,NaN,16,35,9,83,60,83,96,44,NaN,100
4216,NaN,NaN,NaN,,,,,,,,,NaN,
4217,NaN,NaN,NaN,16,35,9,82,60,83,95,45,NaN,100
4218,NaN,NaN,NaN,,,,,,,,,NaN,
4219,NaN,NaN,NaN,16,35,9,82,59,83,95,44,NaN,100
4220,NaN,NaN,NaN,,,,,,,,,NaN,
4221,NaN,NaN,NaN,16,35,9,82,59,83,95,44,NaN,100
4222,NaN,NaN,NaN,,,,,,,,,NaN,
4223,NaN,NaN,NaN,16,35,9,82,59,82,94,43,NaN,100
4224,NaN,NaN,NaN,,,,,,,,,NaN,
4225,NaN,NaN,NaN,16,35,9,81,59,82,94,42,NaN,100
4226,NaN,NaN,NaN,,,,,,,,,NaN,
4227,NaN,NaN,NaN,16,35,9,81,58,81,91,43,NaN,100
4228,NaN,NaN,NaN,,,,,,,,,NaN,
4229,NaN,NaN,NaN,16,35,9,81,58,81,92,43,NaN,100
4230,NaN,NaN,NaN,,,,,,,,,NaN,
4231,NaN,NaN,NaN,16,35,9,81,57,82,91,43,NaN,100
4232,NaN,NaN,NaN,,,,,,,,,NaN,
4233,NaN,NaN,NaN,16,35,9,82,58,82,93,43,NaN,100
4234,NaN,NaN,NaN,,,,,,,,,NaN,
4235,NaN,NaN,NaN,16,35,9,82,58,82,92,44,NaN,100
4236,NaN,NaN,NaN,,,,,,,,,NaN,
4237,NaN,NaN,NaN,16,35,9,82,59,83,94,44,NaN,100
4238,NaN,NaN,NaN,,,,,,,,,NaN,
4239,NaN,NaN,NaN,16,34,9,82,59,83,93,44,NaN,100
4240,NaN,NaN,NaN,,,,,,,,,NaN,
4241,NaN,NaN,NaN,16,34,9,83,59,83,95,44,NaN,100
4242,NaN,NaN,NaN,,,,,,,,,NaN,
4243,NaN,NaN,NaN,16,34,9,82,59,83,95,45,NaN,100
4244,NaN,NaN,NaN,,,,,,,,,NaN,
4245,NaN,NaN,NaN,16,35,9,82,59,83,95,44,NaN,100
4246,NaN,NaN,NaN,,,,,,,,,NaN,
4247,NaN,NaN,NaN,16,35,9,82,59,83,95,45,NaN,100
4248,NaN,NaN,NaN,,,,,,,,,NaN,
4249,NaN,NaN,NaN,16,35,9,82,59,82,95,44,NaN,100
4250,NaN,NaN,NaN,,,,,,,,,NaN,
4251,NaN,NaN,NaN,16,35,9,82,60,82,95,44,NaN,100
4252,NaN,NaN,NaN,,,,,,,,,NaN,
4253,NaN,NaN,NaN,16,35,9,81,59,82,94,43,NaN,100
4254,NaN,NaN,NaN,,,,,,,,,NaN,
4255,NaN,NaN,NaN,16,35,9,81,59,82,95,44,NaN,100
4256,NaN,NaN,NaN,,,,,,,,,NaN,
4257,NaN,NaN,NaN,16,35,9,82,59,82,93,44,NaN,100
4258,NaN,NaN,NaN,,,,,,,,,NaN,
4259,NaN,NaN,NaN,16,35,9,82,59,82,95,44,NaN,100
4260,NaN,NaN,NaN,,,,,,,,,NaN,
4261,NaN,NaN,NaN,16,35,9,82,59,82,93,43,NaN,100
4262,NaN,NaN,NaN,,,,,,,,,NaN,
4263,NaN,NaN,NaN,16,35,9,81,59,82,94,44,NaN,100
4264,NaN,NaN,NaN,,,,,,,,,NaN,
4265,NaN,NaN,NaN,16,35,9,81,58,82,92,43,NaN,100
4266,NaN,NaN,NaN,,,,,,,,,NaN,
4267,NaN,NaN,NaN,16,35,9,81,58,82,93,43,NaN,100
4268,NaN,NaN,NaN,,,,,,,,,NaN,
4269,NaN,NaN,NaN,16,35,9,81,58,82,92,43,NaN,100
4270,NaN,NaN,NaN,,,,,,,,,NaN,
4271,NaN,NaN,NaN,16,34,9,81,58,82,93,43,NaN,100
4272,NaN,NaN,NaN,,,,,,,,,NaN,
4273,NaN,NaN,NaN,16,34,9,80,58,81,92,43,NaN,100
4274,NaN,NaN,NaN,,,,,,,,,NaN,
4275,NaN,NaN,NaN,16,34,9,80,58,81,92,43,NaN,100
4276,NaN,NaN,NaN,,,,,,,,,NaN,
4277,NaN,NaN,NaN,16,35,9,80,58,81,92,44,NaN,100
4278,NaN,NaN,NaN,,,,,,,,,NaN,
4279,NaN,NaN,NaN,16,35,9,81,58,81,93,44,NaN,100
4280,NaN,NaN,NaN,,,,,,,,,NaN,
4281,NaN,NaN,NaN,16,35,9,81,59,82,95,45,NaN,100
4282,NaN,NaN,NaN,,,,,,,,,NaN,
