time,Solar8000/RR_CO2,SNUADC/ECG_II,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,Solar8000/ETCO2,SNUADC/ART
21823,,NaN,NaN,,,,,NaN,,,,,NaN
21824,17,NaN,NaN,63,64,109,14,NaN,73,100,56,39,NaN
21825,,NaN,NaN,,,,,NaN,,,,,NaN
21826,17,NaN,NaN,63,64,108,14,NaN,72,100,56,39,NaN
21827,,NaN,NaN,,,,,NaN,,,,,NaN
21828,17,NaN,NaN,63,64,108,14,NaN,72,100,55,39,NaN
21829,,NaN,NaN,,,,,NaN,,,,,NaN
21830,17,NaN,NaN,64,64,107,15,NaN,72,100,56,39,NaN
21831,,NaN,NaN,,,,,NaN,,,,,NaN
21832,17,NaN,NaN,63,64,107,15,NaN,72,100,55,40,NaN
21833,,NaN,NaN,,,,,NaN,,,,,NaN
21834,17,NaN,NaN,64,64,107,14,NaN,71,100,54,40,NaN
21835,,NaN,NaN,,,,,NaN,,,,,NaN
21836,17,NaN,NaN,63,63,105,14,NaN,71,100,54,40,NaN
21837,,NaN,NaN,,,,,NaN,,,,,NaN
21838,17,NaN,NaN,62,63,107,14,NaN,71,100,55,40,NaN
21839,,NaN,NaN,,,,,NaN,,,,,NaN
21840,17,NaN,NaN,62,63,107,14,NaN,71,100,56,40,NaN
21841,,NaN,NaN,,,,,NaN,,,,,NaN
21842,17,NaN,NaN,62,63,106,14,NaN,71,100,54,40,NaN
21843,,NaN,NaN,,,,,NaN,,,,,NaN
21844,17,NaN,NaN,63,63,106,14,NaN,71,100,54,40,NaN
21845,,NaN,NaN,,,,,NaN,,,,,NaN
21846,17,NaN,NaN,63,63,104,14,NaN,70,100,54,40,NaN
21847,,NaN,NaN,,,,,NaN,,,,,NaN
21848,17,NaN,NaN,63,63,105,14,NaN,70,100,54,40,NaN
21849,,NaN,NaN,,,,,NaN,,,,,NaN
21850,17,NaN,NaN,62,63,104,14,NaN,70,100,54,40,NaN
21851,,NaN,NaN,,,,,NaN,,,,,NaN
21852,17,NaN,NaN,63,63,104,14,NaN,70,100,54,40,NaN
21853,,NaN,NaN,,,,,NaN,,,,,NaN
21854,17,NaN,NaN,63,63,103,14,NaN,69,100,53,40,NaN
21855,,NaN,NaN,,,,,NaN,,,,,NaN
21856,17,NaN,NaN,62,63,103,14,NaN,69,100,53,40,NaN
21857,,NaN,NaN,,,,,NaN,,,,,NaN
21858,17,NaN,NaN,62,63,101,14,NaN,68,100,53,40,NaN
21859,,NaN,NaN,,,,,NaN,,,,,NaN
21860,17,NaN,NaN,62,62,102,14,NaN,68,100,53,40,NaN
21861,,NaN,NaN,,,,,NaN,,,,,NaN
21862,17,NaN,NaN,61,62,102,14,NaN,69,100,54,40,NaN
21863,,NaN,NaN,,,,,NaN,,,,,NaN
21864,17,NaN,NaN,62,62,101,14,NaN,68,100,53,40,NaN
21865,,NaN,NaN,,,,,NaN,,,,,NaN
21866,17,NaN,NaN,62,62,102,14,NaN,68,100,53,40,NaN
21867,,NaN,NaN,,,,,NaN,,,,,NaN
21868,17,NaN,NaN,62,62,100,15,NaN,68,100,53,40,NaN
21869,,NaN,NaN,,,,,NaN,,,,,NaN
21870,17,NaN,NaN,62,62,101,15,NaN,68,100,53,40,NaN
21871,,NaN,NaN,,,,,NaN,,,,,NaN
21872,17,NaN,NaN,62,62,100,14,NaN,68,100,54,40,NaN
21873,,NaN,NaN,,,,,NaN,,,,,NaN
21874,17,NaN,NaN,62,62,100,14,NaN,68,100,53,39,NaN
21875,,NaN,NaN,,,,,NaN,,,,,NaN
21876,17,NaN,NaN,62,62,101,14,NaN,68,100,53,39,NaN
21877,,NaN,NaN,,,,,NaN,,,,,NaN
21878,17,NaN,NaN,62,63,100,14,NaN,68,100,53,39,NaN
21879,,NaN,NaN,,,,,NaN,,,,,NaN
21880,17,NaN,NaN,62,63,101,14,NaN,68,100,53,39,NaN
21881,,NaN,NaN,,,,,NaN,,,,,NaN
21882,17,NaN,NaN,62,63,100,14,NaN,67,100,52,39,NaN
21883,,NaN,NaN,,,,,NaN,,,,,NaN
21884,17,NaN,NaN,62,63,101,14,NaN,67,100,52,39,NaN
21885,,NaN,NaN,,,,,NaN,,,,,NaN
21886,17,NaN,NaN,62,63,100,14,NaN,67,100,52,39,NaN
21887,,NaN,NaN,,,,,NaN,,,,,NaN
21888,17,NaN,NaN,62,62,99,14,NaN,67,100,52,40,NaN
21889,,NaN,NaN,,,,,NaN,,,,,NaN
21890,17,NaN,NaN,62,62,100,15,NaN,67,100,52,40,NaN
21891,,NaN,NaN,,,,,NaN,,,,,NaN
21892,17,NaN,NaN,61,62,99,15,NaN,66,100,51,40,NaN
21893,,NaN,NaN,,,,,NaN,,,,,NaN
21894,17,NaN,NaN,61,61,99,15,NaN,66,100,51,39,NaN
21895,,NaN,NaN,,,,,NaN,,,,,NaN
21896,17,NaN,NaN,60,61,97,15,NaN,66,100,51,39,NaN
21897,,NaN,NaN,,,,,NaN,,,,,NaN
21898,17,NaN,NaN,60,61,98,14,NaN,66,100,51,39,NaN
21899,,NaN,NaN,,,,,NaN,,,,,NaN
21900,17,NaN,NaN,60,61,97,14,NaN,65,100,51,39,NaN
21901,,NaN,NaN,,,,,NaN,,,,,NaN
21902,17,NaN,NaN,60,61,97,14,NaN,65,100,51,39,NaN
21903,,NaN,NaN,,,,,NaN,,,,,NaN
21904,17,NaN,NaN,60,61,97,14,NaN,65,100,51,39,NaN
21905,,NaN,NaN,,,,,NaN,,,,,NaN
21906,17,NaN,NaN,60,61,97,14,NaN,65,100,50,39,NaN
21907,,NaN,NaN,,,,,NaN,,,,,NaN
21908,17,NaN,NaN,60,60,97,14,NaN,65,100,51,39,NaN
21909,,NaN,NaN,,,,,NaN,,,,,NaN
21910,17,NaN,NaN,60,60,96,14,NaN,64,100,50,39,NaN
21911,,NaN,NaN,,,,,NaN,,,,,NaN
21912,17,NaN,NaN,60,60,97,14,NaN,65,100,50,39,NaN
21913,,NaN,NaN,,,,,NaN,,,,,NaN
21914,17,NaN,NaN,59,60,95,14,NaN,64,100,50,38,NaN
21915,,NaN,NaN,,,,,NaN,,,,,NaN
21916,17,NaN,NaN,59,60,95,14,NaN,64,100,50,38,NaN
21917,,NaN,NaN,,,,,NaN,,,,,NaN
21918,17,NaN,NaN,59,60,96,14,NaN,64,100,50,38,NaN
21919,,NaN,NaN,,,,,NaN,,,,,NaN
21920,17,NaN,NaN,59,60,94,14,NaN,64,100,49,38,NaN
21921,,NaN,NaN,,,,,NaN,,,,,NaN
21922,17,NaN,NaN,59,60,95,14,NaN,64,100,50,39,NaN
21923,,NaN,NaN,,,,,NaN,,,,,NaN
21924,17,NaN,NaN,59,60,94,14,NaN,64,100,50,39,NaN
21925,,NaN,NaN,,,,,NaN,,,,,NaN
21926,17,NaN,NaN,59,60,95,14,NaN,64,100,51,39,NaN
21927,,NaN,NaN,,,,,NaN,,,,,NaN
21928,17,NaN,NaN,59,60,94,14,NaN,64,100,51,39,NaN
21929,,NaN,NaN,,,,,NaN,,,,,NaN
21930,17,NaN,NaN,60,60,95,14,NaN,64,100,51,38,NaN
21931,,NaN,NaN,,,,,NaN,,,,,NaN
21932,17,NaN,NaN,60,60,94,15,NaN,64,100,51,38,NaN
21933,,NaN,NaN,,,,,NaN,,,,,NaN
21934,17,NaN,NaN,60,61,94,15,NaN,64,100,50,38,NaN
21935,,NaN,NaN,,,,,NaN,,,,,NaN
21936,17,NaN,NaN,60,61,95,14,NaN,64,100,50,39,NaN
21937,,NaN,NaN,,,,,NaN,,,,,NaN
21938,17,NaN,NaN,60,60,93,14,NaN,64,100,50,39,NaN
21939,,NaN,NaN,,,,,NaN,,,,,NaN
21940,17,NaN,NaN,60,60,95,14,NaN,64,100,50,39,NaN
21941,,NaN,NaN,,,,,NaN,,,,,NaN
21942,17,NaN,NaN,60,60,94,14,NaN,64,100,51,39,NaN
21943,,NaN,NaN,,,,,NaN,,,,,NaN
21944,17,NaN,NaN,60,60,94,14,NaN,63,100,49,39,NaN
21945,,NaN,NaN,,,,,NaN,,,,,NaN
21946,17,NaN,NaN,60,60,93,14,NaN,63,100,50,39,NaN
21947,,NaN,NaN,,,,,NaN,,,,,NaN
21948,17,NaN,NaN,60,60,93,14,NaN,63,100,49,39,NaN
21949,,NaN,NaN,,,,,NaN,,,,,NaN
21950,17,NaN,NaN,60,60,94,14,NaN,63,100,49,38,NaN
21951,,NaN,NaN,,,,,NaN,,,,,NaN
21952,17,NaN,NaN,60,60,93,14,NaN,63,100,49,38,NaN
21953,,NaN,NaN,,,,,NaN,,,,,NaN
21954,17,NaN,NaN,60,60,95,14,NaN,63,100,50,38,NaN
21955,,NaN,NaN,,,,,NaN,,,,,NaN
21956,17,NaN,NaN,60,61,94,14,NaN,63,100,50,38,NaN
21957,,NaN,NaN,,,,,NaN,,,,,NaN
21958,17,NaN,NaN,61,61,95,14,NaN,64,100,50,38,NaN
21959,,NaN,NaN,,,,,NaN,,,,,NaN
21960,17,NaN,NaN,61,62,94,14,NaN,64,100,51,38,NaN
21961,,NaN,NaN,,,,,NaN,,,,,NaN
21962,17,NaN,NaN,62,62,96,13,NaN,65,100,51,38,NaN
21963,,NaN,NaN,,,,,NaN,,,,,NaN
21964,17,NaN,NaN,62,63,96,13,NaN,65,100,52,38,NaN
21965,,NaN,NaN,,,,,NaN,,,,,NaN
21966,17,NaN,NaN,62,63,97,14,NaN,66,100,52,38,NaN
21967,,NaN,NaN,,,,,NaN,,,,,NaN
21968,17,NaN,NaN,62,63,97,14,NaN,66,100,52,38,NaN
21969,,NaN,NaN,,,,,NaN,,,,,NaN
21970,17,NaN,NaN,62,63,95,14,NaN,65,100,51,38,NaN
21971,,NaN,NaN,,,,,NaN,,,,,NaN
21972,17,NaN,NaN,63,63,97,13,NaN,65,100,51,38,NaN
21973,,NaN,NaN,,,,,NaN,,,,,NaN
21974,17,NaN,NaN,63,63,95,13,NaN,64,100,51,38,NaN
21975,,NaN,NaN,,,,,NaN,,,,,NaN
21976,17,NaN,NaN,63,63,95,14,NaN,64,100,50,38,NaN
21977,,NaN,NaN,,,,,NaN,,,,,NaN
21978,17,NaN,NaN,63,63,94,14,NaN,64,100,51,39,NaN
21979,,NaN,NaN,,,,,NaN,,,,,NaN
21980,17,NaN,NaN,62,63,95,13,NaN,64,100,50,39,NaN
21981,,NaN,NaN,,,,,NaN,,,,,NaN
21982,17,NaN,NaN,62,63,96,13,NaN,65,100,51,39,NaN
21983,,NaN,NaN,,,,,NaN,,,,,NaN
21984,17,NaN,NaN,63,63,96,13,NaN,64,100,51,39,NaN
21985,,NaN,NaN,,,,,NaN,,,,,NaN
21986,17,NaN,NaN,63,64,97,13,NaN,65,100,52,38,NaN
21987,,NaN,NaN,,,,,NaN,,,,,NaN
21988,17,NaN,NaN,63,64,95,14,NaN,65,100,52,38,NaN
21989,,NaN,NaN,,,,,NaN,,,,,NaN
21990,17,NaN,NaN,63,63,96,14,NaN,65,100,52,38,NaN
21991,,NaN,NaN,,,,,NaN,,,,,NaN
21992,17,NaN,NaN,63,63,96,15,NaN,65,100,54,39,NaN
21993,,NaN,NaN,,,,,NaN,,,,,NaN
21994,17,NaN,NaN,63,64,97,15,NaN,65,100,53,39,NaN
21995,,NaN,NaN,,,,,NaN,,,,,NaN
21996,17,NaN,NaN,63,63,96,15,NaN,66,100,54,39,NaN
21997,,NaN,NaN,,,,,NaN,,,,,NaN
21998,17,NaN,NaN,63,64,96,15,NaN,66,100,54,39,NaN
21999,,NaN,NaN,,,,,NaN,,,,,NaN
22000,17,NaN,NaN,64,64,98,15,NaN,66,100,54,37,NaN
22001,,NaN,NaN,,,,,NaN,,,,,NaN
22002,17,NaN,NaN,64,64,95,15,NaN,65,100,55,37,NaN
22003,,NaN,NaN,,,,,NaN,,,,,NaN
22004,17,NaN,NaN,64,64,98,15,NaN,66,100,54,37,NaN
22005,,NaN,NaN,,,,,NaN,,,,,NaN
22006,17,NaN,NaN,64,64,96,14,NaN,66,100,55,37,NaN
22007,,NaN,NaN,,,,,NaN,,,,,NaN
22008,17,NaN,NaN,64,64,98,14,NaN,66,100,55,37,NaN
22009,,NaN,NaN,,,,,NaN,,,,,NaN
22010,17,NaN,NaN,64,64,98,15,NaN,67,100,57,37,NaN
22011,,NaN,NaN,,,,,NaN,,,,,NaN
22012,17,NaN,NaN,64,65,97,15,NaN,67,100,56,37,NaN
22013,,NaN,NaN,,,,,NaN,,,,,NaN
22014,17,NaN,NaN,65,66,101,16,NaN,68,100,56,36,NaN
22015,,NaN,NaN,,,,,NaN,,,,,NaN
22016,17,NaN,NaN,65,66,98,16,NaN,67,100,56,36,NaN
22017,,NaN,NaN,,,,,NaN,,,,,NaN
22018,17,NaN,NaN,66,66,101,15,NaN,68,100,56,36,NaN
22019,,NaN,NaN,,,,,NaN,,,,,NaN
22020,17,NaN,NaN,66,66,98,15,NaN,68,100,56,36,NaN
22021,,NaN,NaN,,,,,NaN,,,,,NaN
22022,17,NaN,NaN,66,67,100,14,NaN,68,100,56,36,NaN
22023,,NaN,NaN,,,,,NaN,,,,,NaN
22024,17,NaN,NaN,66,67,101,14,NaN,69,100,57,36,NaN
22025,,NaN,NaN,,,,,NaN,,,,,NaN
22026,17,NaN,NaN,67,67,101,14,NaN,69,100,56,36,NaN
22027,,NaN,NaN,,,,,NaN,,,,,NaN
22028,17,NaN,NaN,67,68,102,14,NaN,70,100,57,36,NaN
22029,,NaN,NaN,,,,,NaN,,,,,NaN
22030,17,NaN,NaN,68,68,100,15,NaN,69,100,57,36,NaN
22031,,NaN,NaN,,,,,NaN,,,,,NaN
22032,17,NaN,NaN,68,68,104,15,NaN,70,100,58,36,NaN
22033,,NaN,NaN,,,,,NaN,,,,,NaN
22034,17,NaN,NaN,68,68,100,15,NaN,69,100,57,36,NaN
22035,,NaN,NaN,,,,,NaN,,,,,NaN
22036,17,NaN,NaN,68,69,102,16,NaN,70,100,57,36,NaN
22037,,NaN,NaN,,,,,NaN,,,,,NaN
22038,17,NaN,NaN,68,69,103,16,NaN,71,100,59,36,NaN
22039,,NaN,NaN,,,,,NaN,,,,,NaN
22040,17,NaN,NaN,69,69,103,15,NaN,71,100,58,36,NaN
22041,,NaN,NaN,,,,,NaN,,,,,NaN
22042,17,NaN,NaN,69,69,105,15,NaN,71,100,59,36,NaN
22043,,NaN,NaN,,,,,NaN,,,,,NaN
22044,17,NaN,NaN,69,69,102,15,NaN,70,100,58,36,NaN
22045,,NaN,NaN,,,,,NaN,,,,,NaN
22046,17,NaN,NaN,69,69,106,15,NaN,72,100,59,36,NaN
22047,,NaN,NaN,,,,,NaN,,,,,NaN
22048,17,NaN,NaN,69,69,103,14,NaN,71,100,60,36,NaN
22049,,NaN,NaN,,,,,NaN,,,,,NaN
22050,17,NaN,NaN,69,70,106,14,NaN,72,100,59,36,NaN
22051,,NaN,NaN,,,,,NaN,,,,,NaN
22052,17,NaN,NaN,69,70,103,15,NaN,71,100,58,36,NaN
22053,,NaN,NaN,,,,,NaN,,,,,NaN
22054,17,NaN,NaN,69,70,105,15,NaN,71,100,57,36,NaN
22055,,NaN,NaN,,,,,NaN,,,,,NaN
22056,17,NaN,NaN,69,70,108,14,NaN,73,100,59,35,NaN
22057,,NaN,NaN,,,,,NaN,,,,,NaN
22058,17,NaN,NaN,70,70,108,14,NaN,74,100,60,35,NaN
22059,,NaN,NaN,,,,,NaN,,,,,NaN
22060,17,NaN,NaN,70,71,111,13,NaN,75,100,60,35,NaN
22061,,NaN,NaN,,,,,NaN,,,,,NaN
22062,17,NaN,NaN,71,72,109,13,NaN,74,100,59,35,NaN
22063,,NaN,NaN,,,,,NaN,,,,,NaN
22064,17,NaN,NaN,72,72,110,13,NaN,75,100,59,35,NaN
22065,,NaN,NaN,,,,,NaN,,,,,NaN
22066,17,NaN,NaN,72,72,109,13,NaN,75,100,60,35,NaN
22067,,NaN,NaN,,,,,NaN,,,,,NaN
22068,17,NaN,NaN,72,73,111,13,NaN,76,100,60,35,NaN
22069,,NaN,NaN,,,,,NaN,,,,,NaN
22070,17,NaN,NaN,72,73,112,13,NaN,76,100,60,37,NaN
22071,,NaN,NaN,,,,,NaN,,,,,NaN
22072,17,NaN,NaN,72,73,111,13,NaN,76,100,59,37,NaN
22073,,NaN,NaN,,,,,NaN,,,,,NaN
22074,17,NaN,NaN,72,72,113,14,NaN,76,100,60,37,NaN
22075,,NaN,NaN,,,,,NaN,,,,,NaN
22076,17,NaN,NaN,72,72,111,14,NaN,76,100,60,37,NaN
22077,,NaN,NaN,,,,,NaN,,,,,NaN
22078,17,NaN,NaN,71,72,113,14,NaN,77,100,61,37,NaN
22079,,NaN,NaN,,,,,NaN,,,,,NaN
22080,17,NaN,NaN,71,72,112,14,NaN,77,100,61,37,NaN
22081,,NaN,NaN,,,,,NaN,,,,,NaN
22082,17,NaN,NaN,71,72,114,13,NaN,77,100,61,37,NaN
22083,,NaN,NaN,,,,,NaN,,,,,NaN
22084,17,NaN,NaN,72,72,115,13,NaN,78,100,62,38,NaN
22085,,NaN,NaN,,,,,NaN,,,,,NaN
22086,17,NaN,NaN,72,72,114,13,NaN,78,100,61,38,NaN
22087,,NaN,NaN,,,,,NaN,,,,,NaN
22088,17,NaN,NaN,72,73,115,13,NaN,78,100,62,38,NaN
22089,,NaN,NaN,,,,,NaN,,,,,NaN
22090,17,NaN,NaN,72,73,114,13,NaN,78,100,62,38,NaN
22091,,NaN,NaN,,,,,NaN,,,,,NaN
22092,17,NaN,NaN,73,73,116,13,NaN,79,100,62,38,NaN
22093,,NaN,NaN,,,,,NaN,,,,,NaN
22094,17,NaN,NaN,73,74,114,14,NaN,78,100,62,38,NaN
22095,,NaN,NaN,,,,,NaN,,,,,NaN
22096,17,NaN,NaN,73,74,116,14,NaN,79,100,61,38,NaN
22097,,NaN,NaN,,,,,NaN,,,,,NaN
22098,17,NaN,NaN,73,73,115,14,NaN,79,100,62,38,NaN
22099,,NaN,NaN,,,,,NaN,,,,,NaN
22100,17,NaN,NaN,72,73,115,14,NaN,78,100,61,38,NaN
22101,,NaN,NaN,,,,,NaN,,,,,NaN
22102,17,NaN,NaN,72,73,116,14,NaN,79,100,62,38,NaN
22103,,NaN,NaN,,,,,NaN,,,,,NaN
22104,17,NaN,NaN,72,73,114,13,NaN,78,100,61,38,NaN
22105,,NaN,NaN,,,,,NaN,,,,,NaN
22106,17,NaN,NaN,72,73,116,13,NaN,79,100,62,38,NaN
22107,,NaN,NaN,,,,,NaN,,,,,NaN
22108,17,NaN,NaN,73,73,115,13,NaN,78,100,61,38,NaN
22109,,NaN,NaN,,,,,NaN,,,,,NaN
22110,17,NaN,NaN,73,73,116,13,NaN,78,100,61,38,NaN
22111,,NaN,NaN,,,,,NaN,,,,,NaN
22112,17,NaN,NaN,72,72,115,13,NaN,78,100,62,38,NaN
22113,,NaN,NaN,,,,,NaN,,,,,NaN
22114,17,NaN,NaN,71,72,116,13,NaN,79,100,62,38,NaN
22115,,NaN,NaN,,,,,NaN,,,,,NaN
22116,17,NaN,NaN,71,72,118,14,NaN,80,100,63,38,NaN
22117,,NaN,NaN,,,,,NaN,,,,,NaN
22118,17,NaN,NaN,72,72,116,14,NaN,79,100,62,38,NaN
22119,,NaN,NaN,,,,,NaN,,,,,NaN
22120,17,NaN,NaN,73,73,118,13,NaN,80,100,63,39,NaN
22121,,NaN,NaN,,,,,NaN,,,,,NaN
22122,17,NaN,NaN,73,73,116,13,NaN,79,100,62,39,NaN
22123,,NaN,NaN,,,,,NaN,,,,,NaN
22124,17,NaN,NaN,72,73,117,13,NaN,79,100,62,39,NaN
22125,,NaN,NaN,,,,,NaN,,,,,NaN
22126,17,NaN,NaN,72,73,116,13,NaN,79,100,62,39,NaN
22127,,NaN,NaN,,,,,NaN,,,,,NaN
22128,17,NaN,NaN,72,72,116,13,NaN,79,100,61,39,NaN
22129,,NaN,NaN,,,,,NaN,,,,,NaN
22130,17,NaN,NaN,72,72,115,13,NaN,78,100,62,39,NaN
22131,,NaN,NaN,,,,,NaN,,,,,NaN
22132,17,NaN,NaN,71,71,115,13,NaN,78,100,61,39,NaN
22133,,NaN,NaN,,,,,NaN,,,,,NaN
22134,17,NaN,NaN,71,71,117,14,NaN,79,100,62,39,NaN
22135,,NaN,NaN,,,,,NaN,,,,,NaN
22136,17,NaN,NaN,71,72,117,14,NaN,79,100,62,39,NaN
22137,,NaN,NaN,,,,,NaN,,,,,NaN
22138,17,NaN,NaN,71,72,119,14,NaN,80,100,63,39,NaN
22139,,NaN,NaN,,,,,NaN,,,,,NaN
22140,17,NaN,NaN,72,72,117,14,NaN,80,100,62,39,NaN
22141,,NaN,NaN,,,,,NaN,,,,,NaN
22142,17,NaN,NaN,72,73,118,14,NaN,80,100,62,39,NaN
22143,,NaN,NaN,,,,,NaN,,,,,NaN
22144,17,NaN,NaN,72,73,117,14,NaN,80,100,63,39,NaN
22145,,NaN,NaN,,,,,NaN,,,,,NaN
22146,17,NaN,NaN,72,72,117,13,NaN,80,100,62,39,NaN
22147,,NaN,NaN,,,,,NaN,,,,,NaN
22148,17,NaN,NaN,72,72,117,13,NaN,80,100,62,39,NaN
22149,,NaN,NaN,,,,,NaN,,,,,NaN
22150,17,NaN,NaN,71,72,116,13,NaN,79,100,61,39,NaN
22151,,NaN,NaN,,,,,NaN,,,,,NaN
22152,17,NaN,NaN,71,72,118,13,NaN,79,100,62,39,NaN
22153,,NaN,NaN,,,,,NaN,,,,,NaN
22154,17,NaN,NaN,71,72,116,13,NaN,79,100,62,39,NaN
22155,,NaN,NaN,,,,,NaN,,,,,NaN
22156,17,NaN,NaN,71,72,118,13,NaN,80,100,62,39,NaN
22157,,NaN,NaN,,,,,NaN,,,,,NaN
22158,17,NaN,NaN,71,72,118,14,NaN,80,100,62,39,NaN
22159,,NaN,NaN,,,,,NaN,,,,,NaN
22160,17,NaN,NaN,71,71,117,14,NaN,78,100,60,39,NaN
22161,,NaN,NaN,,,,,NaN,,,,,NaN
22162,17,NaN,NaN,69,70,115,14,NaN,78,100,61,39,NaN
22163,,NaN,NaN,,,,,NaN,,,,,NaN
22164,17,NaN,NaN,68,69,115,13,NaN,78,100,60,39,NaN
22165,,NaN,NaN,,,,,NaN,,,,,NaN
22166,17,NaN,NaN,67,69,118,13,NaN,79,100,62,39,NaN
22167,,NaN,NaN,,,,,NaN,,,,,NaN
22168,17,NaN,NaN,68,68,118,14,NaN,79,100,63,39,NaN
22169,,NaN,NaN,,,,,NaN,,,,,NaN
22170,17,NaN,NaN,70,71,121,14,NaN,81,100,64,39,NaN
22171,,NaN,NaN,,,,,NaN,,,,,NaN
22172,17,NaN,NaN,71,72,120,13,NaN,81,100,64,39,NaN
22173,,NaN,NaN,,,,,NaN,,,,,NaN
22174,17,NaN,NaN,73,73,121,13,NaN,82,100,64,39,NaN
22175,,NaN,NaN,,,,,NaN,,,,,NaN
22176,17,NaN,NaN,73,74,122,14,NaN,82,100,65,39,NaN
22177,,NaN,NaN,,,,,NaN,,,,,NaN
22178,17,NaN,NaN,74,74,121,14,NaN,82,100,64,39,NaN
22179,,NaN,NaN,,,,,NaN,,,,,NaN
22180,17,NaN,NaN,73,74,123,14,NaN,83,100,65,39,NaN
22181,,NaN,NaN,,,,,NaN,,,,,NaN
22182,17,NaN,NaN,73,73,120,14,NaN,82,100,64,39,NaN
22183,,NaN,NaN,,,,,NaN,,,,,NaN
22184,17,NaN,NaN,72,73,122,14,NaN,82,100,62,39,NaN
22185,,NaN,NaN,,,,,NaN,,,,,NaN
22186,17,NaN,NaN,72,73,119,14,NaN,81,100,62,39,NaN
22187,,NaN,NaN,,,,,NaN,,,,,NaN
22188,17,NaN,NaN,72,72,118,13,NaN,80,100,62,39,NaN
22189,,NaN,NaN,,,,,NaN,,,,,NaN
22190,17,NaN,NaN,72,72,118,13,NaN,80,100,62,39,NaN
22191,,NaN,NaN,,,,,NaN,,,,,NaN
22192,17,NaN,NaN,72,72,118,13,NaN,80,100,62,39,NaN
22193,,NaN,NaN,,,,,NaN,,,,,NaN
22194,17,NaN,NaN,72,72,120,13,NaN,81,100,63,38,NaN
22195,,NaN,NaN,,,,,NaN,,,,,NaN
22196,17,NaN,NaN,72,72,119,13,NaN,80,100,62,38,NaN
22197,,NaN,NaN,,,,,NaN,,,,,NaN
22198,17,NaN,NaN,72,72,121,14,NaN,81,100,63,38,NaN
22199,,NaN,NaN,,,,,NaN,,,,,NaN
22200,17,NaN,NaN,71,72,119,14,NaN,81,100,63,39,NaN
22201,,NaN,NaN,,,,,NaN,,,,,NaN
22202,17,NaN,NaN,71,72,121,13,NaN,81,100,63,39,NaN
22203,,NaN,NaN,,,,,NaN,,,,,NaN
22204,17,NaN,NaN,71,71,120,13,NaN,81,100,63,39,NaN
22205,,NaN,NaN,,,,,NaN,,,,,NaN
22206,17,NaN,NaN,71,71,120,13,NaN,81,100,63,39,NaN
22207,,NaN,NaN,,,,,NaN,,,,,NaN
22208,17,NaN,NaN,71,71,121,13,NaN,81,100,63,39,NaN
22209,,NaN,NaN,,,,,NaN,,,,,NaN
22210,17,NaN,NaN,71,71,119,13,NaN,81,100,62,39,NaN
22211,,NaN,NaN,,,,,NaN,,,,,NaN
22212,17,NaN,NaN,71,71,120,13,NaN,81,100,63,39,NaN
22213,,NaN,NaN,,,,,NaN,,,,,NaN
22214,17,NaN,NaN,71,71,118,13,NaN,81,100,63,39,NaN
22215,,NaN,NaN,,,,,NaN,,,,,NaN
22216,17,NaN,NaN,71,71,120,13,NaN,81,100,63,40,NaN
22217,,NaN,NaN,,,,,NaN,,,,,NaN
22218,17,NaN,NaN,71,71,120,14,NaN,81,100,63,40,NaN
22219,,NaN,NaN,,,,,NaN,,,,,NaN
22220,17,NaN,NaN,70,71,119,14,NaN,81,100,62,40,NaN
22221,,NaN,NaN,,,,,NaN,,,,,NaN
22222,17,NaN,NaN,70,71,120,13,NaN,81,100,63,40,NaN
22223,,NaN,NaN,,,,,NaN,,,,,NaN
22224,17,NaN,NaN,70,70,119,13,NaN,81,100,63,39,NaN
22225,,NaN,NaN,,,,,NaN,,,,,NaN
22226,17,NaN,NaN,70,70,121,13,NaN,82,100,63,39,NaN
22227,,NaN,NaN,,,,,NaN,,,,,NaN
22228,17,NaN,NaN,70,70,119,13,NaN,81,100,63,39,NaN
22229,,NaN,NaN,,,,,NaN,,,,,NaN
22230,17,NaN,NaN,70,70,121,13,NaN,82,100,63,39,NaN
22231,,NaN,NaN,,,,,NaN,,,,,NaN
22232,17,NaN,NaN,70,70,119,13,NaN,81,100,63,39,NaN
22233,,NaN,NaN,,,,,NaN,,,,,NaN
22234,17,NaN,NaN,70,70,120,13,NaN,81,100,62,39,NaN
22235,,NaN,NaN,,,,,NaN,,,,,NaN
22236,17,NaN,NaN,69,70,118,14,NaN,81,100,62,39,NaN
22237,,NaN,NaN,,,,,NaN,,,,,NaN
22238,17,NaN,NaN,69,70,119,14,NaN,81,100,62,40,NaN
22239,,NaN,NaN,,,,,NaN,,,,,NaN
22240,17,NaN,NaN,69,70,121,14,NaN,81,100,63,40,NaN
22241,,NaN,NaN,,,,,NaN,,,,,NaN
22242,17,NaN,NaN,69,70,119,14,NaN,81,100,62,40,NaN
22243,,NaN,NaN,,,,,NaN,,,,,NaN
22244,17,NaN,NaN,69,70,120,13,NaN,80,100,61,39,NaN
22245,,NaN,NaN,,,,,NaN,,,,,NaN
22246,17,NaN,NaN,69,69,118,13,NaN,79,100,61,39,NaN
22247,,NaN,NaN,,,,,NaN,,,,,NaN
