time,Solar8000/RR_CO2,SNUADC/ECG_II,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,Solar8000/ETCO2,SNUADC/ART
4677,12,NaN,NaN,48,50,141,16,NaN,106,98,84,34,NaN
4678,,NaN,NaN,,,,,NaN,,,,,NaN
4679,12,NaN,NaN,48,50,137,16,NaN,105,98,83,35,NaN
4680,,NaN,NaN,,,,,NaN,,,,,NaN
4681,12,NaN,NaN,48,50,137,16,NaN,105,98,84,35,NaN
4682,,NaN,NaN,,,,,NaN,,,,,NaN
4683,12,NaN,NaN,48,50,139,16,NaN,105,98,83,35,NaN
4684,,NaN,NaN,,,,,NaN,,,,,NaN
4685,12,NaN,NaN,48,50,138,15,NaN,105,98,84,35,NaN
4686,,NaN,NaN,,,,,NaN,,,,,NaN
4687,12,NaN,NaN,48,50,141,15,NaN,106,98,85,34,NaN
4688,,NaN,NaN,,,,,NaN,,,,,NaN
4689,12,NaN,NaN,48,50,141,15,NaN,106,98,85,34,NaN
4690,,NaN,NaN,,,,,NaN,,,,,NaN
4691,12,NaN,NaN,48,50,143,15,NaN,107,98,85,34,NaN
4692,,NaN,NaN,,,,,NaN,,,,,NaN
4693,12,NaN,NaN,48,50,144,15,NaN,108,98,86,34,NaN
4694,,NaN,NaN,,,,,NaN,,,,,NaN
4695,12,NaN,NaN,48,50,142,16,NaN,108,98,86,34,NaN
4696,,NaN,NaN,,,,,NaN,,,,,NaN
4697,12,NaN,NaN,48,50,145,16,NaN,108,99,86,34,NaN
4698,,NaN,NaN,,,,,NaN,,,,,NaN
4699,12,NaN,NaN,48,50,142,17,NaN,108,99,85,34,NaN
4700,,NaN,NaN,,,,,NaN,,,,,NaN
4701,12,NaN,NaN,48,49,141,17,NaN,107,98,85,34,NaN
4702,,NaN,NaN,,,,,NaN,,,,,NaN
4703,12,NaN,NaN,48,49,142,17,NaN,107,98,85,34,NaN
4704,,NaN,NaN,,,,,NaN,,,,,NaN
4705,12,NaN,NaN,48,49,138,17,NaN,106,98,83,34,NaN
4706,,NaN,NaN,,,,,NaN,,,,,NaN
4707,12,NaN,NaN,48,49,141,17,NaN,106,98,84,34,NaN
4708,,NaN,NaN,,,,,NaN,,,,,NaN
4709,12,NaN,NaN,48,49,138,17,NaN,106,98,83,34,NaN
4710,,NaN,NaN,,,,,NaN,,,,,NaN
4711,12,NaN,NaN,48,49,138,17,NaN,106,98,84,34,NaN
4712,,NaN,NaN,,,,,NaN,,,,,NaN
4713,12,NaN,NaN,48,49,137,17,NaN,105,98,82,34,NaN
4714,,NaN,NaN,,,,,NaN,,,,,NaN
4715,12,NaN,NaN,48,49,137,16,NaN,105,98,83,35,NaN
4716,,NaN,NaN,,,,,NaN,,,,,NaN
4717,12,NaN,NaN,48,49,140,16,NaN,105,98,83,35,NaN
4718,,NaN,NaN,,,,,NaN,,,,,NaN
4719,12,NaN,NaN,48,49,137,16,NaN,105,98,82,35,NaN
4720,,NaN,NaN,,,,,NaN,,,,,NaN
4721,12,NaN,NaN,48,48,137,16,NaN,104,98,83,35,NaN
4722,,NaN,NaN,,,,,NaN,,,,,NaN
4723,12,NaN,NaN,48,48,138,16,NaN,105,98,83,35,NaN
4724,,NaN,NaN,,,,,NaN,,,,,NaN
4725,12,NaN,NaN,48,48,137,16,NaN,105,98,84,35,NaN
4726,,NaN,NaN,,,,,NaN,,,,,NaN
4727,12,NaN,NaN,48,48,143,16,NaN,107,98,86,35,NaN
4728,,NaN,NaN,,,,,NaN,,,,,NaN
4729,12,NaN,NaN,48,48,141,16,NaN,107,98,86,35,NaN
4730,,NaN,NaN,,,,,NaN,,,,,NaN
4731,12,NaN,NaN,49,48,143,16,NaN,108,98,88,35,NaN
4732,,NaN,NaN,,,,,NaN,,,,,NaN
4733,12,NaN,NaN,49,48,144,18,NaN,108,98,87,35,NaN
4734,,NaN,NaN,,,,,NaN,,,,,NaN
4735,12,NaN,NaN,48,48,142,18,NaN,108,98,87,35,NaN
4736,,NaN,NaN,,,,,NaN,,,,,NaN
4737,12,NaN,NaN,48,48,147,17,NaN,110,98,88,35,NaN
4738,,NaN,NaN,,,,,NaN,,,,,NaN
4739,12,NaN,NaN,48,48,145,17,NaN,110,98,87,35,NaN
4740,,NaN,NaN,,,,,NaN,,,,,NaN
4741,12,NaN,NaN,48,48,146,17,NaN,110,98,89,35,NaN
4742,,NaN,NaN,,,,,NaN,,,,,NaN
4743,12,NaN,NaN,48,48,146,17,NaN,110,98,88,35,NaN
4744,,NaN,NaN,,,,,NaN,,,,,NaN
4745,12,NaN,NaN,48,48,145,17,NaN,110,98,89,35,NaN
4746,,NaN,NaN,,,,,NaN,,,,,NaN
4747,12,NaN,NaN,48,48,150,17,NaN,112,98,90,35,NaN
4748,,NaN,NaN,,,,,NaN,,,,,NaN
4749,12,NaN,NaN,48,48,148,17,NaN,111,98,89,35,NaN
4750,,NaN,NaN,,,,,NaN,,,,,NaN
4751,12,NaN,NaN,48,48,148,17,NaN,112,99,90,35,NaN
4752,,NaN,NaN,,,,,NaN,,,,,NaN
4753,12,NaN,NaN,48,48,150,17,NaN,112,98,89,35,NaN
4754,,NaN,NaN,,,,,NaN,,,,,NaN
4755,12,NaN,NaN,48,48,146,17,NaN,111,98,89,35,NaN
4756,,NaN,NaN,,,,,NaN,,,,,NaN
4757,12,NaN,NaN,48,48,149,17,NaN,112,98,90,35,NaN
4758,,NaN,NaN,,,,,NaN,,,,,NaN
4759,12,NaN,NaN,48,48,147,18,NaN,111,98,88,35,NaN
4760,,NaN,NaN,,,,,NaN,,,,,NaN
4761,12,NaN,NaN,48,48,146,18,NaN,111,98,88,35,NaN
4762,,NaN,NaN,,,,,NaN,,,,,NaN
4763,12,NaN,NaN,48,48,149,17,NaN,111,98,88,35,NaN
4764,,NaN,NaN,,,,,NaN,,,,,NaN
4765,12,NaN,NaN,48,48,145,17,NaN,110,98,88,35,NaN
4766,,NaN,NaN,,,,,NaN,,,,,NaN
4767,12,NaN,NaN,48,48,148,18,NaN,111,98,88,35,NaN
4768,,NaN,NaN,,,,,NaN,,,,,NaN
4769,12,NaN,NaN,48,48,145,18,NaN,110,98,87,35,NaN
4770,,NaN,NaN,,,,,NaN,,,,,NaN
4771,12,NaN,NaN,48,47,145,17,NaN,110,98,87,35,NaN
4772,,NaN,NaN,,,,,NaN,,,,,NaN
4773,12,NaN,NaN,48,47,146,17,NaN,110,98,88,35,NaN
4774,,NaN,NaN,,,,,NaN,,,,,NaN
4775,12,NaN,NaN,48,47,144,17,NaN,109,97,88,35,NaN
4776,,NaN,NaN,,,,,NaN,,,,,NaN
4777,12,NaN,NaN,48,47,147,17,NaN,110,98,89,35,NaN
4778,,NaN,NaN,,,,,NaN,,,,,NaN
4779,12,NaN,NaN,48,47,147,17,NaN,111,98,88,35,NaN
4780,,NaN,NaN,,,,,NaN,,,,,NaN
4781,12,NaN,NaN,48,47,147,17,NaN,111,98,89,35,NaN
4782,,NaN,NaN,,,,,NaN,,,,,NaN
4783,12,NaN,NaN,48,47,149,18,NaN,111,98,89,35,NaN
4784,,NaN,NaN,,,,,NaN,,,,,NaN
4785,12,NaN,NaN,48,47,146,18,NaN,111,98,89,35,NaN
4786,,NaN,NaN,,,,,NaN,,,,,NaN
4787,12,NaN,NaN,48,47,148,18,NaN,111,98,88,35,NaN
4788,,NaN,NaN,,,,,NaN,,,,,NaN
4789,12,NaN,NaN,48,46,144,19,NaN,110,98,87,35,NaN
4790,,NaN,NaN,,,,,NaN,,,,,NaN
4791,12,NaN,NaN,48,46,144,19,NaN,110,98,89,35,NaN
4792,,NaN,NaN,,,,,NaN,,,,,NaN
4793,12,NaN,NaN,,46,146,19,NaN,110,98,89,34,NaN
4794,,NaN,NaN,,,,,NaN,,,,,NaN
4795,12,NaN,NaN,,46,146,19,NaN,110,98,89,34,NaN
4796,,NaN,NaN,,,,,NaN,,,,,NaN
4797,12,NaN,NaN,,46,149,18,NaN,111,98,89,34,NaN
4798,,NaN,NaN,,,,,NaN,,,,,NaN
4799,12,NaN,NaN,,46,147,18,NaN,111,98,89,34,NaN
4800,,NaN,NaN,,,,,NaN,,,,,NaN
4801,12,NaN,NaN,,46,147,18,NaN,111,98,90,35,NaN
4802,,NaN,NaN,,,,,NaN,,,,,NaN
4803,12,NaN,NaN,,47,149,18,NaN,112,98,89,35,NaN
4804,,NaN,NaN,,,,,NaN,,,,,NaN
4805,12,NaN,NaN,,47,146,17,NaN,111,98,88,35,NaN
4806,,NaN,NaN,,,,,NaN,,,,,NaN
4807,12,NaN,NaN,,47,149,17,NaN,111,98,89,35,NaN
4808,,NaN,NaN,,,,,NaN,,,,,NaN
4809,12,NaN,NaN,,47,147,17,NaN,111,98,89,35,NaN
4810,,NaN,NaN,,,,,NaN,,,,,NaN
4811,12,NaN,NaN,47,47,148,17,NaN,112,98,90,35,NaN
4812,,NaN,NaN,,,,,NaN,,,,,NaN
4813,12,NaN,NaN,47,47,150,17,NaN,112,98,89,35,NaN
4814,,NaN,NaN,,,,,NaN,,,,,NaN
4815,12,NaN,NaN,47,47,147,17,NaN,111,98,90,35,NaN
4816,,NaN,NaN,,,,,NaN,,,,,NaN
4817,12,NaN,NaN,47,48,150,18,NaN,112,98,89,35,NaN
4818,,NaN,NaN,,,,,NaN,,,,,NaN
4819,12,NaN,NaN,47,47,148,18,NaN,111,98,88,35,NaN
4820,,NaN,NaN,,,,,NaN,,,,,NaN
4821,12,NaN,NaN,47,47,146,18,NaN,111,98,88,35,NaN
4822,,NaN,NaN,,,,,NaN,,,,,NaN
4823,12,NaN,NaN,47,47,148,16,NaN,111,98,88,35,NaN
4824,,NaN,NaN,,,,,NaN,,,,,NaN
4825,12,NaN,NaN,47,47,146,16,NaN,110,100,88,35,NaN
4826,,NaN,NaN,,,,,NaN,,,,,NaN
4827,12,NaN,NaN,47,47,148,16,NaN,111,98,88,35,NaN
4828,,NaN,NaN,,,,,NaN,,,,,NaN
4829,12,NaN,NaN,47,47,147,16,NaN,110,98,87,35,NaN
4830,,NaN,NaN,,,,,NaN,,,,,NaN
4831,12,NaN,NaN,47,48,148,16,NaN,111,98,88,35,NaN
4832,,NaN,NaN,,,,,NaN,,,,,NaN
4833,12,NaN,NaN,47,48,150,16,NaN,111,98,88,35,NaN
4834,,NaN,NaN,,,,,NaN,,,,,NaN
4835,12,NaN,NaN,47,48,147,16,NaN,110,97,87,35,NaN
4836,,NaN,NaN,,,,,NaN,,,,,NaN
4837,12,NaN,NaN,47,48,147,16,NaN,110,97,87,35,NaN
4838,,NaN,NaN,,,,,NaN,,,,,NaN
4839,12,NaN,NaN,47,48,145,16,NaN,109,98,86,35,NaN
4840,,NaN,NaN,,,,,NaN,,,,,NaN
4841,12,NaN,NaN,47,48,145,16,NaN,109,98,86,35,NaN
4842,,NaN,NaN,,,,,NaN,,,,,NaN
4843,12,NaN,NaN,47,48,146,16,NaN,109,98,85,35,NaN
4844,,NaN,NaN,,,,,NaN,,,,,NaN
4845,12,NaN,NaN,47,47,143,16,NaN,108,98,85,35,NaN
4846,,NaN,NaN,,,,,NaN,,,,,NaN
4847,12,NaN,NaN,47,47,144,16,NaN,108,98,84,35,NaN
4848,,NaN,NaN,,,,,NaN,,,,,NaN
4849,12,NaN,NaN,47,47,142,16,NaN,107,98,83,35,NaN
4850,,NaN,NaN,,,,,NaN,,,,,NaN
4851,12,NaN,NaN,47,47,141,16,NaN,106,98,83,35,NaN
4852,,NaN,NaN,,,,,NaN,,,,,NaN
4853,12,NaN,NaN,,47,141,16,NaN,106,98,82,35,NaN
4854,,NaN,NaN,,,,,NaN,,,,,NaN
4855,12,NaN,NaN,,47,139,16,NaN,105,97,82,35,NaN
4856,,NaN,NaN,,,,,NaN,,,,,NaN
4857,12,NaN,NaN,,47,141,16,NaN,105,97,82,35,NaN
4858,,NaN,NaN,,,,,NaN,,,,,NaN
4859,12,NaN,NaN,,47,139,16,NaN,105,97,82,35,NaN
4860,,NaN,NaN,,,,,NaN,,,,,NaN
4861,12,NaN,NaN,,47,139,16,NaN,105,97,83,35,NaN
4862,,NaN,NaN,,,,,NaN,,,,,NaN
4863,12,NaN,NaN,,47,141,16,NaN,105,97,82,35,NaN
4864,,NaN,NaN,,,,,NaN,,,,,NaN
4865,12,NaN,NaN,,47,140,16,NaN,105,97,82,35,NaN
4866,,NaN,NaN,,,,,NaN,,,,,NaN
4867,12,NaN,NaN,,47,141,16,NaN,105,97,82,35,NaN
4868,,NaN,NaN,,,,,NaN,,,,,NaN
4869,12,NaN,NaN,,47,139,16,NaN,104,97,82,35,NaN
4870,,NaN,NaN,,,,,NaN,,,,,NaN
4871,12,NaN,NaN,,47,139,16,NaN,104,97,83,36,NaN
4872,,NaN,NaN,,,,,NaN,,,,,NaN
4873,12,NaN,NaN,,47,140,17,NaN,104,98,82,36,NaN
4874,,NaN,NaN,,,,,NaN,,,,,NaN
4875,12,NaN,NaN,,47,140,17,NaN,104,98,81,36,NaN
4876,,NaN,NaN,,,,,NaN,,,,,NaN
4877,12,NaN,NaN,,47,140,17,NaN,104,98,81,36,NaN
4878,,NaN,NaN,,,,,NaN,,,,,NaN
4879,12,NaN,NaN,,46,138,17,NaN,103,98,80,36,NaN
4880,,NaN,NaN,,,,,NaN,,,,,NaN
4881,12,NaN,NaN,,46,138,16,NaN,103,97,80,36,NaN
4882,,NaN,NaN,,,,,NaN,,,,,NaN
4883,12,NaN,NaN,,46,139,16,NaN,103,97,80,36,NaN
4884,,NaN,NaN,,,,,NaN,,,,,NaN
4885,12,NaN,NaN,,45,136,16,NaN,102,97,80,36,NaN
4886,,NaN,NaN,,,,,NaN,,,,,NaN
4887,12,NaN,NaN,47,45,138,15,NaN,103,97,80,37,NaN
4888,,NaN,NaN,,,,,NaN,,,,,NaN
4889,12,NaN,NaN,47,45,137,15,NaN,102,97,80,37,NaN
4890,,NaN,NaN,,,,,NaN,,,,,NaN
4891,12,NaN,NaN,47,45,137,16,NaN,103,97,82,37,NaN
4892,,NaN,NaN,,,,,NaN,,,,,NaN
4893,12,NaN,NaN,47,45,138,16,NaN,103,97,80,35,NaN
4894,,NaN,NaN,,,,,NaN,,,,,NaN
4895,12,NaN,NaN,47,45,136,16,NaN,102,97,79,35,NaN
4896,,NaN,NaN,,,,,NaN,,,,,NaN
4897,12,NaN,NaN,47,45,136,16,NaN,102,98,79,35,NaN
4898,,NaN,NaN,,,,,NaN,,,,,NaN
4899,12,NaN,NaN,47,45,134,16,NaN,101,97,77,35,NaN
4900,,NaN,NaN,,,,,NaN,,,,,NaN
4901,12,NaN,NaN,47,45,132,16,NaN,101,98,78,36,NaN
4902,,NaN,NaN,,,,,NaN,,,,,NaN
4903,12,NaN,NaN,46,45,132,16,NaN,100,98,77,36,NaN
4904,,NaN,NaN,,,,,NaN,,,,,NaN
4905,12,NaN,NaN,46,45,130,16,NaN,99,98,77,36,NaN
4906,,NaN,NaN,,,,,NaN,,,,,NaN
4907,12,NaN,NaN,46,45,132,16,NaN,99,98,76,36,NaN
4908,,NaN,NaN,,,,,NaN,,,,,NaN
4909,12,NaN,NaN,46,45,130,16,NaN,98,98,76,36,NaN
4910,,NaN,NaN,,,,,NaN,,,,,NaN
4911,12,NaN,NaN,45,45,130,16,NaN,98,98,77,36,NaN
4912,,NaN,NaN,,,,,NaN,,,,,NaN
4913,12,NaN,NaN,45,45,131,16,NaN,98,98,76,36,NaN
4914,,NaN,NaN,,,,,NaN,,,,,NaN
4915,12,NaN,NaN,45,45,129,16,NaN,98,98,77,35,NaN
4916,,NaN,NaN,,,,,NaN,,,,,NaN
4917,12,NaN,NaN,45,45,130,16,NaN,98,97,76,35,NaN
4918,,NaN,NaN,,,,,NaN,,,,,NaN
4919,12,NaN,NaN,45,45,129,16,NaN,97,97,76,35,NaN
4920,,NaN,NaN,,,,,NaN,,,,,NaN
4921,12,NaN,NaN,45,45,130,15,NaN,98,97,79,35,NaN
4922,,NaN,NaN,,,,,NaN,,,,,NaN
4923,12,NaN,NaN,45,45,134,15,NaN,99,97,79,36,NaN
4924,,NaN,NaN,,,,,NaN,,,,,NaN
4925,12,NaN,NaN,45,45,129,17,NaN,97,97,76,36,NaN
4926,,NaN,NaN,,,,,NaN,,,,,NaN
4927,12,NaN,NaN,45,45,130,17,NaN,97,97,75,36,NaN
4928,,NaN,NaN,,,,,NaN,,,,,NaN
4929,12,NaN,NaN,45,45,130,15,NaN,97,97,76,36,NaN
4930,,NaN,NaN,,,,,NaN,,,,,NaN
4931,12,NaN,NaN,44,44,130,15,NaN,97,97,78,36,NaN
4932,,NaN,NaN,,,,,NaN,,,,,NaN
4933,12,NaN,NaN,44,44,131,16,NaN,98,97,77,36,NaN
4934,,NaN,NaN,,,,,NaN,,,,,NaN
4935,12,NaN,NaN,44,44,130,16,NaN,98,97,78,36,NaN
4936,,NaN,NaN,,,,,NaN,,,,,NaN
4937,12,NaN,NaN,44,45,132,16,NaN,99,97,77,37,NaN
4938,,NaN,NaN,,,,,NaN,,,,,NaN
4939,12,NaN,NaN,44,45,131,16,NaN,98,97,77,37,NaN
4940,,NaN,NaN,,,,,NaN,,,,,NaN
4941,12,NaN,NaN,44,45,130,16,NaN,98,97,76,37,NaN
4942,,NaN,NaN,,,,,NaN,,,,,NaN
4943,12,NaN,NaN,44,45,131,16,NaN,98,97,75,37,NaN
4944,,NaN,NaN,,,,,NaN,,,,,NaN
4945,12,NaN,NaN,44,45,128,16,NaN,97,97,75,36,NaN
4946,,NaN,NaN,,,,,NaN,,,,,NaN
4947,12,NaN,NaN,44,45,129,16,NaN,97,97,75,36,NaN
4948,,NaN,NaN,,,,,NaN,,,,,NaN
4949,12,NaN,NaN,44,45,125,16,NaN,96,97,74,36,NaN
4950,,NaN,NaN,,,,,NaN,,,,,NaN
4951,12,NaN,NaN,44,45,125,16,NaN,95,97,75,37,NaN
4952,,NaN,NaN,,,,,NaN,,,,,NaN
4953,12,NaN,NaN,44,45,124,16,NaN,95,97,73,37,NaN
4954,,NaN,NaN,,,,,NaN,,,,,NaN
4955,12,NaN,NaN,44,45,123,16,NaN,94,97,72,37,NaN
4956,,NaN,NaN,,,,,NaN,,,,,NaN
4957,12,NaN,NaN,44,45,125,16,NaN,94,97,73,37,NaN
4958,,NaN,NaN,,,,,NaN,,,,,NaN
4959,12,NaN,NaN,44,45,123,16,NaN,93,97,72,36,NaN
4960,,NaN,NaN,,,,,NaN,,,,,NaN
4961,12,NaN,NaN,44,45,122,16,NaN,93,97,72,36,NaN
4962,,NaN,NaN,,,,,NaN,,,,,NaN
4963,12,NaN,NaN,44,45,123,16,NaN,93,97,72,36,NaN
4964,,NaN,NaN,,,,,NaN,,,,,NaN
4965,12,NaN,NaN,44,45,120,16,NaN,92,97,73,37,NaN
4966,,NaN,NaN,,,,,NaN,,,,,NaN
4967,12,NaN,NaN,44,45,123,16,NaN,93,97,72,37,NaN
4968,,NaN,NaN,,,,,NaN,,,,,NaN
4969,12,NaN,NaN,44,45,121,16,NaN,92,97,72,37,NaN
4970,,NaN,NaN,,,,,NaN,,,,,NaN
4971,12,NaN,NaN,44,45,121,16,NaN,92,97,73,37,NaN
4972,,NaN,NaN,,,,,NaN,,,,,NaN
4973,12,NaN,NaN,44,45,121,16,NaN,92,97,72,36,NaN
4974,,NaN,NaN,,,,,NaN,,,,,NaN
4975,12,NaN,NaN,44,45,121,15,NaN,92,97,72,36,NaN
4976,,NaN,NaN,,,,,NaN,,,,,NaN
4977,12,NaN,NaN,44,45,121,15,NaN,92,97,72,36,NaN
4978,,NaN,NaN,,,,,NaN,,,,,NaN
4979,12,NaN,NaN,44,45,120,15,NaN,92,97,72,36,NaN
4980,,NaN,NaN,,,,,NaN,,,,,NaN
4981,12,NaN,NaN,44,44,120,15,NaN,92,97,72,36,NaN
4982,,NaN,NaN,,,,,NaN,,,,,NaN
4983,12,NaN,NaN,44,44,122,15,NaN,92,97,73,36,NaN
4984,,NaN,NaN,,,,,NaN,,,,,NaN
4985,12,NaN,NaN,44,44,122,17,NaN,93,97,74,36,NaN
4986,,NaN,NaN,,,,,NaN,,,,,NaN
4987,12,NaN,NaN,44,44,124,17,NaN,93,97,72,36,NaN
4988,,NaN,NaN,,,,,NaN,,,,,NaN
4989,12,NaN,NaN,44,44,121,16,NaN,92,97,71,36,NaN
4990,,NaN,NaN,,,,,NaN,,,,,NaN
4991,12,NaN,NaN,44,44,120,16,NaN,91,97,71,36,NaN
4992,,NaN,NaN,,,,,NaN,,,,,NaN
4993,12,NaN,NaN,44,44,121,15,NaN,91,96,70,36,NaN
4994,,NaN,NaN,,,,,NaN,,,,,NaN
4995,12,NaN,NaN,44,44,119,15,NaN,91,97,72,37,NaN
4996,,NaN,NaN,,,,,NaN,,,,,NaN
4997,12,NaN,NaN,44,44,122,15,NaN,92,97,72,37,NaN
4998,,NaN,NaN,,,,,NaN,,,,,NaN
4999,12,NaN,NaN,44,44,121,15,NaN,92,97,73,37,NaN
5000,,NaN,NaN,,,,,NaN,,,,,NaN
5001,12,NaN,NaN,44,44,122,16,NaN,93,97,74,37,NaN
5002,,NaN,NaN,,,,,NaN,,,,,NaN
5003,12,NaN,NaN,44,44,126,16,NaN,94,98,74,36,NaN
5004,,NaN,NaN,,,,,NaN,,,,,NaN
5005,12,NaN,NaN,44,44,123,15,NaN,93,98,72,36,NaN
5006,,NaN,NaN,,,,,NaN,,,,,NaN
5007,12,NaN,NaN,44,44,123,15,NaN,93,97,71,36,NaN
5008,,NaN,NaN,,,,,NaN,,,,,NaN
5009,12,NaN,NaN,43,44,121,11,NaN,92,97,68,36,NaN
5010,,NaN,NaN,,,,,NaN,,,,,NaN
5011,12,NaN,NaN,43,44,123,11,NaN,91,97,70,36,NaN
5012,,NaN,NaN,,,,,NaN,,,,,NaN
5013,12,NaN,NaN,43,44,122,11,NaN,91,97,69,36,NaN
5014,,NaN,NaN,,,,,NaN,,,,,NaN
5015,12,NaN,NaN,43,44,121,10,NaN,90,97,69,36,NaN
5016,,NaN,NaN,,,,,NaN,,,,,NaN
5017,12,NaN,NaN,43,44,123,10,NaN,91,97,70,37,NaN
5018,,NaN,NaN,,,,,NaN,,,,,NaN
5019,12,NaN,NaN,44,44,122,9,NaN,90,97,69,37,NaN
5020,,NaN,NaN,,,,,NaN,,,,,NaN
5021,12,NaN,NaN,44,44,122,9,NaN,91,97,70,37,NaN
5022,,NaN,NaN,,,,,NaN,,,,,NaN
5023,12,NaN,NaN,44,44,124,8,NaN,91,97,70,36,NaN
5024,,NaN,NaN,,,,,NaN,,,,,NaN
5025,12,NaN,NaN,44,45,122,8,NaN,91,97,70,36,NaN
5026,,NaN,NaN,,,,,NaN,,,,,NaN
5027,12,NaN,NaN,44,45,123,8,NaN,91,97,70,36,NaN
5028,,NaN,NaN,,,,,NaN,,,,,NaN
5029,12,NaN,NaN,44,45,122,8,NaN,90,97,69,36,NaN
5030,,NaN,NaN,,,,,NaN,,,,,NaN
5031,12,NaN,NaN,44,45,121,8,NaN,90,97,69,37,NaN
5032,,NaN,NaN,,,,,NaN,,,,,NaN
5033,12,NaN,NaN,44,45,121,8,NaN,90,97,68,37,NaN
5034,,NaN,NaN,,,,,NaN,,,,,NaN
5035,12,NaN,NaN,44,46,119,8,NaN,89,96,67,37,NaN
5036,,NaN,NaN,,,,,NaN,,,,,NaN
5037,12,NaN,NaN,45,46,120,8,NaN,88,97,67,37,NaN
5038,,NaN,NaN,,,,,NaN,,,,,NaN
5039,12,NaN,NaN,45,46,118,8,NaN,88,97,67,37,NaN
5040,,NaN,NaN,,,,,NaN,,,,,NaN
5041,12,NaN,NaN,45,46,117,8,NaN,88,97,68,37,NaN
5042,,NaN,NaN,,,,,NaN,,,,,NaN
5043,12,NaN,NaN,45,46,118,8,NaN,87,96,67,37,NaN
5044,,NaN,NaN,,,,,NaN,,,,,NaN
5045,12,NaN,NaN,45,46,117,8,NaN,87,96,67,37,NaN
5046,,NaN,NaN,,,,,NaN,,,,,NaN
5047,12,NaN,NaN,45,46,120,8,NaN,88,97,68,37,NaN
5048,,NaN,NaN,,,,,NaN,,,,,NaN
5049,12,NaN,NaN,45,46,118,8,NaN,88,96,68,37,NaN
5050,,NaN,NaN,,,,,NaN,,,,,NaN
5051,12,NaN,NaN,45,46,119,8,NaN,88,97,68,37,NaN
5052,,NaN,NaN,,,,,NaN,,,,,NaN
5053,12,NaN,NaN,45,46,120,8,NaN,88,97,68,37,NaN
5054,,NaN,NaN,,,,,NaN,,,,,NaN
5055,12,NaN,NaN,45,46,119,8,NaN,88,97,69,37,NaN
5056,,NaN,NaN,,,,,NaN,,,,,NaN
5057,12,NaN,NaN,45,47,121,8,NaN,89,97,69,37,NaN
5058,,NaN,NaN,,,,,NaN,,,,,NaN
5059,12,NaN,NaN,46,47,121,8,NaN,89,97,68,37,NaN
5060,,NaN,NaN,,,,,NaN,,,,,NaN
5061,12,NaN,NaN,46,47,122,7,NaN,90,97,69,37,NaN
5062,,NaN,NaN,,,,,NaN,,,,,NaN
5063,12,NaN,NaN,46,47,122,7,NaN,90,97,68,37,NaN
5064,,NaN,NaN,,,,,NaN,,,,,NaN
5065,12,NaN,NaN,46,47,120,7,NaN,89,97,69,37,NaN
5066,,NaN,NaN,,,,,NaN,,,,,NaN
5067,12,NaN,NaN,46,47,122,7,NaN,89,97,69,37,NaN
5068,,NaN,NaN,,,,,NaN,,,,,NaN
5069,12,NaN,NaN,46,47,121,7,NaN,89,97,68,37,NaN
5070,,NaN,NaN,,,,,NaN,,,,,NaN
5071,12,NaN,NaN,46,47,120,7,NaN,89,97,70,37,NaN
5072,,NaN,NaN,,,,,NaN,,,,,NaN
5073,12,NaN,NaN,46,47,121,8,NaN,89,97,69,37,NaN
5074,,NaN,NaN,,,,,NaN,,,,,NaN
5075,12,NaN,NaN,46,47,120,8,NaN,89,97,68,37,NaN
5076,,NaN,NaN,,,,,NaN,,,,,NaN
5077,12,NaN,NaN,46,47,121,8,NaN,89,97,68,37,NaN
5078,,NaN,NaN,,,,,NaN,,,,,NaN
5079,12,NaN,NaN,46,47,118,8,NaN,88,97,67,37,NaN
5080,,NaN,NaN,,,,,NaN,,,,,NaN
5081,12,NaN,NaN,46,47,118,8,NaN,88,97,68,37,NaN
5082,,NaN,NaN,,,,,NaN,,,,,NaN
5083,12,NaN,NaN,46,47,118,7,NaN,87,97,66,37,NaN
5084,,NaN,NaN,,,,,NaN,,,,,NaN
5085,12,NaN,NaN,46,47,117,7,NaN,87,97,66,37,NaN
5086,,NaN,NaN,,,,,NaN,,,,,NaN
5087,12,NaN,NaN,46,47,119,8,NaN,88,97,68,37,NaN
5088,,NaN,NaN,,,,,NaN,,,,,NaN
5089,12,NaN,NaN,46,47,118,8,NaN,88,96,67,37,NaN
5090,,NaN,NaN,,,,,NaN,,,,,NaN
5091,12,NaN,NaN,46,47,118,9,NaN,88,97,68,37,NaN
5092,,NaN,NaN,,,,,NaN,,,,,NaN
5093,12,NaN,NaN,46,47,119,9,NaN,88,96,68,37,NaN
5094,,NaN,NaN,,,,,NaN,,,,,NaN
5095,12,NaN,NaN,46,46,117,8,NaN,87,97,68,37,NaN
5096,,NaN,NaN,,,,,NaN,,,,,NaN
5097,12,NaN,NaN,46,47,118,8,NaN,88,96,68,37,NaN
5098,,NaN,NaN,,,,,NaN,,,,,NaN
5099,12,NaN,NaN,46,47,118,8,NaN,88,97,69,38,NaN
5100,,NaN,NaN,,,,,NaN,,,,,NaN
5101,12,NaN,NaN,46,47,120,8,NaN,89,97,70,38,NaN
5102,,NaN,NaN,,,,,NaN,,,,,NaN
