time,SNUADC/ART,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/CVP
10061,NaN,NaN,,,,,NaN,,,,,NaN,
10062,NaN,NaN,111,137,96,100,NaN,91,12,38,96,NaN,10
10063,NaN,NaN,,,,,NaN,,,,,NaN,
10064,NaN,NaN,110,136,96,100,NaN,90,12,38,96,NaN,10
10065,NaN,NaN,,,,,NaN,,,,,NaN,
10066,NaN,NaN,110,136,96,100,NaN,90,12,38,96,NaN,10
10067,NaN,NaN,,,,,NaN,,,,,NaN,
10068,NaN,NaN,110,137,96,100,NaN,90,12,38,97,NaN,9
10069,NaN,NaN,,,,,NaN,,,,,NaN,
10070,NaN,NaN,110,135,96,100,NaN,89,12,38,96,NaN,9
10071,NaN,NaN,,,,,NaN,,,,,NaN,
10072,NaN,NaN,110,136,96,100,NaN,90,12,38,96,NaN,9
10073,NaN,NaN,,,,,NaN,,,,,NaN,
10074,NaN,NaN,109,135,95,100,NaN,89,12,38,96,NaN,9
10075,NaN,NaN,,,,,NaN,,,,,NaN,
10076,NaN,NaN,109,134,95,100,NaN,88,12,38,96,NaN,9
10077,NaN,NaN,,,,,NaN,,,,,NaN,
10078,NaN,NaN,109,135,94,100,NaN,88,12,38,95,NaN,9
10079,NaN,NaN,,,,,NaN,,,,,NaN,
10080,NaN,NaN,109,135,94,100,NaN,88,12,38,95,NaN,9
10081,NaN,NaN,,,,,NaN,,,,,NaN,
10082,NaN,NaN,109,135,94,100,NaN,90,12,38,95,NaN,10
10083,NaN,NaN,,,,,NaN,,,,,NaN,
10084,NaN,NaN,109,135,95,100,NaN,89,12,38,96,NaN,10
10085,NaN,NaN,,,,,NaN,,,,,NaN,
10086,NaN,NaN,110,136,95,100,NaN,90,12,38,96,NaN,10
10087,NaN,NaN,,,,,NaN,,,,,NaN,
10088,NaN,NaN,110,137,95,100,NaN,90,12,38,96,NaN,10
10089,NaN,NaN,,,,,NaN,,,,,NaN,
10090,NaN,NaN,110,135,96,100,NaN,89,12,38,96,NaN,10
10091,NaN,NaN,,,,,NaN,,,,,NaN,
10092,NaN,NaN,110,136,95,100,NaN,90,12,38,96,NaN,10
10093,NaN,NaN,,,,,NaN,,,,,NaN,
10094,NaN,NaN,110,136,95,100,NaN,89,12,38,95,NaN,10
10095,NaN,NaN,,,,,NaN,,,,,NaN,
10096,NaN,NaN,109,134,95,100,NaN,89,12,38,95,NaN,10
10097,NaN,NaN,,,,,NaN,,,,,NaN,
10098,NaN,NaN,110,136,95,100,NaN,89,12,38,95,NaN,10
10099,NaN,NaN,,,,,NaN,,,,,NaN,
10100,NaN,NaN,109,135,95,100,NaN,89,12,38,95,NaN,10
10101,NaN,NaN,,,,,NaN,,,,,NaN,
10102,NaN,NaN,110,136,95,100,NaN,91,12,38,96,NaN,9
10103,NaN,NaN,,,,,NaN,,,,,NaN,
10104,NaN,NaN,110,136,96,100,NaN,90,12,38,96,NaN,9
10105,NaN,NaN,,,,,NaN,,,,,NaN,
10106,NaN,NaN,110,136,96,100,NaN,90,12,38,97,NaN,9
10107,NaN,NaN,,,,,NaN,,,,,NaN,
10108,NaN,NaN,110,137,96,100,NaN,90,12,38,97,NaN,9
10109,NaN,NaN,,,,,NaN,,,,,NaN,
10110,NaN,NaN,110,135,96,100,NaN,90,12,38,97,NaN,9
10111,NaN,NaN,,,,,NaN,,,,,NaN,
10112,NaN,NaN,110,136,96,100,NaN,91,12,38,97,NaN,9
10113,NaN,NaN,,,,,NaN,,,,,NaN,
10114,NaN,NaN,111,136,96,100,NaN,91,12,38,97,NaN,9
10115,NaN,NaN,,,,,NaN,,,,,NaN,
10116,NaN,NaN,111,137,97,100,NaN,91,12,38,97,NaN,10
10117,NaN,NaN,,,,,NaN,,,,,NaN,
10118,NaN,NaN,111,137,97,100,NaN,91,12,38,97,NaN,10
10119,NaN,NaN,,,,,NaN,,,,,NaN,
10120,NaN,NaN,110,136,97,100,NaN,90,12,38,97,NaN,9
10121,NaN,NaN,,,,,NaN,,,,,NaN,
10122,NaN,NaN,110,136,97,100,NaN,91,12,38,97,NaN,9
10123,NaN,NaN,,,,,NaN,,,,,NaN,
10124,NaN,NaN,110,136,96,100,NaN,90,12,38,97,NaN,10
10125,NaN,NaN,,,,,NaN,,,,,NaN,
10126,NaN,NaN,110,136,96,100,NaN,90,12,37,97,NaN,10
10127,NaN,NaN,,,,,NaN,,,,,NaN,
10128,NaN,NaN,110,137,96,100,NaN,90,12,37,97,NaN,9
10129,NaN,NaN,,,,,NaN,,,,,NaN,
10130,NaN,NaN,110,136,96,100,NaN,90,12,37,96,NaN,9
10131,NaN,NaN,,,,,NaN,,,,,NaN,
10132,NaN,NaN,110,137,96,100,NaN,90,12,37,96,NaN,9
10133,NaN,NaN,,,,,NaN,,,,,NaN,
10134,NaN,NaN,109,135,95,100,NaN,88,12,38,96,NaN,9
10135,NaN,NaN,,,,,NaN,,,,,NaN,
10136,NaN,NaN,109,134,95,100,NaN,89,12,38,95,NaN,9
10137,NaN,NaN,,,,,NaN,,,,,NaN,
10138,NaN,NaN,109,136,94,100,NaN,88,12,38,95,NaN,9
10139,NaN,NaN,,,,,NaN,,,,,NaN,
10140,NaN,NaN,108,134,94,100,NaN,88,12,38,94,NaN,9
10141,NaN,NaN,,,,,NaN,,,,,NaN,
10142,NaN,NaN,108,134,94,100,NaN,88,12,38,94,NaN,9
10143,NaN,NaN,,,,,NaN,,,,,NaN,
10144,NaN,NaN,108,134,94,100,NaN,87,12,38,94,NaN,9
10145,NaN,NaN,,,,,NaN,,,,,NaN,
10146,NaN,NaN,107,133,93,100,NaN,87,12,38,94,NaN,10
10147,NaN,NaN,,,,,NaN,,,,,NaN,
10148,NaN,NaN,108,135,93,100,NaN,87,12,38,93,NaN,10
10149,NaN,NaN,,,,,NaN,,,,,NaN,
10150,NaN,NaN,107,133,92,100,NaN,86,12,38,93,NaN,9
10151,NaN,NaN,,,,,NaN,,,,,NaN,
10152,NaN,NaN,107,133,92,100,NaN,87,12,38,93,NaN,9
10153,NaN,NaN,,,,,NaN,,,,,NaN,
10154,NaN,NaN,107,134,92,100,NaN,86,12,38,92,NaN,9
10155,NaN,NaN,,,,,NaN,,,,,NaN,
10156,NaN,NaN,106,132,91,100,NaN,85,12,38,92,NaN,9
10157,NaN,NaN,,,,,NaN,,,,,NaN,
10158,NaN,NaN,106,133,91,100,NaN,85,12,38,91,NaN,9
10159,NaN,NaN,,,,,NaN,,,,,NaN,
10160,NaN,NaN,106,132,90,100,NaN,85,12,38,91,NaN,9
10161,NaN,NaN,,,,,NaN,,,,,NaN,
10162,NaN,NaN,105,132,90,100,NaN,85,12,38,91,NaN,9
10163,NaN,NaN,,,,,NaN,,,,,NaN,
10164,NaN,NaN,105,132,89,100,NaN,84,12,38,90,NaN,9
10165,NaN,NaN,,,,,NaN,,,,,NaN,
10166,NaN,NaN,104,131,89,100,NaN,84,12,38,89,NaN,9
10167,NaN,NaN,,,,,NaN,,,,,NaN,
10168,NaN,NaN,105,133,89,100,NaN,85,12,38,89,NaN,9
10169,NaN,NaN,,,,,NaN,,,,,NaN,
10170,NaN,NaN,105,132,89,100,NaN,85,12,38,89,NaN,10
10171,NaN,NaN,,,,,NaN,,,,,NaN,
10172,NaN,NaN,106,132,90,100,NaN,86,12,38,90,NaN,10
10173,NaN,NaN,,,,,NaN,,,,,NaN,
10174,NaN,NaN,106,133,90,100,NaN,86,12,38,90,NaN,10
10175,NaN,NaN,,,,,NaN,,,,,NaN,
10176,NaN,NaN,106,132,90,100,NaN,85,12,38,90,NaN,10
10177,NaN,NaN,,,,,NaN,,,,,NaN,
10178,NaN,NaN,106,133,90,100,NaN,85,12,38,91,NaN,10
10179,NaN,NaN,,,,,NaN,,,,,NaN,
10180,NaN,NaN,106,132,90,100,NaN,86,12,38,90,NaN,10
10181,NaN,NaN,,,,,NaN,,,,,NaN,
10182,NaN,NaN,106,133,90,100,NaN,86,12,38,90,NaN,10
10183,NaN,NaN,,,,,NaN,,,,,NaN,
10184,NaN,NaN,107,133,90,100,NaN,86,12,39,90,NaN,10
10185,NaN,NaN,,,,,NaN,,,,,NaN,
10186,NaN,NaN,106,133,90,100,NaN,86,12,39,90,NaN,10
10187,NaN,NaN,,,,,NaN,,,,,NaN,
10188,NaN,NaN,107,134,90,100,NaN,86,12,39,90,NaN,10
10189,NaN,NaN,,,,,NaN,,,,,NaN,
10190,NaN,NaN,106,132,89,100,NaN,85,12,38,90,NaN,10
10191,NaN,NaN,,,,,NaN,,,,,NaN,
10192,NaN,NaN,106,132,89,100,NaN,85,12,38,89,NaN,9
10193,NaN,NaN,,,,,NaN,,,,,NaN,
10194,NaN,NaN,105,132,88,100,NaN,84,12,38,89,NaN,9
10195,NaN,NaN,,,,,NaN,,,,,NaN,
10196,NaN,NaN,105,131,88,100,NaN,84,12,38,89,NaN,9
10197,NaN,NaN,,,,,NaN,,,,,NaN,
10198,NaN,NaN,105,132,88,100,NaN,85,12,38,89,NaN,9
10199,NaN,NaN,,,,,NaN,,,,,NaN,
10200,NaN,NaN,105,131,88,100,NaN,85,12,38,89,NaN,9
10201,NaN,NaN,,,,,NaN,,,,,NaN,
10202,NaN,NaN,106,132,88,100,NaN,86,12,38,89,NaN,9
10203,NaN,NaN,,,,,NaN,,,,,NaN,
10204,NaN,NaN,106,133,89,100,NaN,85,12,38,90,NaN,9
10205,NaN,NaN,,,,,NaN,,,,,NaN,
10206,NaN,NaN,105,132,89,100,NaN,85,12,38,90,NaN,9
10207,NaN,NaN,,,,,NaN,,,,,NaN,
10208,NaN,NaN,106,133,90,100,NaN,86,12,38,90,NaN,9
10209,NaN,NaN,,,,,NaN,,,,,NaN,
10210,NaN,NaN,105,132,89,100,NaN,85,12,38,90,NaN,9
10211,NaN,NaN,,,,,NaN,,,,,NaN,
10212,NaN,NaN,105,132,89,100,NaN,85,12,38,90,NaN,9
10213,NaN,NaN,,,,,NaN,,,,,NaN,
10214,NaN,NaN,106,132,89,100,NaN,85,12,38,90,NaN,10
10215,NaN,NaN,,,,,NaN,,,,,NaN,
10216,NaN,NaN,105,131,89,100,NaN,85,12,38,90,NaN,10
10217,NaN,NaN,,,,,NaN,,,,,NaN,
10218,NaN,NaN,106,133,90,100,NaN,86,12,38,90,NaN,9
10219,NaN,NaN,,,,,NaN,,,,,NaN,
10220,NaN,NaN,105,132,90,100,NaN,85,12,38,90,NaN,9
10221,NaN,NaN,,,,,NaN,,,,,NaN,
10222,NaN,NaN,105,131,90,100,NaN,85,12,38,91,NaN,9
10223,NaN,NaN,,,,,NaN,,,,,NaN,
10224,NaN,NaN,105,131,90,100,NaN,84,12,38,90,NaN,9
10225,NaN,NaN,,,,,NaN,,,,,NaN,
10226,NaN,NaN,105,130,90,100,NaN,84,12,38,90,NaN,9
10227,NaN,NaN,,,,,NaN,,,,,NaN,
10228,NaN,NaN,105,132,89,100,NaN,85,12,38,90,NaN,9
10229,NaN,NaN,,,,,NaN,,,,,NaN,
10230,NaN,NaN,105,131,89,100,NaN,85,12,38,90,NaN,9
10231,NaN,NaN,,,,,NaN,,,,,NaN,
10232,NaN,NaN,105,131,90,100,NaN,86,12,38,91,NaN,9
10233,NaN,NaN,,,,,NaN,,,,,NaN,
10234,NaN,NaN,106,132,90,100,NaN,85,12,38,91,NaN,10
10235,NaN,NaN,,,,,NaN,,,,,NaN,
10236,NaN,NaN,105,131,91,100,NaN,85,12,38,91,NaN,10
10237,NaN,NaN,,,,,NaN,,,,,NaN,
10238,NaN,NaN,106,132,91,100,NaN,86,12,38,91,NaN,10
10239,NaN,NaN,,,,,NaN,,,,,NaN,
10240,NaN,NaN,105,131,91,100,NaN,86,12,38,92,NaN,10
10241,NaN,NaN,,,,,NaN,,,,,NaN,
10242,NaN,NaN,106,132,92,100,NaN,87,12,38,92,NaN,10
10243,NaN,NaN,,,,,NaN,,,,,NaN,
10244,NaN,NaN,106,132,92,100,NaN,86,12,38,92,NaN,9
10245,NaN,NaN,,,,,NaN,,,,,NaN,
10246,NaN,NaN,106,131,92,100,NaN,86,12,38,92,NaN,9
10247,NaN,NaN,,,,,NaN,,,,,NaN,
10248,NaN,NaN,106,133,92,100,NaN,86,12,38,92,NaN,9
10249,NaN,NaN,,,,,NaN,,,,,NaN,
10250,NaN,NaN,106,131,91,100,NaN,86,12,38,92,NaN,9
10251,NaN,NaN,,,,,NaN,,,,,NaN,
10252,NaN,NaN,106,132,91,100,NaN,86,12,38,92,NaN,9
10253,NaN,NaN,,,,,NaN,,,,,NaN,
10254,NaN,NaN,106,132,91,100,NaN,85,12,38,92,NaN,9
10255,NaN,NaN,,,,,NaN,,,,,NaN,
10256,NaN,NaN,105,131,91,100,NaN,86,12,38,92,NaN,9
10257,NaN,NaN,,,,,NaN,,,,,NaN,
10258,NaN,NaN,106,132,91,100,NaN,86,12,38,92,NaN,9
10259,NaN,NaN,,,,,NaN,,,,,NaN,
10260,NaN,NaN,105,131,91,100,NaN,85,12,38,92,NaN,9
10261,NaN,NaN,,,,,NaN,,,,,NaN,
10262,NaN,NaN,105,131,91,100,NaN,86,12,38,92,NaN,9
10263,NaN,NaN,,,,,NaN,,,,,NaN,
10264,NaN,NaN,105,132,91,100,NaN,85,12,39,92,NaN,9
10265,NaN,NaN,,,,,NaN,,,,,NaN,
10266,NaN,NaN,105,131,91,100,NaN,84,12,39,91,NaN,9
10267,NaN,NaN,,,,,NaN,,,,,NaN,
10268,NaN,NaN,105,132,91,100,NaN,84,12,39,91,NaN,9
10269,NaN,NaN,,,,,NaN,,,,,NaN,
10270,NaN,NaN,104,130,90,100,NaN,83,12,38,91,NaN,9
10271,NaN,NaN,,,,,NaN,,,,,NaN,
10272,NaN,NaN,104,130,90,100,NaN,84,12,38,91,NaN,9
10273,NaN,NaN,,,,,NaN,,,,,NaN,
10274,NaN,NaN,104,130,90,100,NaN,83,12,38,91,NaN,9
10275,NaN,NaN,,,,,NaN,,,,,NaN,
10276,NaN,NaN,103,129,90,100,NaN,84,12,38,90,NaN,9
10277,NaN,NaN,,,,,NaN,,,,,NaN,
10278,NaN,NaN,104,132,90,100,NaN,84,12,38,90,NaN,9
10279,NaN,NaN,,,,,NaN,,,,,NaN,
10280,NaN,NaN,103,130,89,100,NaN,83,12,38,90,NaN,9
10281,NaN,NaN,,,,,NaN,,,,,NaN,
10282,NaN,NaN,104,130,89,100,NaN,84,12,38,90,NaN,9
10283,NaN,NaN,,,,,NaN,,,,,NaN,
10284,NaN,NaN,104,130,89,100,NaN,84,12,38,90,NaN,9
10285,NaN,NaN,,,,,NaN,,,,,NaN,
10286,NaN,NaN,104,129,89,100,NaN,84,12,38,89,NaN,9
10287,NaN,NaN,,,,,NaN,,,,,NaN,
10288,NaN,NaN,104,131,89,100,NaN,84,12,38,90,NaN,9
10289,NaN,NaN,,,,,NaN,,,,,NaN,
10290,NaN,NaN,103,129,89,100,NaN,83,12,38,89,NaN,9
10291,NaN,NaN,,,,,NaN,,,,,NaN,
10292,NaN,NaN,103,129,89,100,NaN,83,12,38,89,NaN,9
10293,NaN,NaN,,,,,NaN,,,,,NaN,
10294,NaN,NaN,103,129,88,100,NaN,83,12,39,89,NaN,9
10295,NaN,NaN,,,,,NaN,,,,,NaN,
10296,NaN,NaN,103,129,88,100,NaN,83,12,39,89,NaN,9
10297,NaN,NaN,,,,,NaN,,,,,NaN,
10298,NaN,NaN,103,130,88,100,NaN,84,12,39,89,NaN,9
10299,NaN,NaN,,,,,NaN,,,,,NaN,
10300,NaN,NaN,103,129,88,100,NaN,83,12,38,89,NaN,9
10301,NaN,NaN,,,,,NaN,,,,,NaN,
10302,NaN,NaN,104,130,89,100,NaN,85,12,38,89,NaN,9
10303,NaN,NaN,,,,,NaN,,,,,NaN,
10304,NaN,NaN,104,130,89,100,NaN,84,12,38,90,NaN,9
10305,NaN,NaN,,,,,NaN,,,,,NaN,
10306,NaN,NaN,103,129,89,100,NaN,84,12,38,90,NaN,9
10307,NaN,NaN,,,,,NaN,,,,,NaN,
10308,NaN,NaN,104,131,89,100,NaN,84,12,38,90,NaN,9
10309,NaN,NaN,,,,,NaN,,,,,NaN,
10310,NaN,NaN,103,129,89,100,NaN,84,12,38,90,NaN,9
10311,NaN,NaN,,,,,NaN,,,,,NaN,
10312,NaN,NaN,104,130,89,100,NaN,85,12,38,90,NaN,9
10313,NaN,NaN,,,,,NaN,,,,,NaN,
10314,NaN,NaN,104,130,89,100,NaN,84,12,38,89,NaN,9
10315,NaN,NaN,,,,,NaN,,,,,NaN,
10316,NaN,NaN,104,129,89,100,NaN,84,12,38,89,NaN,9
10317,NaN,NaN,,,,,NaN,,,,,NaN,
10318,NaN,NaN,104,131,89,100,NaN,84,12,38,90,NaN,9
10319,NaN,NaN,,,,,NaN,,,,,NaN,
10320,NaN,NaN,104,130,89,100,NaN,84,12,38,90,NaN,9
10321,NaN,NaN,,,,,NaN,,,,,NaN,
10322,NaN,NaN,104,130,89,100,NaN,85,12,38,90,NaN,9
10323,NaN,NaN,,,,,NaN,,,,,NaN,
10324,NaN,NaN,104,131,90,100,NaN,85,12,38,90,NaN,9
10325,NaN,NaN,,,,,NaN,,,,,NaN,
10326,NaN,NaN,105,130,90,100,NaN,86,12,38,90,NaN,9
10327,NaN,NaN,,,,,NaN,,,,,NaN,
10328,NaN,NaN,106,133,90,100,NaN,87,12,38,91,NaN,9
10329,NaN,NaN,,,,,NaN,,,,,NaN,
10330,NaN,NaN,106,132,91,100,NaN,87,12,38,91,NaN,9
10331,NaN,NaN,,,,,NaN,,,,,NaN,
10332,NaN,NaN,107,132,91,100,NaN,87,12,38,92,NaN,9
10333,NaN,NaN,,,,,NaN,,,,,NaN,
10334,NaN,NaN,107,133,92,100,NaN,87,12,38,92,NaN,9
10335,NaN,NaN,,,,,NaN,,,,,NaN,
10336,NaN,NaN,106,131,92,100,NaN,87,12,38,93,NaN,9
10337,NaN,NaN,,,,,NaN,,,,,NaN,
10338,NaN,NaN,107,133,92,100,NaN,87,12,38,93,NaN,9
10339,NaN,NaN,,,,,NaN,,,,,NaN,
10340,NaN,NaN,105,130,92,100,NaN,85,12,38,92,NaN,9
10341,NaN,NaN,,,,,NaN,,,,,NaN,
10342,NaN,NaN,105,131,92,100,NaN,85,12,38,92,NaN,9
10343,NaN,NaN,,,,,NaN,,,,,NaN,
10344,NaN,NaN,104,130,92,100,NaN,85,12,38,92,NaN,9
10345,NaN,NaN,,,,,NaN,,,,,NaN,
10346,NaN,NaN,104,129,91,100,NaN,84,12,38,92,NaN,9
10347,NaN,NaN,,,,,NaN,,,,,NaN,
10348,NaN,NaN,105,131,91,100,NaN,85,12,38,92,NaN,9
10349,NaN,NaN,,,,,NaN,,,,,NaN,
10350,NaN,NaN,104,130,91,100,NaN,85,12,38,92,NaN,9
10351,NaN,NaN,,,,,NaN,,,,,NaN,
10352,NaN,NaN,105,131,91,100,NaN,85,12,38,91,NaN,9
10353,NaN,NaN,,,,,NaN,,,,,NaN,
10354,NaN,NaN,105,130,91,100,NaN,85,12,38,92,NaN,10
10355,NaN,NaN,,,,,NaN,,,,,NaN,
10356,NaN,NaN,104,129,90,100,NaN,84,12,38,91,NaN,10
10357,NaN,NaN,,,,,NaN,,,,,NaN,
10358,NaN,NaN,104,130,90,100,NaN,84,12,38,91,NaN,10
10359,NaN,NaN,,,,,NaN,,,,,NaN,
10360,NaN,NaN,103,129,89,100,NaN,83,12,38,90,NaN,10
10361,NaN,NaN,,,,,NaN,,,,,NaN,
10362,NaN,NaN,103,129,89,100,NaN,84,12,38,90,NaN,9
10363,NaN,NaN,,,,,NaN,,,,,NaN,
10364,NaN,NaN,103,129,90,100,NaN,84,12,38,90,NaN,9
10365,NaN,NaN,,,,,NaN,,,,,NaN,
10366,NaN,NaN,103,128,90,100,NaN,84,12,38,91,NaN,9
10367,NaN,NaN,,,,,NaN,,,,,NaN,
10368,NaN,NaN,103,130,90,100,NaN,83,12,38,91,NaN,9
10369,NaN,NaN,,,,,NaN,,,,,NaN,
10370,NaN,NaN,103,129,91,100,NaN,84,12,38,91,NaN,9
10371,NaN,NaN,,,,,NaN,,,,,NaN,
10372,NaN,NaN,103,129,91,100,NaN,84,12,38,91,NaN,9
10373,NaN,NaN,,,,,NaN,,,,,NaN,
10374,NaN,NaN,103,130,91,100,NaN,84,12,38,91,NaN,9
10375,NaN,NaN,,,,,NaN,,,,,NaN,
10376,NaN,NaN,103,129,91,100,NaN,84,12,38,91,NaN,9
10377,NaN,NaN,,,,,NaN,,,,,NaN,
10378,NaN,NaN,104,131,91,100,NaN,85,12,38,91,NaN,9
10379,NaN,NaN,,,,,NaN,,,,,NaN,
10380,NaN,NaN,104,130,91,100,NaN,83,12,38,91,NaN,9
10381,NaN,NaN,,,,,NaN,,,,,NaN,
10382,NaN,NaN,103,129,90,100,NaN,83,12,38,91,NaN,9
10383,NaN,NaN,,,,,NaN,,,,,NaN,
10384,NaN,NaN,103,129,90,100,NaN,83,12,38,91,NaN,9
10385,NaN,NaN,,,,,NaN,,,,,NaN,
10386,NaN,NaN,103,129,90,100,NaN,82,12,38,90,NaN,9
10387,NaN,NaN,,,,,NaN,,,,,NaN,
10388,NaN,NaN,103,130,90,100,NaN,82,12,38,90,NaN,10
10389,NaN,NaN,,,,,NaN,,,,,NaN,
10390,NaN,NaN,102,128,90,100,NaN,82,12,38,90,NaN,10
10391,NaN,NaN,,,,,NaN,,,,,NaN,
10392,NaN,NaN,103,128,89,100,NaN,84,12,39,90,NaN,9
10393,NaN,NaN,,,,,NaN,,,,,NaN,
10394,NaN,NaN,103,130,90,100,NaN,85,12,39,90,NaN,9
10395,NaN,NaN,,,,,NaN,,,,,NaN,
10396,NaN,NaN,104,130,91,100,NaN,86,12,39,91,NaN,9
10397,NaN,NaN,,,,,NaN,,,,,NaN,
10398,NaN,NaN,105,131,92,100,NaN,86,12,39,92,NaN,9
10399,NaN,NaN,,,,,NaN,,,,,NaN,
10400,NaN,NaN,104,130,93,100,NaN,85,12,38,93,NaN,9
10401,NaN,NaN,,,,,NaN,,,,,NaN,
10402,NaN,NaN,105,131,93,100,NaN,86,12,38,93,NaN,9
10403,NaN,NaN,,,,,NaN,,,,,NaN,
10404,NaN,NaN,105,131,92,100,NaN,87,12,38,93,NaN,9
10405,NaN,NaN,,,,,NaN,,,,,NaN,
10406,NaN,NaN,106,132,92,100,NaN,87,12,38,93,NaN,9
10407,NaN,NaN,,,,,NaN,,,,,NaN,
10408,NaN,NaN,107,133,93,100,NaN,88,12,38,93,NaN,9
10409,NaN,NaN,,,,,NaN,,,,,NaN,
10410,NaN,NaN,106,132,93,100,NaN,87,12,38,93,NaN,9
10411,NaN,NaN,,,,,NaN,,,,,NaN,
10412,NaN,NaN,107,133,93,100,NaN,88,12,38,93,NaN,9
10413,NaN,NaN,,,,,NaN,,,,,NaN,
10414,NaN,NaN,107,133,93,100,NaN,87,12,38,93,NaN,9
10415,NaN,NaN,,,,,NaN,,,,,NaN,
10416,NaN,NaN,106,132,92,100,NaN,87,12,38,93,NaN,9
10417,NaN,NaN,,,,,NaN,,,,,NaN,
10418,NaN,NaN,107,133,92,100,NaN,87,12,38,92,NaN,9
10419,NaN,NaN,,,,,NaN,,,,,NaN,
10420,NaN,NaN,106,131,91,100,NaN,86,12,38,92,NaN,9
10421,NaN,NaN,,,,,NaN,,,,,NaN,
10422,NaN,NaN,106,132,91,100,NaN,87,12,38,92,NaN,9
10423,NaN,NaN,,,,,NaN,,,,,NaN,
10424,NaN,NaN,106,132,91,100,NaN,87,12,38,92,NaN,9
10425,NaN,NaN,,,,,NaN,,,,,NaN,
10426,NaN,NaN,107,132,91,100,NaN,88,12,38,91,NaN,9
10427,NaN,NaN,,,,,NaN,,,,,NaN,
10428,NaN,NaN,107,133,91,100,NaN,86,12,38,91,NaN,9
10429,NaN,NaN,,,,,NaN,,,,,NaN,
10430,NaN,NaN,106,131,90,100,NaN,86,12,38,91,NaN,9
10431,NaN,NaN,,,,,NaN,,,,,NaN,
10432,NaN,NaN,106,132,90,100,NaN,87,12,38,91,NaN,9
10433,NaN,NaN,,,,,NaN,,,,,NaN,
10434,NaN,NaN,106,132,90,100,NaN,86,12,38,91,NaN,9
10435,NaN,NaN,,,,,NaN,,,,,NaN,
10436,NaN,NaN,106,131,90,100,NaN,86,12,38,91,NaN,9
10437,NaN,NaN,,,,,NaN,,,,,NaN,
10438,NaN,NaN,106,132,90,100,NaN,86,12,38,91,NaN,9
10439,NaN,NaN,,,,,NaN,,,,,NaN,
10440,NaN,NaN,105,131,90,100,NaN,85,12,38,90,NaN,9
10441,NaN,NaN,,,,,NaN,,,,,NaN,
10442,NaN,NaN,105,131,89,100,NaN,86,12,38,90,NaN,9
10443,NaN,NaN,,,,,NaN,,,,,NaN,
10444,NaN,NaN,105,131,89,100,NaN,86,12,38,90,NaN,9
10445,NaN,NaN,,,,,NaN,,,,,NaN,
10446,NaN,NaN,105,131,89,100,NaN,86,12,38,89,NaN,9
10447,NaN,NaN,,,,,NaN,,,,,NaN,
10448,NaN,NaN,106,132,89,100,NaN,86,12,38,89,NaN,9
10449,NaN,NaN,,,,,NaN,,,,,NaN,
10450,NaN,NaN,106,132,89,100,NaN,86,12,38,89,NaN,9
10451,NaN,NaN,,,,,NaN,,,,,NaN,
10452,NaN,NaN,107,132,89,100,NaN,89,12,38,90,NaN,10
10453,NaN,NaN,,,,,NaN,,,,,NaN,
10454,NaN,NaN,107,135,89,100,NaN,87,12,38,90,NaN,10
10455,NaN,NaN,,,,,NaN,,,,,NaN,
10456,NaN,NaN,106,131,90,100,NaN,85,12,38,90,NaN,10
10457,NaN,NaN,,,,,NaN,,,,,NaN,
10458,NaN,NaN,105,131,89,100,NaN,85,12,38,90,NaN,10
10459,NaN,NaN,,,,,NaN,,,,,NaN,
10460,NaN,NaN,,,,,NaN,,,,,NaN,
10461,NaN,NaN,105,131,89,100,NaN,86,12,38,90,NaN,10
10462,NaN,NaN,107,134,90,100,NaN,89,12,38,91,NaN,9
10463,NaN,NaN,,,,,NaN,,,,,NaN,
10464,NaN,NaN,108,134,91,100,NaN,88,12,38,91,NaN,9
10465,NaN,NaN,,,,,NaN,,,,,NaN,
10466,NaN,NaN,,,,,NaN,,,,,NaN,
10467,NaN,NaN,108,134,91,100,NaN,86,12,38,91,NaN,9
10468,NaN,NaN,107,,91,,NaN,,,,,NaN,
10469,NaN,NaN,,133,,100,NaN,86,12,38,92,NaN,9
10470,NaN,NaN,105,132,90,100,NaN,85,12,38,91,NaN,10
10471,NaN,NaN,,,,,NaN,,,,,NaN,
10472,NaN,NaN,105,132,89,100,NaN,86,12,38,90,NaN,10
10473,NaN,NaN,,,,,NaN,,,,,NaN,
10474,NaN,NaN,105,131,89,100,NaN,85,12,38,90,NaN,9
10475,NaN,NaN,,,,,NaN,,,,,NaN,
10476,NaN,NaN,105,131,89,100,NaN,85,12,38,89,NaN,9
10477,NaN,NaN,,,,,NaN,,,,,NaN,
10478,NaN,NaN,105,132,89,100,NaN,85,12,38,89,NaN,9
10479,NaN,NaN,,,,,NaN,,,,,NaN,
10480,NaN,NaN,105,131,88,100,NaN,85,12,38,89,NaN,9
10481,NaN,NaN,,,,,NaN,,,,,NaN,
10482,NaN,NaN,106,132,88,100,NaN,87,12,38,89,NaN,9
10483,NaN,NaN,,,,,NaN,,,,,NaN,
10484,NaN,NaN,106,132,89,100,NaN,86,12,38,90,NaN,9
10485,NaN,NaN,,,,,NaN,,,,,NaN,
