time,Solar8000/ART_DBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/HR,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/CVP
24016,,,NaN,,NaN,,NaN,NaN,,,,,
24017,59,88,NaN,88,NaN,132,NaN,NaN,18,84,100,,237
24018,,,NaN,,NaN,,NaN,NaN,,,,,
24019,58,88,NaN,87,NaN,131,NaN,NaN,18,83,100,,237
24020,,,NaN,,NaN,,NaN,NaN,,,,,
24021,59,88,NaN,87,NaN,131,NaN,NaN,18,83,100,,237
24022,,,NaN,,NaN,,NaN,NaN,,,,,
24023,58,88,NaN,87,NaN,130,NaN,NaN,18,83,100,,237
24024,,,NaN,,NaN,,NaN,NaN,,,,,
24025,60,88,NaN,88,NaN,133,NaN,NaN,18,84,100,,237
24026,,,NaN,,NaN,,NaN,NaN,,,,,
24027,59,88,NaN,87,NaN,131,NaN,NaN,18,83,100,,237
24028,,,NaN,,NaN,,NaN,NaN,,,,,
24029,59,88,NaN,88,NaN,131,NaN,NaN,18,84,100,,237
24030,,,NaN,,NaN,,NaN,NaN,,,,,
24031,60,88,NaN,88,NaN,132,NaN,NaN,18,84,100,,233
24032,,,NaN,,NaN,,NaN,NaN,,,,,
24033,59,88,NaN,88,NaN,132,NaN,NaN,18,84,100,,233
24034,,,NaN,,NaN,,NaN,NaN,,,,,
24035,60,88,NaN,88,NaN,134,NaN,NaN,18,85,100,,237
24036,,,NaN,,NaN,,NaN,NaN,,,,,
24037,60,88,NaN,88,NaN,132,NaN,NaN,18,85,100,,237
24038,,,NaN,,NaN,,NaN,NaN,,,,,
24039,60,89,NaN,88,NaN,134,NaN,NaN,18,86,100,,233
24040,,,NaN,,NaN,,NaN,NaN,,,,,
24041,63,89,NaN,89,NaN,134,NaN,NaN,18,87,100,,233
24042,,,NaN,,NaN,,NaN,NaN,,,,,
24043,61,89,NaN,89,NaN,134,NaN,NaN,18,87,100,,233
24044,,,NaN,,NaN,,NaN,NaN,,,,,
24045,61,89,NaN,89,NaN,136,NaN,NaN,18,87,100,,233
24046,,,NaN,,NaN,,NaN,NaN,,,,,
24047,60,89,NaN,88,NaN,136,NaN,NaN,18,87,100,,239
24048,,,NaN,,NaN,,NaN,NaN,,,,,
24049,60,89,NaN,88,NaN,135,NaN,NaN,18,87,100,,239
24050,,,NaN,,NaN,,NaN,NaN,,,,,
24051,60,89,NaN,88,NaN,135,NaN,NaN,18,87,100,,239
24052,,,NaN,,NaN,,NaN,NaN,,,,,
24053,60,89,NaN,88,NaN,134,NaN,NaN,18,86,100,,235
24054,,,NaN,,NaN,,NaN,NaN,,,,,
24055,60,89,NaN,89,NaN,135,NaN,NaN,18,86,100,,235
24056,,,NaN,,NaN,,NaN,NaN,,,,,
24057,60,90,NaN,89,NaN,133,NaN,NaN,18,86,100,,239
24058,,,NaN,,NaN,,NaN,NaN,,,,,
24059,60,90,NaN,89,NaN,135,NaN,NaN,18,86,100,,239
24060,,,NaN,,NaN,,NaN,NaN,,,,,
24061,59,89,NaN,89,NaN,134,NaN,NaN,18,85,100,37,241
24062,,,NaN,,NaN,,NaN,NaN,,,,,
24063,59,89,NaN,88,NaN,133,NaN,NaN,18,85,100,37,241
24064,,,NaN,,NaN,,NaN,NaN,,,,,
24065,59,89,NaN,88,NaN,135,NaN,NaN,18,86,100,37,238
24066,,,NaN,,NaN,,NaN,NaN,,,,,
24067,60,89,NaN,88,NaN,134,NaN,NaN,18,85,100,36,238
24068,,,NaN,,NaN,,NaN,NaN,,,,,
24069,59,89,NaN,88,NaN,135,NaN,NaN,18,85,100,36,243
24070,,,NaN,,NaN,,NaN,NaN,,,,,
24071,60,89,NaN,88,NaN,133,NaN,NaN,18,85,100,36,243
24072,,,NaN,,NaN,,NaN,NaN,,,,,
24073,59,89,NaN,88,NaN,132,NaN,NaN,18,84,100,36,237
24074,,,NaN,,NaN,,NaN,NaN,,,,,
24075,59,89,NaN,88,NaN,134,NaN,NaN,18,85,100,36,237
24076,,,NaN,,NaN,,NaN,NaN,,,,,
24077,59,89,NaN,88,NaN,132,NaN,NaN,18,84,100,36,239
24078,,,NaN,,NaN,,NaN,NaN,,,,,
24079,59,89,NaN,88,NaN,133,NaN,NaN,18,84,100,36,239
24080,,,NaN,,NaN,,NaN,NaN,,,,,
24081,60,89,NaN,88,NaN,133,NaN,NaN,18,85,100,36,239
24082,,,NaN,,NaN,,NaN,NaN,,,,,
24083,60,89,NaN,89,NaN,133,NaN,NaN,18,85,100,36,244
24084,,,NaN,,NaN,,NaN,NaN,,,,,
24085,61,90,NaN,89,NaN,136,NaN,NaN,18,87,100,36,244
24086,,,NaN,,NaN,,NaN,NaN,,,,,
24087,60,90,NaN,89,NaN,135,NaN,NaN,18,86,100,36,240
24088,,,NaN,,NaN,,NaN,NaN,,,,,
24089,60,90,NaN,90,NaN,136,NaN,NaN,18,87,100,36,240
24090,,,NaN,,NaN,,NaN,NaN,,,,,
24091,60,90,NaN,90,NaN,135,NaN,NaN,18,86,100,36,244
24092,,,NaN,,NaN,,NaN,NaN,,,,,
24093,59,90,NaN,89,NaN,135,NaN,NaN,18,86,100,36,244
24094,,,NaN,,NaN,,NaN,NaN,,,,,
24095,60,89,NaN,89,NaN,136,NaN,NaN,18,86,100,36,243
24096,,,NaN,,NaN,,NaN,NaN,,,,,
24097,59,89,NaN,89,NaN,134,NaN,NaN,18,85,100,36,243
24098,,,NaN,,NaN,,NaN,NaN,,,,,
24099,60,89,NaN,89,NaN,135,NaN,NaN,18,86,100,36,239
24100,,,NaN,,NaN,,NaN,NaN,,,,,
24101,61,89,NaN,89,NaN,136,NaN,NaN,18,86,100,36,239
24102,,,NaN,,NaN,,NaN,NaN,,,,,
24103,60,89,NaN,89,NaN,136,NaN,NaN,18,86,100,36,242
24104,,,NaN,,NaN,,NaN,NaN,,,,,
24105,61,89,NaN,89,NaN,138,NaN,NaN,18,87,100,36,242
24106,,,NaN,,NaN,,NaN,NaN,,,,,
24107,61,89,NaN,89,NaN,136,NaN,NaN,18,87,100,36,245
24108,,,NaN,,NaN,,NaN,NaN,,,,,
24109,60,89,NaN,88,NaN,137,NaN,NaN,18,87,100,36,245
24110,,,NaN,,NaN,,NaN,NaN,,,,,
24111,61,89,NaN,89,NaN,137,NaN,NaN,18,87,100,36,248
24112,,,NaN,,NaN,,NaN,NaN,,,,,
24113,60,89,NaN,89,NaN,135,NaN,NaN,18,86,100,36,248
24114,,,NaN,,NaN,,NaN,NaN,,,,,
24115,60,89,NaN,89,NaN,137,NaN,NaN,18,87,100,36,248
24116,,,NaN,,NaN,,NaN,NaN,,,,,
24117,61,89,NaN,89,NaN,135,NaN,NaN,18,86,100,36,242
24118,,,NaN,,NaN,,NaN,NaN,,,,,
24119,60,89,NaN,89,NaN,136,NaN,NaN,18,87,100,36,242
24120,,,NaN,,NaN,,NaN,NaN,,,,,
24121,61,89,NaN,89,NaN,136,NaN,NaN,18,87,100,36,244
24122,,,NaN,,NaN,,NaN,NaN,,,,,
24123,60,89,NaN,89,NaN,135,NaN,NaN,18,86,100,36,244
24124,,,NaN,,NaN,,NaN,NaN,,,,,
24125,60,89,NaN,89,NaN,136,NaN,NaN,18,87,100,36,241
24126,,,NaN,,NaN,,NaN,NaN,,,,,
24127,60,89,NaN,89,NaN,134,NaN,NaN,18,86,100,36,241
24128,,,NaN,,NaN,,NaN,NaN,,,,,
24129,60,89,NaN,89,NaN,136,NaN,NaN,18,86,100,36,242
24130,,,NaN,,NaN,,NaN,NaN,,,,,
24131,61,89,NaN,89,NaN,136,NaN,NaN,18,87,100,36,242
24132,,,NaN,,NaN,,NaN,NaN,,,,,
24133,61,90,NaN,89,NaN,136,NaN,NaN,18,86,100,36,245
24134,,,NaN,,NaN,,NaN,NaN,,,,,
24135,61,89,NaN,89,NaN,138,NaN,NaN,18,87,100,36,245
24136,,,NaN,,NaN,,NaN,NaN,,,,,
24137,61,90,NaN,89,NaN,137,NaN,NaN,18,87,100,36,247
24138,,,NaN,,NaN,,NaN,NaN,,,,,
24139,60,89,NaN,89,NaN,137,NaN,NaN,18,87,100,36,247
24140,,,NaN,,NaN,,NaN,NaN,,,,,
24141,61,89,NaN,89,NaN,138,NaN,NaN,18,87,100,36,249
24142,,,NaN,,NaN,,NaN,NaN,,,,,
24143,61,90,NaN,89,NaN,137,NaN,NaN,18,87,100,36,249
24144,,,NaN,,NaN,,NaN,NaN,,,,,
24145,62,90,NaN,89,NaN,140,NaN,NaN,18,88,100,36,249
24146,,,NaN,,NaN,,NaN,NaN,,,,,
24147,63,90,NaN,90,NaN,140,NaN,NaN,18,89,100,36,243
24148,,,NaN,,NaN,,NaN,NaN,,,,,
24149,63,91,NaN,90,NaN,141,NaN,NaN,18,90,100,36,243
24150,,,NaN,,NaN,,NaN,NaN,,,,,
24151,62,90,NaN,90,NaN,142,NaN,NaN,18,90,100,36,244
24152,,,NaN,,NaN,,NaN,NaN,,,,,
24153,61,90,NaN,89,NaN,140,NaN,NaN,18,89,100,36,244
24154,,,NaN,,NaN,,NaN,NaN,,,,,
24155,61,89,NaN,89,NaN,140,NaN,NaN,18,88,100,36,247
24156,,,NaN,,NaN,,NaN,NaN,,,,,
24157,60,88,NaN,88,NaN,137,NaN,NaN,18,87,100,36,247
24158,,,NaN,,NaN,,NaN,NaN,,,,,
24159,59,88,NaN,88,NaN,136,NaN,NaN,18,86,100,36,248
24160,,,NaN,,NaN,,NaN,NaN,,,,,
24161,60,89,NaN,88,NaN,137,NaN,NaN,18,86,100,36,248
24162,,,NaN,,NaN,,NaN,NaN,,,,,
24163,59,89,NaN,89,NaN,137,NaN,NaN,18,86,100,36,249
24164,,,NaN,,NaN,,NaN,NaN,,,,,
24165,60,89,NaN,89,NaN,138,NaN,NaN,18,86,100,36,249
24166,,,NaN,,NaN,,NaN,NaN,,,,,
24167,59,89,NaN,89,NaN,135,NaN,NaN,18,85,100,36,243
24168,,,NaN,,NaN,,NaN,NaN,,,,,
24169,59,89,NaN,89,NaN,136,NaN,NaN,18,85,100,36,243
24170,,,NaN,,NaN,,NaN,NaN,,,,,
24171,60,89,NaN,89,NaN,136,NaN,NaN,18,85,100,36,246
24172,,,NaN,,NaN,,NaN,NaN,,,,,
24173,60,89,NaN,89,NaN,137,NaN,NaN,18,86,100,36,246
24174,,,NaN,,NaN,,NaN,NaN,,,,,
24175,58,89,NaN,93,NaN,139,NaN,NaN,18,84,100,36,246
24176,,,NaN,,NaN,,NaN,NaN,,,,,
24177,61,90,NaN,90,NaN,137,NaN,NaN,18,85,100,36,248
24178,,,NaN,,NaN,,NaN,NaN,,,,,
24179,63,90,NaN,91,NaN,141,NaN,NaN,18,89,100,36,248
24180,,,NaN,,NaN,,NaN,NaN,,,,,
24181,64,91,NaN,87,NaN,143,NaN,NaN,18,90,100,36,249
24182,,,NaN,,NaN,,NaN,NaN,,,,,
24183,63,91,NaN,90,NaN,142,NaN,NaN,18,90,100,36,249
24184,,,NaN,,NaN,,NaN,NaN,,,,,
24185,63,91,NaN,90,NaN,143,NaN,NaN,18,91,100,36,244
24186,,,NaN,,NaN,,NaN,NaN,,,,,
24187,64,91,NaN,90,NaN,142,NaN,NaN,18,90,100,36,244
24188,,,NaN,,NaN,,NaN,NaN,,,,,
24189,62,91,NaN,90,NaN,142,NaN,NaN,18,90,100,36,246
24190,,,NaN,,NaN,,NaN,NaN,,,,,
24191,62,90,NaN,90,NaN,142,NaN,NaN,18,90,100,36,246
24192,,,NaN,,NaN,,NaN,NaN,,,,,
24193,61,90,NaN,89,NaN,140,NaN,NaN,18,89,100,36,248
24194,,,NaN,,NaN,,NaN,NaN,,,,,
24195,61,90,NaN,89,NaN,140,NaN,NaN,18,89,100,36,248
24196,,,NaN,,NaN,,NaN,NaN,,,,,
24197,60,89,NaN,89,NaN,138,NaN,NaN,18,87,100,36,244
24198,,,NaN,,NaN,,NaN,NaN,,,,,
24199,60,89,NaN,89,NaN,138,NaN,NaN,18,87,100,36,244
24200,,,NaN,,NaN,,NaN,NaN,,,,,
24201,60,89,NaN,89,NaN,137,NaN,NaN,18,86,100,36,241
24202,,,NaN,,NaN,,NaN,NaN,,,,,
24203,59,89,NaN,88,NaN,137,NaN,NaN,18,86,100,36,241
24204,,,NaN,,NaN,,NaN,NaN,,,,,
24205,60,89,NaN,89,NaN,139,NaN,NaN,18,86,100,36,245
24206,,,NaN,,NaN,,NaN,NaN,,,,,
24207,60,89,NaN,88,NaN,137,NaN,NaN,18,86,100,36,245
24208,,,NaN,,NaN,,NaN,NaN,,,,,
24209,59,89,NaN,88,NaN,138,NaN,NaN,18,86,100,36,245
24210,,,NaN,,NaN,,NaN,NaN,,,,,
24211,59,88,NaN,88,NaN,136,NaN,NaN,18,85,100,36,247
24212,,,NaN,,NaN,,NaN,NaN,,,,,
24213,59,88,NaN,88,NaN,136,NaN,NaN,18,85,100,36,247
24214,,,NaN,,NaN,,NaN,NaN,,,,,
24215,60,88,NaN,88,NaN,139,NaN,NaN,18,86,100,36,249
24216,,,NaN,,NaN,,NaN,NaN,,,,,
24217,60,89,NaN,88,NaN,137,NaN,NaN,18,86,100,36,249
24218,,,NaN,,NaN,,NaN,NaN,,,,,
24219,61,89,NaN,88,NaN,139,NaN,NaN,18,87,100,36,250
24220,,,NaN,,NaN,,NaN,NaN,,,,,
24221,62,90,NaN,89,NaN,140,NaN,NaN,18,88,100,36,250
24222,,,NaN,,NaN,,NaN,NaN,,,,,
24223,63,90,NaN,89,NaN,142,NaN,NaN,18,89,100,36,248
24224,,,NaN,,NaN,,NaN,NaN,,,,,
24225,63,90,NaN,90,NaN,144,NaN,NaN,18,90,100,36,248
24226,,,NaN,,NaN,,NaN,NaN,,,,,
24227,63,91,NaN,90,NaN,143,NaN,NaN,18,91,100,36,244
24228,,,NaN,,NaN,,NaN,NaN,,,,,
24229,63,90,NaN,90,NaN,144,NaN,NaN,18,91,100,36,244
24230,,,NaN,,NaN,,NaN,NaN,,,,,
24231,63,91,NaN,90,NaN,143,NaN,NaN,18,91,100,36,246
24232,,,NaN,,NaN,,NaN,NaN,,,,,
24233,61,90,NaN,90,NaN,141,NaN,NaN,18,90,100,36,246
24234,,,NaN,,NaN,,NaN,NaN,,,,,
24235,62,90,NaN,90,NaN,143,NaN,NaN,18,90,100,36,243
24236,,,NaN,,NaN,,NaN,NaN,,,,,
24237,61,90,NaN,90,NaN,140,NaN,NaN,18,88,100,36,243
24238,,,NaN,,NaN,,NaN,NaN,,,,,
24239,61,90,NaN,90,NaN,141,NaN,NaN,18,89,100,36,243
24240,,,NaN,,NaN,,NaN,NaN,,,,,
24241,62,90,NaN,90,NaN,141,NaN,NaN,18,89,100,36,241
24242,,,NaN,,NaN,,NaN,NaN,,,,,
24243,62,89,NaN,90,NaN,142,NaN,NaN,18,89,100,36,241
24244,,,NaN,,NaN,,NaN,NaN,,,,,
24245,63,90,NaN,90,NaN,144,NaN,NaN,18,90,100,36,245
24246,,,NaN,,NaN,,NaN,NaN,,,,,
24247,62,90,NaN,90,NaN,142,NaN,NaN,18,90,100,36,245
24248,,,NaN,,NaN,,NaN,NaN,,,,,
24249,62,90,NaN,89,NaN,142,NaN,NaN,18,90,100,36,247
24250,,,NaN,,NaN,,NaN,NaN,,,,,
24251,61,89,NaN,89,NaN,141,NaN,NaN,18,89,100,36,247
24252,,,NaN,,NaN,,NaN,NaN,,,,,
24253,61,89,NaN,88,NaN,140,NaN,NaN,18,88,100,36,249
24254,,,NaN,,NaN,,NaN,NaN,,,,,
24255,61,89,NaN,89,NaN,141,NaN,NaN,18,88,100,36,249
24256,,,NaN,,NaN,,NaN,NaN,,,,,
24257,61,89,NaN,88,NaN,139,NaN,NaN,18,88,100,36,250
24258,,,NaN,,NaN,,NaN,NaN,,,,,
24259,61,89,NaN,89,NaN,141,NaN,NaN,18,88,100,36,250
24260,,,NaN,,NaN,,NaN,NaN,,,,,
24261,62,89,NaN,89,NaN,141,NaN,NaN,18,89,100,36,250
24262,,,NaN,,NaN,,NaN,NaN,,,,,
24263,61,90,NaN,89,NaN,140,NaN,NaN,18,88,100,36,250
24264,,,NaN,,NaN,,NaN,NaN,,,,,
24265,61,90,NaN,89,NaN,142,NaN,NaN,18,89,100,36,251
24266,,,NaN,,NaN,,NaN,NaN,,,,,
24267,61,90,NaN,89,NaN,140,NaN,NaN,18,88,100,36,251
24268,,,NaN,,NaN,,NaN,NaN,,,,,
24269,60,90,NaN,89,NaN,140,NaN,NaN,18,87,100,36,251
24270,,,NaN,,NaN,,NaN,NaN,,,,,
24271,60,89,NaN,89,NaN,139,NaN,NaN,18,87,100,36,251
24272,,,NaN,,NaN,,NaN,NaN,,,,,
24273,60,89,NaN,89,NaN,139,NaN,NaN,18,87,100,36,251
24274,,,NaN,,NaN,,NaN,NaN,,,,,
24275,60,89,NaN,89,NaN,141,NaN,NaN,18,87,100,36,252
24276,,,NaN,,NaN,,NaN,NaN,,,,,
24277,61,89,NaN,89,NaN,139,NaN,NaN,18,87,100,36,252
24278,,,NaN,,NaN,,NaN,NaN,,,,,
24279,61,89,NaN,89,NaN,140,NaN,NaN,18,88,100,36,243
24280,,,NaN,,NaN,,NaN,NaN,,,,,
24281,62,89,NaN,89,NaN,142,NaN,NaN,18,89,100,36,243
24282,,,NaN,,NaN,,NaN,NaN,,,,,
24283,61,89,NaN,89,NaN,141,NaN,NaN,18,88,100,36,243
24284,,,NaN,,NaN,,NaN,NaN,,,,,
24285,61,89,NaN,88,NaN,142,NaN,NaN,18,89,100,36,243
24286,,,NaN,,NaN,,NaN,NaN,,,,,
24287,61,88,NaN,88,NaN,140,NaN,NaN,18,88,100,36,242
24288,,,NaN,,NaN,,NaN,NaN,,,,,
24289,61,88,NaN,88,NaN,141,NaN,NaN,18,88,100,36,242
24290,,,NaN,,NaN,,NaN,NaN,,,,,
24291,61,88,NaN,87,NaN,139,NaN,NaN,18,87,100,36,242
24292,,,NaN,,NaN,,NaN,NaN,,,,,
24293,60,88,NaN,87,NaN,139,NaN,NaN,18,87,100,36,242
24294,,,NaN,,NaN,,NaN,NaN,,,,,
24295,61,88,NaN,88,NaN,141,NaN,NaN,18,88,100,36,242
24296,,,NaN,,NaN,,NaN,NaN,,,,,
24297,61,88,NaN,88,NaN,140,NaN,NaN,18,88,100,36,242
24298,,,NaN,,NaN,,NaN,NaN,,,,,
24299,61,88,NaN,88,NaN,141,NaN,NaN,18,89,100,36,241
24300,,,NaN,,NaN,,NaN,NaN,,,,,
24301,62,88,NaN,87,NaN,141,NaN,NaN,18,88,100,36,241
24302,,,NaN,,NaN,,NaN,NaN,,,,,
24303,60,88,NaN,87,NaN,139,NaN,NaN,18,87,100,36,241
24304,,,NaN,,NaN,,NaN,NaN,,,,,
24305,60,88,NaN,88,NaN,140,NaN,NaN,18,87,100,36,241
24306,,,NaN,,NaN,,NaN,NaN,,,,,
24307,59,89,NaN,88,NaN,138,NaN,NaN,18,86,100,36,241
24308,,,NaN,,NaN,,NaN,NaN,,,,,
24309,59,89,NaN,88,NaN,139,NaN,NaN,18,86,100,36,241
24310,,,NaN,,NaN,,NaN,NaN,,,,,
24311,60,89,NaN,88,NaN,139,NaN,NaN,18,86,100,36,241
24312,,,NaN,,NaN,,NaN,NaN,,,,,
24313,60,89,NaN,88,NaN,138,NaN,NaN,18,86,100,36,240
24314,,,NaN,,NaN,,NaN,NaN,,,,,
24315,61,89,NaN,89,NaN,141,NaN,NaN,18,88,100,36,240
24316,,,NaN,,NaN,,NaN,NaN,,,,,
24317,61,90,NaN,89,NaN,140,NaN,NaN,18,87,100,36,240
24318,,,NaN,,NaN,,NaN,NaN,,,,,
24319,59,90,NaN,95,NaN,139,NaN,NaN,18,85,100,36,240
24320,,,NaN,,NaN,,NaN,NaN,,,,,
24321,60,91,NaN,91,NaN,139,NaN,NaN,18,86,100,36,240
24322,,,NaN,,NaN,,NaN,NaN,,,,,
24323,61,91,NaN,91,NaN,140,NaN,NaN,18,87,100,36,240
24324,,,NaN,,NaN,,NaN,NaN,,,,,
24325,62,91,NaN,90,NaN,143,NaN,NaN,18,89,100,36,240
24326,,,NaN,,NaN,,NaN,NaN,,,,,
24327,63,91,NaN,90,NaN,141,NaN,NaN,18,89,100,36,240
24328,,,NaN,,NaN,,NaN,NaN,,,,,
24329,63,91,NaN,90,NaN,143,NaN,NaN,18,90,100,36,239
24330,,,NaN,,NaN,,NaN,NaN,,,,,
24331,63,90,NaN,90,NaN,143,NaN,NaN,18,90,100,36,239
24332,,,NaN,,NaN,,NaN,NaN,,,,,
24333,63,90,NaN,89,NaN,143,NaN,NaN,18,91,100,36,239
24334,,,NaN,,NaN,,NaN,NaN,,,,,
24335,64,90,NaN,90,NaN,145,NaN,NaN,18,92,100,36,239
24336,,,NaN,,NaN,,NaN,NaN,,,,,
24337,63,90,NaN,90,NaN,143,NaN,NaN,18,91,100,36,239
24338,,,NaN,,NaN,,NaN,NaN,,,,,
24339,62,90,NaN,90,NaN,143,NaN,NaN,18,91,100,36,239
24340,,,NaN,,NaN,,NaN,NaN,,,,,
24341,61,90,NaN,90,NaN,142,NaN,NaN,18,89,100,36,239
24342,,,NaN,,NaN,,NaN,NaN,,,,,
24343,60,89,NaN,88,NaN,140,NaN,NaN,18,88,100,36,239
24344,,,NaN,,NaN,,NaN,NaN,,,,,
24345,60,89,NaN,88,NaN,140,NaN,NaN,18,87,100,36,239
24346,,,NaN,,NaN,,NaN,NaN,,,,,
24347,60,89,NaN,88,NaN,138,NaN,NaN,18,86,100,35,239
24348,,,NaN,,NaN,,NaN,NaN,,,,,
24349,60,89,NaN,88,NaN,139,NaN,NaN,18,86,100,35,239
24350,,,NaN,,NaN,,NaN,NaN,,,,,
24351,61,89,NaN,89,NaN,140,NaN,NaN,18,87,100,35,239
24352,,,NaN,,NaN,,NaN,NaN,,,,,
24353,60,90,NaN,89,NaN,139,NaN,NaN,18,87,100,35,239
24354,,,NaN,,NaN,,NaN,NaN,,,,,
24355,61,90,NaN,90,NaN,142,NaN,NaN,18,88,100,35,239
24356,,,NaN,,NaN,,NaN,NaN,,,,,
24357,62,91,NaN,90,NaN,141,NaN,NaN,18,88,100,35,239
24358,,,NaN,,NaN,,NaN,NaN,,,,,
24359,62,91,NaN,91,NaN,143,NaN,NaN,18,90,100,36,238
24360,,,NaN,,NaN,,NaN,NaN,,,,,
24361,63,91,NaN,90,NaN,143,NaN,NaN,18,90,100,36,238
24362,,,NaN,,NaN,,NaN,NaN,,,,,
24363,63,91,NaN,90,NaN,142,NaN,NaN,18,90,100,36,238
24364,,,NaN,,NaN,,NaN,NaN,,,,,
24365,63,92,NaN,91,NaN,144,NaN,NaN,18,91,100,36,238
24366,,,NaN,,NaN,,NaN,NaN,,,,,
24367,62,91,NaN,91,NaN,142,NaN,NaN,18,90,100,36,238
24368,,,NaN,,NaN,,NaN,NaN,,,,,
24369,62,91,NaN,91,NaN,143,NaN,NaN,18,90,100,36,238
24370,,,NaN,,NaN,,NaN,NaN,,,,,
24371,63,91,NaN,91,NaN,143,NaN,NaN,18,90,100,36,238
24372,,,NaN,,NaN,,NaN,NaN,,,,,
24373,62,91,NaN,91,NaN,142,NaN,NaN,18,90,100,36,238
24374,,,NaN,,NaN,,NaN,NaN,,,,,
24375,62,91,NaN,91,NaN,144,NaN,NaN,18,91,100,36,238
24376,,,NaN,,NaN,,NaN,NaN,,,,,
24377,62,91,NaN,90,NaN,142,NaN,NaN,18,90,100,36,238
24378,,,NaN,,NaN,,NaN,NaN,,,,,
24379,62,91,NaN,91,NaN,143,NaN,NaN,18,90,100,36,238
24380,,,NaN,,NaN,,NaN,NaN,,,,,
24381,62,91,NaN,90,NaN,142,NaN,NaN,18,90,100,36,238
24382,,,NaN,,NaN,,NaN,NaN,,,,,
24383,62,90,NaN,90,NaN,142,NaN,NaN,18,90,100,36,238
24384,,,NaN,,NaN,,NaN,NaN,,,,,
24385,62,90,NaN,90,NaN,143,NaN,NaN,18,90,100,36,239
24386,,,NaN,,NaN,,NaN,NaN,,,,,
24387,61,90,NaN,89,NaN,141,NaN,NaN,18,89,100,36,239
24388,,,NaN,,NaN,,NaN,NaN,,,,,
24389,61,90,NaN,90,NaN,142,NaN,NaN,18,89,100,36,239
24390,,,NaN,,NaN,,NaN,NaN,,,,,
24391,61,90,NaN,89,NaN,140,NaN,NaN,18,88,100,36,239
24392,,,NaN,,NaN,,NaN,NaN,,,,,
24393,60,89,NaN,89,NaN,139,NaN,NaN,18,88,100,36,239
24394,,,NaN,,NaN,,NaN,NaN,,,,,
24395,60,89,NaN,89,NaN,140,NaN,NaN,18,88,100,36,239
24396,,,NaN,,NaN,,NaN,NaN,,,,,
24397,60,89,NaN,89,NaN,139,NaN,NaN,18,87,100,36,239
24398,,,NaN,,NaN,,NaN,NaN,,,,,
24399,61,89,NaN,89,NaN,140,NaN,NaN,18,88,100,36,239
24400,,,NaN,,NaN,,NaN,NaN,,,,,
24401,63,90,NaN,89,NaN,140,NaN,NaN,18,89,100,36,239
24402,,,NaN,,NaN,,NaN,NaN,,,,,
24403,62,90,NaN,89,NaN,141,NaN,NaN,18,90,100,36,239
24404,,,NaN,,NaN,,NaN,NaN,,,,,
24405,63,91,NaN,90,NaN,144,NaN,NaN,18,91,100,36,239
24406,,,NaN,,NaN,,NaN,NaN,,,,,
24407,63,91,NaN,90,NaN,142,NaN,NaN,18,91,100,36,238
24408,,,NaN,,NaN,,NaN,NaN,,,,,
24409,62,91,NaN,90,NaN,143,NaN,NaN,18,91,100,36,238
24410,,,NaN,,NaN,,NaN,NaN,,,,,
24411,62,91,NaN,90,NaN,141,NaN,NaN,18,90,100,36,238
24412,,,NaN,,NaN,,NaN,NaN,,,,,
24413,61,91,NaN,91,NaN,141,NaN,NaN,18,89,100,36,238
24414,,,NaN,,NaN,,NaN,NaN,,,,,
24415,61,91,NaN,91,NaN,142,NaN,NaN,18,89,100,36,238
24416,,,NaN,,NaN,,NaN,NaN,,,,,
24417,60,91,NaN,90,NaN,139,NaN,NaN,18,87,100,36,238
24418,,,NaN,,NaN,,NaN,NaN,,,,,
24419,60,90,NaN,90,NaN,140,NaN,NaN,18,87,100,36,238
24420,,,NaN,,NaN,,NaN,NaN,,,,,
24421,60,90,NaN,89,NaN,138,NaN,NaN,18,86,100,36,238
24422,,,NaN,,NaN,,NaN,NaN,,,,,
24423,60,90,NaN,89,NaN,138,NaN,NaN,18,86,100,36,238
24424,,,NaN,,NaN,,NaN,NaN,,,,,
24425,60,90,NaN,90,NaN,140,NaN,NaN,18,87,100,36,238
24426,,,NaN,,NaN,,NaN,NaN,,,,,
24427,60,90,NaN,90,NaN,139,NaN,NaN,18,87,100,36,238
24428,,,NaN,,NaN,,NaN,NaN,,,,,
24429,62,90,NaN,90,NaN,140,NaN,NaN,18,88,100,36,238
24430,,,NaN,,NaN,,NaN,NaN,,,,,
24431,61,90,NaN,90,NaN,130,NaN,NaN,18,85,100,36,238
24432,,,NaN,,NaN,,NaN,NaN,,,,,
24433,60,90,NaN,91,NaN,137,NaN,NaN,18,86,100,36,238
24434,,,NaN,,NaN,,NaN,NaN,,,,,
24435,62,90,NaN,91,NaN,140,NaN,NaN,18,88,100,36,238
24436,,,NaN,,NaN,,NaN,NaN,,,,,
24437,63,91,NaN,91,NaN,141,NaN,NaN,18,89,100,36,238
24438,,,NaN,,NaN,,NaN,NaN,,,,,
24439,62,91,NaN,91,NaN,141,NaN,NaN,18,90,100,36,238
24440,,,NaN,,NaN,,NaN,NaN,,,,,
24441,63,92,NaN,91,NaN,142,NaN,NaN,18,90,100,36,238
