time,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/CVP
832,NaN,100,38,67,100,66,NaN,143,NaN,13,78,NaN,-57
833,NaN,,,,,,NaN,,NaN,,,NaN,
834,NaN,101,38,67,100,67,NaN,144,NaN,13,80,NaN,-57
835,NaN,,,,,,NaN,,NaN,,,NaN,
836,NaN,101,38,67,100,66,NaN,145,NaN,13,79,NaN,-57
837,NaN,,,,,,NaN,,NaN,,,NaN,
838,NaN,100,39,67,100,66,NaN,143,NaN,13,78,NaN,-57
839,NaN,,,,,,NaN,,NaN,,,NaN,
840,NaN,100,39,67,100,66,NaN,144,NaN,13,78,NaN,-56
841,NaN,,,,,,NaN,,NaN,,,NaN,
842,NaN,100,39,67,100,66,NaN,142,NaN,13,78,NaN,-56
843,NaN,,,,,,NaN,,NaN,,,NaN,
844,NaN,100,39,66,100,66,NaN,144,NaN,13,79,NaN,-56
845,NaN,,,,,,NaN,,NaN,,,NaN,
846,NaN,99,39,66,100,65,NaN,142,NaN,13,78,NaN,-56
847,NaN,,,,,,NaN,,NaN,,,NaN,
848,NaN,99,39,66,100,66,NaN,142,NaN,13,78,NaN,-57
849,NaN,,,,,,NaN,,NaN,,,NaN,
850,NaN,100,38,66,100,66,NaN,143,NaN,13,78,NaN,-57
851,NaN,,,,,,NaN,,NaN,,,NaN,
852,NaN,99,38,67,100,66,NaN,142,NaN,13,79,NaN,-57
853,NaN,,,,,,NaN,,NaN,,,NaN,
854,NaN,100,38,67,100,66,NaN,144,NaN,13,78,NaN,-57
855,NaN,,,,,,NaN,,NaN,,,NaN,
856,NaN,99,38,67,100,67,NaN,142,NaN,13,78,NaN,-57
857,NaN,,,,,,NaN,,NaN,,,NaN,
858,NaN,100,38,67,100,67,NaN,143,NaN,13,79,NaN,-57
859,NaN,,,,,,NaN,,NaN,,,NaN,
860,NaN,100,38,67,100,67,NaN,143,NaN,13,79,NaN,-57
861,NaN,,,,,,NaN,,NaN,,,NaN,
862,NaN,101,38,67,100,67,NaN,143,NaN,13,80,NaN,-57
863,NaN,,,,,,NaN,,NaN,,,NaN,
864,NaN,101,39,67,100,67,NaN,145,NaN,13,79,NaN,-57
865,NaN,,,,,,NaN,,NaN,,,NaN,
866,NaN,101,39,67,100,67,NaN,144,NaN,13,80,NaN,-57
867,NaN,,,,,,NaN,,NaN,,,NaN,
868,NaN,102,39,67,100,66,NaN,148,NaN,13,80,NaN,-57
869,NaN,,,,,,NaN,,NaN,,,NaN,
870,NaN,102,39,67,100,66,NaN,147,NaN,13,81,NaN,-57
871,NaN,,,,,,NaN,,NaN,,,NaN,
872,NaN,103,38,67,100,66,NaN,151,NaN,13,81,NaN,-57
873,NaN,,,,,,NaN,,NaN,,,NaN,
874,NaN,102,38,66,100,66,NaN,150,NaN,13,80,NaN,-57
875,NaN,,,,,,NaN,,NaN,,,NaN,
876,NaN,102,38,66,100,66,NaN,149,NaN,13,81,NaN,-57
877,NaN,,,,,,NaN,,NaN,,,NaN,
878,NaN,101,38,66,100,66,NaN,148,NaN,13,79,NaN,-57
879,NaN,,,,,,NaN,,NaN,,,NaN,
880,NaN,101,38,66,100,66,NaN,146,NaN,13,80,NaN,-57
881,NaN,,,,,,NaN,,NaN,,,NaN,
882,NaN,101,38,66,100,66,NaN,147,NaN,13,79,NaN,-57
883,NaN,,,,,,NaN,,NaN,,,NaN,
884,NaN,100,37,67,100,66,NaN,144,NaN,13,79,NaN,-57
885,NaN,,,,,,NaN,,NaN,,,NaN,
886,NaN,100,37,67,100,66,NaN,146,NaN,13,79,NaN,-57
887,NaN,,,,,,NaN,,NaN,,,NaN,
888,NaN,99,37,67,100,66,NaN,143,NaN,13,78,NaN,-57
889,NaN,,,,,,NaN,,NaN,,,NaN,
890,NaN,100,37,67,100,66,NaN,144,NaN,13,79,NaN,-56
891,NaN,,,,,,NaN,,NaN,,,NaN,
892,NaN,99,37,67,100,66,NaN,144,NaN,13,78,NaN,-56
893,NaN,,,,,,NaN,,NaN,,,NaN,
894,NaN,99,37,67,100,67,NaN,142,NaN,13,78,NaN,-57
895,NaN,,,,,,NaN,,NaN,,,NaN,
896,NaN,99,37,67,100,66,NaN,143,NaN,13,78,NaN,-57
897,NaN,,,,,,NaN,,NaN,,,NaN,
898,NaN,99,37,67,100,66,NaN,142,NaN,13,79,NaN,-57
899,NaN,,,,,,NaN,,NaN,,,NaN,
900,NaN,100,37,67,100,66,NaN,144,NaN,13,79,NaN,-57
901,NaN,,,,,,NaN,,NaN,,,NaN,
902,NaN,99,37,67,100,66,NaN,142,NaN,13,78,NaN,-57
903,NaN,,,,,,NaN,,NaN,,,NaN,
904,NaN,100,37,67,100,66,NaN,144,NaN,13,79,NaN,-57
905,NaN,,,,,,NaN,,NaN,,,NaN,
906,NaN,98,38,67,100,66,NaN,142,NaN,13,77,NaN,-57
907,NaN,,,,,,NaN,,NaN,,,NaN,
908,NaN,98,38,67,100,66,NaN,141,NaN,13,78,NaN,-57
909,NaN,,,,,,NaN,,NaN,,,NaN,
910,NaN,98,38,67,100,66,NaN,142,NaN,13,77,NaN,-57
911,NaN,,,,,,NaN,,NaN,,,NaN,
912,NaN,97,38,66,100,66,NaN,139,NaN,13,77,NaN,-57
913,NaN,,,,,,NaN,,NaN,,,NaN,
914,NaN,98,38,66,100,65,NaN,141,NaN,13,77,NaN,-57
915,NaN,,,,,,NaN,,NaN,,,NaN,
916,NaN,96,38,66,100,65,NaN,138,NaN,13,76,NaN,-57
917,NaN,,,,,,NaN,,NaN,,,NaN,
918,NaN,97,38,66,100,65,NaN,141,NaN,13,77,NaN,-57
919,NaN,,,,,,NaN,,NaN,,,NaN,
920,NaN,96,37,65,100,65,NaN,139,NaN,13,76,NaN,-57
921,NaN,,,,,,NaN,,NaN,,,NaN,
922,NaN,96,37,65,100,65,NaN,138,NaN,13,77,NaN,-57
923,NaN,,,,,,NaN,,NaN,,,NaN,
924,NaN,96,37,65,100,64,NaN,140,NaN,13,76,NaN,-57
925,NaN,,,,,,NaN,,NaN,,,NaN,
926,NaN,96,37,65,100,64,NaN,138,NaN,13,76,NaN,-57
927,NaN,,,,,,NaN,,NaN,,,NaN,
928,NaN,97,37,65,100,64,NaN,140,NaN,13,77,NaN,-57
929,NaN,,,,,,NaN,,NaN,,,NaN,
930,NaN,96,37,65,100,64,NaN,137,NaN,13,76,NaN,-57
931,NaN,,,,,,NaN,,NaN,,,NaN,
932,NaN,97,37,65,100,64,NaN,140,NaN,13,77,NaN,-57
933,NaN,,,,,,NaN,,NaN,,,NaN,
934,NaN,96,37,65,100,64,NaN,138,NaN,13,76,NaN,-58
935,NaN,,,,,,NaN,,NaN,,,NaN,
936,NaN,97,37,65,100,64,NaN,138,NaN,13,77,NaN,-58
937,NaN,,,,,,NaN,,NaN,,,NaN,
938,NaN,97,37,65,100,64,NaN,140,NaN,13,77,NaN,-57
939,NaN,,,,,,NaN,,NaN,,,NaN,
940,NaN,97,37,64,100,64,NaN,139,NaN,13,77,NaN,-57
941,NaN,,,,,,NaN,,NaN,,,NaN,
942,NaN,97,37,64,100,64,NaN,140,NaN,13,77,NaN,-57
943,NaN,,,,,,NaN,,NaN,,,NaN,
944,NaN,97,37,65,100,64,NaN,139,NaN,13,77,NaN,-57
945,NaN,,,,,,NaN,,NaN,,,NaN,
946,NaN,98,38,65,100,65,NaN,141,NaN,13,78,NaN,-57
947,NaN,,,,,,NaN,,NaN,,,NaN,
948,NaN,97,38,65,100,65,NaN,139,NaN,13,76,NaN,-57
949,NaN,,,,,,NaN,,NaN,,,NaN,
950,NaN,97,38,66,100,65,NaN,138,NaN,13,77,NaN,-57
951,NaN,,,,,,NaN,,NaN,,,NaN,
952,NaN,96,37,66,100,65,NaN,138,NaN,13,76,NaN,-57
953,NaN,,,,,,NaN,,NaN,,,NaN,
954,NaN,96,37,65,100,65,NaN,138,NaN,13,77,NaN,-57
955,NaN,,,,,,NaN,,NaN,,,NaN,
956,NaN,96,37,65,100,64,NaN,139,NaN,13,76,NaN,-57
957,NaN,,,,,,NaN,,NaN,,,NaN,
958,NaN,96,37,65,100,64,NaN,137,NaN,13,76,NaN,-57
959,NaN,,,,,,NaN,,NaN,,,NaN,
960,NaN,96,37,64,100,64,NaN,139,NaN,13,76,NaN,-57
961,NaN,,,,,,NaN,,NaN,,,NaN,
962,NaN,95,37,64,100,64,NaN,137,NaN,13,75,NaN,-57
963,NaN,,,,,,NaN,,NaN,,,NaN,
964,NaN,95,37,64,100,64,NaN,136,NaN,13,77,NaN,-57
965,NaN,,,,,,NaN,,NaN,,,NaN,
966,NaN,95,37,64,100,63,NaN,137,NaN,13,75,NaN,-57
967,NaN,,,,,,NaN,,NaN,,,NaN,
968,NaN,95,37,64,100,63,NaN,136,NaN,13,76,NaN,-57
969,NaN,,,,,,NaN,,NaN,,,NaN,
970,NaN,94,37,64,100,63,NaN,136,NaN,13,75,NaN,-57
971,NaN,,,,,,NaN,,NaN,,,NaN,
972,NaN,94,37,63,100,63,NaN,134,NaN,13,75,NaN,-58
973,NaN,,,,,,NaN,,NaN,,,NaN,
974,NaN,94,37,63,100,63,NaN,136,NaN,13,75,NaN,-58
975,NaN,,,,,,NaN,,NaN,,,NaN,
976,NaN,94,37,63,100,63,NaN,134,NaN,13,76,NaN,-58
977,NaN,,,,,,NaN,,NaN,,,NaN,
978,NaN,95,37,63,100,63,NaN,137,NaN,13,77,NaN,-58
979,NaN,,,,,,NaN,,NaN,,,NaN,
980,NaN,95,37,63,100,63,NaN,137,NaN,13,76,NaN,-58
981,NaN,,,,,,NaN,,NaN,,,NaN,
982,NaN,95,37,64,100,63,NaN,136,NaN,13,77,NaN,-58
983,NaN,,,,,,NaN,,NaN,,,NaN,
984,NaN,95,37,64,100,63,NaN,137,NaN,13,76,NaN,-58
985,NaN,,,,,,NaN,,NaN,,,NaN,
986,NaN,94,37,64,100,63,NaN,134,NaN,13,75,NaN,-58
987,NaN,,,,,,NaN,,NaN,,,NaN,
988,NaN,95,36,63,100,63,NaN,137,NaN,13,76,NaN,-57
989,NaN,,,,,,NaN,,NaN,,,NaN,
990,NaN,94,36,63,100,62,NaN,137,NaN,13,75,NaN,-57
991,NaN,,,,,,NaN,,NaN,,,NaN,
992,NaN,94,36,62,100,62,NaN,139,NaN,13,76,NaN,-57
993,NaN,,,,,,NaN,,NaN,,,NaN,
994,NaN,94,35,62,100,61,NaN,136,NaN,13,76,NaN,-57
995,NaN,,,,,,NaN,,NaN,,,NaN,
996,NaN,94,35,61,100,61,NaN,138,NaN,13,77,NaN,-57
997,NaN,,,,,,NaN,,NaN,,,NaN,
998,NaN,94,35,62,100,61,NaN,137,NaN,13,76,NaN,-57
999,NaN,,,,,,NaN,,NaN,,,NaN,
1000,NaN,94,35,62,100,61,NaN,137,NaN,13,77,NaN,-57
1001,NaN,,,,,,NaN,,NaN,,,NaN,
1002,NaN,94,35,62,100,62,NaN,139,NaN,13,76,NaN,-57
1003,NaN,,,,,,NaN,,NaN,,,NaN,
1004,NaN,93,35,63,100,62,NaN,135,NaN,13,76,NaN,-57
1005,NaN,,,,,,NaN,,NaN,,,NaN,
1006,NaN,95,35,63,100,63,NaN,138,NaN,13,78,NaN,-58
1007,NaN,,,,,,NaN,,NaN,,,NaN,
1008,NaN,95,35,64,100,64,NaN,138,NaN,13,78,NaN,-58
1009,NaN,,,,,,NaN,,NaN,,,NaN,
1010,NaN,92,35,66,100,65,NaN,129,NaN,13,75,NaN,-58
1011,NaN,,,,,,NaN,,NaN,,,NaN,
1012,NaN,94,35,66,100,71,NaN,138,NaN,13,77,NaN,-58
1013,NaN,,,,,,NaN,,NaN,,,NaN,
1014,NaN,97,35,64,100,73,NaN,141,NaN,13,81,NaN,-58
1015,NaN,,,,,,NaN,,NaN,,,NaN,
1016,NaN,102,34,65,100,73,NaN,149,NaN,13,86,NaN,-58
1017,NaN,,,,,,NaN,,NaN,,,NaN,
1018,NaN,105,34,66,100,70,NaN,152,NaN,13,89,NaN,-58
1019,NaN,,,,,,NaN,,NaN,,,NaN,
1020,NaN,109,34,69,100,70,NaN,159,NaN,13,90,NaN,-58
1021,NaN,,,,,,NaN,,NaN,,,NaN,
1022,NaN,109,35,73,100,74,NaN,154,NaN,13,88,NaN,-58
1023,NaN,,,,,,NaN,,NaN,,,NaN,
1024,NaN,109,35,75,100,75,NaN,156,NaN,13,88,NaN,-58
1025,NaN,,,,,,NaN,,NaN,,,NaN,
1026,NaN,108,35,76,100,76,NaN,152,NaN,13,85,NaN,-58
1027,NaN,,,,,,NaN,,NaN,,,NaN,
1028,NaN,106,35,76,100,76,NaN,149,NaN,13,83,NaN,-58
1029,NaN,,,,,,NaN,,NaN,,,NaN,
1030,NaN,105,36,75,100,75,NaN,149,NaN,13,77,NaN,-58
1031,NaN,,,,,,NaN,,NaN,,,NaN,
1032,NaN,103,36,74,100,73,NaN,144,NaN,13,82,NaN,-58
1033,NaN,,,,,,NaN,,NaN,,,NaN,
1034,NaN,103,36,73,100,72,NaN,144,NaN,13,82,NaN,-58
1035,NaN,,,,,,NaN,,NaN,,,NaN,
1036,NaN,101,36,72,100,71,NaN,140,NaN,13,81,NaN,-57
1037,NaN,,,,,,NaN,,NaN,,,NaN,
1038,NaN,101,36,71,100,70,NaN,141,NaN,13,81,NaN,-57
1039,NaN,,,,,,NaN,,NaN,,,NaN,
1040,NaN,99,36,70,100,69,NaN,138,NaN,13,80,NaN,-57
1041,NaN,,,,,,NaN,,NaN,,,NaN,
1042,NaN,100,36,69,100,68,NaN,139,NaN,13,81,NaN,-57
1043,NaN,,,,,,NaN,,NaN,,,NaN,
1044,NaN,99,36,69,100,68,NaN,138,NaN,13,80,NaN,-57
1045,NaN,,,,,,NaN,,NaN,,,NaN,
1046,NaN,99,36,69,100,68,NaN,137,NaN,13,80,NaN,-57
1047,NaN,,,,,,NaN,,NaN,,,NaN,
1048,NaN,99,36,69,100,68,NaN,139,NaN,13,80,NaN,-58
1049,NaN,,,,,,NaN,,NaN,,,NaN,
1050,NaN,98,36,69,100,68,NaN,137,NaN,13,80,NaN,-58
1051,NaN,,,,,,NaN,,NaN,,,NaN,
1052,NaN,99,36,69,100,68,NaN,138,NaN,13,80,NaN,-58
1053,NaN,,,,,,NaN,,NaN,,,NaN,
1054,NaN,98,36,69,100,67,NaN,137,NaN,13,80,NaN,-58
1055,NaN,,,,,,NaN,,NaN,,,NaN,
1056,NaN,99,36,68,100,67,NaN,138,NaN,13,81,NaN,-58
1057,NaN,,,,,,NaN,,NaN,,,NaN,
1058,NaN,99,35,68,100,67,NaN,138,NaN,13,80,NaN,-58
1059,NaN,,,,,,NaN,,NaN,,,NaN,
1060,NaN,99,35,68,100,67,NaN,137,NaN,13,80,NaN,-58
1061,NaN,,,,,,NaN,,NaN,,,NaN,
1062,NaN,98,35,68,100,67,NaN,138,NaN,13,79,NaN,-58
1063,NaN,,,,,,NaN,,NaN,,,NaN,
1064,NaN,97,35,68,100,67,NaN,136,NaN,13,78,NaN,-58
1065,NaN,,,,,,NaN,,NaN,,,NaN,
1066,NaN,98,35,67,100,66,NaN,138,NaN,13,78,NaN,-58
1067,NaN,,,,,,NaN,,NaN,,,NaN,
1068,NaN,96,35,67,100,66,NaN,135,NaN,13,77,NaN,-58
1069,NaN,,,,,,NaN,,NaN,,,NaN,
1070,NaN,96,35,66,100,65,NaN,135,NaN,13,77,NaN,-58
1071,NaN,,,,,,NaN,,NaN,,,NaN,
1072,NaN,96,35,65,100,64,NaN,135,NaN,13,77,NaN,-58
1073,NaN,,,,,,NaN,,NaN,,,NaN,
1074,NaN,95,35,64,100,64,NaN,133,NaN,13,77,NaN,-58
1075,NaN,,,,,,NaN,,NaN,,,NaN,
1076,NaN,96,35,64,100,64,NaN,134,NaN,13,77,NaN,-58
1077,NaN,,,,,,NaN,,NaN,,,NaN,
1078,NaN,95,35,64,100,63,NaN,133,NaN,13,77,NaN,-58
1079,NaN,,,,,,NaN,,NaN,,,NaN,
1080,NaN,96,35,64,100,64,NaN,135,NaN,13,78,NaN,-58
1081,NaN,,,,,,NaN,,NaN,,,NaN,
1082,NaN,95,35,64,100,64,NaN,133,NaN,13,78,NaN,-58
1083,NaN,,,,,,NaN,,NaN,,,NaN,
1084,NaN,96,35,64,100,64,NaN,134,NaN,13,80,NaN,-58
1085,NaN,,,,,,NaN,,NaN,,,NaN,
1086,NaN,98,36,65,100,64,NaN,140,NaN,13,83,NaN,-57
1087,NaN,,,,,,NaN,,NaN,,,NaN,
1088,NaN,102,36,65,100,64,NaN,147,NaN,13,86,NaN,-57
1089,NaN,,,,,,NaN,,NaN,,,NaN,
1090,NaN,104,36,66,100,65,NaN,150,NaN,13,86,NaN,-57
1091,NaN,,,,,,NaN,,NaN,,,NaN,
1092,NaN,104,35,66,100,66,NaN,148,NaN,13,86,NaN,-58
1093,NaN,,,,,,NaN,,NaN,,,NaN,
1094,NaN,105,35,67,100,67,NaN,149,NaN,13,85,NaN,-58
1095,NaN,,,,,,NaN,,NaN,,,NaN,
1096,NaN,103,35,67,100,67,NaN,144,NaN,13,83,NaN,-58
1097,NaN,,,,,,NaN,,NaN,,,NaN,
1098,NaN,102,35,67,100,66,NaN,144,NaN,13,82,NaN,-58
1099,NaN,,,,,,NaN,,NaN,,,NaN,
1100,NaN,101,35,66,100,66,NaN,141,NaN,13,80,NaN,-58
1101,NaN,,,,,,NaN,,NaN,,,NaN,
1102,NaN,100,35,66,100,65,NaN,140,NaN,13,80,NaN,-58
1103,NaN,,,,,,NaN,,NaN,,,NaN,
1104,NaN,99,35,65,100,64,NaN,140,NaN,13,79,NaN,-58
1105,NaN,,,,,,NaN,,NaN,,,NaN,
1106,NaN,98,35,65,100,64,NaN,137,NaN,13,78,NaN,-58
1107,NaN,,,,,,NaN,,NaN,,,NaN,
1108,NaN,98,35,64,100,64,NaN,138,NaN,13,78,NaN,-58
1109,NaN,,,,,,NaN,,NaN,,,NaN,
1110,NaN,96,35,64,100,63,NaN,136,NaN,13,77,NaN,-58
1111,NaN,,,,,,NaN,,NaN,,,NaN,
1112,NaN,96,35,64,100,63,NaN,136,NaN,13,78,NaN,-58
1113,NaN,,,,,,NaN,,NaN,,,NaN,
1114,NaN,95,35,63,100,63,NaN,134,NaN,13,77,NaN,-58
1115,NaN,,,,,,NaN,,NaN,,,NaN,
1116,NaN,96,35,63,100,62,NaN,135,NaN,13,78,NaN,-58
1117,NaN,,,,,,NaN,,NaN,,,NaN,
1118,NaN,96,35,63,100,62,NaN,135,NaN,13,77,NaN,-58
1119,NaN,,,,,,NaN,,NaN,,,NaN,
1120,NaN,96,35,63,100,62,NaN,134,NaN,13,78,NaN,-58
1121,NaN,,,,,,NaN,,NaN,,,NaN,
1122,NaN,96,35,63,100,62,NaN,136,NaN,13,78,NaN,-59
1123,NaN,,,,,,NaN,,NaN,,,NaN,
1124,NaN,95,35,63,100,62,NaN,134,NaN,13,78,NaN,-59
1125,NaN,,,,,,NaN,,NaN,,,NaN,
1126,NaN,96,35,63,100,62,NaN,136,NaN,13,78,NaN,-59
1127,NaN,,,,,,NaN,,NaN,,,NaN,
1128,NaN,96,35,63,100,62,NaN,134,NaN,13,78,NaN,-59
1129,NaN,,,,,,NaN,,NaN,,,NaN,
1130,NaN,96,35,62,100,62,NaN,134,NaN,13,79,NaN,-59
1131,NaN,,,,,,NaN,,NaN,,,NaN,
1132,NaN,97,35,62,100,62,NaN,136,NaN,13,78,NaN,-59
1133,NaN,,,,,,NaN,,NaN,,,NaN,
1134,NaN,96,35,62,100,62,NaN,134,NaN,13,78,NaN,-58
1135,NaN,,,,,,NaN,,NaN,,,NaN,
1136,NaN,97,35,62,100,62,NaN,136,NaN,13,80,NaN,-58
1137,NaN,,,,,,NaN,,NaN,,,NaN,
1138,NaN,99,35,63,100,62,NaN,139,NaN,13,82,NaN,-58
1139,NaN,,,,,,NaN,,NaN,,,NaN,
1140,NaN,101,35,63,100,62,NaN,145,NaN,13,84,NaN,-58
1141,NaN,,,,,,NaN,,NaN,,,NaN,
1142,NaN,102,35,64,100,63,NaN,145,NaN,13,84,NaN,-58
1143,NaN,,,,,,NaN,,NaN,,,NaN,
1144,NaN,102,35,65,100,64,NaN,145,NaN,13,84,NaN,-58
1145,NaN,,,,,,NaN,,NaN,,,NaN,
1146,NaN,101,35,66,100,65,NaN,143,NaN,13,82,NaN,-58
1147,NaN,,,,,,NaN,,NaN,,,NaN,
1148,NaN,101,35,66,100,66,NaN,142,NaN,13,83,NaN,-58
1149,NaN,,,,,,NaN,,NaN,,,NaN,
1150,NaN,101,35,66,100,66,NaN,142,NaN,13,83,NaN,-58
1151,NaN,,,,,,NaN,,NaN,,,NaN,
1152,NaN,101,35,66,100,65,NaN,141,NaN,13,85,NaN,-58
1153,NaN,,,,,,NaN,,NaN,,,NaN,
1154,NaN,103,35,67,100,66,NaN,145,NaN,13,86,NaN,-58
1155,NaN,,,,,,NaN,,NaN,,,NaN,
