time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP,SNUADC/CVP,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/HR
15164,34,NaN,4,NaN,60,NaN,12,100,83,57,127,NaN,59
15165,,NaN,,NaN,,NaN,,,,,,NaN,
15166,34,NaN,4,NaN,60,NaN,12,100,83,57,126,NaN,59
15167,,NaN,,NaN,,NaN,,,,,,NaN,
15168,34,NaN,4,NaN,60,NaN,12,100,83,57,128,NaN,59
15169,,NaN,,NaN,,NaN,,,,,,NaN,
15170,34,NaN,4,NaN,60,NaN,12,100,83,57,127,NaN,59
15171,,NaN,,NaN,,NaN,,,,,,NaN,
15172,34,NaN,4,NaN,60,NaN,12,100,84,58,127,NaN,59
15173,,NaN,,NaN,,NaN,,,,,,NaN,
15174,34,NaN,4,NaN,60,NaN,12,100,84,58,128,NaN,59
15175,,NaN,,NaN,,NaN,,,,,,NaN,
15176,34,NaN,4,NaN,60,NaN,12,100,83,58,127,NaN,59
15177,,NaN,,NaN,,NaN,,,,,,NaN,
15178,34,NaN,4,NaN,60,NaN,12,100,84,59,128,NaN,59
15179,,NaN,,NaN,,NaN,,,,,,NaN,
15180,34,NaN,4,NaN,60,NaN,12,100,84,58,127,NaN,60
15181,,NaN,,NaN,,NaN,,,,,,NaN,
15182,34,NaN,5,NaN,60,NaN,12,100,84,59,128,NaN,60
15183,,NaN,,NaN,,NaN,,,,,,NaN,
15184,34,NaN,5,NaN,61,NaN,12,100,84,58,129,NaN,61
15185,,NaN,,NaN,,NaN,,,,,,NaN,
15186,34,NaN,4,NaN,61,NaN,12,100,84,59,128,NaN,61
15187,,NaN,,NaN,,NaN,,,,,,NaN,
15188,34,NaN,4,NaN,62,NaN,12,100,85,57,129,NaN,61
15189,,NaN,,NaN,,NaN,,,,,,NaN,
15190,34,NaN,4,NaN,62,NaN,12,100,84,58,128,NaN,61
15191,,NaN,,NaN,,NaN,,,,,,NaN,
15192,34,NaN,4,NaN,62,NaN,12,100,85,59,129,NaN,61
15193,,NaN,,NaN,,NaN,,,,,,NaN,
15194,34,NaN,4,NaN,62,NaN,12,100,84,58,128,NaN,61
15195,,NaN,,NaN,,NaN,,,,,,NaN,
15196,33,NaN,4,NaN,62,NaN,12,100,84,58,127,NaN,61
15197,,NaN,,NaN,,NaN,,,,,,NaN,
15198,33,NaN,4,NaN,62,NaN,12,100,84,57,128,NaN,61
15199,,NaN,,NaN,,NaN,,,,,,NaN,
15200,33,NaN,4,NaN,62,NaN,12,100,83,57,127,NaN,61
15201,,NaN,,NaN,,NaN,,,,,,NaN,
15202,33,NaN,4,NaN,61,NaN,12,100,84,58,128,NaN,61
15203,,NaN,,NaN,,NaN,,,,,,NaN,
15204,33,NaN,4,NaN,61,NaN,12,100,83,57,127,NaN,61
15205,,NaN,,NaN,,NaN,,,,,,NaN,
15206,33,NaN,4,NaN,61,NaN,12,100,83,57,127,NaN,61
15207,,NaN,,NaN,,NaN,,,,,,NaN,
15208,33,NaN,4,NaN,61,NaN,12,100,83,57,128,NaN,60
15209,,NaN,,NaN,,NaN,,,,,,NaN,
15210,34,NaN,4,NaN,61,NaN,12,100,83,57,127,NaN,60
15211,,NaN,,NaN,,NaN,,,,,,NaN,
15212,34,NaN,4,NaN,61,NaN,12,100,83,58,127,NaN,60
15213,,NaN,,NaN,,NaN,,,,,,NaN,
15214,34,NaN,4,NaN,61,NaN,12,100,83,54,127,NaN,60
15215,,NaN,,NaN,,NaN,,,,,,NaN,
15216,34,NaN,3,NaN,61,NaN,12,100,83,56,127,NaN,60
15217,,NaN,,NaN,,NaN,,,,,,NaN,
15218,34,NaN,3,NaN,61,NaN,12,100,83,56,128,NaN,60
15219,,NaN,,NaN,,NaN,,,,,,NaN,
15220,34,NaN,3,NaN,61,NaN,12,100,82,56,125,NaN,61
15221,,NaN,,NaN,,NaN,,,,,,NaN,
15222,34,NaN,3,NaN,61,NaN,12,100,82,57,126,NaN,60
15223,,NaN,,NaN,,NaN,,,,,,NaN,
15224,34,NaN,4,NaN,61,NaN,12,100,82,56,126,NaN,60
15225,,NaN,,NaN,,NaN,,,,,,NaN,
15226,34,NaN,4,NaN,61,NaN,12,100,81,56,124,NaN,60
15227,,NaN,,NaN,,NaN,,,,,,NaN,
15228,34,NaN,9,NaN,61,NaN,12,100,81,55,126,NaN,60
15229,,NaN,,NaN,,NaN,,,,,,NaN,
15230,34,NaN,9,NaN,61,NaN,12,100,80,54,123,NaN,60
15231,,NaN,,NaN,,NaN,,,,,,NaN,
15232,34,NaN,9,NaN,61,NaN,12,100,80,48,123,NaN,60
15233,,NaN,,NaN,,NaN,,,,,,NaN,
15234,33,NaN,20,NaN,61,NaN,12,100,80,52,122,NaN,60
15235,,NaN,,NaN,,NaN,,,,,,NaN,
15236,33,NaN,20,NaN,61,NaN,12,100,79,54,122,NaN,60
15237,,NaN,,NaN,,NaN,,,,,,NaN,
15238,33,NaN,4,NaN,61,NaN,12,100,80,55,123,NaN,60
15239,,NaN,,NaN,,NaN,,,,,,NaN,
15240,33,NaN,4,NaN,60,NaN,12,100,79,54,121,NaN,60
15241,,NaN,,NaN,,NaN,,,,,,NaN,
15242,34,NaN,-5,NaN,60,NaN,12,100,79,55,121,NaN,60
15243,,NaN,,NaN,,NaN,,,,,,NaN,
15244,34,NaN,-5,NaN,60,NaN,12,100,79,54,121,NaN,60
15245,,NaN,,NaN,,NaN,,,,,,NaN,
15246,34,NaN,-7,NaN,60,NaN,12,100,78,54,120,NaN,60
15247,,NaN,,NaN,,NaN,,,,,,NaN,
15248,35,NaN,-7,NaN,60,NaN,12,100,79,54,120,NaN,60
15249,,NaN,,NaN,,NaN,,,,,,NaN,
15250,35,NaN,-3,NaN,61,NaN,12,100,78,53,119,NaN,60
15251,,NaN,,NaN,,NaN,,,,,,NaN,
15252,35,NaN,,NaN,61,NaN,12,100,79,55,119,NaN,60
15253,,NaN,,NaN,,NaN,,,,,,NaN,
15254,35,NaN,,NaN,61,NaN,12,100,79,54,120,NaN,60
15255,,NaN,,NaN,,NaN,,,,,,NaN,
15256,35,NaN,,NaN,61,NaN,12,100,78,54,119,NaN,60
15257,,NaN,,NaN,,NaN,,,,,,NaN,
15258,35,NaN,,NaN,61,NaN,12,100,79,55,121,NaN,60
15259,,NaN,,NaN,,NaN,,,,,,NaN,
15260,35,NaN,,NaN,61,NaN,12,100,79,54,120,NaN,60
15261,,NaN,,NaN,,NaN,,,,,,NaN,
15262,35,NaN,,NaN,61,NaN,12,100,79,54,121,NaN,60
15263,,NaN,,NaN,,NaN,,,,,,NaN,
15264,35,NaN,,NaN,60,NaN,12,100,79,55,121,NaN,60
15265,,NaN,,NaN,,NaN,,,,,,NaN,
15266,35,NaN,,NaN,60,NaN,12,100,79,55,121,NaN,60
15267,,NaN,,NaN,,NaN,,,,,,NaN,
15268,35,NaN,,NaN,60,NaN,12,100,80,56,123,NaN,60
15269,,NaN,,NaN,,NaN,,,,,,NaN,
15270,35,NaN,,NaN,60,NaN,12,100,80,55,122,NaN,60
15271,,NaN,,NaN,,NaN,,,,,,NaN,
15272,35,NaN,,NaN,60,NaN,12,100,80,55,123,NaN,60
15273,,NaN,,NaN,,NaN,,,,,,NaN,
15274,35,NaN,,NaN,60,NaN,12,100,80,55,122,NaN,60
15275,,NaN,,NaN,,NaN,,,,,,NaN,
15276,35,NaN,,NaN,60,NaN,12,100,80,56,122,NaN,60
15277,,NaN,,NaN,,NaN,,,,,,NaN,
15278,35,NaN,,NaN,60,NaN,12,100,79,55,122,NaN,60
15279,,NaN,,NaN,,NaN,,,,,,NaN,
15280,35,NaN,,NaN,60,NaN,12,100,79,54,121,NaN,60
15281,,NaN,,NaN,,NaN,,,,,,NaN,
15282,35,NaN,,NaN,60,NaN,12,100,76,50,118,NaN,60
15283,,NaN,,NaN,,NaN,,,,,,NaN,
15284,35,NaN,,NaN,60,NaN,12,100,76,53,119,NaN,60
15285,,NaN,,NaN,,NaN,,,,,,NaN,
15286,35,NaN,,NaN,60,NaN,12,100,77,51,118,NaN,60
15287,,NaN,,NaN,,NaN,,,,,,NaN,
15288,35,NaN,,NaN,60,NaN,12,100,78,52,129,NaN,59
15289,,NaN,,NaN,,NaN,,,,,,NaN,
15290,35,NaN,,NaN,60,NaN,12,100,78,54,123,NaN,59
15291,,NaN,,NaN,,NaN,,,,,,NaN,
15292,34,NaN,,NaN,60,NaN,12,100,79,55,122,NaN,59
15293,,NaN,,NaN,,NaN,,,,,,NaN,
15294,34,NaN,,NaN,60,NaN,12,100,78,54,121,NaN,59
15295,,NaN,,NaN,,NaN,,,,,,NaN,
15296,34,NaN,,NaN,60,NaN,12,100,78,54,121,NaN,59
15297,,NaN,,NaN,,NaN,,,,,,NaN,
15298,35,NaN,,NaN,60,NaN,12,100,78,54,121,NaN,59
15299,,NaN,,NaN,,NaN,,,,,,NaN,
15300,35,NaN,,NaN,60,NaN,12,100,78,53,121,NaN,59
15301,,NaN,,NaN,,NaN,,,,,,NaN,
15302,35,NaN,,NaN,60,NaN,12,100,78,55,122,NaN,59
15303,,NaN,,NaN,,NaN,,,,,,NaN,
15304,36,NaN,,NaN,60,NaN,12,100,78,54,122,NaN,59
15305,,NaN,,NaN,,NaN,,,,,,NaN,
15306,36,NaN,,NaN,60,NaN,12,100,78,53,123,NaN,59
15307,,NaN,,NaN,,NaN,,,,,,NaN,
15308,36,NaN,,NaN,60,NaN,12,100,78,54,123,NaN,59
15309,,NaN,,NaN,,NaN,,,,,,NaN,
15310,36,NaN,,NaN,60,NaN,12,100,78,54,123,NaN,59
15311,,NaN,,NaN,,NaN,,,,,,NaN,
15312,34,NaN,,NaN,60,NaN,12,100,78,54,125,NaN,59
15313,,NaN,,NaN,,NaN,,,,,,NaN,
15314,34,NaN,,NaN,60,NaN,12,100,78,52,124,NaN,59
15315,,NaN,,NaN,,NaN,,,,,,NaN,
15316,34,NaN,,NaN,60,NaN,12,100,78,53,122,NaN,59
15317,,NaN,,NaN,,NaN,,,,,,NaN,
15318,36,NaN,,NaN,60,NaN,12,100,78,55,123,NaN,60
15319,,NaN,,NaN,,NaN,,,,,,NaN,
15320,36,NaN,,NaN,60,NaN,12,100,78,53,122,NaN,60
15321,,NaN,,NaN,,NaN,,,,,,NaN,
15322,36,NaN,,NaN,60,NaN,12,100,78,54,123,NaN,60
15323,,NaN,,NaN,,NaN,,,,,,NaN,
15324,36,NaN,,NaN,60,NaN,12,100,78,52,123,NaN,60
15325,,NaN,,NaN,,NaN,,,,,,NaN,
15326,35,NaN,,NaN,60,NaN,12,100,78,54,117,NaN,60
15327,,NaN,,NaN,,NaN,,,,,,NaN,
15328,35,NaN,,NaN,60,NaN,12,100,78,54,121,NaN,60
15329,,NaN,,NaN,,NaN,,,,,,NaN,
15330,35,NaN,,NaN,60,NaN,12,100,78,54,122,NaN,60
15331,,NaN,,NaN,,NaN,,,,,,NaN,
15332,34,NaN,,NaN,60,NaN,12,100,78,55,122,NaN,59
15333,,NaN,,NaN,,NaN,,,,,,NaN,
15334,34,NaN,,NaN,60,NaN,12,100,78,55,122,NaN,59
15335,,NaN,,NaN,,NaN,,,,,,NaN,
15336,34,NaN,,NaN,60,NaN,12,100,79,54,125,NaN,59
15337,,NaN,,NaN,,NaN,,,,,,NaN,
15338,34,NaN,,NaN,60,NaN,12,100,79,54,125,NaN,59
15339,,NaN,,NaN,,NaN,,,,,,NaN,
15340,34,NaN,,NaN,60,NaN,12,100,78,53,123,NaN,59
15341,,NaN,,NaN,,NaN,,,,,,NaN,
15342,34,NaN,,NaN,59,NaN,12,100,78,53,123,NaN,59
15343,,NaN,,NaN,,NaN,,,,,,NaN,
15344,34,NaN,,NaN,59,NaN,12,100,77,52,126,NaN,59
15345,,NaN,,NaN,,NaN,,,,,,NaN,
15346,35,NaN,,NaN,59,NaN,12,100,77,52,121,NaN,58
15347,,NaN,,NaN,,NaN,,,,,,NaN,
15348,35,NaN,,NaN,59,NaN,12,100,77,53,122,NaN,58
15349,,NaN,,NaN,,NaN,,,,,,NaN,
15350,35,NaN,,NaN,59,NaN,12,100,76,52,120,NaN,58
15351,,NaN,,NaN,,NaN,,,,,,NaN,
15352,35,NaN,,NaN,59,NaN,12,100,76,51,121,NaN,59
15353,,NaN,,NaN,,NaN,,,,,,NaN,
15354,34,NaN,,NaN,59,NaN,12,100,76,52,123,NaN,59
15355,,NaN,,NaN,,NaN,,,,,,NaN,
15356,34,NaN,,NaN,59,NaN,12,100,75,52,119,NaN,59
15357,,NaN,,NaN,,NaN,,,,,,NaN,
15358,34,NaN,,NaN,59,NaN,12,100,76,52,120,NaN,59
15359,,NaN,,NaN,,NaN,,,,,,NaN,
15360,34,NaN,,NaN,60,NaN,12,100,75,52,118,NaN,59
15361,,NaN,,NaN,,NaN,,,,,,NaN,
15362,34,NaN,,NaN,60,NaN,12,100,75,53,118,NaN,59
15363,,NaN,,NaN,,NaN,,,,,,NaN,
15364,34,NaN,,NaN,60,NaN,12,100,75,52,118,NaN,59
15365,,NaN,,NaN,,NaN,,,,,,NaN,
15366,34,NaN,,NaN,60,NaN,12,100,75,52,117,NaN,59
15367,,NaN,,NaN,,NaN,,,,,,NaN,
15368,34,NaN,,NaN,60,NaN,12,100,76,52,118,NaN,60
15369,,NaN,,NaN,,NaN,,,,,,NaN,
15370,34,NaN,,NaN,60,NaN,12,100,75,52,117,NaN,60
15371,,NaN,,NaN,,NaN,,,,,,NaN,
15372,34,NaN,,NaN,60,NaN,12,100,75,52,117,NaN,60
15373,,NaN,,NaN,,NaN,,,,,,NaN,
15374,35,NaN,,NaN,60,NaN,12,100,75,51,117,NaN,60
15375,,NaN,,NaN,,NaN,,,,,,NaN,
15376,35,NaN,,NaN,60,NaN,12,100,75,52,116,NaN,60
15377,,NaN,,NaN,,NaN,,,,,,NaN,
15378,35,NaN,,NaN,60,NaN,12,100,75,51,118,NaN,60
15379,,NaN,,NaN,,NaN,,,,,,NaN,
15380,35,NaN,,NaN,60,NaN,12,100,75,52,116,NaN,60
15381,,NaN,,NaN,,NaN,,,,,,NaN,
15382,35,NaN,,NaN,60,NaN,12,100,76,52,117,NaN,60
15383,,NaN,,NaN,,NaN,,,,,,NaN,
15384,35,NaN,,NaN,60,NaN,12,100,76,52,119,NaN,60
15385,,NaN,,NaN,,NaN,,,,,,NaN,
15386,35,NaN,,NaN,60,NaN,12,100,76,52,118,NaN,59
15387,,NaN,,NaN,,NaN,,,,,,NaN,
15388,35,NaN,,NaN,60,NaN,12,100,76,52,120,NaN,59
15389,,NaN,,NaN,,NaN,,,,,,NaN,
15390,35,NaN,,NaN,60,NaN,12,100,76,52,118,NaN,59
15391,,NaN,,NaN,,NaN,,,,,,NaN,
15392,35,NaN,,NaN,60,NaN,12,100,76,53,120,NaN,59
15393,,NaN,,NaN,,NaN,,,,,,NaN,
15394,37,NaN,,NaN,60,NaN,12,100,76,52,120,NaN,59
15395,,NaN,,NaN,,NaN,,,,,,NaN,
15396,37,NaN,,NaN,60,NaN,12,100,76,53,119,NaN,59
15397,,NaN,,NaN,,NaN,,,,,,NaN,
15398,37,NaN,,NaN,60,NaN,12,100,77,52,121,NaN,59
15399,,NaN,,NaN,,NaN,,,,,,NaN,
15400,37,NaN,,NaN,60,NaN,12,100,76,52,119,NaN,59
15401,,NaN,,NaN,,NaN,,,,,,NaN,
15402,35,NaN,,NaN,60,NaN,12,100,76,53,120,NaN,59
15403,,NaN,,NaN,,NaN,,,,,,NaN,
15404,35,NaN,,NaN,60,NaN,12,100,76,53,120,NaN,59
15405,,NaN,,NaN,,NaN,,,,,,NaN,
15406,35,NaN,,NaN,60,NaN,12,100,76,53,119,NaN,59
15407,,NaN,,NaN,,NaN,,,,,,NaN,
15408,35,NaN,,NaN,60,NaN,12,100,77,52,121,NaN,59
15409,,NaN,,NaN,,NaN,,,,,,NaN,
15410,35,NaN,,NaN,60,NaN,12,100,76,51,120,NaN,59
15411,,NaN,,NaN,,NaN,,,,,,NaN,
15412,35,NaN,,NaN,60,NaN,12,100,77,48,121,NaN,59
15413,,NaN,,NaN,,NaN,,,,,,NaN,
15414,35,NaN,,NaN,60,NaN,12,100,77,52,125,NaN,59
15415,,NaN,,NaN,,NaN,,,,,,NaN,
15416,35,NaN,,NaN,60,NaN,12,100,77,52,121,NaN,59
15417,,NaN,,NaN,,NaN,,,,,,NaN,
15418,35,NaN,,NaN,60,NaN,12,100,77,51,122,NaN,59
15419,,NaN,,NaN,,NaN,,,,,,NaN,
15420,35,NaN,,NaN,60,NaN,12,100,76,52,120,NaN,59
15421,,NaN,,NaN,,NaN,,,,,,NaN,
15422,35,NaN,,NaN,60,NaN,12,100,77,53,122,NaN,59
15423,,NaN,,NaN,,NaN,,,,,,NaN,
15424,35,NaN,,NaN,60,NaN,12,100,76,52,121,NaN,59
15425,,NaN,,NaN,,NaN,,,,,,NaN,
15426,35,NaN,,NaN,60,NaN,12,100,76,53,120,NaN,59
15427,,NaN,,NaN,,NaN,,,,,,NaN,
15428,35,NaN,,NaN,60,NaN,12,100,77,53,121,NaN,59
15429,,NaN,,NaN,,NaN,,,,,,NaN,
15430,35,NaN,,NaN,60,NaN,12,100,74,26,128,NaN,59
15431,,NaN,,NaN,,NaN,,,,,,NaN,
15432,35,NaN,,NaN,60,NaN,12,100,74,35,121,NaN,59
15433,,NaN,,NaN,,NaN,,,,,,NaN,
15434,35,NaN,,NaN,60,NaN,12,100,74,46,120,NaN,59
15435,,NaN,,NaN,,NaN,,,,,,NaN,
15436,35,NaN,,NaN,60,NaN,12,100,75,50,120,NaN,59
15437,,NaN,,NaN,,NaN,,,,,,NaN,
15438,35,NaN,,NaN,60,NaN,12,100,76,43,121,NaN,59
15439,,NaN,,NaN,,NaN,,,,,,NaN,
15440,35,NaN,,NaN,59,NaN,12,100,76,50,121,NaN,59
15441,,NaN,,NaN,,NaN,,,,,,NaN,
15442,35,NaN,,NaN,59,NaN,12,100,76,52,121,NaN,59
15443,,NaN,,NaN,,NaN,,,,,,NaN,
15444,35,NaN,,NaN,59,NaN,12,100,76,52,120,NaN,59
15445,,NaN,,NaN,,NaN,,,,,,NaN,
15446,35,NaN,,NaN,59,NaN,12,100,76,53,119,NaN,59
15447,,NaN,,NaN,,NaN,,,,,,NaN,
15448,35,NaN,,NaN,59,NaN,12,100,76,53,120,NaN,59
15449,,NaN,,NaN,,NaN,,,,,,NaN,
15450,35,NaN,,NaN,59,NaN,12,100,76,53,119,NaN,59
15451,,NaN,,NaN,,NaN,,,,,,NaN,
15452,35,NaN,,NaN,59,NaN,12,100,76,53,121,NaN,59
15453,,NaN,,NaN,,NaN,,,,,,NaN,
15454,35,NaN,,NaN,59,NaN,12,100,76,53,119,NaN,59
15455,,NaN,,NaN,,NaN,,,,,,NaN,
15456,35,NaN,,NaN,59,NaN,12,100,77,53,120,NaN,59
15457,,NaN,,NaN,,NaN,,,,,,NaN,
15458,35,NaN,,NaN,59,NaN,12,100,77,54,122,NaN,59
15459,,NaN,,NaN,,NaN,,,,,,NaN,
15460,35,NaN,,NaN,60,NaN,12,100,77,51,129,NaN,59
15461,,NaN,,NaN,,NaN,,,,,,NaN,
15462,35,NaN,,NaN,60,NaN,12,100,77,47,125,NaN,59
15463,,NaN,,NaN,,NaN,,,,,,NaN,
15464,35,NaN,,NaN,59,NaN,12,100,77,,,NaN,59
15465,,NaN,,NaN,,NaN,,,,,,NaN,
15466,35,NaN,,NaN,59,NaN,12,100,129,,,NaN,59
15467,,NaN,,NaN,,NaN,,,,,,NaN,
15468,35,NaN,,NaN,60,NaN,12,100,129,,,NaN,59
15469,,NaN,,NaN,,NaN,,,,,,NaN,
15470,35,NaN,,NaN,60,NaN,12,100,153,,,NaN,59
15471,,NaN,,NaN,,NaN,,,,,,NaN,
15472,35,NaN,,NaN,60,NaN,12,100,153,,,NaN,59
15473,,NaN,,NaN,,NaN,,,,,,NaN,
15474,35,NaN,,NaN,60,NaN,12,100,155,,,NaN,59
15475,,NaN,,NaN,,NaN,,,,,,NaN,
15476,35,NaN,,NaN,60,NaN,12,100,155,,,NaN,59
15477,,NaN,,NaN,,NaN,,,,,,NaN,
15478,35,NaN,,NaN,60,NaN,12,100,173,,,NaN,59
15479,,NaN,,NaN,,NaN,,,,,,NaN,
15480,35,NaN,,NaN,60,NaN,12,100,173,,,NaN,59
15481,,NaN,,NaN,,NaN,,,,,,NaN,
15482,35,NaN,,NaN,60,NaN,12,100,179,,,NaN,59
15483,,NaN,,NaN,,NaN,,,,,,NaN,
15484,35,NaN,,NaN,60,NaN,12,100,181,,,NaN,59
15485,,NaN,,NaN,,NaN,,,,,,NaN,
15486,35,NaN,,NaN,59,NaN,12,100,182,,,NaN,59
15487,,NaN,,NaN,,NaN,,,,,,NaN,
15488,35,NaN,,NaN,59,NaN,12,100,182,,,NaN,59
15489,,NaN,,NaN,,NaN,,,,,,NaN,
15490,35,NaN,,NaN,59,NaN,12,100,188,,,NaN,59
15491,,NaN,,NaN,,NaN,,,,,,NaN,
15492,35,NaN,,NaN,59,NaN,12,100,191,,,NaN,59
15493,,NaN,,NaN,,NaN,,,,,,NaN,
15494,35,NaN,,NaN,59,NaN,12,100,191,,,NaN,59
15495,,NaN,,NaN,,NaN,,,,,,NaN,
15496,35,NaN,,NaN,59,NaN,12,100,191,,,NaN,58
15497,,NaN,,NaN,,NaN,,,,,,NaN,
15498,35,NaN,,NaN,59,NaN,12,100,195,,,NaN,59
15499,,NaN,,NaN,,NaN,,,,,,NaN,
15500,35,NaN,,NaN,59,NaN,12,100,196,,,NaN,59
15501,,NaN,,NaN,,NaN,,,,,,NaN,
15502,35,NaN,,NaN,59,NaN,12,100,196,,,NaN,59
15503,,NaN,,NaN,,NaN,,,,,,NaN,
15504,35,NaN,,NaN,59,NaN,12,100,197,,,NaN,59
15505,,NaN,,NaN,,NaN,,,,,,NaN,
15506,35,NaN,,NaN,59,NaN,12,100,149,,,NaN,59
15507,,NaN,,NaN,,NaN,,,,,,NaN,
15508,35,NaN,,NaN,59,NaN,12,100,118,,,NaN,58
15509,,NaN,,NaN,,NaN,,,,,,NaN,
15510,35,NaN,,NaN,59,NaN,12,100,90,,,NaN,59
15511,,NaN,,NaN,,NaN,,,,,,NaN,
15512,35,NaN,,NaN,59,NaN,12,100,89,,,NaN,59
15513,,NaN,,NaN,,NaN,,,,,,NaN,
15514,35,NaN,,NaN,59,NaN,12,100,89,,,NaN,59
15515,,NaN,,NaN,,NaN,,,,,,NaN,
15516,35,NaN,,NaN,59,NaN,12,100,141,,,NaN,59
15517,,NaN,,NaN,,NaN,,,,,,NaN,
15518,35,NaN,,NaN,59,NaN,12,100,141,,,NaN,59
15519,,NaN,,NaN,,NaN,,,,,,NaN,
15520,35,NaN,,NaN,59,NaN,12,100,79,,,NaN,59
15521,,NaN,,NaN,,NaN,,,,,,NaN,
15522,35,NaN,,NaN,59,NaN,12,100,74,,,NaN,59
15523,,NaN,,NaN,,NaN,,,,,,NaN,
15524,35,NaN,,NaN,59,NaN,12,100,75,,,NaN,59
15525,,NaN,,NaN,,NaN,,,,,,NaN,
15526,35,NaN,,NaN,60,NaN,12,100,76,,,NaN,59
15527,,NaN,,NaN,,NaN,,,,,,NaN,
15528,35,NaN,,NaN,60,NaN,12,100,76,,,NaN,59
15529,,NaN,,NaN,,NaN,,,,,,NaN,
15530,35,NaN,,NaN,60,NaN,12,100,77,,,NaN,59
15531,,NaN,,NaN,,NaN,,,,,,NaN,
15532,35,NaN,,NaN,59,NaN,12,100,77,,,NaN,59
15533,,NaN,,NaN,,NaN,,,,,,NaN,
15534,35,NaN,,NaN,59,NaN,12,100,124,,,NaN,59
15535,,NaN,,NaN,,NaN,,,,,,NaN,
15536,35,NaN,,NaN,59,NaN,12,100,148,,,NaN,59
15537,,NaN,,NaN,,NaN,,,,,,NaN,
15538,35,NaN,,NaN,59,NaN,12,100,158,,,NaN,59
15539,,NaN,,NaN,,NaN,,,,,,NaN,
15540,35,NaN,,NaN,59,NaN,12,100,158,,,NaN,59
15541,,NaN,,NaN,,NaN,,,,,,NaN,
15542,35,NaN,,NaN,59,NaN,12,100,158,,,NaN,59
15543,,NaN,,NaN,,NaN,,,,,,NaN,
15544,35,NaN,,NaN,59,NaN,12,100,121,,,NaN,59
15545,,NaN,,NaN,,NaN,,,,,,NaN,
15546,35,NaN,,NaN,59,NaN,12,100,101,,,NaN,59
15547,,NaN,,NaN,,NaN,,,,,,NaN,
15548,35,NaN,,NaN,59,NaN,12,100,90,,,NaN,59
15549,,NaN,,NaN,,NaN,,,,,,NaN,
15550,35,NaN,,NaN,60,NaN,12,100,84,,,NaN,59
15551,,NaN,,NaN,,NaN,,,,,,NaN,
15552,35,NaN,,NaN,60,NaN,12,100,80,,,NaN,59
15553,,NaN,,NaN,,NaN,,,,,,NaN,
15554,35,NaN,,NaN,60,NaN,12,100,78,,,NaN,59
15555,,NaN,,NaN,,NaN,,,,,,NaN,
15556,35,NaN,,NaN,60,NaN,12,100,77,53,117,NaN,60
15557,,NaN,,NaN,,NaN,,,,,,NaN,
15558,35,NaN,,NaN,60,NaN,12,100,78,53,118,NaN,60
15559,,NaN,,NaN,,NaN,,,,,,NaN,
15560,35,NaN,,NaN,60,NaN,12,100,77,52,117,NaN,60
15561,,NaN,,NaN,,NaN,,,,,,NaN,
15562,35,NaN,,NaN,60,NaN,12,100,77,53,117,NaN,59
15563,,NaN,,NaN,,NaN,,,,,,NaN,
15564,35,NaN,,NaN,60,NaN,12,100,77,53,119,NaN,59
15565,,NaN,,NaN,,NaN,,,,,,NaN,
15566,35,NaN,,NaN,60,NaN,12,100,76,53,118,NaN,59
15567,,NaN,,NaN,,NaN,,,,,,NaN,
15568,35,NaN,,NaN,59,NaN,12,100,77,53,120,NaN,59
15569,,NaN,,NaN,,NaN,,,,,,NaN,
15570,35,NaN,,NaN,59,NaN,12,100,76,53,119,NaN,59
15571,,NaN,,NaN,,NaN,,,,,,NaN,
15572,35,NaN,,NaN,59,NaN,12,100,77,53,120,NaN,58
15573,,NaN,,NaN,,NaN,,,,,,NaN,
15574,35,NaN,,NaN,59,NaN,12,100,77,53,121,NaN,59
15575,,NaN,,NaN,,NaN,,,,,,NaN,
15576,35,NaN,,NaN,59,NaN,12,100,77,53,119,NaN,58
15577,,NaN,,NaN,,NaN,,,,,,NaN,
15578,35,NaN,,NaN,59,NaN,12,100,78,53,122,NaN,58
15579,,NaN,,NaN,,NaN,,,,,,NaN,
15580,35,NaN,,NaN,59,NaN,12,100,77,53,120,NaN,58
15581,,NaN,,NaN,,NaN,,,,,,NaN,
15582,35,NaN,,NaN,59,NaN,12,100,78,54,121,NaN,58
15583,,NaN,,NaN,,NaN,,,,,,NaN,
15584,35,NaN,,NaN,59,NaN,12,100,78,54,122,NaN,59
15585,,NaN,,NaN,,NaN,,,,,,NaN,
15586,35,NaN,,NaN,59,NaN,12,100,78,54,122,NaN,58
15587,,NaN,,NaN,,NaN,,,,,,NaN,
15588,35,NaN,,NaN,59,NaN,12,100,79,54,123,NaN,58
15589,,NaN,,NaN,,NaN,,,,,,NaN,
15590,35,NaN,,NaN,59,NaN,12,100,78,54,122,NaN,59
15591,,NaN,,NaN,,NaN,,,,,,NaN,
15592,35,NaN,,NaN,59,NaN,12,100,79,55,124,NaN,59
15593,,NaN,,NaN,,NaN,,,,,,NaN,
15594,35,NaN,,NaN,59,NaN,12,100,79,54,124,NaN,59
15595,,NaN,,NaN,,NaN,,,,,,NaN,
15596,35,NaN,,NaN,59,NaN,12,100,79,55,123,NaN,59
