time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP,SNUADC/CVP,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/HR
419,,NaN,,NaN,,NaN,,,,,,NaN,
420,40,NaN,-12,NaN,98,NaN,15,100,13,,,NaN,97
421,,NaN,,NaN,,NaN,,,,,,NaN,
422,40,NaN,-12,NaN,98,NaN,15,100,12,,,NaN,97
423,,NaN,,NaN,,NaN,,,,,,NaN,
424,40,NaN,-12,NaN,98,NaN,15,100,12,,,NaN,98
425,,NaN,,NaN,,NaN,,,,,,NaN,
426,40,NaN,-12,NaN,99,NaN,15,100,12,,,NaN,98
427,,NaN,,NaN,,NaN,,,,,,NaN,
428,39,NaN,-12,NaN,100,NaN,15,100,12,,,NaN,99
429,,NaN,,NaN,,NaN,,,,,,NaN,
430,39,NaN,-12,NaN,101,NaN,15,100,12,,,NaN,100
431,,NaN,,NaN,,NaN,,,,,,NaN,
432,39,NaN,-12,NaN,101,NaN,15,100,12,,,NaN,100
433,,NaN,,NaN,,NaN,,,,,,NaN,
434,39,NaN,-12,NaN,101,NaN,15,100,12,,,NaN,101
435,,NaN,,NaN,,NaN,,,,,,NaN,
436,39,NaN,-12,NaN,101,NaN,15,100,12,,,NaN,101
437,,NaN,,NaN,,NaN,,,,,,NaN,
438,39,NaN,-12,NaN,101,NaN,15,100,12,,,NaN,101
439,,NaN,,NaN,,NaN,,,,,,NaN,
440,39,NaN,-12,NaN,102,NaN,15,100,12,,,NaN,101
441,,NaN,,NaN,,NaN,,,,,,NaN,
442,39,NaN,-12,NaN,102,NaN,15,100,13,,,NaN,101
443,,NaN,,NaN,,NaN,,,,,,NaN,
444,39,NaN,-12,NaN,102,NaN,15,100,13,,,NaN,101
445,,NaN,,NaN,,NaN,,,,,,NaN,
446,39,NaN,-12,NaN,102,NaN,15,100,12,,,NaN,101
447,,NaN,,NaN,,NaN,,,,,,NaN,
448,39,NaN,-12,NaN,102,NaN,15,100,12,,,NaN,102
449,,NaN,,NaN,,NaN,,,,,,NaN,
450,39,NaN,-12,NaN,103,NaN,15,100,12,,,NaN,102
451,,NaN,,NaN,,NaN,,,,,,NaN,
452,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
453,,NaN,,NaN,,NaN,,,,,,NaN,
454,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
455,,NaN,,NaN,,NaN,,,,,,NaN,
456,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
457,,NaN,,NaN,,NaN,,,,,,NaN,
458,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
459,,NaN,,NaN,,NaN,,,,,,NaN,
460,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
461,,NaN,,NaN,,NaN,,,,,,NaN,
462,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
463,,NaN,,NaN,,NaN,,,,,,NaN,
464,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
465,,NaN,,NaN,,NaN,,,,,,NaN,
466,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
467,,NaN,,NaN,,NaN,,,,,,NaN,
468,39,NaN,-12,NaN,103,NaN,15,100,13,13,13,NaN,103
469,,NaN,,NaN,,NaN,,,,,,NaN,
470,39,NaN,-12,NaN,104,NaN,15,100,13,13,13,NaN,103
471,,NaN,,NaN,,NaN,,,,,,NaN,
472,39,NaN,-12,NaN,104,NaN,15,100,12,12,12,NaN,103
473,,NaN,,NaN,,NaN,,,,,,NaN,
474,39,NaN,-12,NaN,104,NaN,15,100,12,12,12,NaN,104
475,,NaN,,NaN,,NaN,,,,,,NaN,
476,39,NaN,-12,NaN,105,NaN,15,100,12,12,12,NaN,104
477,,NaN,,NaN,,NaN,,,,,,NaN,
478,39,NaN,-12,NaN,105,NaN,15,100,12,12,12,NaN,104
479,,NaN,,NaN,,NaN,,,,,,NaN,
480,39,NaN,-12,NaN,105,NaN,15,100,12,12,12,NaN,104
481,,NaN,,NaN,,NaN,,,,,,NaN,
482,39,NaN,-12,NaN,105,NaN,15,100,12,12,12,NaN,104
483,,NaN,,NaN,,NaN,,,,,,NaN,
484,39,NaN,-11,NaN,105,NaN,15,100,11,11,11,NaN,104
485,,NaN,,NaN,,NaN,,,,,,NaN,
486,39,NaN,-11,NaN,105,NaN,15,100,11,11,11,NaN,105
487,,NaN,,NaN,,NaN,,,,,,NaN,
488,39,NaN,-12,NaN,105,NaN,15,100,11,11,11,NaN,105
489,,NaN,,NaN,,NaN,,,,,,NaN,
490,39,NaN,-12,NaN,105,NaN,15,100,11,11,11,NaN,105
491,,NaN,,NaN,,NaN,,,,,,NaN,
492,39,NaN,-12,NaN,105,NaN,15,100,11,11,11,NaN,104
493,,NaN,,NaN,,NaN,,,,,,NaN,
494,39,NaN,-12,NaN,104,NaN,15,100,11,11,11,NaN,104
495,,NaN,,NaN,,NaN,,,,,,NaN,
496,39,NaN,-12,NaN,104,NaN,15,100,12,12,12,NaN,103
497,,NaN,,NaN,,NaN,,,,,,NaN,
498,39,NaN,-12,NaN,104,NaN,15,100,12,12,12,NaN,103
499,,NaN,,NaN,,NaN,,,,,,NaN,
500,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,103
501,,NaN,,NaN,,NaN,,,,,,NaN,
502,39,NaN,-12,NaN,103,NaN,15,100,12,12,12,NaN,102
503,,NaN,,NaN,,NaN,,,,,,NaN,
504,39,NaN,-12,NaN,102,NaN,15,100,12,12,12,NaN,101
505,,NaN,,NaN,,NaN,,,,,,NaN,
506,39,NaN,-12,NaN,102,NaN,15,100,12,12,12,NaN,101
507,,NaN,,NaN,,NaN,,,,,,NaN,
508,39,NaN,-12,NaN,101,NaN,15,100,12,12,12,NaN,101
509,,NaN,,NaN,,NaN,,,,,,NaN,
510,39,NaN,-12,NaN,101,NaN,15,100,12,12,12,NaN,100
511,,NaN,,NaN,,NaN,,,,,,NaN,
512,40,NaN,-12,NaN,100,NaN,15,100,11,11,11,NaN,100
513,,NaN,,NaN,,NaN,,,,,,NaN,
514,40,NaN,-12,NaN,99,NaN,15,100,11,11,11,NaN,98
515,,NaN,,NaN,,NaN,,,,,,NaN,
516,40,NaN,-12,NaN,98,NaN,15,100,11,11,11,NaN,97
517,,NaN,,NaN,,NaN,,,,,,NaN,
518,39,NaN,-12,NaN,97,NaN,15,100,11,11,11,NaN,97
519,,NaN,,NaN,,NaN,,,,,,NaN,
520,39,NaN,-12,NaN,96,NaN,15,100,12,12,12,NaN,96
521,,NaN,,NaN,,NaN,,,,,,NaN,
522,39,NaN,-12,NaN,95,NaN,15,100,12,12,12,NaN,95
523,,NaN,,NaN,,NaN,,,,,,NaN,
524,39,NaN,-12,NaN,94,NaN,15,100,12,12,12,NaN,93
525,,NaN,,NaN,,NaN,,,,,,NaN,
526,39,NaN,-12,NaN,93,NaN,15,100,12,12,12,NaN,92
527,,NaN,,NaN,,NaN,,,,,,NaN,
528,39,NaN,-12,NaN,91,NaN,15,100,11,11,11,NaN,90
529,,NaN,,NaN,,NaN,,,,,,NaN,
530,39,NaN,-12,NaN,89,NaN,15,100,11,11,11,NaN,89
531,,NaN,,NaN,,NaN,,,,,,NaN,
532,39,NaN,-12,NaN,87,NaN,15,100,11,11,11,NaN,87
533,,NaN,,NaN,,NaN,,,,,,NaN,
534,39,NaN,-12,NaN,86,NaN,15,100,11,11,11,NaN,86
535,,NaN,,NaN,,NaN,,,,,,NaN,
536,39,NaN,-12,NaN,85,NaN,15,100,11,11,11,NaN,86
537,,NaN,,NaN,,NaN,,,,,,NaN,
538,39,NaN,-12,NaN,84,NaN,15,100,11,11,11,NaN,85
539,,NaN,,NaN,,NaN,,,,,,NaN,
540,39,NaN,-12,NaN,86,NaN,15,100,11,11,11,NaN,85
541,,NaN,,NaN,,NaN,,,,,,NaN,
542,39,NaN,-12,NaN,85,NaN,15,100,11,11,11,NaN,84
543,,NaN,,NaN,,NaN,,,,,,NaN,
544,39,NaN,-12,NaN,84,NaN,15,100,13,13,13,NaN,83
545,,NaN,,NaN,,NaN,,,,,,NaN,
546,39,NaN,-12,NaN,83,NaN,15,100,13,13,13,NaN,82
547,,NaN,,NaN,,NaN,,,,,,NaN,
548,39,NaN,-13,NaN,82,NaN,15,100,12,12,12,NaN,81
549,,NaN,,NaN,,NaN,,,,,,NaN,
550,39,NaN,-13,NaN,82,NaN,15,100,12,12,12,NaN,80
551,,NaN,,NaN,,NaN,,,,,,NaN,
552,39,NaN,-11,NaN,81,NaN,15,100,11,11,11,NaN,80
553,,NaN,,NaN,,NaN,,,,,,NaN,
554,39,NaN,-11,NaN,80,NaN,15,100,11,11,11,NaN,80
555,,NaN,,NaN,,NaN,,,,,,NaN,
556,39,NaN,-12,NaN,80,NaN,15,100,11,11,11,NaN,79
557,,NaN,,NaN,,NaN,,,,,,NaN,
558,39,NaN,-12,NaN,80,NaN,15,100,11,11,11,NaN,79
559,,NaN,,NaN,,NaN,,,,,,NaN,
560,39,NaN,-12,NaN,80,NaN,15,100,11,11,11,NaN,79
561,,NaN,,NaN,,NaN,,,,,,NaN,
562,39,NaN,-12,NaN,80,NaN,15,100,11,11,11,NaN,80
563,,NaN,,NaN,,NaN,,,,,,NaN,
564,39,NaN,-12,NaN,80,NaN,15,100,12,12,12,NaN,80
565,,NaN,,NaN,,NaN,,,,,,NaN,
566,39,NaN,-12,NaN,81,NaN,15,100,12,12,12,NaN,81
567,,NaN,,NaN,,NaN,,,,,,NaN,
568,39,NaN,-13,NaN,82,NaN,15,100,12,12,12,NaN,82
569,,NaN,,NaN,,NaN,,,,,,NaN,
570,39,NaN,-13,NaN,84,NaN,15,100,12,12,12,NaN,83
571,,NaN,,NaN,,NaN,,,,,,NaN,
572,39,NaN,-13,NaN,84,NaN,15,100,11,11,11,NaN,84
573,,NaN,,NaN,,NaN,,,,,,NaN,
574,39,NaN,-12,NaN,85,NaN,15,100,11,11,11,NaN,84
575,,NaN,,NaN,,NaN,,,,,,NaN,
576,39,NaN,-12,NaN,85,NaN,15,100,11,11,11,NaN,85
577,,NaN,,NaN,,NaN,,,,,,NaN,
578,39,NaN,-12,NaN,86,NaN,15,100,11,11,11,NaN,85
579,,NaN,,NaN,,NaN,,,,,,NaN,
580,39,NaN,-12,NaN,86,NaN,15,100,11,11,11,NaN,86
581,,NaN,,NaN,,NaN,,,,,,NaN,
582,39,NaN,-12,NaN,86,NaN,15,100,11,11,11,NaN,87
583,,NaN,,NaN,,NaN,,,,,,NaN,
584,38,NaN,-12,NaN,87,NaN,15,100,11,11,11,NaN,87
585,,NaN,,NaN,,NaN,,,,,,NaN,
586,38,NaN,-12,NaN,88,NaN,15,100,11,11,11,NaN,88
587,,NaN,,NaN,,NaN,,,,,,NaN,
588,38,NaN,-12,NaN,89,NaN,15,100,12,12,12,NaN,89
589,,NaN,,NaN,,NaN,,,,,,NaN,
590,39,NaN,-12,NaN,91,NaN,15,100,12,12,12,NaN,90
591,,NaN,,NaN,,NaN,,,,,,NaN,
592,39,NaN,-12,NaN,92,NaN,15,100,12,12,12,NaN,91
593,,NaN,,NaN,,NaN,,,,,,NaN,
594,39,NaN,-12,NaN,93,NaN,15,100,12,12,12,NaN,92
595,,NaN,,NaN,,NaN,,,,,,NaN,
596,39,NaN,-12,NaN,93,NaN,15,100,11,11,11,NaN,92
597,,NaN,,NaN,,NaN,,,,,,NaN,
598,39,NaN,-12,NaN,94,NaN,15,100,11,11,11,NaN,93
599,,NaN,,NaN,,NaN,,,,,,NaN,
600,39,NaN,-12,NaN,93,NaN,15,100,11,11,11,NaN,92
601,,NaN,,NaN,,NaN,,,,,,NaN,
602,39,NaN,-12,NaN,92,NaN,15,100,11,11,11,NaN,91
603,,NaN,,NaN,,NaN,,,,,,NaN,
604,39,NaN,-12,NaN,91,NaN,15,100,11,11,11,NaN,90
605,,NaN,,NaN,,NaN,,,,,,NaN,
606,39,NaN,-12,NaN,90,NaN,15,100,11,11,11,NaN,88
607,,NaN,,NaN,,NaN,,,,,,NaN,
608,39,NaN,-12,NaN,88,NaN,15,100,11,11,11,NaN,87
609,,NaN,,NaN,,NaN,,,,,,NaN,
610,39,NaN,-12,NaN,87,NaN,15,100,11,11,11,NaN,86
611,,NaN,,NaN,,NaN,,,,,,NaN,
612,39,NaN,-12,NaN,86,NaN,15,100,12,12,12,NaN,85
613,,NaN,,NaN,,NaN,,,,,,NaN,
614,39,NaN,-12,NaN,85,NaN,15,100,12,12,12,NaN,84
615,,NaN,,NaN,,NaN,,,,,,NaN,
616,39,NaN,-12,NaN,84,NaN,15,100,11,11,11,NaN,83
617,,NaN,,NaN,,NaN,,,,,,NaN,
618,39,NaN,-12,NaN,84,NaN,15,100,11,11,11,NaN,83
619,,NaN,,NaN,,NaN,,,,,,NaN,
620,39,NaN,-11,NaN,83,NaN,15,100,11,11,11,NaN,83
621,,NaN,,NaN,,NaN,,,,,,NaN,
622,39,NaN,-11,NaN,84,NaN,15,100,11,11,11,NaN,83
623,,NaN,,NaN,,NaN,,,,,,NaN,
624,39,NaN,-12,NaN,85,NaN,15,100,11,11,11,NaN,84
625,,NaN,,NaN,,NaN,,,,,,NaN,
626,39,NaN,-12,NaN,86,NaN,15,100,11,11,11,NaN,85
627,,NaN,,NaN,,NaN,,,,,,NaN,
628,39,NaN,-12,NaN,87,NaN,15,100,11,11,11,NaN,87
629,,NaN,,NaN,,NaN,,,,,,NaN,
630,39,NaN,-12,NaN,87,NaN,15,100,11,11,11,NaN,87
631,,NaN,,NaN,,NaN,,,,,,NaN,
632,39,NaN,-12,NaN,88,NaN,15,100,12,12,12,NaN,87
633,,NaN,,NaN,,NaN,,,,,,NaN,
634,39,NaN,-12,NaN,88,NaN,15,100,12,12,12,NaN,87
635,,NaN,,NaN,,NaN,,,,,,NaN,
636,39,NaN,-12,NaN,88,NaN,15,100,12,-42,48,NaN,87
637,,NaN,,NaN,,NaN,,,,,,NaN,
638,39,NaN,-12,NaN,87,NaN,15,100,6,-8,16,NaN,87
639,,NaN,,NaN,,NaN,,,,,,NaN,
640,39,NaN,-12,NaN,86,NaN,15,100,5,2,9,NaN,86
641,,NaN,,NaN,,NaN,,,,,,NaN,
642,39,NaN,-12,NaN,86,NaN,15,100,2,-22,25,NaN,85
643,,NaN,,NaN,,NaN,,,,,,NaN,
644,39,NaN,-12,NaN,85,NaN,15,100,4,-10,23,NaN,84
645,,NaN,,NaN,,NaN,,,,,,NaN,
646,39,NaN,-12,NaN,84,NaN,15,100,4,-1,10,NaN,83
647,,NaN,,NaN,,NaN,,,,,,NaN,
648,39,NaN,-12,NaN,83,NaN,15,100,5,-7,14,NaN,82
649,,NaN,,NaN,,NaN,,,,,,NaN,
650,39,NaN,-12,NaN,82,NaN,15,100,11,2,19,NaN,81
651,,NaN,,NaN,,NaN,,,,,,NaN,
652,39,NaN,-12,NaN,82,NaN,15,100,11,6,16,NaN,81
653,,NaN,,NaN,,NaN,,,,,,NaN,
654,39,NaN,-12,NaN,82,NaN,15,100,9,1,17,NaN,80
655,,NaN,,NaN,,NaN,,,,,,NaN,
656,38,NaN,-12,NaN,82,NaN,15,100,9,1,17,NaN,79
657,,NaN,,NaN,,NaN,,,,,,NaN,
658,38,NaN,-12,NaN,81,NaN,15,100,7,3,9,NaN,78
659,,NaN,,NaN,,NaN,,,,,,NaN,
660,38,NaN,-12,NaN,80,NaN,15,100,6,1,11,NaN,78
661,,NaN,,NaN,,NaN,,,,,,NaN,
662,38,NaN,-12,NaN,79,NaN,15,100,6,2,10,NaN,77
663,,NaN,,NaN,,NaN,,,,,,NaN,
664,38,NaN,-12,NaN,78,NaN,15,100,6,2,10,NaN,77
665,,NaN,,NaN,,NaN,,,,,,NaN,
666,38,NaN,-12,NaN,78,NaN,15,100,6,-5,17,NaN,76
667,,NaN,,NaN,,NaN,,,,,,NaN,
668,38,NaN,-12,NaN,77,NaN,15,100,5,-11,28,NaN,75
669,,NaN,,NaN,,NaN,,,,,,NaN,
670,38,NaN,-12,NaN,76,NaN,15,100,2,,,NaN,75
671,,NaN,,NaN,,NaN,,,,,,NaN,
672,38,NaN,-12,NaN,75,NaN,15,100,65,,,NaN,74
673,,NaN,,NaN,,NaN,,,,,,NaN,
674,38,NaN,-12,NaN,75,NaN,15,100,15,,,NaN,74
675,,NaN,,NaN,,NaN,,,,,,NaN,
676,38,NaN,-12,NaN,75,NaN,15,100,9,,,NaN,74
677,,NaN,,NaN,,NaN,,,,,,NaN,
678,38,NaN,-12,NaN,74,NaN,15,100,9,,,NaN,74
679,,NaN,,NaN,,NaN,,,,,,NaN,
680,38,NaN,-13,NaN,74,NaN,15,100,9,,,NaN,73
681,,NaN,,NaN,,NaN,,,,,,NaN,
682,38,NaN,-13,NaN,74,NaN,15,100,1,,,NaN,73
683,,NaN,,NaN,,NaN,,,,,,NaN,
684,38,NaN,-13,NaN,73,NaN,15,100,1,,,NaN,73
685,,NaN,,NaN,,NaN,,,,,,NaN,
686,38,NaN,-13,NaN,73,NaN,15,100,0,0,0,NaN,73
687,,NaN,,NaN,,NaN,,,,,,NaN,
688,38,NaN,-12,NaN,74,NaN,15,100,0,0,0,NaN,74
689,,NaN,,NaN,,NaN,,,,,,NaN,
690,38,NaN,-12,NaN,75,NaN,15,100,0,0,0,NaN,75
691,,NaN,,NaN,,NaN,,,,,,NaN,
692,38,NaN,-12,NaN,78,NaN,15,100,0,0,0,NaN,78
693,,NaN,,NaN,,NaN,,,,,,NaN,
694,38,NaN,-12,NaN,80,NaN,15,100,0,0,0,NaN,81
695,,NaN,,NaN,,NaN,,,,,,NaN,
696,38,NaN,-12,NaN,79,NaN,15,100,0,0,0,NaN,82
697,,NaN,,NaN,,NaN,,,,,,NaN,
698,38,NaN,-12,NaN,79,NaN,15,100,-1,-1,-1,NaN,83
699,,NaN,,NaN,,NaN,,,,,,NaN,
700,38,NaN,-12,NaN,75,NaN,15,100,-1,-1,-1,NaN,84
701,,NaN,,NaN,,NaN,,,,,,NaN,
702,38,NaN,-12,NaN,76,NaN,15,100,0,0,0,NaN,85
703,,NaN,,NaN,,NaN,,,,,,NaN,
704,38,NaN,-12,NaN,78,NaN,15,100,0,0,0,NaN,86
705,,NaN,,NaN,,NaN,,,,,,NaN,
706,38,NaN,-13,NaN,85,NaN,15,100,-1,-1,-1,NaN,87
707,,NaN,,NaN,,NaN,,,,,,NaN,
708,38,NaN,-13,NaN,88,NaN,15,100,-1,-1,-1,NaN,88
709,,NaN,,NaN,,NaN,,,,,,NaN,
710,38,NaN,-12,NaN,89,NaN,15,100,-1,-1,-1,NaN,89
711,,NaN,,NaN,,NaN,,,,,,NaN,
712,38,NaN,-12,NaN,90,NaN,15,100,-1,-1,-1,NaN,90
713,,NaN,,NaN,,NaN,,,,,,NaN,
714,38,NaN,-12,NaN,91,NaN,15,100,-1,-1,-1,NaN,91
715,,NaN,,NaN,,NaN,,,,,,NaN,
716,38,NaN,-12,NaN,92,NaN,15,100,-1,-1,-1,NaN,91
717,,NaN,,NaN,,NaN,,,,,,NaN,
718,38,NaN,-12,NaN,92,NaN,15,100,-1,-1,-1,NaN,92
719,,NaN,,NaN,,NaN,,,,,,NaN,
720,39,NaN,-12,NaN,92,NaN,15,100,-1,-1,-1,NaN,92
721,,NaN,,NaN,,NaN,,,,,,NaN,
722,39,NaN,-12,NaN,93,NaN,15,100,-1,-1,-1,NaN,93
723,,NaN,,NaN,,NaN,,,,,,NaN,
724,39,NaN,-12,NaN,93,NaN,15,100,-1,-1,-1,NaN,93
725,,NaN,,NaN,,NaN,,,,,,NaN,
726,39,NaN,-13,NaN,93,NaN,15,100,-38,,6,NaN,93
727,,NaN,,NaN,,NaN,,,,,,NaN,
728,38,NaN,-13,NaN,93,NaN,15,100,-38,,6,NaN,93
729,,NaN,,NaN,,NaN,,,,,,NaN,
730,38,NaN,-13,NaN,93,NaN,15,100,-38,,6,NaN,93
731,,NaN,,NaN,,NaN,,,,,,NaN,
732,38,NaN,-13,NaN,93,NaN,15,100,-59,-59,-59,NaN,92
733,,NaN,,NaN,,NaN,,,,,,NaN,
734,39,NaN,-13,NaN,93,NaN,15,100,-59,-59,-59,NaN,92
735,,NaN,,NaN,,NaN,,,,,,NaN,
736,39,NaN,-12,NaN,92,NaN,15,100,-58,-58,-58,NaN,92
737,,NaN,,NaN,,NaN,,,,,,NaN,
738,39,NaN,-12,NaN,92,NaN,15,100,-58,-58,-58,NaN,91
739,,NaN,,NaN,,NaN,,,,,,NaN,
740,39,NaN,-12,NaN,91,NaN,15,100,-58,-58,-58,NaN,90
741,,NaN,,NaN,,NaN,,,,,,NaN,
742,39,NaN,-12,NaN,90,NaN,15,100,-58,-58,-58,NaN,89
743,,NaN,,NaN,,NaN,,,,,,NaN,
744,39,NaN,-12,NaN,89,NaN,15,100,-59,-59,-59,NaN,88
745,,NaN,,NaN,,NaN,,,,,,NaN,
746,39,NaN,-12,NaN,88,NaN,15,100,-59,-59,-59,NaN,86
747,,NaN,,NaN,,NaN,,,,,,NaN,
748,39,NaN,-13,NaN,84,NaN,15,100,-59,-59,-59,NaN,85
749,,NaN,,NaN,,NaN,,,,,,NaN,
750,38,NaN,-13,NaN,82,NaN,15,100,-59,-59,-59,NaN,84
751,,NaN,,NaN,,NaN,,,,,,NaN,
752,38,NaN,-13,NaN,81,NaN,15,100,-59,-59,-59,NaN,83
753,,NaN,,NaN,,NaN,,,,,,NaN,
754,38,NaN,-13,NaN,82,NaN,15,100,-59,-59,-59,NaN,84
755,,NaN,,NaN,,NaN,,,,,,NaN,
756,38,NaN,-12,NaN,86,NaN,15,100,-59,-59,-59,NaN,85
757,,NaN,,NaN,,NaN,,,,,,NaN,
758,38,NaN,-12,NaN,87,NaN,15,100,-59,-59,-59,NaN,87
759,,NaN,,NaN,,NaN,,,,,,NaN,
760,38,NaN,-12,NaN,89,NaN,15,100,-60,-60,-60,NaN,88
761,,NaN,,NaN,,NaN,,,,,,NaN,
762,38,NaN,-12,NaN,89,NaN,15,100,-60,-60,-60,NaN,90
763,,NaN,,NaN,,NaN,,,,,,NaN,
764,38,NaN,-12,NaN,90,NaN,15,100,-60,-60,-60,NaN,90
765,,NaN,,NaN,,NaN,,,,,,NaN,
766,38,NaN,-12,NaN,91,NaN,15,100,-60,-60,-60,NaN,91
767,,NaN,,NaN,,NaN,,,,,,NaN,
768,38,NaN,-12,NaN,92,NaN,15,100,-60,-60,-60,NaN,91
769,,NaN,,NaN,,NaN,,,,,,NaN,
770,38,NaN,-12,NaN,92,NaN,15,100,-60,-60,-60,NaN,91
771,,NaN,,NaN,,NaN,,,,,,NaN,
772,38,NaN,-12,NaN,91,NaN,15,100,-61,-61,-61,NaN,91
773,,NaN,,NaN,,NaN,,,,,,NaN,
774,38,NaN,-13,NaN,91,NaN,15,100,-61,-61,-61,NaN,91
775,,NaN,,NaN,,NaN,,,,,,NaN,
776,38,NaN,-13,NaN,89,NaN,15,100,-61,-61,-61,NaN,91
777,,NaN,,NaN,,NaN,,,,,,NaN,
778,38,NaN,-13,NaN,89,NaN,15,100,-61,-61,-61,NaN,91
779,,NaN,,NaN,,NaN,,,,,,NaN,
780,38,NaN,-13,NaN,89,NaN,15,100,-61,-61,-61,NaN,90
781,,NaN,,NaN,,NaN,,,,,,NaN,
782,38,NaN,-12,NaN,91,NaN,15,100,-61,-61,-61,NaN,91
783,,NaN,,NaN,,NaN,,,,,,NaN,
784,38,NaN,-12,NaN,91,NaN,15,100,-61,-61,-61,NaN,91
785,,NaN,,NaN,,NaN,,,,,,NaN,
786,38,NaN,-12,NaN,92,NaN,15,100,-61,-61,-61,NaN,91
787,,NaN,,NaN,,NaN,,,,,,NaN,
788,38,NaN,-12,NaN,91,NaN,15,100,-61,-61,-61,NaN,91
789,,NaN,,NaN,,NaN,,,,,,NaN,
790,38,NaN,-12,NaN,91,NaN,15,100,-61,-61,-61,NaN,90
791,,NaN,,NaN,,NaN,,,,,,NaN,
792,38,NaN,-12,NaN,90,NaN,15,100,-62,-62,-62,NaN,89
793,,NaN,,NaN,,NaN,,,,,,NaN,
794,38,NaN,-13,NaN,90,NaN,15,100,-62,-62,-62,NaN,88
795,,NaN,,NaN,,NaN,,,,,,NaN,
796,38,NaN,-13,NaN,87,NaN,15,100,-61,-61,-61,NaN,87
797,,NaN,,NaN,,NaN,,,,,,NaN,
798,38,NaN,-13,NaN,88,NaN,15,100,-61,-61,-61,NaN,87
799,,NaN,,NaN,,NaN,,,,,,NaN,
800,38,NaN,-13,NaN,86,NaN,15,100,-62,-62,-62,NaN,86
801,,NaN,,NaN,,NaN,,,,,,NaN,
802,38,NaN,-13,NaN,85,NaN,15,100,-62,-62,-62,NaN,85
803,,NaN,,NaN,,NaN,,,,,,NaN,
804,38,NaN,-12,NaN,84,NaN,15,100,-62,-62,-62,NaN,83
805,,NaN,,NaN,,NaN,,,,,,NaN,
806,38,NaN,-12,NaN,84,NaN,15,100,-62,-62,-62,NaN,83
807,,NaN,,NaN,,NaN,,,,,,NaN,
808,38,NaN,-12,NaN,83,NaN,15,100,-62,-62,-62,NaN,82
809,,NaN,,NaN,,NaN,,,,,,NaN,
810,38,NaN,-12,NaN,82,NaN,15,100,-62,-62,-62,NaN,81
811,,NaN,,NaN,,NaN,,,,,,NaN,
812,38,NaN,-12,NaN,81,NaN,15,100,-62,-62,-62,NaN,80
813,,NaN,,NaN,,NaN,,,,,,NaN,
814,37,NaN,-12,NaN,80,NaN,15,100,-62,-62,-62,NaN,80
815,,NaN,,NaN,,NaN,,,,,,NaN,
816,37,NaN,-12,NaN,79,NaN,15,100,-62,-62,-62,NaN,78
817,,NaN,,NaN,,NaN,,,,,,NaN,
818,37,NaN,-12,NaN,79,NaN,15,100,-62,-62,-62,NaN,78
819,,NaN,,NaN,,NaN,,,,,,NaN,
820,37,NaN,-13,NaN,78,NaN,15,100,-63,-63,-63,NaN,77
821,,NaN,,NaN,,NaN,,,,,,NaN,
822,37,NaN,-13,NaN,77,NaN,15,100,-63,-63,-63,NaN,77
823,,NaN,,NaN,,NaN,,,,,,NaN,
824,37,NaN,-13,NaN,77,NaN,15,100,-61,-61,-61,NaN,76
825,,NaN,,NaN,,NaN,,,,,,NaN,
826,37,NaN,-13,NaN,76,NaN,15,100,-61,-61,-61,NaN,76
827,,NaN,,NaN,,NaN,,,,,,NaN,
828,37,NaN,-13,NaN,76,NaN,15,100,-62,-62,-62,NaN,75
829,,NaN,,NaN,,NaN,,,,,,NaN,
830,37,NaN,-12,NaN,75,NaN,15,100,-62,-62,-62,NaN,75
831,,NaN,,NaN,,NaN,,,,,,NaN,
832,37,NaN,-12,NaN,75,NaN,15,100,-63,-63,-63,NaN,74
833,,NaN,,NaN,,NaN,,,,,,NaN,
834,37,NaN,-12,NaN,74,NaN,15,100,-63,-63,-63,NaN,74
835,,NaN,,NaN,,NaN,,,,,,NaN,
836,37,NaN,-12,NaN,74,NaN,15,100,-62,-62,-62,NaN,73
837,,NaN,,NaN,,NaN,,,,,,NaN,
838,37,NaN,-12,NaN,73,NaN,15,100,-62,-62,-62,NaN,73
839,,NaN,,NaN,,NaN,,,,,,NaN,
840,37,NaN,-12,NaN,73,NaN,15,100,-63,-63,-63,NaN,72
841,,NaN,,NaN,,NaN,,,,,,NaN,
842,37,NaN,-13,NaN,72,NaN,15,100,-63,-63,-63,NaN,72
843,,NaN,,NaN,,NaN,,,,,,NaN,
844,37,NaN,-13,NaN,72,NaN,15,100,-63,-63,-63,NaN,72
845,,NaN,,NaN,,NaN,,,,,,NaN,
