time,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/CVP,SNUADC/ART,Solar8000/ART_DBP,Solar8000/CVP
25135,,,NaN,,,,,,NaN,NaN,NaN,,
25136,83,82,NaN,115,76,37,16,100,NaN,NaN,NaN,58,7
25137,,,NaN,,,,,,NaN,NaN,NaN,,
25138,83,82,NaN,114,76,37,16,100,NaN,NaN,NaN,57,7
25139,,,NaN,,,,,,NaN,NaN,NaN,,
25140,83,82,NaN,115,76,37,16,100,NaN,NaN,NaN,58,7
25141,,,NaN,,,,,,NaN,NaN,NaN,,
25142,83,82,NaN,113,75,37,16,100,NaN,NaN,NaN,56,7
25143,,,NaN,,,,,,NaN,NaN,NaN,,
25144,83,82,NaN,114,75,37,16,100,NaN,NaN,NaN,57,7
25145,,,NaN,,,,,,NaN,NaN,NaN,,
25146,83,82,NaN,112,75,37,16,100,NaN,NaN,NaN,56,7
25147,,,NaN,,,,,,NaN,NaN,NaN,,
25148,82,82,NaN,113,75,37,16,100,NaN,NaN,NaN,57,7
25149,,,NaN,,,,,,NaN,NaN,NaN,,
25150,82,82,NaN,111,74,37,16,100,NaN,NaN,NaN,56,7
25151,,,NaN,,,,,,NaN,NaN,NaN,,
25152,82,82,NaN,111,74,37,16,100,NaN,NaN,NaN,55,7
25153,,,NaN,,,,,,NaN,NaN,NaN,,
25154,82,81,NaN,110,73,37,16,100,NaN,NaN,NaN,55,7
25155,,,NaN,,,,,,NaN,NaN,NaN,,
25156,82,81,NaN,110,73,37,16,100,NaN,NaN,NaN,54,7
25157,,,NaN,,,,,,NaN,NaN,NaN,,
25158,82,81,NaN,109,73,37,16,100,NaN,NaN,NaN,55,7
25159,,,NaN,,,,,,NaN,NaN,NaN,,
25160,82,81,NaN,108,73,37,16,100,NaN,NaN,NaN,55,7
25161,,,NaN,,,,,,NaN,NaN,NaN,,
25162,82,81,NaN,109,73,37,16,100,NaN,NaN,NaN,56,7
25163,,,NaN,,,,,,NaN,NaN,NaN,,
25164,82,81,NaN,108,73,37,16,100,NaN,NaN,NaN,55,7
25165,,,NaN,,,,,,NaN,NaN,NaN,,
25166,82,81,NaN,110,74,37,16,100,NaN,NaN,NaN,56,7
25167,,,NaN,,,,,,NaN,NaN,NaN,,
25168,82,82,NaN,109,73,37,16,100,NaN,NaN,NaN,55,7
25169,,,NaN,,,,,,NaN,NaN,NaN,,
25170,82,82,NaN,110,74,37,16,100,NaN,NaN,NaN,56,7
25171,,,NaN,,,,,,NaN,NaN,NaN,,
25172,82,82,NaN,109,73,37,16,100,NaN,NaN,NaN,55,7
25173,,,NaN,,,,,,NaN,NaN,NaN,,
25174,82,82,NaN,110,73,37,16,100,NaN,NaN,NaN,55,7
25175,,,NaN,,,,,,NaN,NaN,NaN,,
25176,82,81,NaN,108,73,37,16,100,NaN,NaN,NaN,54,7
25177,,,NaN,,,,,,NaN,NaN,NaN,,
25178,82,81,NaN,109,73,37,16,100,NaN,NaN,NaN,55,7
25179,,,NaN,,,,,,NaN,NaN,NaN,,
25180,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,55,7
25181,,,NaN,,,,,,NaN,NaN,NaN,,
25182,82,81,NaN,109,72,37,16,100,NaN,NaN,NaN,55,7
25183,,,NaN,,,,,,NaN,NaN,NaN,,
25184,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,55,7
25185,,,NaN,,,,,,NaN,NaN,NaN,,
25186,82,81,NaN,109,72,37,16,100,NaN,NaN,NaN,55,7
25187,,,NaN,,,,,,NaN,NaN,NaN,,
25188,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,55,7
25189,,,NaN,,,,,,NaN,NaN,NaN,,
25190,82,81,NaN,107,72,37,16,100,NaN,NaN,NaN,54,7
25191,,,NaN,,,,,,NaN,NaN,NaN,,
25192,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,55,7
25193,,,NaN,,,,,,NaN,NaN,NaN,,
25194,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25195,,,NaN,,,,,,NaN,NaN,NaN,,
25196,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,54,7
25197,,,NaN,,,,,,NaN,NaN,NaN,,
25198,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25199,,,NaN,,,,,,NaN,NaN,NaN,,
25200,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25201,,,NaN,,,,,,NaN,NaN,NaN,,
25202,81,81,NaN,106,71,37,16,100,NaN,NaN,NaN,54,7
25203,,,NaN,,,,,,NaN,NaN,NaN,,
25204,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,55,7
25205,,,NaN,,,,,,NaN,NaN,NaN,,
25206,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25207,,,NaN,,,,,,NaN,NaN,NaN,,
25208,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,54,7
25209,,,NaN,,,,,,NaN,NaN,NaN,,
25210,82,82,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25211,,,NaN,,,,,,NaN,NaN,NaN,,
25212,82,81,NaN,107,72,37,16,100,NaN,NaN,NaN,54,7
25213,,,NaN,,,,,,NaN,NaN,NaN,,
25214,82,82,NaN,106,71,37,16,100,NaN,NaN,NaN,54,7
25215,,,NaN,,,,,,NaN,NaN,NaN,,
25216,82,82,NaN,107,72,37,16,100,NaN,NaN,NaN,54,7
25217,,,NaN,,,,,,NaN,NaN,NaN,,
25218,83,82,NaN,107,72,37,16,100,NaN,NaN,NaN,54,7
25219,,,NaN,,,,,,NaN,NaN,NaN,,
25220,83,82,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25221,,,NaN,,,,,,NaN,NaN,NaN,,
25222,83,82,NaN,107,72,37,16,100,NaN,NaN,NaN,55,7
25223,,,NaN,,,,,,NaN,NaN,NaN,,
25224,83,82,NaN,107,72,37,16,100,NaN,NaN,NaN,54,7
25225,,,NaN,,,,,,NaN,NaN,NaN,,
25226,83,82,NaN,108,72,37,16,100,NaN,NaN,NaN,54,7
25227,,,NaN,,,,,,NaN,NaN,NaN,,
25228,83,82,NaN,106,71,37,16,100,NaN,NaN,NaN,53,7
25229,,,NaN,,,,,,NaN,NaN,NaN,,
25230,83,82,NaN,107,71,37,16,100,NaN,NaN,NaN,53,7
25231,,,NaN,,,,,,NaN,NaN,NaN,,
25232,83,82,NaN,105,70,37,16,100,NaN,NaN,NaN,52,7
25233,,,NaN,,,,,,NaN,NaN,NaN,,
25234,82,82,NaN,106,70,37,16,100,NaN,NaN,NaN,53,7
25235,,,NaN,,,,,,NaN,NaN,NaN,,
25236,82,81,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25237,,,NaN,,,,,,NaN,NaN,NaN,,
25238,81,81,NaN,105,69,37,16,100,NaN,NaN,NaN,53,7
25239,,,NaN,,,,,,NaN,NaN,NaN,,
25240,81,80,NaN,103,69,37,16,100,NaN,NaN,NaN,53,7
25241,,,NaN,,,,,,NaN,NaN,NaN,,
25242,81,80,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25243,,,NaN,,,,,,NaN,NaN,NaN,,
25244,81,80,NaN,103,69,37,16,100,NaN,NaN,NaN,52,7
25245,,,NaN,,,,,,NaN,NaN,NaN,,
25246,81,80,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25247,,,NaN,,,,,,NaN,NaN,NaN,,
25248,81,80,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25249,,,NaN,,,,,,NaN,NaN,NaN,,
25250,81,81,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25251,,,NaN,,,,,,NaN,NaN,NaN,,
25252,81,81,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25253,,,NaN,,,,,,NaN,NaN,NaN,,
25254,81,81,NaN,103,69,37,16,100,NaN,NaN,NaN,52,7
25255,,,NaN,,,,,,NaN,NaN,NaN,,
25256,82,81,NaN,105,69,37,16,100,NaN,NaN,NaN,53,7
25257,,,NaN,,,,,,NaN,NaN,NaN,,
25258,82,81,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25259,,,NaN,,,,,,NaN,NaN,NaN,,
25260,82,81,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25261,,,NaN,,,,,,NaN,NaN,NaN,,
25262,82,81,NaN,104,69,37,16,100,NaN,NaN,NaN,53,7
25263,,,NaN,,,,,,NaN,NaN,NaN,,
25264,81,81,NaN,106,70,37,16,100,NaN,NaN,NaN,53,7
25265,,,NaN,,,,,,NaN,NaN,NaN,,
25266,81,81,NaN,104,69,37,16,100,NaN,NaN,NaN,53,7
25267,,,NaN,,,,,,NaN,NaN,NaN,,
25268,81,81,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25269,,,NaN,,,,,,NaN,NaN,NaN,,
25270,81,81,NaN,104,69,37,16,100,NaN,NaN,NaN,53,7
25271,,,NaN,,,,,,NaN,NaN,NaN,,
25272,81,81,NaN,105,69,37,16,100,NaN,NaN,NaN,52,7
25273,,,NaN,,,,,,NaN,NaN,NaN,,
25274,81,81,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25275,,,NaN,,,,,,NaN,NaN,NaN,,
25276,81,81,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25277,,,NaN,,,,,,NaN,NaN,NaN,,
25278,81,81,NaN,103,69,37,16,100,NaN,NaN,NaN,53,7
25279,,,NaN,,,,,,NaN,NaN,NaN,,
25280,81,81,NaN,104,69,37,16,100,NaN,NaN,NaN,53,7
25281,,,NaN,,,,,,NaN,NaN,NaN,,
25282,81,81,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25283,,,NaN,,,,,,NaN,NaN,NaN,,
25284,81,81,NaN,104,69,37,16,100,NaN,NaN,NaN,53,7
25285,,,NaN,,,,,,NaN,NaN,NaN,,
25286,82,81,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25287,,,NaN,,,,,,NaN,NaN,NaN,,
25288,82,82,NaN,104,69,37,16,100,NaN,NaN,NaN,53,7
25289,,,NaN,,,,,,NaN,NaN,NaN,,
25290,82,82,NaN,106,70,37,16,100,NaN,NaN,NaN,53,7
25291,,,NaN,,,,,,NaN,NaN,NaN,,
25292,82,82,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25293,,,NaN,,,,,,NaN,NaN,NaN,,
25294,82,82,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25295,,,NaN,,,,,,NaN,NaN,NaN,,
25296,82,81,NaN,104,69,37,16,100,NaN,NaN,NaN,53,7
25297,,,NaN,,,,,,NaN,NaN,NaN,,
25298,82,81,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25299,,,NaN,,,,,,NaN,NaN,NaN,,
25300,82,81,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25301,,,NaN,,,,,,NaN,NaN,NaN,,
25302,82,81,NaN,106,70,37,16,100,NaN,NaN,NaN,53,7
25303,,,NaN,,,,,,NaN,NaN,NaN,,
25304,82,81,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25305,,,NaN,,,,,,NaN,NaN,NaN,,
25306,82,81,NaN,105,70,37,16,100,NaN,NaN,NaN,52,7
25307,,,NaN,,,,,,NaN,NaN,NaN,,
25308,81,81,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25309,,,NaN,,,,,,NaN,NaN,NaN,,
25310,81,81,NaN,105,69,37,16,100,NaN,NaN,NaN,52,7
25311,,,NaN,,,,,,NaN,NaN,NaN,,
25312,81,80,NaN,105,69,37,16,100,NaN,NaN,NaN,53,7
25313,,,NaN,,,,,,NaN,NaN,NaN,,
25314,81,80,NaN,104,69,37,16,100,NaN,NaN,NaN,52,7
25315,,,NaN,,,,,,NaN,NaN,NaN,,
25316,81,80,NaN,105,70,37,16,100,NaN,NaN,NaN,53,7
25317,,,NaN,,,,,,NaN,NaN,NaN,,
25318,81,80,NaN,104,70,37,16,100,NaN,NaN,NaN,53,7
25319,,,NaN,,,,,,NaN,NaN,NaN,,
25320,81,80,NaN,106,70,37,16,100,NaN,NaN,NaN,54,7
25321,,,NaN,,,,,,NaN,NaN,NaN,,
25322,81,81,NaN,106,70,37,16,100,NaN,NaN,NaN,53,7
25323,,,NaN,,,,,,NaN,NaN,NaN,,
25324,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25325,,,NaN,,,,,,NaN,NaN,NaN,,
25326,82,81,NaN,105,70,37,16,100,NaN,NaN,NaN,54,7
25327,,,NaN,,,,,,NaN,NaN,NaN,,
25328,82,82,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25329,,,NaN,,,,,,NaN,NaN,NaN,,
25330,83,82,NaN,106,71,37,16,100,NaN,NaN,NaN,54,7
25331,,,NaN,,,,,,NaN,NaN,NaN,,
25332,83,83,NaN,108,71,37,16,100,NaN,NaN,NaN,54,7
25333,,,NaN,,,,,,NaN,NaN,NaN,,
25334,83,83,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25335,,,NaN,,,,,,NaN,NaN,NaN,,
25336,83,82,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25337,,,NaN,,,,,,NaN,NaN,NaN,,
25338,83,82,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25339,,,NaN,,,,,,NaN,NaN,NaN,,
25340,83,82,NaN,107,71,36,16,100,NaN,NaN,NaN,54,7
25341,,,NaN,,,,,,NaN,NaN,NaN,,
25342,82,82,NaN,108,71,36,16,100,NaN,NaN,NaN,54,7
25343,,,NaN,,,,,,NaN,NaN,NaN,,
25344,82,81,NaN,107,71,36,16,100,NaN,NaN,NaN,53,7
25345,,,NaN,,,,,,NaN,NaN,NaN,,
25346,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25347,,,NaN,,,,,,NaN,NaN,NaN,,
25348,81,81,NaN,106,70,37,16,100,NaN,NaN,NaN,53,7
25349,,,NaN,,,,,,NaN,NaN,NaN,,
25350,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25351,,,NaN,,,,,,NaN,NaN,NaN,,
25352,82,81,NaN,106,70,37,16,100,NaN,NaN,NaN,53,7
25353,,,NaN,,,,,,NaN,NaN,NaN,,
25354,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25355,,,NaN,,,,,,NaN,NaN,NaN,,
25356,82,81,NaN,106,70,37,16,100,NaN,NaN,NaN,53,7
25357,,,NaN,,,,,,NaN,NaN,NaN,,
25358,81,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25359,,,NaN,,,,,,NaN,NaN,NaN,,
25360,82,81,NaN,106,71,37,16,100,NaN,NaN,NaN,54,7
25361,,,NaN,,,,,,NaN,NaN,NaN,,
25362,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25363,,,NaN,,,,,,NaN,NaN,NaN,,
25364,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25365,,,NaN,,,,,,NaN,NaN,NaN,,
25366,82,82,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25367,,,NaN,,,,,,NaN,NaN,NaN,,
25368,82,82,NaN,107,71,36,16,100,NaN,NaN,NaN,54,7
25369,,,NaN,,,,,,NaN,NaN,NaN,,
25370,82,82,NaN,107,71,36,16,100,NaN,NaN,NaN,54,7
25371,,,NaN,,,,,,NaN,NaN,NaN,,
25372,83,82,NaN,109,72,36,16,100,NaN,NaN,NaN,55,7
25373,,,NaN,,,,,,NaN,NaN,NaN,,
25374,83,82,NaN,108,72,36,16,100,NaN,NaN,NaN,55,7
25375,,,NaN,,,,,,NaN,NaN,NaN,,
25376,83,83,NaN,110,73,36,16,100,NaN,NaN,NaN,56,7
25377,,,NaN,,,,,,NaN,NaN,NaN,,
25378,84,83,NaN,109,73,36,16,100,NaN,NaN,NaN,55,7
25379,,,NaN,,,,,,NaN,NaN,NaN,,
25380,84,83,NaN,111,73,36,16,100,NaN,NaN,NaN,56,7
25381,,,NaN,,,,,,NaN,NaN,NaN,,
25382,84,83,NaN,109,73,37,16,100,NaN,NaN,NaN,55,7
25383,,,NaN,,,,,,NaN,NaN,NaN,,
25384,83,83,NaN,110,73,37,16,100,NaN,NaN,NaN,55,7
25385,,,NaN,,,,,,NaN,NaN,NaN,,
25386,83,82,NaN,108,72,37,16,100,NaN,NaN,NaN,54,7
25387,,,NaN,,,,,,NaN,NaN,NaN,,
25388,82,82,NaN,109,72,37,16,100,NaN,NaN,NaN,54,7
25389,,,NaN,,,,,,NaN,NaN,NaN,,
25390,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,54,7
25391,,,NaN,,,,,,NaN,NaN,NaN,,
25392,82,81,NaN,109,72,37,16,100,NaN,NaN,NaN,54,7
25393,,,NaN,,,,,,NaN,NaN,NaN,,
25394,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,55,7
25395,,,NaN,,,,,,NaN,NaN,NaN,,
25396,82,81,NaN,108,72,36,16,100,NaN,NaN,NaN,54,7
25397,,,NaN,,,,,,NaN,NaN,NaN,,
25398,82,81,NaN,108,72,36,16,100,NaN,NaN,NaN,55,7
25399,,,NaN,,,,,,NaN,NaN,NaN,,
25400,82,81,NaN,108,72,36,16,100,NaN,NaN,NaN,54,7
25401,,,NaN,,,,,,NaN,NaN,NaN,,
25402,81,81,NaN,108,72,37,16,100,NaN,NaN,NaN,54,7
25403,,,NaN,,,,,,NaN,NaN,NaN,,
25404,81,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25405,,,NaN,,,,,,NaN,NaN,NaN,,
25406,81,81,NaN,108,72,37,16,100,NaN,NaN,NaN,54,7
25407,,,NaN,,,,,,NaN,NaN,NaN,,
25408,82,81,NaN,107,71,37,16,100,NaN,NaN,NaN,54,7
25409,,,NaN,,,,,,NaN,NaN,NaN,,
25410,82,81,NaN,109,72,37,16,100,NaN,NaN,NaN,55,7
25411,,,NaN,,,,,,NaN,NaN,NaN,,
25412,82,81,NaN,108,72,37,16,100,NaN,NaN,NaN,54,7
25413,,,NaN,,,,,,NaN,NaN,NaN,,
25414,82,81,NaN,110,73,37,16,100,NaN,NaN,NaN,55,7
25415,,,NaN,,,,,,NaN,NaN,NaN,,
25416,82,81,NaN,109,73,37,16,100,NaN,NaN,NaN,55,7
25417,,,NaN,,,,,,NaN,NaN,NaN,,
25418,82,81,NaN,111,73,37,16,100,NaN,NaN,NaN,56,7
25419,,,NaN,,,,,,NaN,NaN,NaN,,
25420,82,81,NaN,110,73,37,16,100,NaN,NaN,NaN,56,7
25421,,,NaN,,,,,,NaN,NaN,NaN,,
25422,82,81,NaN,111,74,37,16,100,NaN,NaN,NaN,56,7
25423,,,NaN,,,,,,NaN,NaN,NaN,,
25424,82,81,NaN,111,73,37,16,100,NaN,NaN,NaN,56,7
25425,,,NaN,,,,,,NaN,NaN,NaN,,
25426,82,81,NaN,112,74,37,16,100,NaN,NaN,NaN,56,7
25427,,,NaN,,,,,,NaN,NaN,NaN,,
25428,82,81,NaN,111,74,37,16,100,NaN,NaN,NaN,56,7
25429,,,NaN,,,,,,NaN,NaN,NaN,,
25430,82,82,NaN,111,74,37,16,100,NaN,NaN,NaN,56,7
25431,,,NaN,,,,,,NaN,NaN,NaN,,
25432,82,82,NaN,113,75,37,16,100,NaN,NaN,NaN,57,7
25433,,,NaN,,,,,,NaN,NaN,NaN,,
25434,82,82,NaN,112,75,37,16,100,NaN,NaN,NaN,57,7
25435,,,NaN,,,,,,NaN,NaN,NaN,,
25436,83,82,NaN,113,75,37,16,100,NaN,NaN,NaN,57,7
25437,,,NaN,,,,,,NaN,NaN,NaN,,
25438,83,82,NaN,113,75,37,16,100,NaN,NaN,NaN,57,7
25439,,,NaN,,,,,,NaN,NaN,NaN,,
25440,83,82,NaN,113,75,37,16,100,NaN,NaN,NaN,57,7
25441,,,NaN,,,,,,NaN,NaN,NaN,,
25442,82,82,NaN,111,75,37,16,100,NaN,NaN,NaN,56,7
25443,,,NaN,,,,,,NaN,NaN,NaN,,
25444,82,82,NaN,113,75,37,16,100,NaN,NaN,NaN,56,7
25445,,,NaN,,,,,,NaN,NaN,NaN,,
25446,82,81,NaN,111,74,37,16,100,NaN,NaN,NaN,56,7
25447,,,NaN,,,,,,NaN,NaN,NaN,,
25448,82,81,NaN,112,75,37,16,100,NaN,NaN,NaN,57,7
25449,,,NaN,,,,,,NaN,NaN,NaN,,
25450,82,81,NaN,112,75,37,16,100,NaN,NaN,NaN,57,7
25451,,,NaN,,,,,,NaN,NaN,NaN,,
25452,82,82,NaN,114,76,36,16,100,NaN,NaN,NaN,57,7
25453,,,NaN,,,,,,NaN,NaN,NaN,,
25454,82,82,NaN,113,76,36,16,100,NaN,NaN,NaN,58,7
25455,,,NaN,,,,,,NaN,NaN,NaN,,
25456,83,82,NaN,114,76,36,16,100,NaN,NaN,NaN,58,7
25457,,,NaN,,,,,,NaN,NaN,NaN,,
25458,83,82,NaN,114,76,36,16,100,NaN,NaN,NaN,58,7
25459,,,NaN,,,,,,NaN,NaN,NaN,,
25460,83,82,NaN,114,76,37,16,100,NaN,NaN,NaN,57,7
25461,,,NaN,,,,,,NaN,NaN,NaN,,
25462,83,82,NaN,114,76,37,16,100,NaN,NaN,NaN,57,7
25463,,,NaN,,,,,,NaN,NaN,NaN,,
25464,82,82,NaN,114,76,37,16,100,NaN,NaN,NaN,57,7
25465,,,NaN,,,,,,NaN,NaN,NaN,,
25466,82,82,NaN,115,76,37,16,100,NaN,NaN,NaN,58,7
25467,,,NaN,,,,,,NaN,NaN,NaN,,
25468,82,82,NaN,114,76,37,16,100,NaN,NaN,NaN,57,7
25469,,,NaN,,,,,,NaN,NaN,NaN,,
25470,82,82,NaN,115,76,37,16,100,NaN,NaN,NaN,58,7
25471,,,NaN,,,,,,NaN,NaN,NaN,,
25472,82,82,NaN,114,76,37,16,100,NaN,NaN,NaN,58,7
25473,,,NaN,,,,,,NaN,NaN,NaN,,
25474,83,82,NaN,116,77,37,16,100,NaN,NaN,NaN,59,7
25475,,,NaN,,,,,,NaN,NaN,NaN,,
25476,83,82,NaN,116,77,37,16,100,NaN,NaN,NaN,59,7
25477,,,NaN,,,,,,NaN,NaN,NaN,,
25478,83,82,NaN,117,78,37,16,100,NaN,NaN,NaN,59,7
25479,,,NaN,,,,,,NaN,NaN,NaN,,
25480,83,82,NaN,116,78,37,16,100,NaN,NaN,NaN,59,7
25481,,,NaN,,,,,,NaN,NaN,NaN,,
25482,83,82,NaN,117,78,37,16,100,NaN,NaN,NaN,59,7
25483,,,NaN,,,,,,NaN,NaN,NaN,,
25484,82,82,NaN,116,78,37,16,100,NaN,NaN,NaN,59,7
25485,,,NaN,,,,,,NaN,NaN,NaN,,
25486,82,82,NaN,117,78,37,16,100,NaN,NaN,NaN,59,7
25487,,,NaN,,,,,,NaN,NaN,NaN,,
25488,83,82,NaN,118,79,37,16,100,NaN,NaN,NaN,59,7
25489,,,NaN,,,,,,NaN,NaN,NaN,,
25490,83,82,NaN,117,79,37,16,100,NaN,NaN,NaN,59,7
25491,,,NaN,,,,,,NaN,NaN,NaN,,
25492,83,82,NaN,118,79,37,16,100,NaN,NaN,NaN,60,7
25493,,,NaN,,,,,,NaN,NaN,NaN,,
25494,83,82,NaN,118,79,37,16,100,NaN,NaN,NaN,60,7
25495,,,NaN,,,,,,NaN,NaN,NaN,,
25496,83,82,NaN,119,80,37,16,100,NaN,NaN,NaN,61,7
25497,,,NaN,,,,,,NaN,NaN,NaN,,
25498,83,82,NaN,119,80,37,16,100,NaN,NaN,NaN,60,7
25499,,,NaN,,,,,,NaN,NaN,NaN,,
25500,83,82,NaN,120,80,37,16,100,NaN,NaN,NaN,60,7
25501,,,NaN,,,,,,NaN,NaN,NaN,,
25502,83,82,NaN,118,79,37,16,100,NaN,NaN,NaN,60,7
25503,,,NaN,,,,,,NaN,NaN,NaN,,
25504,83,82,NaN,119,80,37,16,100,NaN,NaN,NaN,60,7
25505,,,NaN,,,,,,NaN,NaN,NaN,,
25506,82,82,NaN,118,79,37,16,100,NaN,NaN,NaN,59,7
25507,,,NaN,,,,,,NaN,NaN,NaN,,
25508,82,82,NaN,119,79,37,16,100,NaN,NaN,NaN,60,7
25509,,,NaN,,,,,,NaN,NaN,NaN,,
25510,82,82,NaN,118,79,37,16,100,NaN,NaN,NaN,60,7
25511,,,NaN,,,,,,NaN,NaN,NaN,,
25512,82,81,NaN,119,79,37,16,100,NaN,NaN,NaN,60,7
25513,,,NaN,,,,,,NaN,NaN,NaN,,
25514,82,81,NaN,119,79,37,16,100,NaN,NaN,NaN,60,7
25515,,,NaN,,,,,,NaN,NaN,NaN,,
25516,82,81,NaN,120,80,37,16,100,NaN,NaN,NaN,61,7
25517,,,NaN,,,,,,NaN,NaN,NaN,,
25518,82,81,NaN,120,80,37,16,100,NaN,NaN,NaN,61,7
25519,,,NaN,,,,,,NaN,NaN,NaN,,
25520,82,82,NaN,120,80,37,16,100,NaN,NaN,NaN,60,7
25521,,,NaN,,,,,,NaN,NaN,NaN,,
25522,82,82,NaN,120,80,37,16,100,NaN,NaN,NaN,61,7
25523,,,NaN,,,,,,NaN,NaN,NaN,,
25524,82,82,NaN,121,81,37,16,100,NaN,NaN,NaN,61,7
25525,,,NaN,,,,,,NaN,NaN,NaN,,
25526,82,82,NaN,122,81,37,16,100,NaN,NaN,NaN,62,7
25527,,,NaN,,,,,,NaN,NaN,NaN,,
25528,82,81,NaN,121,81,37,16,100,NaN,NaN,NaN,62,7
25529,,,NaN,,,,,,NaN,NaN,NaN,,
25530,82,82,NaN,122,82,37,16,100,NaN,NaN,NaN,62,7
25531,,,NaN,,,,,,NaN,NaN,NaN,,
25532,82,82,NaN,123,82,37,16,100,NaN,NaN,NaN,62,7
25533,,,NaN,,,,,,NaN,NaN,NaN,,
25534,82,82,NaN,124,83,37,16,100,NaN,NaN,NaN,63,7
25535,,,NaN,,,,,,NaN,NaN,NaN,,
25536,82,82,NaN,123,83,37,16,100,NaN,NaN,NaN,63,7
25537,,,NaN,,,,,,NaN,NaN,NaN,,
25538,82,82,NaN,124,83,37,16,100,NaN,NaN,NaN,63,7
25539,,,NaN,,,,,,NaN,NaN,NaN,,
25540,82,82,NaN,123,83,37,16,100,NaN,NaN,NaN,62,7
25541,,,NaN,,,,,,NaN,NaN,NaN,,
25542,82,82,NaN,123,83,37,16,100,NaN,NaN,NaN,62,7
25543,,,NaN,,,,,,NaN,NaN,NaN,,
25544,82,81,NaN,122,82,37,16,100,NaN,NaN,NaN,62,7
25545,,,NaN,,,,,,NaN,NaN,NaN,,
25546,82,81,NaN,123,82,37,16,100,NaN,NaN,NaN,62,7
25547,,,NaN,,,,,,NaN,NaN,NaN,,
25548,82,81,NaN,124,83,37,16,100,NaN,NaN,NaN,63,7
25549,,,NaN,,,,,,NaN,NaN,NaN,,
25550,82,81,NaN,124,83,37,16,100,NaN,NaN,NaN,63,7
25551,,,NaN,,,,,,NaN,NaN,NaN,,
25552,82,81,NaN,125,84,37,16,100,NaN,NaN,NaN,64,7
25553,,,NaN,,,,,,NaN,NaN,NaN,,
25554,82,82,NaN,125,84,37,16,100,NaN,NaN,NaN,64,7
25555,,,NaN,,,,,,NaN,NaN,NaN,,
25556,82,82,NaN,126,85,37,16,100,NaN,NaN,NaN,65,7
25557,,,NaN,,,,,,NaN,NaN,NaN,,
25558,83,82,NaN,126,85,37,16,100,NaN,NaN,NaN,64,7
25559,,,NaN,,,,,,NaN,NaN,NaN,,
